timeframe,direction,target_pips,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,oos_samples,oos_hit_rate,oos_lift,all_samples,all_hit_rate,all_lift
h4,bear,300,macd+adx+volatility+bb,731,0.02325581,2.96004770,159,0.02515723,5.99748428,131,0.02290076,2.46346783,1021,0.02350637,3.18442127
h4,bear,300,macd+volatility+bb+body,431,0.02320186,2.95317984,93,0.00000000,0.00000000,70,0.01428571,1.53673469,594,0.01851852,2.50871460
h4,bear,300,price20+price200+volatility+body,302,0.02317881,2.95024622,63,0.00000000,0.00000000,67,0.01492537,1.60554371,432,0.01851852,2.50871460
h4,bear,300,price20+price200+adx+volatility,606,0.02310231,2.94050944,137,0.02919708,6.96058394,127,0.02362205,2.54105737,870,0.02413793,3.26997972
h4,bear,300,price20+volatility+body,437,0.02288330,2.91263275,99,0.00000000,0.00000000,80,0.01250000,1.34464286,616,0.01785714,2.41911765
h4,bear,300,price200+volatility+bb+body,306,0.02287582,2.91168091,61,0.00000000,0.00000000,64,0.01562500,1.68080357,431,0.01856148,2.51453528
h4,bear,300,di+volatility+bb+body,441,0.02267574,2.88621431,97,0.00000000,0.00000000,80,0.01250000,1.34464286,618,0.01779935,2.41128879
h4,bear,300,adx+di+body,584,0.02226027,2.83333333,113,0.00000000,0.00000000,120,0.00833333,0.89642857,817,0.01713586,2.32140543
h4,bear,300,macd+adx+volatility,811,0.02219482,2.82500237,176,0.02272727,5.41818182,136,0.02205882,2.37289916,1123,0.02226180,3.01581897
h4,bear,300,price20+price200+macd+adx,857,0.02217036,2.82188912,188,0.01595745,3.80425532,141,0.02127660,2.28875380,1186,0.02107926,2.85561948
h4,bear,300,price200+macd+adx+di,859,0.02211874,2.81531895,191,0.01570681,3.74450262,144,0.02083333,2.24107143,1194,0.02093802,2.83648635
h4,bear,300,price200+macd+adx+bb,861,0.02206736,2.80877930,190,0.01578947,3.76421053,143,0.02097902,2.25674326,1194,0.02093802,2.83648635
h4,bear,300,price20+momentum+adx+body,318,0.02201258,2.80180616,75,0.00000000,0.00000000,65,0.00000000,0.00000000,458,0.01528384,2.07051117
h4,bear,300,price200+adx+volatility+body,321,0.02180685,2.77562106,54,0.00000000,0.00000000,56,0.01785714,1.92091837,431,0.01856148,2.51453528
h4,bear,300,price200+macd+adx,872,0.02178899,2.77334745,192,0.01562500,3.72500000,147,0.02040816,2.19533528,1211,0.02064410,2.79666780
h4,bear,300,adx+di+volatility+bb,787,0.02160102,2.74942169,168,0.02380952,5.67619048,148,0.02027027,2.18050193,1103,0.02175884,2.94768279
h4,bear,300,volatility+bb+body,463,0.02159827,2.74907238,102,0.00000000,0.00000000,80,0.01250000,1.34464286,645,0.01705426,2.31035112
h4,bear,300,price20+price200+macd+volatility,742,0.02156334,2.74462644,179,0.01675978,3.99553073,137,0.02919708,3.14077164,1058,0.02173913,2.94501279
h4,bear,300,price20+macd+di+volatility,1067,0.02155576,2.74366184,254,0.01181102,2.81574803,182,0.02197802,2.36420722,1503,0.01996008,2.70400376
h4,bear,300,trend+adx+bb+body,232,0.02155172,2.74314766,50,0.00000000,0.00000000,0,,,324,0.01543210,2.09059550
h4,bear,300,price20+adx+volatility+bb,789,0.02154626,2.74245231,168,0.02380952,5.67619048,147,0.02040816,2.19533528,1104,0.02173913,2.94501279
d1,bull,100,trend+macd+adx+volatility,126,0.41269841,1.53222474,0,,,0,,,171,0.36257310,1.35782984
d1,bull,100,trend+adx+volatility+body,102,0.40196078,1.49235917,0,,,0,,,135,0.37777778,1.41477109
d1,bull,100,trend+adx+volatility,229,0.39301310,1.45913911,0,,,0,,,301,0.35880399,1.34371458
d1,bull,100,adx+volatility+body,186,0.39247312,1.45713432,0,,,0,,,239,0.38912134,1.45725252
d1,bull,100,trend+price200+adx+volatility,225,0.39111111,1.45207760,0,,,0,,,296,0.35810811,1.34110852
d1,bull,100,price200+macd+adx+volatility,162,0.38888889,1.44382716,0,,,0,,,218,0.35321101,1.32276897
d1,bull,100,price200+adx+volatility+body,114,0.38596491,1.43297132,0,,,0,,,150,0.37333333,1.39812672
d1,bull,100,trend+adx+di+volatility,172,0.38372093,1.42464009,0,,,0,,,235,0.35319149,1.32269587
d1,bull,100,price200+macd+di+volatility,279,0.37992832,1.41055925,53,0.28301887,1.05870021,52,0.21153846,0.84615385,384,0.34375000,1.28733766
d1,bull,100,trend+price20+adx+volatility,160,0.37500000,1.39226190,0,,,0,,,218,0.33486239,1.25405370
d1,bull,100,price200+macd+volatility,305,0.37377049,1.38769711,54,0.29629630,1.10836763,57,0.24561404,0.98245614,416,0.34615385,1.29634002
d1,bull,100,price200+adx+di+volatility,201,0.37313433,1.38533523,0,,,0,,,274,0.35036496,1.31211058
d1,bull,100,price200+macd+volatility+bb,295,0.37288136,1.38439602,54,0.29629630,1.10836763,53,0.20754717,0.83018868,402,0.34079602,1.27627506
d1,bull,100,trend+adx+volatility+bb,153,0.37254902,1.38316215,0,,,0,,,203,0.33497537,1.25447683
d1,bull,100,price20+price200+macd+volatility,288,0.37152778,1.37937059,52,0.30769231,1.15099715,51,0.17647059,0.70588235,391,0.33759591,1.26429070
d1,bull,100,price200+adx+volatility,280,0.37142857,1.37900227,0,,,0,,,368,0.35054348,1.31277912
d1,bull,100,price200+momentum+macd+volatility,227,0.37004405,1.37386197,0,,,0,,,312,0.34294872,1.28433688
d1,bull,100,price200+di+volatility+bb,315,0.36507937,1.35542958,58,0.27586207,1.03192848,53,0.18867925,0.75471698,426,0.33098592,1.23953639
d1,bull,100,price20+price200+di+volatility,320,0.36250000,1.34585317,63,0.28571429,1.06878307,57,0.19298246,0.77192982,440,0.32954545,1.23414189
d1,bull,100,macd+adx+di+volatility,185,0.36216216,1.34459888,0,,,0,,,249,0.33734940,1.26336752
d1,bull,100,trend+price200+macd+volatility,221,0.36199095,1.34396323,0,,,0,,,296,0.34459459,1.29050065
d1,bull,100,trend+macd+volatility,222,0.36036036,1.33790934,0,,,0,,,297,0.34343434,1.28615553
d1,bull,100,price200+di+volatility,361,0.36011080,1.33698281,69,0.28985507,1.08427268,64,0.23437500,0.93750000,494,0.33400810,1.25085441
d1,bull,100,price200+momentum+di+volatility,278,0.35971223,1.33550303,52,0.28846154,1.07905983,53,0.22641509,0.90566038,383,0.33159269,1.24180875
d1,bull,100,trend+macd+volatility+bb,216,0.35648148,1.32350823,0,,,0,,,289,0.33564014,1.25696637
d1,bull,100,price200+adx+volatility+bb,188,0.35638298,1.32314252,0,,,0,,,249,0.32931727,1.23328734
d1,bull,100,trend+macd+di+volatility,208,0.35576923,1.32086386,0,,,0,,,279,0.32974910,1.23490455
d1,bull,100,macd+adx+volatility+bb,217,0.35483871,1.31740911,0,,,0,,,282,0.32978723,1.23504735
d1,bull,100,price200+volatility+bb,344,0.35465116,1.31671281,61,0.29508197,1.10382514,56,0.21428571,0.85714286,461,0.32971800,1.23478809
d1,bull,100,trend+momentum+macd+volatility,158,0.35443038,1.31589311,0,,,0,,,213,0.34272300,1.28349158
d1,bull,100,price20+price200+adx+volatility,195,0.35384615,1.31372405,0,,,0,,,266,0.32706767,1.22486263
d1,bull,100,trend+price20+macd+volatility,212,0.35377358,1.31345463,0,,,0,,,280,0.32857143,1.23049418
d1,bull,100,price20+price200+volatility+bb,334,0.35329341,1.31167189,59,0.30508475,1.14124294,53,0.16981132,0.67924528,446,0.32511211,1.21753909
d1,bull,100,adx+di+volatility,238,0.35294118,1.31036415,0,,,0,,,320,0.33750000,1.26393152
d1,bull,100,macd+di+volatility+bb,369,0.35230352,1.30799673,78,0.30769231,1.15099715,58,0.18965517,0.75862069,505,0.32673267,1.22360808
d1,bull,100,price20+macd+di+volatility,358,0.35195531,1.30670391,77,0.31168831,1.16594517,58,0.18965517,0.75862069,493,0.32657201,1.22300639
d1,bull,100,price20+macd+adx+volatility,199,0.35175879,1.30597432,0,,,0,,,264,0.32575758,1.21995635
d1,bull,100,price20+price200+volatility,350,0.35142857,1.30474830,66,0.30303030,1.13355780,61,0.19672131,0.78688525,477,0.32494759,1.21692297
d1,bull,100,price200+volatility+body,211,0.35071090,1.30208380,0,,,0,,,276,0.34420290,1.28903376
d1,bull,100,price200+momentum+volatility+bb,266,0.34962406,1.29804869,0,,,0,,,357,0.32492997,1.21685699
d1,bull,100,macd+di+volatility,378,0.34920635,1.29649786,79,0.30379747,1.13642757,62,0.22580645,0.90322581,519,0.32755299,1.22668013
d1,bull,100,trend+momentum+adx+volatility,132,0.34848485,1.29381914,0,,,0,,,176,0.32386364,1.21286358
d1,bull,100,price20+price200+momentum+volatility,273,0.34798535,1.29196465,50,0.30000000,1.12222222,51,0.19607843,0.78431373,374,0.32085561,1.20159860
d1,bull,100,macd+volatility+bb,424,0.34669811,1.28718553,86,0.31395349,1.17441860,61,0.21311475,0.85245902,571,0.32749562,1.22646530
d1,bull,100,momentum+macd+di+volatility,300,0.34666667,1.28706878,63,0.30158730,1.12815991,51,0.23529412,0.94117647,414,0.32608696,1.22118988
d1,bull,100,trend+price200+adx+body,205,0.34634146,1.28586140,0,,,0,,,271,0.33579336,1.25754018
d1,bull,100,volatility+body,364,0.34615385,1.28516484,58,0.44827586,1.67688378,50,0.28000000,1.12000000,472,0.35169492,1.31709123
d1,bull,100,trend+adx+body,208,0.34615385,1.28516484,0,,,0,,,276,0.33695652,1.26189621
d1,bull,100,price200+volatility,518,0.34555985,1.28295949,80,0.30000000,1.12222222,93,0.27956989,1.11827957,691,0.33140376,1.24110122
d1,bull,100,momentum+macd+volatility+bb,336,0.34523810,1.28176493,70,0.31428571,1.17566138,51,0.21568627,0.86274510,457,0.32603939,1.22101173
d1,bull,150,trend+macd+adx+volatility,126,0.23015873,1.69289707,0,,,0,,,171,0.22222222,1.65856209
d1,bull,150,price200+macd+di+volatility,279,0.22939068,1.68724781,53,0.13207547,0.92636268,52,0.17307692,1.62197802,384,0.20833333,1.55490196
d1,bull,150,price20+price200+macd+volatility,288,0.22916667,1.68560010,52,0.15384615,1.07905983,51,0.13725490,1.28627451,391,0.20716113,1.54615315
d1,bull,150,price200+macd+volatility+bb,295,0.22711864,1.67053619,54,0.14814815,1.03909465,53,0.16981132,1.59137466,402,0.20895522,1.55954346
d1,bull,150,price200+macd+volatility,305,0.22295082,1.63988040,54,0.14814815,1.03909465,57,0.17543860,1.64411028,416,0.20673077,1.54294118
d1,bull,150,trend+macd+volatility+bb,216,0.22222222,1.63452131,0,,,0,,,289,0.21107266,1.57534704
d1,bull,150,trend+price20+macd+volatility,212,0.22169811,1.63066631,0,,,0,,,280,0.20714286,1.54601681
d1,bull,150,trend+macd+di+volatility,208,0.22115385,1.62666304,0,,,0,,,279,0.20788530,1.55155809
d1,bull,150,trend+price20+adx+volatility,160,0.21875000,1.60898192,0,,,0,,,218,0.20642202,1.54063681
d1,bull,150,trend+price200+macd+volatility,221,0.21719457,1.59754119,0,,,0,,,296,0.20945946,1.56330684
d1,bull,150,macd+di+volatility+bb,369,0.21680217,1.59465494,78,0.14102564,0.98913818,58,0.15517241,1.45418719,505,0.19801980,1.47792662
d1,bull,150,trend+macd+volatility,222,0.21621622,1.59034506,0,,,0,,,297,0.20875421,1.55804318
d1,bull,150,price200+macd+adx+volatility,162,0.21604938,1.58911794,0,,,0,,,218,0.20642202,1.54063681
d1,bull,150,price200+di+volatility+bb,315,0.21587302,1.58782070,58,0.12068966,0.84650383,53,0.15094340,1.41455526,426,0.19483568,1.45416183
d1,bull,150,trend+adx+volatility+bb,153,0.21568627,1.58644716,0,,,0,,,203,0.20197044,1.50741234
d1,bull,150,price20+price200+di+volatility,320,0.21562500,1.58599646,63,0.12698413,0.89065256,57,0.15789474,1.47969925,440,0.19545455,1.45878075
d1,bull,150,price20+macd+di+volatility,358,0.21508380,1.58201574,77,0.14285714,1.00198413,58,0.13793103,1.29261084,493,0.19472617,1.45334447
d1,bull,150,macd+di+volatility,378,0.21428571,1.57614555,79,0.13924051,0.97661744,62,0.16129032,1.51152074,519,0.19653179,1.46682081
d1,bull,150,price20+price200+volatility+bb,334,0.21257485,1.56356156,59,0.15254237,1.06991525,53,0.13207547,1.23773585,446,0.19506726,1.45589027
d1,bull,150,price20+macd+volatility+bb,389,0.21079692,1.55048423,83,0.14457831,1.01405622,58,0.13793103,1.29261084,530,0.19245283,1.43637736
d1,bull,150,price20+macd+volatility,390,0.21025641,1.54650863,84,0.14285714,1.00198413,59,0.13559322,1.27070218,533,0.19136961,1.42829268
d1,bull,150,adx+volatility+body,186,0.20967742,1.54224995,0,,,0,,,239,0.20083682,1.49895151
d1,bull,150,price200+volatility+bb,344,0.20930233,1.53949100,61,0.14754098,1.03483607,56,0.16071429,1.50612245,461,0.19522777,1.45708817
d1,bull,150,price20+price200+volatility,350,0.20857143,1.53411500,66,0.15151515,1.06271044,61,0.18032787,1.68992974,477,0.19706499,1.47080035
d1,bull,150,price200+momentum+macd+volatility,227,0.20704846,1.52291303,0,,,0,,,312,0.19551282,1.45921569
d1,bull,150,di+volatility+bb,408,0.20588235,1.51433592,85,0.12941176,0.90767974,61,0.14754098,1.38266979,554,0.18772563,1.40109577
d1,bull,150,trend+di+volatility+bb,243,0.20576132,1.51344566,0,,,0,,,320,0.19062500,1.42273529
d1,bull,150,macd+volatility+bb,424,0.20518868,1.50923371,86,0.13953488,0.97868217,61,0.16393443,1.53629977,571,0.19089317,1.42473679
d1,bull,150,price20+price200+adx+volatility,195,0.20512821,1.50878891,0,,,0,,,266,0.19924812,1.48709421
d1,bull,150,trend+price20+di+volatility,249,0.20481928,1.50651663,0,,,0,,,333,0.18918919,1.41201908
d1,bull,150,price20+di+volatility+bb,396,0.20454545,1.50450257,83,0.13253012,0.92955154,60,0.13333333,1.24952381,539,0.18552876,1.38469933
d1,bull,150,price20+di+volatility,407,0.20393120,1.49998455,91,0.13186813,0.92490842,65,0.15384615,1.44175824,563,0.18650089,1.39195486
d1,bull,150,trend+price20+macd+adx,305,0.20327869,1.49518507,63,0.19047619,1.33597884,0,,,416,0.18990385,1.41735294
d1,bull,150,trend+macd+adx+bb,306,0.20261438,1.49029884,63,0.19047619,1.33597884,0,,,417,0.18944844,1.41395401
d1,bull,150,trend+price20+volatility+bb,257,0.20233463,1.48824120,0,,,0,,,334,0.19161677,1.43013737
d1,bull,150,price200+adx+volatility+bb,188,0.20212766,1.48671885,0,,,0,,,249,0.18875502,1.40877864
d1,bull,150,price200+adx+volatility+body,114,0.20175439,1.48397330,0,,,0,,,150,0.18666667,1.39319216
d1,bull,150,trend+volatility+bb,264,0.20075758,1.47664141,0,,,0,,,346,0.19364162,1.44524991
d1,bull,150,trend+price200+volatility+bb,264,0.20075758,1.47664141,0,,,0,,,346,0.19364162,1.44524991
d1,bull,150,trend+macd+adx,310,0.20000000,1.47106918,63,0.19047619,1.33597884,0,,,422,0.18957346,1.41488709
d1,bull,150,trend+price200+macd+adx,310,0.20000000,1.47106918,63,0.19047619,1.33597884,0,,,422,0.18957346,1.41488709
d1,bull,150,momentum+macd+di+volatility,300,0.20000000,1.47106918,63,0.14285714,1.00198413,51,0.15686275,1.47002801,414,0.18599034,1.38814436
d1,bull,150,price20+volatility+bb,436,0.19954128,1.46769517,92,0.14130435,0.99109300,61,0.13114754,1.22903981,589,0.18336163,1.36852492
d1,bull,150,price200+di+volatility,361,0.19944598,1.46699420,69,0.11594203,0.81320451,64,0.18750000,1.75714286,494,0.18623482,1.38996904
d1,bull,150,trend+macd+adx+di,302,0.19867550,1.46132700,63,0.19047619,1.33597884,0,,,412,0.18932039,1.41299829
d1,bull,150,trend+price20+volatility,272,0.19852941,1.46025250,0,,,0,,,359,0.18941504,1.41370474
d1,bull,150,trend+price20+price200+volatility,272,0.19852941,1.46025250,0,,,0,,,359,0.18941504,1.41370474
d1,bull,150,macd+adx+volatility+body,91,0.19780220,1.45490359,0,,,0,,,123,0.19512195,1.45629842
d1,bull,150,trend+adx+di+volatility,172,0.19767442,1.45396373,0,,,0,,,235,0.19574468,1.46094618
d1,bull,150,macd+volatility,491,0.19755601,1.45309278,92,0.15217391,1.06733092,73,0.17808219,1.66888454,656,0.18902439,1.41078910
d1,bull,200,trend+macd+adx+volatility,126,0.13492063,1.63512624,0,,,0,,,171,0.12865497,1.60036693
d1,bull,200,trend+macd+di+volatility,208,0.12980769,1.57316162,0,,,0,,,279,0.12903226,1.60506009
d1,bull,200,macd+di+volatility+bb,369,0.12737127,1.54363424,78,0.05128205,0.61660562,58,0.12068966,1.97931034,505,0.11485149,1.42866240
d1,bull,200,trend+price20+macd+volatility,212,0.12735849,1.54347932,0,,,0,,,280,0.11785714,1.46605042
d1,bull,200,macd+di+volatility,378,0.12698413,1.53894235,79,0.05063291,0.60880048,62,0.16129032,2.64516129,519,0.11946050,1.48599494
d1,bull,200,price20+macd+di+volatility,358,0.12569832,1.52335948,77,0.03896104,0.46846011,58,0.12068966,1.97931034,493,0.11156187,1.38774212
d1,bull,200,trend+macd+volatility+bb,216,0.12500000,1.51489637,0,,,0,,,289,0.12110727,1.50647941
d1,bull,200,macd+volatility+bb,424,0.12264151,1.48631342,86,0.05813953,0.69905869,61,0.11475410,1.88196721,571,0.11208406,1.39423784
d1,bull,200,trend+price200+macd+volatility,221,0.12217195,1.48062270,0,,,0,,,296,0.12162162,1.51287758
d1,bull,200,trend+macd+di+bb,641,0.12168487,1.47471971,153,0.07843137,0.94304388,108,0.08333333,1.36666667,902,0.10975610,1.36527977
d1,bull,200,trend+macd+volatility,222,0.12162162,1.47395323,0,,,0,,,297,0.12121212,1.50778372
d1,bull,200,trend+price200+macd+di,650,0.12153846,1.47294540,154,0.07792208,0.93692022,109,0.09174312,1.50458716,913,0.11062432,1.37607972
d1,bull,200,trend+macd+di,651,0.12135177,1.47068281,154,0.07792208,0.93692022,109,0.09174312,1.50458716,914,0.11050328,1.37457416
d1,bull,200,macd+volatility,491,0.12016293,1.45627513,92,0.06521739,0.78416149,73,0.15068493,2.47123288,656,0.11585366,1.44112865
d1,bull,200,macd+adx+volatility,258,0.12015504,1.45617946,0,,,0,,,333,0.11711712,1.45684508
d1,bull,200,trend+price20+macd+di,633,0.12006319,1.45506634,151,0.07284768,0.87590665,107,0.07476636,1.22616822,891,0.10662177,1.32629123
d1,bull,200,momentum+macd+di+volatility,300,0.12000000,1.45430052,63,0.06349206,0.76341648,51,0.17647059,2.89411765,414,0.11835749,1.47227432
d1,bull,200,momentum+macd+volatility+bb,336,0.11904762,1.44275845,70,0.07142857,0.85884354,51,0.11764706,1.92941176,457,0.11159737,1.38818381
d1,bull,200,macd+adx+di+volatility,185,0.11891892,1.44119871,0,,,0,,,249,0.11244980,1.39878731
d1,bull,200,trend+macd+bb,658,0.11854103,1.43661905,157,0.07643312,0.91901729,118,0.07627119,1.25084746,933,0.10610932,1.31991678
d1,bull,200,trend+price200+macd+bb,658,0.11854103,1.43661905,157,0.07643312,0.91901729,118,0.07627119,1.25084746,933,0.10610932,1.31991678
d1,bull,200,price200+macd+di+volatility,279,0.11827957,1.43345033,53,0.05660377,0.68059299,52,0.17307692,2.83846154,384,0.11718750,1.45772059
d1,bull,200,price20+macd+volatility+bb,389,0.11825193,1.43311533,83,0.04819277,0.57946070,58,0.10344828,1.69655172,530,0.10566038,1.31433222
d1,bull,200,price20+macd+volatility,390,0.11794872,1.42944068,84,0.04761905,0.57256236,59,0.11864407,1.94576271,533,0.10694184,1.33027260
d1,bull,200,trend+price20+macd+bb,646,0.11764706,1.42578482,155,0.07096774,0.85330261,115,0.06956522,1.14086957,916,0.10371179,1.29009333
d1,bull,200,di+volatility+bb,408,0.11764706,1.42578482,85,0.04705882,0.56582633,61,0.11475410,1.88196721,554,0.10649819,1.32475402
d1,bull,200,trend+price20+di+volatility,249,0.11646586,1.41146971,0,,,0,,,333,0.10510511,1.30742507
d1,bull,200,price20+di+volatility+bb,396,0.11616162,1.40778249,83,0.03614458,0.43459552,60,0.10000000,1.64000000,539,0.10204082,1.26930772
d1,bull,200,trend+macd+adx+di,302,0.11589404,1.40453968,63,0.06349206,0.76341648,0,,,412,0.10679612,1.32845993
d1,bull,200,trend+price20+macd,657,0.11567732,1.40191323,155,0.07096774,0.85330261,115,0.06956522,1.14086957,927,0.10248112,1.27478478
d1,bull,200,trend+price20+price200+macd,657,0.11567732,1.40191323,155,0.07096774,0.85330261,115,0.06956522,1.14086957,927,0.10248112,1.27478478
d1,bull,200,price20+macd+adx+volatility,199,0.11557789,1.40070820,0,,,0,,,264,0.10606061,1.31931075
d1,bull,200,price20+di+volatility,407,0.11547912,1.39951115,91,0.04395604,0.52851910,65,0.10769231,1.76615385,563,0.10301954,1.28148226
d1,bull,200,trend+di+volatility+bb,243,0.11522634,1.39644769,0,,,0,,,320,0.11250000,1.39941176
d1,bull,200,macd+adx+volatility+bb,217,0.11520737,1.39621786,0,,,0,,,282,0.10638298,1.32332082
d1,bull,200,trend+price200+macd,687,0.11499272,1.39361646,159,0.07547170,0.90745732,121,0.08264463,1.35537190,967,0.10444674,1.29923556
d1,bull,200,trend+price20+macd+adx,305,0.11475410,1.39072454,63,0.06349206,0.76341648,0,,,416,0.10336538,1.28578431
d1,bull,200,momentum+macd+bb+body,340,0.11470588,1.39014020,79,0.03797468,0.45660036,51,0.07843137,1.28627451,470,0.09787234,1.21745515
d1,bull,200,trend+macd,689,0.11465893,1.38957113,159,0.07547170,0.90745732,121,0.08264463,1.35537190,969,0.10423117,1.29655396
d1,bull,200,price20+price200+macd+volatility,288,0.11458333,1.38865501,52,0.03846154,0.46245421,51,0.13725490,2.25098039,391,0.10741688,1.33618174
d1,bull,200,rsi_extreme,96,0.11458333,1.38865501,0,,,0,,,121,0.09917355,1.23364123
d1,bull,200,trend+macd+adx+bb,306,0.11437908,1.38617969,63,0.06349206,0.76341648,0,,,417,0.10311751,1.28270090
d1,bull,200,momentum+macd+volatility,350,0.11428571,1.38504811,72,0.06944444,0.83498677,58,0.15517241,2.54482759,480,0.11250000,1.39941176
d1,bull,200,trend+momentum+macd+di,474,0.11392405,1.38066505,112,0.08035714,0.96619898,85,0.09411765,1.54352941,671,0.10581222,1.31622103
d1,bull,200,trend+macd+di+body,256,0.11328125,1.37287484,52,0.05769231,0.69368132,0,,,344,0.10465116,1.30177839
d1,bull,200,trend+macd+adx,310,0.11290323,1.36829350,63,0.06349206,0.76341648,0,,,422,0.10426540,1.29697983
d1,bull,200,trend+price200+macd+adx,310,0.11290323,1.36829350,63,0.06349206,0.76341648,0,,,422,0.10426540,1.29697983
d1,bull,200,trend+macd+bb+body,257,0.11284047,1.36753291,52,0.05769231,0.69368132,0,,,347,0.10086455,1.25467593
d1,bull,200,trend+price20+adx+volatility,160,0.11250000,1.36340674,0,,,0,,,218,0.10091743,1.25533369
d1,bull,200,momentum+di+volatility+bb,330,0.11212121,1.35881614,69,0.05797101,0.69703244,51,0.11764706,1.92941176,450,0.10444444,1.29920697
d1,bull,300,trend+macd+adx+volatility,126,0.10317460,2.71152131,0,,,0,,,171,0.08187135,2.29819386
d1,bull,300,trend+macd+volatility+bb,216,0.08796296,2.31174573,0,,,0,,,289,0.07958478,2.23400802
d1,bull,300,price200+macd+adx+volatility,162,0.08641975,2.27118879,0,,,0,,,218,0.06880734,1.93147682
d1,bull,300,trend+price200+macd+volatility,221,0.08597285,2.25944379,0,,,0,,,296,0.07770270,2.18117675
d1,bull,300,trend+macd+volatility,222,0.08558559,2.24926612,0,,,0,,,297,0.07744108,2.17383272
d1,bull,300,trend+adx+volatility+bb,153,0.08496732,2.23301755,0,,,0,,,203,0.06896552,1.93591700
d1,bull,300,trend+price20+macd+volatility,212,0.08490566,2.23139707,0,,,0,,,280,0.07857143,2.20556258
d1,bull,300,trend+macd+di+volatility,208,0.08173077,2.14795808,0,,,0,,,279,0.07168459,2.01224347
d1,bull,300,trend+price20+adx+volatility,160,0.08125000,2.13532303,0,,,0,,,218,0.06880734,1.93147682
d1,bull,300,price200+macd+volatility,305,0.07540984,1.98183828,54,0.03703704,1.10021786,57,0.05263158,2.46616541,416,0.06730769,1.88938053
d1,bull,300,price200+macd+volatility+bb,295,0.07457627,1.95993144,54,0.03703704,1.10021786,53,0.03773585,1.76819407,402,0.06467662,1.81552415
d1,bull,300,price20+price200+macd+volatility,288,0.07291667,1.91631554,52,0.03846154,1.14253394,51,0.05882353,2.75630252,391,0.06649616,1.86660028
d1,bull,300,rsi_extreme,96,0.07291667,1.91631554,0,,,0,,,121,0.06611570,1.85592043
d1,bull,300,price20+macd+di+volatility,358,0.07262570,1.90866863,77,0.03896104,1.15737204,58,0.05172414,2.42364532,493,0.06490872,1.82203953
d1,bull,300,trend+volatility+bb,264,0.07196970,1.89142833,0,,,0,,,346,0.06647399,1.86597780
d1,bull,300,trend+price200+volatility+bb,264,0.07196970,1.89142833,0,,,0,,,346,0.06647399,1.86597780
d1,bull,300,price200+macd+di+volatility,279,0.07168459,1.88393540,53,0.01886792,0.56048835,52,0.05769231,2.70329670,384,0.06250000,1.75442478
d1,bull,300,macd+di+volatility+bb,369,0.07046070,1.85177065,78,0.03846154,1.14253394,58,0.03448276,1.61576355,505,0.06138614,1.72315780
d1,bull,300,trend+price20+volatility+bb,257,0.07003891,1.84068552,0,,,0,,,334,0.06586826,1.84897462
d1,bull,300,trend+di+volatility+bb,243,0.06995885,1.83858140,0,,,0,,,320,0.06250000,1.75442478
d1,bull,300,trend+adx+di+volatility,172,0.06976744,1.83355108,0,,,0,,,235,0.05957447,1.67230277
d1,bull,300,trend+momentum+macd+volatility,158,0.06962025,1.82968283,0,,,0,,,213,0.07042254,1.97681665
d1,bull,300,price20+macd+volatility+bb,389,0.06940874,1.82412409,83,0.04819277,1.43160879,58,0.03448276,1.61576355,530,0.06226415,1.74780431
d1,bull,300,price20+macd+volatility,390,0.06923077,1.81944685,84,0.04761905,1.41456583,59,0.05084746,2.38256659,533,0.06378987,1.79063242
d1,bull,300,price200+adx+volatility+bb,188,0.06914894,1.81729620,0,,,0,,,249,0.05622490,1.57827771
d1,bull,300,macd+di+volatility,378,0.06878307,1.80768088,79,0.03797468,1.12807148,62,0.04838710,2.26728111,519,0.06165703,1.73076202
d1,bull,300,macd+volatility+bb,424,0.06839623,1.79751431,86,0.04651163,1.38166895,61,0.03278689,1.53629977,571,0.06129597,1.72062675
d1,bull,300,trend+price20+di+volatility,249,0.06827309,1.79427824,0,,,0,,,333,0.06306306,1.77023041
d1,bull,300,price20+price200+adx+volatility,195,0.06666667,1.75205993,0,,,0,,,266,0.05639098,1.58293965
d1,bull,300,trend+price20+volatility,272,0.06617647,1.73917713,0,,,0,,,359,0.06406685,1.79840757
d1,bull,300,trend+price20+price200+volatility,272,0.06617647,1.73917713,0,,,0,,,359,0.06406685,1.79840757
d1,bull,300,price20+di+volatility+bb,396,0.06565657,1.72551356,83,0.03614458,1.07370659,60,0.03333333,1.56190476,539,0.05751391,1.61446139
d1,bull,300,trend+price20+macd+adx,305,0.06557377,1.72333763,63,0.04761905,1.41456583,0,,,416,0.05528846,1.55199115
d1,bull,300,trend+macd+adx+bb,306,0.06535948,1.71770581,63,0.04761905,1.41456583,0,,,417,0.05515588,1.54826935
d1,bull,300,price20+macd+adx+volatility,199,0.06532663,1.71684264,0,,,0,,,264,0.05303030,1.48860284
d1,bull,300,macd+adx+di+volatility,185,0.06486486,1.70470695,0,,,0,,,249,0.05220884,1.46554359
d1,bull,300,trend+macd+adx,310,0.06451613,1.69554186,63,0.04761905,1.41456583,0,,,422,0.05450237,1.52992493
d1,bull,300,trend+price200+macd+adx,310,0.06451613,1.69554186,63,0.04761905,1.41456583,0,,,422,0.05450237,1.52992493
d1,bull,300,price200+volatility+bb,344,0.06395349,1.68075516,61,0.03278689,0.97396336,56,0.03571429,1.67346939,461,0.05639913,1.58316856
