timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,6,50,atr_expand+breakout_up20+retest_up+mtf_volatility,140,0.48571429,1.66083017,23,0.34782609,1.22773954,0.18811276,19,0.36842105,1.59931087,0.19149513
h4,6,50,price20_bull+atr_expand+elliott_wave3_bull+mtf_volatility,158,0.48101266,1.64475363,28,0.32142857,1.13456288,0.17933247,22,0.36363636,1.57854060,0.19733205
h4,6,50,atr_expand+elliott_impulse_bull+mtf_volatility,171,0.47953216,1.63969129,30,0.33333333,1.17658372,0.19230498,23,0.34782609,1.50990840,0.18811276
h4,6,50,price20_bull+atr_expand+elliott_impulse_bull+mtf_volatility,169,0.47928994,1.63886304,30,0.33333333,1.17658372,0.19230498,23,0.34782609,1.50990840,0.18811276
h4,6,50,atr_expand+elliott_wave3_bull+mtf_volatility,159,0.47798742,1.63440927,28,0.32142857,1.13456288,0.17933247,22,0.36363636,1.57854060,0.19733205
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility+cross_group_return_up,178,0.47752809,1.63283865,29,0.37931034,1.33887113,0.22688022,17,0.29411765,1.27676078,0.13279990
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility+cross_group_bull,147,0.47619048,1.62826487,28,0.39285714,1.38668796,0.23565687,18,0.27777778,1.20582963,0.12499753
h4,6,50,atr_expand+mtf_volatility+adx25,697,0.47345768,1.61892045,112,0.47321429,1.67032868,0.38317766,83,0.38554217,1.67363341,0.28811157
h4,6,50,adx25+atr_expand+mtf_volatility,697,0.47345768,1.61892045,112,0.47321429,1.67032868,0.38317766,83,0.38554217,1.67363341,0.28811157
h4,6,50,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,0.47107438,1.61077112,19,0.42105263,1.48621102,0.23141891,22,0.36363636,1.57854060,0.19733205
h4,6,50,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.47039474,1.60844717,57,0.47368421,1.67198740,0.34987168,35,0.42857143,1.86042285,0.27984568
h4,6,50,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.46855346,1.60215119,70,0.52857143,1.86572562,0.41321887,53,0.41509434,1.80191899,0.29260909
h4,6,50,sma_stack_bull+dmi_adx_bull+atr_expand+mtf_volatility,143,0.46853147,1.60207599,25,0.36000000,1.27071042,0.20247881,11,0.27272727,1.18390545,0.09746059
h4,6,50,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,0.46783626,1.59969882,32,0.40625000,1.43396141,0.25519635,27,0.33333333,1.44699555,0.18643261
h4,6,50,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,0.46715328,1.59736349,28,0.35714286,1.26062542,0.20705830,21,0.38095238,1.65370920,0.20751011
h4,6,50,sma_stack_bull+atr_expand+impulse_bull+mtf_volatility,120,0.46666667,1.59569957,19,0.31578947,1.11465826,0.15364379,21,0.19047619,0.82685460,0.07667565
h4,6,50,price20_bull+atr_expand+mtf_volatility+cross_group_return_up,310,0.46451613,1.58834612,52,0.36538462,1.28971677,0.24800700,45,0.31111111,1.35052918,0.19528699
h4,6,50,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,0.46400000,1.58658129,20,0.35000000,1.23541291,0.18119182,19,0.36842105,1.59931087,0.19149513
h4,6,50,atr_expand+breakout_up20+elliott_impulse_bull+mtf_volatility,125,0.46400000,1.58658129,20,0.35000000,1.23541291,0.18119182,19,0.36842105,1.59931087,0.19149513
h4,6,50,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,0.46400000,1.58658129,20,0.35000000,1.23541291,0.18119182,19,0.36842105,1.59931087,0.19149513
h4,6,50,atr_expand+impulse_bull+elliott_wave3_bull+mtf_volatility,125,0.46400000,1.58658129,26,0.34615385,1.22183694,0.19412230,20,0.40000000,1.73639466,0.21880653
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.46341463,1.58457971,37,0.48648649,1.71717625,0.33446404,30,0.26666667,1.15759644,0.14182663
h4,6,50,atr_expand+mtf_volatility,1172,0.46075085,1.57547130,192,0.46875000,1.65457086,0.39947015,172,0.37209302,1.61525085,0.30338948
h4,6,50,atr_expand+mtf_volatility+cross_target_relative_up,514,0.45719844,1.56332434,88,0.50000000,1.76487559,0.39774167,70,0.35714286,1.55035238,0.25503339
h4,6,50,price20_bull+atr_expand+mtf_volatility+cross_group_bull,265,0.45660377,1.56129096,48,0.37500000,1.32365669,0.25215267,44,0.29545455,1.28256424,0.18155529
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.45454545,1.55425283,42,0.45238095,1.59679220,0.31223393,36,0.27777778,1.20582963,0.15848338
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.45342707,1.55042866,100,0.51000000,1.80017310,0.41348012,93,0.39784946,1.72705921,0.30433423
h4,6,50,sma_stack_bull+volatility+engulf_bull+mtf_volatility,212,0.45283019,1.54838773,32,0.31250000,1.10304724,0.17952542,26,0.46153846,2.00353230,0.28755854
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility+cross_target_relative_up,166,0.45180723,1.54488986,27,0.44444444,1.56877830,0.27585858,22,0.31818182,1.38122303,0.16360593
h4,6,50,price20_bull+atr_expand+impulse_bull+mtf_volatility,246,0.45121951,1.54288025,44,0.34090909,1.20332426,0.21875820,41,0.34146341,1.48228813,0.21558808
h4,6,50,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.44642857,1.52649832,38,0.34210526,1.20754645,0.21212415,24,0.29166667,1.26612111,0.14914648
h4,6,50,atr_expand+impulse_bull+mtf_volatility,362,0.44198895,1.51131767,63,0.38095238,1.34466711,0.27117468,62,0.35483871,1.54035010,0.24742733
h4,6,50,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,0.44025157,1.50537696,29,0.44827586,1.58230225,0.28413168,24,0.29166667,1.26612111,0.14914648
h4,6,50,adx25+atr_expand+mtf_volatility+cross_group_bull,232,0.43965517,1.50333765,49,0.42857143,1.51275050,0.30023319,28,0.32142857,1.39531714,0.17933247
h4,6,50,atr_expand+mtf_volatility+cross_group_return_up,505,0.43960396,1.50316254,89,0.41573034,1.46742464,0.31890529,77,0.29870130,1.29665835,0.20803895
h4,6,50,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,0.43793103,1.49744221,54,0.42592593,1.50341254,0.30331824,28,0.32142857,1.39531714,0.17933247
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.43750000,1.49596835,48,0.41666667,1.47072966,0.28849668,33,0.45454545,1.97317575,0.29842939
h4,6,50,dmi_adx_bull+atr_expand+impulse_bull+mtf_volatility,122,0.43442623,1.48545803,22,0.22727273,0.80221618,0.10123040,12,0.25000000,1.08524666,0.08894167
h4,6,50,price20_bull+atr_expand+mtf_volatility,510,0.43333333,1.48172103,95,0.38947368,1.37474519,0.29754095,72,0.30555556,1.32641259,0.21126631
h4,6,50,ichimoku_cloud_bull+volatility+engulf_bull+mtf_volatility,352,0.43181818,1.47654019,60,0.50000000,1.76487559,0.37735024,52,0.32692308,1.41916872,0.21522074
h4,6,50,atr_expand+mtf_volatility+cross_group_bull,422,0.43127962,1.47469866,79,0.40506329,1.42977263,0.30366278,71,0.28169014,1.22281314,0.19037091
h4,6,50,price20_bull+adx25+atr_expand+mtf_volatility,301,0.42857143,1.46543838,53,0.26415094,0.93238710,0.16437354,26,0.23076923,1.00176615,0.11033849
h4,6,50,price20_bull+dmi_adx_bull+atr_expand+mtf_volatility,266,0.42857143,1.46543838,48,0.29166667,1.02951076,0.18241579,24,0.20833333,0.90437222,0.09244825
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility,288,0.42708333,1.46035006,52,0.32692308,1.15395711,0.21522074,29,0.27586207,1.19751356,0.14698755
h4,6,50,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_adx_rising,162,0.42592593,1.45639247,27,0.29629630,1.04585220,0.15853040,16,0.25000000,1.08524666,0.10182067
h4,6,50,sma_stack_bull+atr_expand+breakout20_up+mtf_adx_rising,233,0.42489270,1.45285951,46,0.39130435,1.38120698,0.26393225,26,0.19230769,0.83480513,0.08507061
h4,6,50,sma_stack_bull+atr_expand+breakout_up20+mtf_adx_rising,233,0.42489270,1.45285951,46,0.39130435,1.38120698,0.26393225,26,0.19230769,0.83480513,0.08507061
h4,6,50,sma_stack_bull+atr_expand+retest_up+mtf_adx_rising,233,0.42489270,1.45285951,45,0.37777778,1.33346155,0.25108085,26,0.19230769,0.83480513,0.08507061
h4,6,50,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,0.42331288,1.44745754,27,0.29629630,1.04585220,0.15853040,16,0.25000000,1.08524666,0.10182067
h4,6,50,adx25+elliott_pullback_bull+mtf_volatility+cross_group_bull,988,0.42206478,1.44318982,212,0.32547170,1.14883411,0.26599250,201,0.35820896,1.55498030,0.29515369
h4,6,50,breakout20_up+engulf_bull+mtf_volatility,190,0.42105263,1.43972894,27,0.18518519,0.65365762,0.08180707,30,0.26666667,1.15759644,0.14182663
h4,6,50,breakout_up20+engulf_bull+mtf_volatility,190,0.42105263,1.43972894,27,0.18518519,0.65365762,0.08180707,30,0.26666667,1.15759644,0.14182663
h4,6,50,price20_bull+breakout20_up+engulf_bull+mtf_volatility,190,0.42105263,1.43972894,27,0.18518519,0.65365762,0.08180707,30,0.26666667,1.15759644,0.14182663
h4,6,50,price20_bull+breakout_up20+engulf_bull+mtf_volatility,190,0.42105263,1.43972894,27,0.18518519,0.65365762,0.08180707,30,0.26666667,1.15759644,0.14182663
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+mtf_volatility,162,0.41975309,1.43528533,29,0.34482759,1.21715558,0.19940719,17,0.35294118,1.53211294,0.17309720
h4,6,50,impulse_bull+elliott_pullback_bull+mtf_volatility+cross_group_bull,162,0.41975309,1.43528533,40,0.27500000,0.97068157,0.16108016,25,0.48000000,2.08367360,0.30031286
h4,6,50,ichimoku_cloud_bull+adx25+horizontal_break_up+engulf_bull,143,0.41958042,1.43469492,25,0.32000000,1.12952038,0.17205190,13,0.15384615,0.66784410,0.04325818
h4,6,50,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx_rising,223,0.41704036,1.42600955,43,0.37209302,1.31339578,0.24376339,26,0.19230769,0.83480513,0.08507061
h4,6,50,sma_stack_bull+atr_expand+elliott_impulse_bull+mtf_adx_rising,235,0.41702128,1.42594430,39,0.41025641,1.44810304,0.27079310,27,0.18518519,0.80388642,0.08180707
h4,6,50,sma_stack_bull+dmi_adx_bull+atr_expand+horizontal_break_up,161,0.41614907,1.42296191,22,0.27272727,0.96265941,0.13150760,12,0.16666667,0.72349778,0.04696514
h4,6,50,volatility+engulf_bull+mtf_volatility+cross_target_relative_up,291,0.41580756,1.42179417,55,0.54545455,1.92531882,0.41522690,38,0.31578947,1.37083789,0.19084604
h4,6,50,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,0.41573034,1.42153012,40,0.45000000,1.58838803,0.30705308,29,0.34482759,1.49689195,0.19940719
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+horizontal_break_up+engulf_bull,142,0.41549296,1.42071843,25,0.32000000,1.12952038,0.17205190,13,0.15384615,0.66784410,0.04325818
h4,6,50,dmi_adx_bull+volatility+engulf_bull+mtf_adx25,188,0.41489362,1.41866907,36,0.25000000,0.88243779,0.13750478,29,0.27586207,1.19751356,0.14698755
h4,6,50,macd_cross_up+elliott_pullback_bull+mtf_volatility+cross_group_bull,133,0.41353383,1.41401949,30,0.50000000,1.76487559,0.33154126,23,0.39130435,1.69864695,0.22157623
h4,6,50,sma_stack_bull+adx25+atr_expand+horizontal_break_up,167,0.41317365,1.41278790,22,0.27272727,0.96265941,0.13150760,12,0.16666667,0.72349778,0.04696514
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+breakout20_up+engulf_bull,165,0.41212121,1.40918923,26,0.30769231,1.08607728,0.16501316,14,0.14285714,0.62014095,0.04009392
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+breakout_up20+engulf_bull,165,0.41212121,1.40918923,26,0.30769231,1.08607728,0.16501316,14,0.14285714,0.62014095,0.04009392
h4,6,50,sma_stack_bull+atr_expand+elliott_wave3_bull+mtf_adx_rising,226,0.41150442,1.40708022,38,0.39473684,1.39332283,0.25598076,23,0.21739130,0.94369275,0.09663978
h4,6,50,adx25+volatility+elliott_pullback_bull+mtf_volatility,992,0.41129032,1.40634813,180,0.34444444,1.21580318,0.27892844,162,0.35185185,1.52738419,0.28252189
h4,6,50,atr_expand+horizontal_break_up+elliott_impulse_bull+mtf_adx_rising,248,0.41129032,1.40634813,47,0.36170213,1.27671851,0.23966213,36,0.27777778,1.20582963,0.15848338
h4,6,50,atr_expand+engulf_bull+mtf_adx25,134,0.41044776,1.40346711,17,0.23529412,0.83052969,0.09555044,13,0.07692308,0.33392205,0.01371042
h4,6,50,atr_expand+horizontal_break_up+elliott_wave3_bull+mtf_adx_rising,239,0.41004184,1.40207912,47,0.36170213,1.27671851,0.23966213,33,0.30303030,1.31545050,0.17375531
h4,6,50,adx25+volatility+engulf_bull+mtf_volatility,427,0.40983607,1.40137550,68,0.54411765,1.92059990,0.42656606,72,0.30555556,1.32641259,0.21126631
h4,6,50,price20_bull+atr_expand+mtf_volatility+cross_target_relative_up,305,0.40983607,1.40137550,62,0.41935484,1.48021823,0.30477586,37,0.24324324,1.05591567,0.13361353
h4,6,50,dmi_adx_bull+engulf_bull+mtf_volatility+cross_target_relative_up,171,0.40935673,1.39973647,26,0.34615385,1.22183694,0.19412230,27,0.18518519,0.80388642,0.08180707
h4,6,50,adx25+atr_expand+engulf_bull,176,0.40909091,1.39882755,39,0.20512821,0.72405152,0.10779718,18,0.11111111,0.48233185,0.03101952
h4,6,50,adx25+elliott_pullback_bull+mtf_volatility+cross_group_return_up,1154,0.40901213,1.39855818,244,0.33196721,1.17176166,0.27588550,227,0.35242291,1.52986314,0.29320313
h4,6,50,dmi_adx_bull+elliott_pullback_bull+mtf_volatility+cross_group_bull,455,0.40879121,1.39780277,96,0.29166667,1.02951076,0.21016593,67,0.35820896,1.55498030,0.25398057
h4,6,50,sma_stack_bull+dmi_adx_bull+atr_expand+breakout20_up,164,0.40853659,1.39693212,23,0.26086957,0.92080465,0.12548616,12,0.16666667,0.72349778,0.04696514
h4,6,50,sma_stack_bull+dmi_adx_bull+atr_expand+breakout_up20,164,0.40853659,1.39693212,23,0.26086957,0.92080465,0.12548616,12,0.16666667,0.72349778,0.04696514
h4,6,50,sma_stack_bull+dmi_adx_bull+atr_expand+retest_up,164,0.40853659,1.39693212,23,0.26086957,0.92080465,0.12548616,12,0.16666667,0.72349778,0.04696514
h4,6,50,ichimoku_cloud_bull+engulf_bull+mtf_volatility+cross_target_relative_up,333,0.40840841,1.39649383,60,0.41666667,1.47072966,0.30064279,55,0.34545455,1.49961357,0.23362710
h4,6,50,ichimoku_cloud_bull+adx25+breakout20_up+engulf_bull,169,0.40828402,1.39606852,29,0.27586207,0.97372446,0.14698755,15,0.13333333,0.57879822,0.03736126
h4,6,50,ichimoku_cloud_bull+adx25+breakout_up20+engulf_bull,169,0.40828402,1.39606852,29,0.27586207,0.97372446,0.14698755,15,0.13333333,0.57879822,0.03736126
h4,6,50,mtf_trend_bull+range_compression+breakout20_up+atr_expand,201,0.40796020,1.39496125,33,0.42424242,1.49747019,0.27235597,24,0.29166667,1.26612111,0.14914648
h4,6,50,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,0.40764331,1.39387770,31,0.38709677,1.36635529,0.23733101,27,0.33333333,1.44699555,0.18643261
h4,6,50,atr_expand+horizontal_break_up+mtf_adx_rising,268,0.40671642,1.39070832,56,0.35714286,1.26062542,0.24456572,39,0.25641026,1.11307350,0.14568781
h4,6,50,price20_bull+atr_expand+horizontal_break_up+mtf_adx_rising,268,0.40671642,1.39070832,56,0.35714286,1.26062542,0.24456572,39,0.25641026,1.11307350,0.14568781
h4,6,50,atr_expand+horizontal_break_up+retest_up+mtf_adx_rising,268,0.40671642,1.39070832,54,0.33333333,1.17658372,0.22241417,38,0.26315789,1.14236491,0.14971621
h4,6,50,ichimoku_cloud_bull+superbb_bull+impulse_bull+cross_group_return_up,123,0.40650407,1.38998221,31,0.51612903,1.82180706,0.34840395,17,0.17647059,0.76605647,0.06191127
h4,6,50,sma_stack_bull+adx25+atr_expand+breakout20_up,170,0.40588235,1.38785635,23,0.26086957,0.92080465,0.12548616,13,0.15384615,0.66784410,0.04325818
h4,6,50,sma_stack_bull+adx25+atr_expand+breakout_up20,170,0.40588235,1.38785635,23,0.26086957,0.92080465,0.12548616,13,0.15384615,0.66784410,0.04325818
h4,6,50,sma_stack_bull+adx25+atr_expand+retest_up,170,0.40588235,1.38785635,23,0.26086957,0.92080465,0.12548616,13,0.15384615,0.66784410,0.04325818
h4,6,50,volatility+elliott_pullback_bull+mtf_volatility+cross_group_bull,917,0.40567067,1.38713252,179,0.43575419,1.53810386,0.36521832,131,0.35114504,1.52431593,0.27470789
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+engulf_bull+mtf_volatility,212,0.40566038,1.38709734,30,0.30000000,1.05892535,0.16664748,26,0.15384615,0.66784410,0.06150034
h4,6,50,sma_stack_bull+adx25+horizontal_break_up+cross_group_bull,710,0.40563380,1.38700647,160,0.37500000,1.32365669,0.30374323,99,0.25252525,1.09620875,0.17729377
h4,6,50,sma_stack_bull+adx25+volatility+engulf_bull,291,0.40549828,1.38654307,66,0.27272727,0.96265941,0.18003345,35,0.20000000,0.86819733,0.10042446
h4,6,50,sma_stack_bull+dmi_adx_bull+horizontal_break_up+cross_group_bull,706,0.40509915,1.38517830,158,0.37974684,1.34041184,0.30777542,99,0.25252525,1.09620875,0.17729377
h4,6,50,volatility+engulf_bull+mtf_volatility,709,0.40479549,1.38413997,119,0.51260504,1.80936825,0.42381908,98,0.32653061,1.41746503,0.24176256
h4,6,50,dmi_adx_bull+elliott_pullback_bull+mtf_volatility+cross_group_return_up,537,0.40409683,1.38175103,115,0.28695652,1.01288512,0.21222581,75,0.33333333,1.44699555,0.23708221
h4,6,50,adx25+volatility+impulse_bull+mtf_volatility,1082,0.40388170,1.38101541,181,0.48066298,1.69662073,0.40903706,188,0.39893617,1.73177659,0.33163742
h4,6,50,dmi_adx_bull+volatility+engulf_bull+mtf_volatility,161,0.40372671,1.38048543,26,0.34615385,1.22183694,0.19412230,20,0.20000000,0.86819733,0.08065766
h4,6,50,ichimoku_cloud_bull+atr_expand+breakout20_up+mtf_adx_rising,243,0.40329218,1.37899963,34,0.38235294,1.34961074,0.23900183,22,0.13636364,0.59195273,0.04749004
h4,6,50,ichimoku_cloud_bull+atr_expand+breakout_up20+mtf_adx_rising,243,0.40329218,1.37899963,34,0.38235294,1.34961074,0.23900183,22,0.13636364,0.59195273,0.04749004
h4,6,50,ichimoku_cloud_bull+atr_expand+retest_up+mtf_adx_rising,243,0.40329218,1.37899963,33,0.36363636,1.28354588,0.22187178,22,0.13636364,0.59195273,0.04749004
h4,6,50,ichimoku_cloud_bull+atr_expand+horizontal_break_up+mtf_adx_rising,206,0.40291262,1.37770178,31,0.38709677,1.36635529,0.23733101,22,0.13636364,0.59195273,0.04749004
h4,6,50,dmi_adx_bull+impulse_bull+mtf_volatility+cross_group_return_up,589,0.40237691,1.37586999,83,0.37349398,1.31834080,0.27719687,90,0.34444444,1.49522874,0.25445914
h4,6,100,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,0.28658537,3.49314106,23,0.17391304,2.01689676,0.06978654,19,0.15789474,2.89149904,0.05520472
h4,6,100,sma_stack_bull+adx25+atr_expand+mtf_volatility,204,0.27941176,3.40570324,37,0.16216216,1.88061996,0.07651207,15,0.06666667,1.22085515,0.01186690
h4,6,100,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.27941176,3.40570324,24,0.16666667,1.93285940,0.06678676,15,0.06666667,1.22085515,0.01186690
h4,6,100,sma_stack_bull+atr_expand+mtf_volatility,359,0.26183844,3.19150493,62,0.16129032,1.87050910,0.09004069,49,0.12244898,2.24238701,0.05734826
h4,6,100,sma_stack_bull+dmi_adx_bull+atr_expand+mtf_volatility,143,0.24475524,2.98328072,25,0.08000000,0.92777251,0.02222040,11,0.09090909,1.66480248,0.01623217
h4,6,100,sma_stack_bull+atr_expand+impulse_bull+mtf_volatility,120,0.24166667,2.94563456,19,0.05263158,0.61037665,0.00935199,21,0.09523810,1.74407878,0.02651877
h4,6,100,sma_stack_bull+atr_expand+mtf_volatility+cross_target_relative_up,166,0.24096386,2.93706811,27,0.22222222,2.57714587,0.10607239,22,0.09090909,1.66480248,0.02529543
h4,6,100,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.23684211,2.88682878,57,0.26315789,3.05188326,0.16645787,35,0.05714286,1.04644727,0.01581316
h4,6,100,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.23270440,2.83639502,70,0.28571429,3.31347326,0.19322220,53,0.07547170,1.38210017,0.02973956
h4,6,100,atr_expand+mtf_volatility+adx25,697,0.22812052,2.78052280,112,0.25892857,3.00283514,0.18675389,83,0.07228916,1.32381884,0.03355030
h4,6,100,adx25+atr_expand+mtf_volatility,697,0.22812052,2.78052280,112,0.25892857,3.00283514,0.18675389,83,0.07228916,1.32381884,0.03355030
h4,6,100,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,0.22314050,2.71982216,19,0.10526316,1.22075331,0.02935856,22,0.04545455,0.83240124,0.00806943
h4,6,100,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,0.22222222,2.70862948,32,0.18750000,2.17446682,0.08889545,27,0.11111111,2.03475858,0.03852035
h4,6,100,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.21792619,2.65626581,100,0.26000000,3.01526066,0.18404698,93,0.09677419,1.77220909,0.05175167
h4,6,100,atr_expand+mtf_volatility,1172,0.21075085,2.56880688,192,0.25000000,2.89928910,0.19406065,172,0.10465116,1.91645866,0.06722757
h4,6,100,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,0.20800000,2.53527719,20,0.10000000,1.15971564,0.02786648,19,0.05263158,0.96383301,0.00935199
h4,6,100,atr_expand+breakout_up20+elliott_impulse_bull+mtf_volatility,125,0.20800000,2.53527719,20,0.10000000,1.15971564,0.02786648,19,0.05263158,0.96383301,0.00935199
h4,6,100,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,0.20800000,2.53527719,20,0.10000000,1.15971564,0.02786648,19,0.05263158,0.96383301,0.00935199
h4,6,100,atr_expand+mtf_volatility+breakout20_up,140,0.20714286,2.52482962,24,0.08333333,0.96642970,0.02315882,20,0.05000000,0.91564136,0.00888145
