timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
d1,bear,3,ichimoku_tk_bear,6976,8341,0.46774656,0.48243616,-0.01468960,0.96955121,1517,2239,0.43506922,0.46538633,-0.03031712,0.93485602,1124,1602,0.37989324,0.43508115,-0.05518791,0.87315490,0.92134250
d1,bear,10,fib_time_8,1919,13398,0.69098489,0.69540230,-0.00441741,0.99364769,472,3284,0.66525424,0.67417783,-0.00892359,0.98676374,340,2386,0.57058824,0.62657167,-0.05598343,0.91065119,0.92091387
d1,bull,1,fib_above500,7758,7559,0.26424336,0.24288927,0.02135409,1.08791698,2361,1395,0.25540025,0.24229391,0.01310635,1.05409276,1629,1097,0.18170657,0.22060164,-0.03889507,0.82368639,0.92069165
d1,bull,1,fib_arc_bull,7758,7559,0.26424336,0.24288927,0.02135409,1.08791698,2361,1395,0.25540025,0.24229391,0.01310635,1.05409276,1629,1097,0.18170657,0.22060164,-0.03889507,0.82368639,0.92069165
h4,bull,6,sma200_bull,40478,38981,0.29707495,0.28765296,0.00942200,1.03275473,11933,7643,0.27704684,0.29307863,-0.01603179,0.94529868,7926,6065,0.21208680,0.25424567,-0.04215887,0.83418058,0.92066598
h4,bull,1,structure_bull_transition,26921,52538,0.05048104,0.04952606,0.00095498,1.01928237,6681,12895,0.05388415,0.05118263,0.00270152,1.05278197,4919,9072,0.02927424,0.03317901,-0.00390477,0.88231206,0.92039535
d1,bear,5,rci_bear,7253,8064,0.58169034,0.58271329,-0.00102296,0.99824449,1654,2102,0.50604595,0.58230257,-0.07625662,0.86904296,1183,1543,0.45815723,0.52819183,-0.07003461,0.86740687,0.92036596
d1,bull,1,sma50_bull,7748,7569,0.26316469,0.24402167,0.01914302,1.07844804,2301,1455,0.25032595,0.25085911,-0.00053316,0.99787466,1565,1161,0.18146965,0.21877692,-0.03730727,0.82947347,0.91949119
h4,bull,3,rci_bull,41545,37914,0.15893609,0.16228834,-0.00335224,0.97934390,10333,9243,0.16229556,0.16672076,-0.00442520,0.97345739,7578,6413,0.11071523,0.13207547,-0.02136024,0.83827244,0.91875253
d1,bear,10,channel_mid_bear,7180,8137,0.69038997,0.69878334,-0.00839336,0.98798860,1576,2180,0.64022843,0.69678899,-0.05656056,0.91882684,1206,1520,0.56882255,0.65986842,-0.09104587,0.86202421,0.91806411
h4,bear,3,ichimoku_cloud_bear,37811,41648,0.16336516,0.16699481,-0.00362966,0.97826486,8678,10898,0.17492510,0.16929712,0.00562798,1.03324321,6012,7979,0.12341983,0.14274972,-0.01932989,0.86458894,0.91800468
d1,bear,20,channel_mid_bear,7180,8137,0.76727019,0.79169227,-0.02442207,0.96915206,1576,2180,0.74428934,0.77752294,-0.03323360,0.95725709,1206,1520,0.66252073,0.76973684,-0.10721611,0.86071069,0.91723286
h4,bear,24,fib_below500,37479,41980,0.56583687,0.57656027,-0.01072340,0.98140108,8649,10927,0.49936409,0.56593759,-0.06657350,0.88236601,5955,8036,0.45390428,0.52551020,-0.07160592,0.86374019,0.91691811
h4,bear,24,fib_arc_bear,37479,41980,0.56583687,0.57656027,-0.01072340,0.98140108,8649,10927,0.49936409,0.56593759,-0.06657350,0.88236601,5955,8036,0.45390428,0.52551020,-0.07160592,0.86374019,0.91691811
h4,bear,3,fib_time_5,15895,63564,0.16483171,0.16537663,-0.00054492,0.99670497,3916,15660,0.16751788,0.17286079,-0.00534292,0.96909122,2799,11192,0.12325831,0.13724089,-0.01398258,0.89811651,0.91680328
h4,bull,1,fib_time_8,9937,69522,0.05071953,0.04972527,0.00099427,1.01999519,2448,17128,0.05228758,0.05207847,0.00020911,1.00401536,1749,12242,0.02915952,0.03218428,-0.00302476,0.90601736,0.91678841
d1,bear,20,ichimoku_tk_bear,6976,8341,0.76161124,0.79582784,-0.03421660,0.95700502,1517,2239,0.75807515,0.76730683,-0.00923169,0.98796872,1124,1602,0.66192171,0.76466916,-0.10274746,0.86563149,0.91640354
h4,bear,1,fib_time_zone,28118,51341,0.05380895,0.05438149,-0.00057254,0.98947178,6930,12646,0.05786436,0.05899099,-0.00112663,0.98090170,4950,9041,0.03959596,0.04523836,-0.00564240,0.87527401,0.91568111
h4,bear,1,ichimoku_cloud_bear,37811,41648,0.05434926,0.05402420,0.00032506,1.00601694,8678,10898,0.06118921,0.05652413,0.00466508,1.08253256,6012,7979,0.03958749,0.04599574,-0.00640825,0.86067737,0.91548528
h4,bear,24,ichimoku_bear,32353,47106,0.56492443,0.57602004,-0.01109561,0.98073745,7186,12390,0.48872808,0.56424536,-0.07551728,0.86616234,5036,8955,0.45313741,0.51859296,-0.06545555,0.87378241,0.91536897
d1,bear,5,ll20,1702,13615,0.56639248,0.58420859,-0.01781611,0.96950385,327,3429,0.48318043,0.55497230,-0.07179187,0.87063883,257,2469,0.45525292,0.50222762,-0.04697470,0.90646730,0.91453165
d1,bull,1,sma20_bull,7806,7511,0.25915962,0.24803621,0.01112341,1.04484590,2146,1610,0.23811743,0.26708075,-0.02896332,0.89155595,1485,1241,0.18047138,0.21756648,-0.03709510,0.82949994,0.91443305
d1,bull,1,bb_bull,7806,7511,0.25915962,0.24803621,0.01112341,1.04484590,2146,1610,0.23811743,0.26708075,-0.02896332,0.89155595,1485,1241,0.18047138,0.21756648,-0.03709510,0.82949994,0.91443305
d1,bull,20,horizontal_break_up,617,14700,0.77957861,0.79639456,-0.01681595,0.97888490,185,3571,0.75675676,0.83786054,-0.08110379,0.90320133,129,2597,0.70542636,0.77512514,-0.06969879,0.91008060,0.91396970
h4,bull,24,superbb_bull,361,79098,0.55124654,0.59022984,-0.03898330,0.93395233,80,19496,,,,,59,13932,,,,,0.91375660
h4,bear,12,range_tight,4165,75294,0.40768307,0.43055224,-0.02286916,0.94688412,1420,18156,0.37816901,0.41066314,-0.03249413,0.92087401,879,13112,0.33447099,0.36821232,-0.03374133,0.90836446,0.91362429
d1,bull,3,engulf_bull,1017,14300,0.48967552,0.49916084,-0.00948532,0.98099746,266,3490,0.48496241,0.48395415,0.00100825,1.00208336,159,2567,0.40251572,0.44331905,-0.04080333,0.90795946,0.91286012
d1,bull,3,dmi_adx_bull,3125,12192,0.49408000,0.49967192,-0.00559192,0.98880882,773,2983,0.41914618,0.50083808,-0.08169190,0.83688960,564,2162,0.40248227,0.45097132,-0.04848905,0.89247863,0.91278425
d1,bull,1,ichimoku_tk_bull,7652,7665,0.26097752,0.24644488,0.01453264,1.05896914,2106,1650,0.24833808,0.25333333,-0.00499525,0.98028190,1477,1249,0.18009479,0.21777422,-0.03767943,0.82697937,0.91252489
d1,bear,1,superbb_squeeze,3146,12171,0.25015893,0.25338920,-0.00323027,0.98725174,952,2804,0.24789916,0.25641940,-0.00852024,0.96677224,611,2115,0.19312602,0.21702128,-0.02389525,0.88989442,0.91241168
h4,bear,1,fib_time_8,9937,69522,0.04941129,0.05486033,-0.00544904,0.90067430,2448,17128,0.05596405,0.05896777,-0.00300372,0.94906167,1749,12242,0.03945111,0.04378370,-0.00433258,0.90104580,0.91233149
h4,bull,12,shape_triangle_proxy,9430,70029,0.41049841,0.44724328,-0.03674488,0.91784141,2178,17398,0.40036731,0.42815266,-0.02778535,0.93510410,1565,12426,0.34760383,0.38548205,-0.03787822,0.90173805,0.91175951
d1,bull,5,rci_strong_bull,2537,12780,0.60859283,0.60899844,-0.00040561,0.99933397,539,3217,0.52875696,0.61423687,-0.08547991,0.86083559,479,2247,0.51565762,0.57632399,-0.06066637,0.89473565,0.91159706
h4,bull,3,channel_mid_bull,41719,37740,0.15911216,0.16210917,-0.00299701,0.98151238,10602,8974,0.15638559,0.17383552,-0.01744994,0.89961812,8023,5968,0.10980930,0.13488606,-0.02507676,0.81408931,0.91123481
d1,bull,1,fib_above382,6251,9066,0.26539754,0.24564306,0.01975447,1.08041943,1930,1826,0.25492228,0.24589266,0.00902962,1.03672179,1307,1419,0.17980107,0.21353066,-0.03372958,0.84203868,0.91103665
d1,bull,1,fib_fan_up,6251,9066,0.26539754,0.24564306,0.01975447,1.08041943,1930,1826,0.25492228,0.24589266,0.00902962,1.03672179,1307,1419,0.17980107,0.21353066,-0.03372958,0.84203868,0.91103665
h4,bull,24,sma_stack_bull,25555,53904,0.59761299,0.58646854,0.01114445,1.01900265,7348,12228,0.56042461,0.58660451,-0.02617991,0.95537043,5002,8989,0.49000400,0.56457893,-0.07457493,0.86791053,0.91092824
d1,bear,1,nr4,3717,11600,0.20096852,0.26931034,-0.06834182,0.74623395,965,2791,0.21554404,0.26764601,-0.05210196,0.80533256,695,2031,0.19280576,0.21811915,-0.02531340,0.88394693,0.91089859
h4,bull,12,span_model_bull,28615,50844,0.45053294,0.43857682,0.01195611,1.02726116,7432,12144,0.38805167,0.44771080,-0.05965914,0.86674627,5549,8442,0.34726978,0.40357735,-0.05630757,0.86047886,0.91088329
d1,bear,20,elliott_wave4_bear,1288,14029,0.77562112,0.78066862,-0.00504750,0.99353439,343,3413,0.72303207,0.76765309,-0.04462102,0.94187346,225,2501,0.65777778,0.72810876,-0.07033098,0.90340594,0.91066644
d1,bear,10,ll20,1702,13615,0.68683901,0.69585017,-0.00901115,0.98705015,327,3429,0.59633028,0.68037329,-0.08404301,0.87647515,257,2469,0.56420233,0.62535439,-0.06115206,0.90221215,0.91060720
h4,bull,6,ichimoku_bull,36107,43352,0.29415349,0.29103617,0.00311732,1.01071111,9542,10034,0.26262838,0.30296990,-0.04034152,0.86684644,6955,7036,0.20963336,0.25085276,-0.04121940,0.83568289,0.91001561
h4,bull,1,rectangle_range,39635,39824,0.04337076,0.05629771,-0.01292695,0.77038228,10157,9419,0.04666732,0.05796794,-0.01130061,0.80505406,7224,6767,0.02893134,0.03487513,-0.00594379,0.82956940,0.90961433
h4,bull,12,sma_stack_bull,25555,53904,0.45556643,0.43686925,0.01869718,1.04279811,7348,12228,0.40269461,0.43850180,-0.03580719,0.91834198,5002,8989,0.34666134,0.40048949,-0.05382815,0.86559410,0.90928735
h4,bear,1,nr7,12186,67273,0.03257837,0.05809166,-0.02551329,0.56080977,3004,16572,0.04460719,0.06112720,-0.01652001,0.72974369,2086,11905,0.03930968,0.04393112,-0.00462144,0.89480264,0.90906080
d1,bear,20,dmi_adx_strong_bear,3079,12238,0.75673920,0.78615787,-0.02941867,0.96257919,684,3072,0.72076023,0.77311198,-0.05235175,0.93228440,553,2173,0.65641953,0.73907041,-0.08265088,0.88816914,0.90878600
d1,bear,20,dmi_adx_bear,2576,12741,0.79464286,0.77733302,0.01730984,1.02226824,408,3348,0.77941176,0.76164875,0.01776302,1.02332180,462,2264,0.65584416,0.73586572,-0.08002157,0.89125520,0.90798942
d1,bull,10,horizontal_break_up,617,14700,0.70016207,0.71646259,-0.01630051,0.97724862,185,3571,0.60540541,0.74068888,-0.13528348,0.81735452,129,2597,0.62015504,0.68617636,-0.06602132,0.90378375,0.90791763
h4,bull,24,dmi_adx_bull,15804,63655,0.59763351,0.58817061,0.00946290,1.01608870,3610,15966,0.52963989,0.58743580,-0.05779591,0.90161323,2426,11565,0.48804617,0.54837873,-0.06033256,0.88998012,0.90728859
d1,bull,1,channel_mid_bull,7897,7420,0.26022540,0.24676550,0.01345990,1.05454532,2180,1576,0.24036697,0.26459391,-0.02422694,0.90843729,1520,1206,0.17894737,0.22056385,-0.04161648,0.81131777,0.90671102
d1,bear,5,ichimoku_tk_bear,6976,8341,0.57110092,0.59153579,-0.02043487,0.96545455,1517,2239,0.51746869,0.56989728,-0.05242859,0.90800344,1124,1602,0.45106762,0.53058677,-0.07951915,0.85012979,0.90612404
d1,bull,20,horizontal_resistance_near,1032,14285,0.78391473,0.79656983,-0.01265510,0.98411301,309,3447,0.77993528,0.83870032,-0.05876504,0.92993320,196,2530,0.69897959,0.77747036,-0.07849076,0.89904340,0.90561709
d1,bear,1,channel_lower,3272,12045,0.23257946,0.25819842,-0.02561896,0.90077801,581,3175,0.26161790,0.25291339,0.00870451,1.03441698,480,2246,0.19166667,0.21593945,-0.02427278,0.88759450,0.90551704
d1,bear,10,elliott_impulse_bear,1216,14101,0.68338816,0.69583717,-0.01244902,0.98210930,226,3530,0.61946903,0.67648725,-0.05701823,0.91571426,173,2553,0.56069364,0.62358010,-0.06288646,0.89915255,0.90494427
d1,bear,10,elliott_wave5_bear,885,14432,0.68248588,0.69560698,-0.01312111,0.98113718,172,3584,0.58139535,0.67745536,-0.09606001,0.85820467,132,2594,0.56060606,0.62259059,-0.06198453,0.90044094,0.90480291
d1,bear,20,fib_below382,8466,6851,0.76446964,0.79973726,-0.03526762,0.95590099,1826,1930,0.75355969,0.77305699,-0.01949730,0.97477896,1419,1307,0.65327696,0.79724560,-0.14396865,0.81941745,0.90443524
h4,bull,1,superbb_squeeze,17574,61885,0.04381473,0.05156338,-0.00774866,0.84972558,4532,15044,0.04126214,0.05537091,-0.01410878,0.74519517,2990,11001,0.02876254,0.03263340,-0.00387086,0.88138363,0.90430724
h4,bear,1,inside_bar,13185,66274,0.03723929,0.05754896,-0.02030968,0.64708875,3015,16561,0.04776119,0.06056398,-0.01280278,0.78860731,2227,11764,0.03906601,0.04403264,-0.00496663,0.88720564,0.90342565
d1,bear,5,shape_triangle_proxy,584,14733,0.51883562,0.58474174,-0.06590612,0.88729021,143,3613,0.45454545,0.55244949,-0.09790403,0.82278193,178,2548,0.44943820,0.50117739,-0.05173919,0.89676471,0.90285080
d1,bear,5,channel_mid_bear,7180,8137,0.57465181,0.58891483,-0.01426302,0.97578084,1576,2180,0.51142132,0.57568807,-0.06426675,0.88836532,1206,1520,0.44941957,0.53618421,-0.08676464,0.83818128,0.90281337
d1,bear,1,nr7,1550,13767,0.18903226,0.25989685,-0.07086460,0.72733569,364,3392,0.25824176,0.25383255,0.00440921,1.01737055,314,2412,0.19108280,0.21434494,-0.02326214,0.89147335,0.90275861
h4,bull,3,sma20_bull,41080,38379,0.15927459,0.16188541,-0.00261082,0.98387242,10352,9224,0.15755410,0.17205117,-0.01449708,0.91573975,7678,6313,0.10875228,0.13480120,-0.02604892,0.80676045,0.90246331
h4,bull,3,bb_bull,41080,38379,0.15927459,0.16188541,-0.00261082,0.98387242,10353,9223,0.15753888,0.17206983,-0.01453095,0.91555203,7678,6313,0.10875228,0.13480120,-0.02604892,0.80676045,0.90246331
d1,bear,3,retest_down,821,14496,0.47259440,0.47592439,-0.00333000,0.99300310,130,3626,0.41538462,0.45449531,-0.03911070,0.91394698,129,2597,0.37209302,0.41432422,-0.04223120,0.89807210,0.90242489
d1,bear,3,sma50_bear,6980,8337,0.46189112,0.48734557,-0.02545445,0.94776920,1455,2301,0.43848797,0.46240765,-0.02391968,0.94827145,1161,1565,0.37209302,0.44217252,-0.07007950,0.84151096,0.90242489
h4,bear,24,sma200_bear,36593,42866,0.56264859,0.57906033,-0.01641173,0.97165799,7643,11933,0.48174800,0.57160815,-0.08986014,0.84279416,6065,7926,0.44666117,0.53204643,-0.08538526,0.83951540,0.90228652
h4,bull,6,sma50_bull,40976,38483,0.29285435,0.29202505,0.00082930,1.00283984,10733,8843,0.26227523,0.30883184,-0.04655662,0.84924929,7844,6147,0.20754717,0.25947617,-0.05192900,0.79986988,0.90095950
d1,bear,3,fib_below382,8466,6851,0.46102055,0.49394249,-0.03292194,0.93334864,1826,1930,0.43099671,0.47409326,-0.04309655,0.90909689,1419,1307,0.37138830,0.45677123,-0.08538293,0.81307288,0.90071576
d1,bull,5,rci_cross_up,544,14773,0.63419118,0.60800108,0.02619009,1.04307573,155,3601,0.60000000,0.60205498,-0.00205498,0.99658672,106,2620,0.50943396,0.56793893,-0.05850497,0.89698722,0.90059467
h4,bull,12,fib_above382,33299,46160,0.45004354,0.43771664,0.01232691,1.02816184,8906,10670,0.39905682,0.44676664,-0.04770982,0.89321087,6537,7454,0.34327673,0.41454253,-0.07126580,0.82808568,0.90040959
h4,bull,12,fib_fan_up,33299,46160,0.45004354,0.43771664,0.01232691,1.02816184,8906,10670,0.39905682,0.44676664,-0.04770982,0.89321087,6537,7454,0.34327673,0.41454253,-0.07126580,0.82808568,0.90040959
d1,bear,20,ll20,1702,13615,0.77085781,0.78141755,-0.01055974,0.98648643,327,3429,0.74006116,0.76582094,-0.02575978,0.96636319,257,2469,0.64980545,0.72985014,-0.08004469,0.89032722,0.89962908
h4,bull,6,sma_stack_bull,25555,53904,0.30009783,0.28882829,0.01126954,1.03901813,7348,12228,0.26796407,0.29252535,-0.02456128,0.91603709,5002,8989,0.20711715,0.24329736,-0.03618021,0.85129222,0.89909280
d1,bull,5,hh20,2014,13303,0.60923535,0.60888521,0.00035014,1.00057505,503,3253,0.54870775,0.61020596,-0.06149821,0.89921729,390,2336,0.50769231,0.57534247,-0.06765016,0.88241758,0.89751571
d1,bear,10,ichimoku_tk_bear,6976,8341,0.67975917,0.70746913,-0.02770995,0.96083228,1517,2239,0.65919578,0.68244752,-0.02325174,0.96592890,1124,1602,0.55604982,0.66416979,-0.10811997,0.83721035,0.89744927
d1,bear,5,gap_proxy_down,429,14888,0.61771562,0.58120634,0.03650928,1.06281638,90,3666,,,,,103,2623,0.44660194,0.49980938,-0.05320744,0.89354454,0.89715320
h4,bear,6,range_tight,4165,75294,0.27322929,0.28971764,-0.01648835,0.94308821,1420,18156,0.25281690,0.28034809,-0.02753119,0.90179640,879,13112,0.21160410,0.23764491,-0.02604081,0.89042134,0.89659385
d1,bear,5,dmi_adx_bear,2576,12741,0.62305901,0.57397379,0.04908522,1.08551823,408,3348,0.55637255,0.54778973,0.00858282,1.01566810,462,2264,0.44588745,0.50839223,-0.06250478,0.87705402,0.89571789
h4,bull,6,fib_above500,41367,38092,0.29409916,0.29066471,0.00343445,1.01181586,10924,8652,0.26656902,0.30443828,-0.03786926,0.87560941,8036,5955,0.20619711,0.26297229,-0.05677518,0.78410205,0.89509892
h4,bull,6,fib_arc_bull,41367,38092,0.29409916,0.29066471,0.00343445,1.01181586,10924,8652,0.26656902,0.30443828,-0.03786926,0.87560941,8036,5955,0.20619711,0.26297229,-0.05677518,0.78410205,0.89509892
d1,bear,20,ichimoku_cloud_bear,6642,8675,0.77732611,0.78247839,-0.00515228,0.99341544,1570,2186,0.78152866,0.75068618,0.03084248,1.04108571,1083,1643,0.64635272,0.77236762,-0.12601490,0.83684596,0.89484892
d1,bear,3,gap_proxy_down,429,14888,0.51282051,0.47467759,0.03814292,1.08035543,90,3666,,,,,103,2623,0.36893204,0.41402974,-0.04509770,0.89107619,0.89475866
d1,bull,10,squeeze_release_up,110,15207,0.70000000,0.71592030,-0.01592030,0.97776247,36,3720,,,,,36,2690,,,,,0.89467717
d1,bear,5,bb_lower,3133,12184,0.56878391,0.58568615,-0.01690223,0.97114114,599,3157,0.48580968,0.56065885,-0.07484917,0.86649784,494,2232,0.44534413,0.50940860,-0.06406447,0.87423755,0.89462645
d1,bear,10,gap_proxy_down,429,14888,0.68531469,0.69512359,-0.00980890,0.98588898,90,3666,,,,,103,2623,0.55339806,0.62218833,-0.06879028,0.88943818,0.89316939
h4,bull,3,trendline_up,41062,38397,0.15798061,0.16326796,-0.00528735,0.96761551,10251,9325,0.15393620,0.17587131,-0.02193511,0.87527749,7733,6258,0.10759084,0.13646532,-0.02887448,0.78841160,0.89282533
d1,bear,5,elliott_wave4_bear,1288,14029,0.59549689,0.58101076,0.01448613,1.02493264,343,3413,0.49854227,0.55376502,-0.05522274,0.90027766,225,2501,0.44444444,0.50259896,-0.05815452,0.88429241,0.89281913
d1,bear,1,fib_below500,6958,8359,0.23440644,0.26797464,-0.03356820,0.87473367,1395,2361,0.26093190,0.25031766,0.01061424,1.04240307,1097,1629,0.18869644,0.22713321,-0.03843677,0.83077435,0.89148442
d1,bear,1,fib_arc_bear,6958,8359,0.23440644,0.26797464,-0.03356820,0.87473367,1395,2361,0.26093190,0.25031766,0.01061424,1.04240307,1097,1629,0.18869644,0.22713321,-0.03843677,0.83077435,0.89148442
d1,bear,1,ichimoku_tk_bear,6976,8341,0.24770642,0.25692363,-0.00921721,0.96412472,1517,2239,0.25379038,0.25457794,-0.00078756,0.99690641,1124,1602,0.18861210,0.22784020,-0.03922810,0.82782626,0.89108593
d1,bull,1,rci_bull,7904,7413,0.25898279,0.24807770,0.01090509,1.04395837,2102,1654,0.24072312,0.26299879,-0.02227567,0.91530125,1542,1184,0.17574578,0.22550676,-0.04976097,0.77933711,0.89048886
d1,bear,3,nr4,3717,11600,0.44982513,0.48405172,-0.03422660,0.92929145,965,2791,0.44352332,0.45646722,-0.01294390,0.97164331,695,2031,0.36690647,0.42786805,-0.06096157,0.85752250,0.88984613
h4,bull,6,ellipse_compression,4550,74909,0.23032967,0.29622609,-0.06589642,0.77754688,808,18768,0.24876238,0.28479327,-0.03603089,0.87348406,654,13337,0.20489297,0.23161131,-0.02671834,0.88464147,0.88943763
d1,bear,5,channel_breakout_down,824,14493,0.58616505,0.58200511,0.00415994,1.00714761,133,3623,0.47368421,0.55147668,-0.07779247,0.85893789,131,2595,0.44274809,0.50057803,-0.05782994,0.88447367,0.88941142
d1,bear,5,breakout_down20,824,14493,0.58616505,0.58200511,0.00415994,1.00714761,133,3623,0.47368421,0.55147668,-0.07779247,0.85893789,131,2595,0.44274809,0.50057803,-0.05782994,0.88447367,0.88941142
h4,bull,1,elliott_wave4_bull,6776,72683,0.04899646,0.04992914,-0.00093269,0.98131980,1817,17759,0.03907540,0.05343769,-0.01436229,0.73123289,1308,12683,0.02828746,0.03216905,-0.00388158,0.87933794,0.88937051
d1,bull,10,bb_upper,3521,11796,0.72564612,0.71286877,0.01277735,1.01792385,901,2855,0.70477248,0.74325744,-0.03848497,0.94822121,664,2062,0.60692771,0.70756547,-0.10063776,0.85776898,0.88855260
d1,bear,10,fib_below382,8466,6851,0.68166785,0.71113706,-0.02946921,0.95856043,1826,1930,0.64676889,0.69792746,-0.05115857,0.92669931,1419,1307,0.54827343,0.69701607,-0.14874264,0.78660085,0.88489839
h4,bull,3,ichimoku_tk_bull,39353,40106,0.15853937,0.16249439,-0.00395502,0.97566060,10018,9558,0.15142743,0.17796610,-0.02653867,0.85087794,7430,6561,0.10659489,0.13625972,-0.02966483,0.78229200,0.88456052
d1,bull,5,elliott_impulse_bull,1384,13933,0.61416185,0.60841168,0.00575017,1.00945111,356,3400,0.51685393,0.61088235,-0.09402842,0.84607769,278,2448,0.50000000,0.57312092,-0.07312092,0.87241625,0.88391699
h4,bull,1,channel_upper,20255,59204,0.04917304,0.05008108,-0.00090803,0.98186876,5214,14362,0.04871500,0.05333519,-0.00462019,0.91337442,3878,10113,0.02810727,0.03322456,-0.00511729,0.84597869,0.88370526
d1,bear,20,sma50_bear,6980,8337,0.76074499,0.79656951,-0.03582452,0.95502649,1455,2301,0.75738832,0.76749239,-0.01010408,0.98683495,1161,1565,0.63824289,0.78466454,-0.14642164,0.81339587,0.88362119
h4,bear,24,fib_below618,29444,50015,0.56269529,0.57668699,-0.01399171,0.97573778,6614,12962,0.48835803,0.56110168,-0.07274365,0.87035567,4590,9401,0.43725490,0.52324221,-0.08598731,0.83566443,0.88328521
h4,bear,24,fib_fan_down,29444,50015,0.56269529,0.57668699,-0.01399171,0.97573778,6614,12962,0.48835803,0.56110168,-0.07274365,0.87035567,4590,9401,0.43725490,0.52324221,-0.08598731,0.83566443,0.88328521
d1,bull,5,channel_upper,3948,11369,0.61575481,0.60656170,0.00919311,1.01515610,1039,2717,0.57844081,0.61096798,-0.03252717,0.94676125,785,1941,0.49936306,0.59247810,-0.09311505,0.84283800,0.88279098
h4,bull,3,horizontal_resistance_near,5230,74229,0.17762906,0.15933126,0.01829780,1.11484127,1270,18306,0.15354331,0.16513711,-0.01159381,0.92979285,1006,12985,0.10636183,0.12160185,-0.01524002,0.87467280,0.88262654
d1,bear,3,fib_below500,6958,8359,0.45286002,0.49479603,-0.04193601,0.91524586,1395,2361,0.44874552,0.45573909,-0.00699357,0.98465443,1097,1629,0.36371923,0.44505832,-0.08133908,0.81723949,0.88211622
d1,bear,3,fib_arc_bear,6958,8359,0.45286002,0.49479603,-0.04193601,0.91524586,1395,2361,0.44874552,0.45573909,-0.00699357,0.98465443,1097,1629,0.36371923,0.44505832,-0.08133908,0.81723949,0.88211622
d1,bear,5,fib_below382,8466,6851,0.56555634,0.60283170,-0.03727536,0.93816622,1826,1930,0.51423877,0.58134715,-0.06710838,0.88456402,1419,1307,0.43904158,0.56159143,-0.12254985,0.78178112,0.88196562
h4,bull,1,ichimoku_cloud_bull,40316,39143,0.05055065,0.04912756,0.00142309,1.02896728,10787,8789,0.05228516,0.05188304,0.00040212,1.00775056,7879,6112,0.02804924,0.03664921,-0.00859997,0.76534368,0.88188086
h4,bear,3,range_tight,4165,75294,0.14861945,0.16618854,-0.01756909,0.89428216,1420,18156,0.13873239,0.17437762,-0.03564522,0.79558602,879,13112,0.11831627,0.13552471,-0.01720844,0.87302359,0.88004408
d1,bear,20,bb_lower,3133,12184,0.77210342,0.78233749,-0.01023408,0.98691859,599,3157,0.73121870,0.76971809,-0.03849939,0.94998248,494,2232,0.63562753,0.74148746,-0.10585992,0.85723302,0.88000033
d1,bear,5,sma50_bear,6980,8337,0.56547278,0.59625765,-0.03078487,0.94836986,1455,2301,0.52027491,0.56671013,-0.04643521,0.91806179,1161,1565,0.43755383,0.54249201,-0.10493818,0.80656272,0.87897697
h4,bull,1,elliott_pullback_bull,14193,65266,0.05157472,0.04947446,0.00210026,1.04245143,3753,15823,0.04289901,0.05428806,-0.01138905,0.79021083,2614,11377,0.02792655,0.03269755,-0.00477100,0.85408697,0.87802326
h4,bull,1,strong_close_bull,13844,65615,0.05013002,0.04979044,0.00033958,1.00682010,3536,16040,0.04892534,0.05280549,-0.00388015,0.92652000,2688,11303,0.02790179,0.03273467,-0.00483289,0.85236185,0.87724468
d1,bull,3,rci_cross_up,544,14773,0.52022059,0.49773235,0.02248824,1.04518139,155,3601,0.45806452,0.48514302,-0.02707850,0.94418450,106,2620,0.38679245,0.44312977,-0.05633732,0.87286497,0.87720152
d1,bull,5,horizontal_break_up,617,14700,0.60453809,0.60911565,-0.00457756,0.99248491,185,3571,0.49189189,0.60767292,-0.11578103,0.80946818,129,2597,0.49612403,0.56911821,-0.07299418,0.87174162,0.87706492
h4,bull,3,fib_above618,49415,30044,0.15962764,0.16202902,-0.00240138,0.98517932,12962,6614,0.15553155,0.18173571,-0.02620416,0.85581173,9401,4590,0.10562706,0.15098039,-0.04535333,0.69960781,0.87652919
d1,bear,10,bb_lower,3133,12184,0.69358442,0.69517400,-0.00158957,0.99771341,599,3157,0.61435726,0.68419385,-0.06983659,0.89792865,494,2232,0.54251012,0.63664875,-0.09413862,0.85213412,0.87559656
d1,bull,1,structure_bull_transition,5634,9683,0.25931842,0.25043891,0.00887951,1.03545579,1447,2309,0.24049758,0.25682113,-0.01632355,0.93643999,1088,1638,0.17279412,0.21367521,-0.04088110,0.80867647,0.87553302
h4,bull,3,sma200_bull,40478,38981,0.16132220,0.15971884,0.00160336,1.01003866,11933,7643,0.15788151,0.17453879,-0.01665729,0.90456398,7926,6065,0.10547565,0.14014839,-0.03467274,0.75259978,0.87527273
d1,bear,10,channel_breakout_down,824,14493,0.69781553,0.69468019,0.00313534,1.00451336,133,3623,0.56390977,0.67706321,-0.11315343,0.83287612,131,2595,0.54198473,0.62350674,-0.08152201,0.86925240,0.87474860
d1,bear,10,breakout_down20,824,14493,0.69781553,0.69468019,0.00313534,1.00451336,133,3623,0.56390977,0.67706321,-0.11315343,0.83287612,131,2595,0.54198473,0.62350674,-0.08152201,0.86925240,0.87474860
