timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bear,6,strong_close_bear,11770,67689,0.28937978,0.28876184,0.00061794,1.00213997,2909,16667,0.27810244,0.27839443,-0.00029199,0.99895116,2025,11966,0.22469136,0.23792412,-0.01323276,0.94438243,0.95204627
h4,bull,1,stoch_cross_up,15634,63825,0.05353716,0.04894634,0.00459082,1.09379302,3924,15652,0.04689093,0.05341170,-0.00652078,0.87791483,2741,11250,0.03028092,0.03217778,-0.00189686,0.94105067,0.95204571
d1,bear,3,sma20_bear,7283,8034,0.47150899,0.47958676,-0.00807776,0.98315683,1610,2146,0.42360248,0.47530289,-0.05170040,0.89122640,1241,1485,0.39242546,0.42895623,-0.03653077,0.91483801,0.95173649
d1,bear,3,bb_bear,7283,8034,0.47150899,0.47958676,-0.00807776,0.98315683,1610,2146,0.42360248,0.47530289,-0.05170040,0.89122640,1241,1485,0.39242546,0.42895623,-0.03653077,0.91483801,0.95173649
d1,bull,20,ichimoku_bull,6894,8423,0.79692486,0.79472872,0.00219614,1.00276339,2121,1635,0.84064121,0.82507645,0.01556475,1.01886462,1443,1283,0.73388773,0.81449727,-0.08060954,0.90103154,0.95084504
d1,bull,5,fib_time_5,3066,12251,0.61839530,0.60656273,0.01183257,1.01950758,756,3000,0.61243386,0.59933333,0.01310053,1.02185850,543,2183,0.53775322,0.57260650,-0.03485328,0.93913223,0.95065842
h4,bear,24,rci_cross_down,2913,76546,0.57294885,0.57144723,0.00150162,1.00262774,688,18888,0.55668605,0.53578992,0.02089613,1.03900060,525,13466,0.47047619,0.49598990,-0.02551371,0.94856002,0.95039451
d1,bull,1,span_model_bull,5482,9835,0.26596133,0.24687341,0.01908792,1.07731864,1664,2092,0.25360577,0.24808795,0.00551782,1.02224137,1157,1569,0.18755402,0.20458891,-0.01703489,0.91673600,0.95032018
h4,bear,24,strong_close_bear,11770,67689,0.56448598,0.57272230,-0.00823632,0.98561900,2909,16667,0.51873496,0.53962921,-0.02089425,0.96128036,2025,11966,0.47012346,0.49924787,-0.02912441,0.94166342,0.94968196
h4,bull,6,channel_mid_bull,41719,37740,0.29204919,0.29289878,-0.00084959,0.99709936,10602,8974,0.26740238,0.30209494,-0.03469256,0.88516006,8023,5968,0.21874610,0.24597855,-0.02723245,0.88928934,0.94957392
d1,bear,5,stoch_cross_down,2979,12338,0.58610272,0.58129356,0.00480915,1.00827319,726,3030,0.56198347,0.54554455,0.01643892,1.03013304,546,2180,0.47252747,0.50412844,-0.03160097,0.93731564,0.94923352
d1,bull,10,dmi_adx_strong_bull,4054,11263,0.70794277,0.71863624,-0.01069347,0.98511977,1111,2645,0.70477048,0.74631380,-0.04154332,0.94433531,702,2024,0.64814815,0.69515810,-0.04700995,0.93237516,0.94890003
d1,bear,3,superbb_squeeze,3146,12171,0.46789574,0.47777504,-0.00987930,0.97932228,952,2804,0.43697479,0.45863053,-0.02165574,0.95278173,611,2115,0.39116203,0.41843972,-0.02727769,0.93481095,0.94867232
d1,bear,3,elliott_wave4_bear,1288,14029,0.48757764,0.47465963,0.01291801,1.02721530,343,3413,0.39650146,0.45883387,-0.06233241,0.86415037,225,2501,0.39111111,0.41423431,-0.02312320,0.94417846,0.94854883
d1,bear,10,dmi_adx_strong_bear,3079,12238,0.68203962,0.69807158,-0.01603196,0.97703394,684,3072,0.60818713,0.68750000,-0.07931287,0.88463583,553,2173,0.58770344,0.62770364,-0.04000020,0.93627534,0.94853734
h4,bull,24,sma200_bull,40478,38981,0.59585454,0.58402812,0.01182642,1.02024975,11933,7643,0.56984832,0.58759649,-0.01774817,0.96979530,7926,6065,0.51021953,0.57411377,-0.06389424,0.88870806,0.94850936
h4,bear,3,gap_proxy_down,1372,78087,0.15889213,0.16537964,-0.00648751,0.96077200,391,19185,0.20204604,0.17117540,0.03087064,1.18034507,298,13693,0.12751678,0.13459432,-0.00707754,0.94741576,0.94847807
d1,bull,3,fib_time_5,3066,12251,0.50717547,0.49636764,0.01080783,1.02177384,756,3000,0.49603175,0.48100000,0.01503175,1.03125103,543,2183,0.41804788,0.44663307,-0.02858519,0.93599849,0.94808530
d1,bull,5,sma50_bull,7748,7569,0.61486835,0.60285375,0.01201461,1.01992956,2301,1455,0.59713168,0.60962199,-0.01249031,0.97951138,1565,1161,0.53610224,0.60551249,-0.06941025,0.88536941,0.94773975
h4,bull,6,ichimoku_cloud_bull,40316,39143,0.30069947,0.28395882,0.01674066,1.05895452,10787,8789,0.28478724,0.28148822,0.00329902,1.01171992,7879,6112,0.21830181,0.24590969,-0.02760787,0.88773167,0.94764527
d1,bear,3,bb_lower,3133,12184,0.46281519,0.47907091,-0.01625572,0.96606824,599,3157,0.41903172,0.45961356,-0.04058184,0.91170444,494,2232,0.39068826,0.41711470,-0.02642644,0.93664468,0.94752330
d1,bull,10,dmi_adx_bull,3125,12192,0.70912000,0.71751969,-0.00839969,0.98829344,773,2983,0.70245796,0.74220583,-0.03974788,0.94644629,564,2162,0.64716312,0.69241443,-0.04525131,0.93464707,0.94745793
h4,bull,6,channel_upper,20255,59204,0.29597630,0.29124721,0.00472909,1.01623737,5214,14362,0.26198696,0.29104582,-0.02905886,0.90015710,3878,10113,0.21815369,0.23504400,-0.01689032,0.92813977,0.94700225
h4,bull,6,rci_bull,41545,37914,0.29033578,0.29477238,-0.00443660,0.98494907,10333,9243,0.27746056,0.28984096,-0.01238040,0.95728555,7578,6413,0.21813143,0.24481522,-0.02668379,0.89100438,0.94690564
d1,bull,5,dmi_adx_strong_bull,4054,11263,0.59077454,0.61546657,-0.02469203,0.95988080,1111,2645,0.55895590,0.62003781,-0.06108191,0.90148680,702,2024,0.53561254,0.57608696,-0.04047442,0.92974251,0.94687404
h4,bull,3,rci_cross_up,2910,76549,0.15360825,0.16079897,-0.00719072,0.95528132,694,18882,0.17579251,0.16396568,0.01182683,1.07212988,526,13465,0.11406844,0.12075752,-0.00668908,0.94460735,0.94657862
h4,bull,1,dmi_adx_strong_bull,17881,61578,0.04843130,0.05026146,-0.00183016,0.96358718,4426,15150,0.05309535,0.05181518,0.00128016,1.02470635,2825,11166,0.03008850,0.03224073,-0.00215224,0.93324484,0.94599582
d1,bull,3,fib_above382,6251,9066,0.51351784,0.48819766,0.02532018,1.05186460,1930,1826,0.49481865,0.47261774,0.02220091,1.04697435,1307,1419,0.41698546,0.46300211,-0.04601665,0.90061244,0.94567585
d1,bull,3,fib_fan_up,6251,9066,0.51351784,0.48819766,0.02532018,1.05186460,1930,1826,0.49481865,0.47261774,0.02220091,1.04697435,1307,1419,0.41698546,0.46300211,-0.04601665,0.90061244,0.94567585
h4,bear,12,fib_below618,29444,50015,0.41682516,0.43672898,-0.01990382,0.95442523,6614,12962,0.37995162,0.42277426,-0.04282265,0.89871038,4590,9401,0.34618736,0.37581108,-0.02962372,0.92117391,0.94562815
h4,bear,12,fib_fan_down,29444,50015,0.41682516,0.43672898,-0.01990382,0.95442523,6614,12962,0.37995162,0.42277426,-0.04282265,0.89871038,4590,9401,0.34618736,0.37581108,-0.02962372,0.92117391,0.94562815
d1,bull,5,range_tight,870,14447,0.58735632,0.61023050,-0.02287418,0.96251552,327,3429,0.68501529,0.59405074,0.09096455,1.15312589,172,2554,0.53488372,0.56773688,-0.03285316,0.94213312,0.94558562
d1,bear,5,fib_time_8,1919,13398,0.56852527,0.58419167,-0.01566640,0.97318278,472,3284,0.53813559,0.55024361,-0.01210801,0.97799518,340,2386,0.47058824,0.50167645,-0.03108821,0.93803135,0.94533790
h4,bull,6,fib_time_13,6117,73342,0.28706882,0.29290175,-0.00583292,0.98008573,1507,18069,0.27339084,0.28413305,-0.01074220,0.96219305,1075,12916,0.21767442,0.23141840,-0.01374398,0.94060983,0.94492175
h4,bear,24,ichimoku_cloud_bear,37811,41648,0.56184708,0.58026796,-0.01842088,0.96825453,8678,10898,0.51820696,0.55111030,-0.03290334,0.94029628,6012,7979,0.46773120,0.51560346,-0.04787225,0.90715296,0.94484945
d1,bear,3,stoch_bear,7295,8022,0.47018506,0.48080279,-0.01061773,0.97791665,1882,1874,0.45589798,0.45037353,0.00552445,1.01226637,1299,1427,0.38953041,0.43307638,-0.04354598,0.89944966,0.94471521
d1,bear,1,range_compression,12385,2932,0.25215987,0.25511596,-0.00295609,0.98841276,2999,757,0.25075025,0.26816380,-0.01741355,0.93506374,2151,575,0.19990702,0.25565217,-0.05574515,0.78194923,0.94444807
h4,bull,1,shape_triangle_proxy,9430,70029,0.05227996,0.04952234,0.00275762,1.05568430,2178,17398,0.05922865,0.05121278,0.00801587,1.15652083,1565,12426,0.03003195,0.03202962,-0.00199767,0.93763065,0.94421797
h4,bull,3,compression,10205,69254,0.15629593,0.16116037,-0.00486443,0.96981620,2300,17276,0.16521739,0.16427414,0.00094325,1.00574195,1635,12356,0.11376147,0.12139851,-0.00763704,0.93709113,0.94403126
d1,bear,20,elliott_wave5_bear,885,14432,0.78079096,0.78021064,0.00058032,1.00074380,172,3584,0.69186047,0.76702009,-0.07515962,0.90201088,132,2594,0.68181818,0.72436392,-0.04254573,0.94126470,0.94394940
h4,bear,6,ichimoku_cloud_bear,37811,41648,0.28377985,0.29345947,-0.00967962,0.96701549,8678,10898,0.27448721,0.28142778,-0.00694058,0.97533799,6012,7979,0.22272122,0.24602080,-0.02329958,0.90529427,0.94369856
d1,bear,5,elliott_wave5_bear,885,14432,0.57401130,0.58273282,-0.00872152,0.98503342,172,3584,0.50000000,0.55106027,-0.05106027,0.90734177,132,2594,0.46969697,0.49922899,-0.02953202,0.94084474,0.94354749
h4,bull,12,compression,10205,69254,0.42890740,0.44494181,-0.01603441,0.96396291,2300,17276,0.41086957,0.42695068,-0.01608112,0.96233495,1635,12356,0.35963303,0.38410489,-0.02447186,0.93628860,0.94331190
d1,bull,1,dmi_adx_bull,3125,12192,0.24384000,0.25623360,-0.01239360,0.95163165,773,2983,0.20698577,0.26181696,-0.05483119,0.79057433,564,2162,0.18617021,0.20027752,-0.01410731,0.92956120,0.94330855
d1,bear,5,ellipse_compression,440,14877,0.63636364,0.58062781,0.05573582,1.09599234,101,3655,0.56435644,0.54829001,0.01606642,1.02930278,98,2628,,,,,0.94292632
d1,bear,10,trendline_down,7213,8104,0.68917233,0.69990128,-0.01072896,0.98467076,1604,2152,0.65523691,0.68633829,-0.03110138,0.95468505,1241,1485,0.58340048,0.64983165,-0.06643117,0.89777173,0.94159249
d1,bull,10,rci_strong_bull,2537,12780,0.71856523,0.71525822,0.00330702,1.00462353,539,3217,0.67717996,0.74354989,-0.06636993,0.91073911,479,2247,0.64300626,0.69158879,-0.04858252,0.92975230,0.94137222
h4,bear,24,dmi_adx_bear,18828,60631,0.56076057,0.57483795,-0.01407738,0.97551069,4222,15354,0.47465656,0.55353654,-0.07887998,0.85749816,3730,10261,0.46595174,0.50560374,-0.03965200,0.92157495,0.94125481
d1,bull,20,elliott_wave5_bull,1101,14216,0.80290645,0.79516038,0.00774607,1.00974151,285,3471,0.75438596,0.84039182,-0.08600585,0.89765982,219,2507,0.72602740,0.77582768,-0.04980029,0.93581012,0.94066097
h4,bear,1,range_compression,62805,16654,0.05389698,0.05524198,-0.00134500,0.97565255,15685,3891,0.05661460,0.06656387,-0.00994927,0.85053053,11265,2726,0.04065690,0.05392517,-0.01326826,0.75395044,0.94021606
d1,bull,3,stoch_recover_up,948,14369,0.47468354,0.50010439,-0.02542085,0.94916892,229,3527,0.51528384,0.48199603,0.03328781,1.06906242,152,2574,0.41447368,0.44250194,-0.02802826,0.93665958,0.93997942
d1,bull,20,channel_breakout_up,1039,14278,0.79980751,0.79541953,0.00438798,1.00551656,265,3491,0.75471698,0.83987396,-0.08515698,0.89860743,204,2522,0.72549020,0.77557494,-0.05008474,0.93542243,0.93996496
d1,bull,20,breakout_up20,1039,14278,0.79980751,0.79541953,0.00438798,1.00551656,265,3491,0.75471698,0.83987396,-0.08515698,0.89860743,204,2522,0.72549020,0.77557494,-0.05008474,0.93542243,0.93996496
d1,bull,1,range_compression,12385,2932,0.25078724,0.26603001,-0.01524277,0.94270281,2999,757,0.23441147,0.31439894,-0.07998747,0.74558606,2151,575,0.18549512,0.24173913,-0.05624401,0.76733592,0.93988791
d1,bull,20,dmi_adx_bull,3125,12192,0.78464000,0.79855643,-0.01391643,0.98257302,773,2983,0.82664942,0.83573584,-0.00908642,0.98912764,564,2162,0.72517730,0.78399630,-0.05881899,0.92497542,0.93955957
h4,bull,24,fib_above382,33299,46160,0.59899697,0.58360052,0.01539645,1.02638183,8906,10670,0.54581181,0.60262418,-0.05681237,0.90572504,6537,7454,0.50527765,0.56654145,-0.06126380,0.89186351,0.93932230
h4,bull,24,fib_fan_up,33299,46160,0.59899697,0.58360052,0.01539645,1.02638183,8906,10670,0.54581181,0.60262418,-0.05681237,0.90572504,6537,7454,0.50527765,0.56654145,-0.06126380,0.89186351,0.93932230
d1,bear,3,rci_bear,7253,8064,0.47428650,0.47705853,-0.00277203,0.99418933,1654,2102,0.42200726,0.47764034,-0.05563309,0.88352515,1183,1543,0.38715131,0.43162670,-0.04447539,0.89695867,0.93894526
d1,bull,5,elliott_wave3_bull,863,14454,0.58400927,0.61041926,-0.02640999,0.95673467,202,3554,0.52475248,0.60635903,-0.08160656,0.86541545,177,2549,0.53107345,0.56806591,-0.03699246,0.93487998,0.93884969
h4,bull,24,horizontal_resistance_near,5230,74229,0.60344168,0.58910938,0.01433230,1.02432877,1270,18306,0.51653543,0.58095706,-0.06442163,0.88911120,1006,12985,0.50497018,0.54046977,-0.03549959,0.93431715,0.93875070
h4,bear,12,ichimoku_cloud_bear,37811,41648,0.42146465,0.43651556,-0.01505091,0.96552035,8678,10898,0.39928555,0.41548908,-0.01620353,0.96100131,6012,7979,0.34347971,0.38313072,-0.03965101,0.89650788,0.93823205
h4,bull,3,vertical_session,51403,28056,0.14820147,0.18313373,-0.03493227,0.80925270,12631,6945,0.15366954,0.18387329,-0.03020375,0.83573608,9032,4959,0.11304252,0.13409962,-0.02105710,0.84297419,0.93806514
h4,bull,6,sma20_bull,41080,38379,0.29157741,0.29338961,-0.00181220,0.99382322,10352,9224,0.27028594,0.29791847,-0.02763254,0.90724799,7678,6313,0.21607189,0.24774275,-0.03167086,0.87216232,0.93796521
h4,bull,6,bb_bull,41080,38379,0.29157741,0.29338961,-0.00181220,0.99382322,10353,9223,0.27025983,0.29795078,-0.02769095,0.90706201,7678,6313,0.21607189,0.24774275,-0.03167086,0.87216232,0.93796521
h4,bull,12,horizontal_break_up,3267,76192,0.46495256,0.44193616,0.02301639,1.05208081,757,18819,0.38837517,0.42653701,-0.03816185,0.91053099,635,13356,0.35748031,0.38237496,-0.02489465,0.93489467,0.93766537
d1,bull,3,sma50_bull,7748,7569,0.50916366,0.48764698,0.02151667,1.04412346,2301,1455,0.48717949,0.47903780,0.00814169,1.01699592,1565,1161,0.41341853,0.47803618,-0.06461765,0.86482687,0.93758645
h4,bear,1,vertical_week_open,2497,76962,0.04084902,0.05461137,-0.01376235,0.74799481,624,18952,0.04166667,0.05914943,-0.01748276,0.70443057,444,13547,0.04054054,0.04333063,-0.00279009,0.93560937,0.93752513
d1,bull,20,channel_upper,3948,11369,0.80015198,0.79417715,0.00597483,1.00752329,1039,2717,0.82386910,0.83768863,-0.01381952,0.98350279,785,1941,0.72356688,0.79134467,-0.06777779,0.91435111,0.93747306
h4,bear,3,stoch_fall_down,5373,74086,0.16936535,0.16497044,0.00439491,1.02664056,1334,18242,0.16116942,0.17256880,-0.01139938,0.93394297,984,13007,0.12601626,0.13508111,-0.00906485,0.93289328,0.93731712
h4,bull,3,channel_upper,20255,59204,0.16203407,0.16002297,0.00201109,1.01256753,5214,14362,0.15093978,0.16926612,-0.01832634,0.89173060,3878,10113,0.11294482,0.12340552,-0.01046070,0.91523312,0.93725441
h4,bull,12,elliott_wave3_bull,4693,74766,0.43724696,0.44323623,-0.00598927,0.98648742,1065,18511,0.44507042,0.42391011,0.02116032,1.04991699,792,13199,0.35732323,0.38268051,-0.02535727,0.93373774,0.93725335
d1,bull,5,dmi_adx_bull,3125,12192,0.60160000,0.61081037,-0.00921037,0.98492107,773,2983,0.53816300,0.61850486,-0.08034186,0.87010311,564,2162,0.53014184,0.57493062,-0.04478878,0.92209708,0.93720277
h4,bull,6,trendline_up,41062,38397,0.28788174,0.29734094,-0.00945920,0.96818737,10251,9325,0.26612038,0.30219839,-0.03607801,0.88061481,7733,6258,0.21582827,0.24832215,-0.03249388,0.86914627,0.93690763
d1,bull,3,ichimoku_tk_bull,7652,7665,0.50980136,0.48727984,0.02252152,1.04621885,2106,1650,0.48385565,0.48424242,-0.00038677,0.99920128,1477,1249,0.41299932,0.47397918,-0.06097986,0.87134486,0.93663574
h4,bull,3,elliott_pullback_bull,14193,65266,0.16761784,0.15899550,0.00862234,1.05423012,3753,15823,0.14681588,0.16855211,-0.02173623,0.87104150,2614,11377,0.11285386,0.12226422,-0.00941035,0.92303264,0.93649965
d1,bull,20,retest_up,1037,14280,0.79942141,0.79544818,0.00397323,1.00499496,263,3493,0.75665399,0.83967936,-0.08302537,0.90112254,202,2524,0.72277228,0.77575277,-0.05298050,0.93170441,0.93644355
d1,bear,20,elliott_impulse_bear,1216,14101,0.77220395,0.78093752,-0.00873357,0.98881655,226,3530,0.72566372,0.76600567,-0.04034195,0.94733466,173,2553,0.67630058,0.72542107,-0.04912050,0.93228692,0.93631050
d1,bull,3,structure_bull_transition,5634,9683,0.49556266,0.50025818,-0.00469553,0.99061379,1447,2309,0.47062889,0.49242096,-0.02179207,0.95574503,1088,1638,0.41268382,0.45970696,-0.04702314,0.89771063,0.93592022
d1,bull,20,rci_strong_bull,2537,12780,0.79897517,0.79507042,0.00390474,1.00491119,539,3217,0.81632653,0.83680448,-0.02047795,0.97552840,479,2247,0.72233820,0.78237650,-0.06003830,0.92326163,0.93588115
d1,bull,20,squeeze_release_up,110,15207,0.79090909,0.79575196,-0.00484287,0.99391410,36,3720,,,,,36,2690,,,,,0.93573088
d1,bull,1,fib_above618,9349,5968,0.26345064,0.23843834,0.02501230,1.10490049,2716,1040,0.24889543,0.25480769,-0.00591226,0.97679718,1939,787,0.18463125,0.22871665,-0.04408539,0.80724887,0.93551077
d1,bear,20,sma20_bear,7283,8034,0.76863930,0.79076425,-0.02212495,0.97202080,1610,2146,0.74409938,0.77819199,-0.03409261,0.95618998,1241,1485,0.67526189,0.76161616,-0.08635428,0.88661706,0.93487247
d1,bear,20,bb_bear,7283,8034,0.76863930,0.79076425,-0.02212495,0.97202080,1610,2146,0.74409938,0.77819199,-0.03409261,0.95618998,1241,1485,0.67526189,0.76161616,-0.08635428,0.88661706,0.93487247
h4,bull,6,ichimoku_tk_bull,39353,40106,0.28912662,0.29571635,-0.00658973,0.97771605,10018,9558,0.26322619,0.30435237,-0.04112618,0.86487314,7430,6561,0.21534320,0.24737083,-0.03202762,0.87052788,0.93480197
h4,bull,12,sma200_bull,40478,38981,0.45039281,0.43508376,0.01530905,1.03518644,11933,7643,0.42026314,0.43255266,-0.01228953,0.97158837,7926,6065,0.35629574,0.41384996,-0.05755422,0.86092974,0.93455824
d1,bear,10,rci_bear,7253,8064,0.69543637,0.69432044,0.00111593,1.00160723,1654,2102,0.63966143,0.69933397,-0.05967254,0.91467233,1183,1543,0.57903635,0.65068049,-0.07164414,0.88989351,0.93454890
h4,bull,6,elliott_wave2_bull,7417,72042,0.30915464,0.29073318,0.01842146,1.06336209,1936,17640,0.27169421,0.28458050,-0.01288628,0.95471832,1306,12685,0.21516080,0.23192747,-0.01676668,0.92770724,0.93401015
h4,bear,24,span_model_bear,25292,54167,0.55938637,0.57715953,-0.01777316,0.96920581,5597,13979,0.48168662,0.55848058,-0.07679396,0.86249484,3943,10048,0.46233832,0.50786226,-0.04552394,0.91036164,0.93395545
h4,bear,12,superbb_squeeze,17574,61885,0.41282577,0.43404702,-0.02122126,0.95110839,4532,15044,0.40203001,0.41019676,-0.00816675,0.98009066,2990,11001,0.34180602,0.37269339,-0.03088737,0.91712391,0.93366029
h4,bull,12,superbb_bull,361,79098,0.43490305,0.44291891,-0.00801586,0.98190219,80,19496,,,,,59,13932,,,,,0.93360470
d1,bull,10,fib_time_13,1187,14130,0.72704297,0.71486200,0.01218097,1.01703961,289,3467,0.73356401,0.73406403,-0.00050002,0.99931884,207,2519,0.63768116,0.68678047,-0.04909931,0.92850800,0.93357618
d1,bear,3,channel_mid_bear,7180,8137,0.46824513,0.48236451,-0.01411938,0.97072881,1576,2180,0.42956853,0.47018349,-0.04061496,0.91361892,1206,1520,0.38474295,0.43421053,-0.04946757,0.88607468,0.93310435
h4,bull,12,ichimoku_bull,36107,43352,0.45071593,0.43635818,0.01435774,1.03290357,9542,10034,0.39666737,0.45206299,-0.05539562,0.87746039,6955,7036,0.35571531,0.40648096,-0.05076564,0.87510942,0.93303580
d1,bull,10,channel_breakout_up,1039,14278,0.72377286,0.71522622,0.00854664,1.01194956,265,3491,0.63018868,0.74190776,-0.11171908,0.84941648,204,2522,0.63725490,0.68675654,-0.04950164,0.92791967,0.93295213
d1,bull,10,breakout_up20,1039,14278,0.72377286,0.71522622,0.00854664,1.01194956,265,3491,0.63018868,0.74190776,-0.11171908,0.84941648,204,2522,0.63725490,0.68675654,-0.04950164,0.92791967,0.93295213
h4,bear,24,channel_lower,16810,62649,0.56377156,0.57357659,-0.00980503,0.98290546,3796,15780,0.51027397,0.54283904,-0.03256506,0.94000972,2449,11542,0.46182115,0.50207936,-0.04025821,0.91981704,0.93291073
d1,bear,10,elliott_wave4_bear,1288,14029,0.70885093,0.69356333,0.01528760,1.02204211,343,3413,0.64431487,0.67594492,-0.03163005,0.95320618,225,2501,0.57777778,0.62335066,-0.04557288,0.92689046,0.93251760
h4,bull,3,elliott_wave3_bull,4693,74766,0.14383124,0.16158414,-0.01775290,0.89013214,1065,18511,0.16056338,0.16460483,-0.00404145,0.97544757,792,13199,0.11237374,0.12099401,-0.00862028,0.92875451,0.93251540
d1,bear,10,sma20_bear,7283,8034,0.69408211,0.69554394,-0.00146183,0.99789829,1610,2146,0.64161491,0.69664492,-0.05503001,0.92100708,1241,1485,0.57775987,0.65454545,-0.07678558,0.88268869,0.93248870
d1,bear,10,bb_bear,7283,8034,0.69408211,0.69554394,-0.00146183,0.99789829,1610,2146,0.64161491,0.69664492,-0.05503001,0.92100708,1241,1485,0.57775987,0.65454545,-0.07678558,0.88268869,0.93248870
h4,bull,3,ichimoku_cloud_bull,40316,39143,0.16482290,0.15611987,0.00870303,1.05574583,10787,8789,0.16556967,0.16293094,0.00263873,1.01619539,7879,6112,0.11232390,0.13105366,-0.01872977,0.85708323,0.93210182
h4,bear,1,vertical_day_open,12868,66591,0.05160087,0.05467706,-0.00307619,0.94373896,3166,16410,0.05527479,0.05923218,-0.00395738,0.93318866,2258,11733,0.04030115,0.04380806,-0.00350691,0.91994827,0.93198911
d1,bear,1,sma50_bear,6980,8337,0.24011461,0.26328415,-0.02316954,0.91199796,1455,2301,0.25910653,0.25119513,0.00791140,1.03149502,1161,1565,0.19724376,0.22236422,-0.02512046,0.88703011,0.93186565
