timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower
h4,bear,1,atr_expand+mtf_macd_bear+range_expand,1698,0.09246172,1.85481338,390,0.10000000,1.91921569,0.07401732,256,0.06250000,1.96502809,0.03883364
h4,bear,1,atr_expand+mtf_di_strong_bear,1446,0.09197787,1.84510719,309,0.06472492,1.24221080,0.04228669,239,0.07531381,2.36789996,0.04816771
h4,bear,1,atr_expand+mtf_adx_rising+structure_ll,904,0.09181416,1.84182310,173,0.04624277,0.88749858,0.02361544,144,0.12500000,3.93005618,0.08055066
h4,bear,1,atr_expand+mtf_price20_bear+impulse_bear,755,0.09139073,1.83332893,148,0.10135135,1.94515103,0.06238640,117,0.09401709,2.95593969,0.05331046
h4,bear,1,rsi_cross50_down+atr_expand,493,0.09127789,1.83106536,74,0.04054054,0.77806041,0.01388243,68,0.11764706,3.69887640,0.06083493
h4,bear,1,volatility+mtf_volatility,9620,0.09116424,1.82878552,1647,0.13418336,2.57526816,0.11857047,1395,0.07956989,2.50171318,0.06649567
h4,bear,1,atr_expand+mtf_adx_rising+range_expand,1729,0.09080393,1.82155761,342,0.07894737,1.51517028,0.05482222,244,0.09426230,2.96364892,0.06363413
h4,bear,1,bb_expand+mtf_macd_bear+impulse_bear,2020,0.09059406,1.81734748,442,0.10180995,1.95395262,0.07696229,348,0.06896552,2.16830686,0.04677935
h4,bear,1,price20_cross_down+bb_expand,288,0.09027778,1.81100276,54,0.00000000,0.00000000,0.00000000,42,0.21428571,6.73723917,0.11705800
h4,bear,1,adx_up3+mtf_macd_bear+range_expand,2574,0.09013209,1.80808022,616,0.09740260,1.86936593,0.07642261,516,0.06201550,1.94979531,0.04426804
h4,bear,1,atr_expand+structure_ll,1861,0.08973670,1.80014857,327,0.05504587,1.05644900,0.03509943,288,0.09722222,3.05671036,0.06812319
h4,bear,1,macd_bear+atr_expand,2630,0.08973384,1.80009119,500,0.08400000,1.61214118,0.06274414,431,0.08352668,2.62611643,0.06094200
h4,bear,1,price20_cross_down+mtf_volatility,1261,0.08961142,1.79763539,236,0.09745763,1.87042207,0.06582105,213,0.07042254,2.21411616,0.04313817
h4,bear,1,atr_expand+mtf_price20_bear+structure_ll,894,0.08948546,1.79510857,177,0.07344633,1.40959344,0.04342183,128,0.10156250,3.19317065,0.06031865
h4,bear,1,atr_expand+bb_expand,2638,0.08908264,1.78702786,511,0.06849315,1.31453129,0.04965789,470,0.07234043,2.27441549,0.05222650
h4,bear,1,rsi_cross50_down+mtf_volatility,1103,0.08884859,1.78233287,217,0.10599078,2.03419174,0.07167123,188,0.06914894,2.17407363,0.04085302
h4,bear,1,bb_expand+mtf_adx_rising+range_expand,3355,0.08882265,1.78181246,786,0.06997455,1.34296263,0.05415270,611,0.04909984,1.54372092,0.03460677
h4,bear,1,ema20_slope_down3+atr_expand,2514,0.08790772,1.76345854,494,0.08502024,1.63172184,0.06351377,412,0.08737864,2.74722374,0.06378261
h4,bear,1,price20_bear+atr_expand,2595,0.08786127,1.76252683,493,0.08113590,1.55717297,0.06014817,429,0.08624709,2.71164715,0.06321880
h4,bear,1,ema20_falling+atr_expand,2595,0.08786127,1.76252683,493,0.08113590,1.55717297,0.06014817,429,0.08624709,2.71164715,0.06321880
h4,bear,1,bb_bear+atr_expand,2608,0.08780675,1.76143308,491,0.08146640,1.56351583,0.06039553,429,0.08857809,2.78493492,0.06521413
h4,bear,1,adx_up3+mtf_price20_bear+range_expand,2495,0.08777555,1.76080725,574,0.09756098,1.87240555,0.07589583,469,0.05756930,1.81000455,0.03986349
h4,bear,1,rsi_cross45_down+atr_expand,491,0.08757637,1.75681170,84,0.07142857,1.37086835,0.03314581,76,0.13157895,4.13690124,0.07306882
h4,bear,1,mtf_di_bear+mtf_volatility,11983,0.08754068,1.75609571,2074,0.11523626,2.21163235,0.10219983,2011,0.07409249,2.32950123,0.06343908
h4,bear,1,di_bear+atr_expand,2674,0.08750935,1.75546715,506,0.09090909,1.74474153,0.06884792,458,0.08296943,2.60859624,0.06104351
h4,bear,1,volatility+breakout20_down,1855,0.08733154,1.75190016,346,0.12427746,2.38515244,0.09358839,272,0.11397059,3.58328652,0.08146253
h4,bear,1,volatility+structure_breakout20_down,1855,0.08733154,1.75190016,346,0.12427746,2.38515244,0.09358839,272,0.11397059,3.58328652,0.08146253
h4,bear,3,atr_expand+mtf_volatility,1172,0.29266212,1.82303536,192,0.34375000,2.09112803,0.28022437,172,0.25000000,2.07458482,0.19122773
h4,bear,3,mtf_macd_bear+adx_up3+atr_expand,861,0.25551684,1.59165198,189,0.25925926,1.57714707,0.20201805,162,0.17901235,1.48550518,0.12762966
h4,bear,3,rsi_cross50_down+breakout20_down,204,0.25490196,1.58782180,54,0.12962963,0.78857353,0.06423721,46,0.23913043,1.98438548,0.13912178
h4,bear,3,rsi_cross50_down+structure_breakout20_down,204,0.25490196,1.58782180,54,0.12962963,0.78857353,0.06423721,46,0.23913043,1.98438548,0.13912178
h4,bear,3,price20_cross_down+breakout20_down,186,0.25268817,1.57403179,38,0.18421053,1.12060449,0.09221765,31,0.25806452,2.14150691,0.13701706
h4,bear,3,price20_cross_down+structure_breakout20_down,186,0.25268817,1.57403179,38,0.18421053,1.12060449,0.09221765,31,0.25806452,2.14150691,0.13701706
h4,bear,3,mtf_rsi40+mtf_volatility,5389,0.25051030,1.56046549,861,0.31591173,1.92178000,0.28573596,945,0.29206349,2.42364194,0.26396052
h4,bear,3,mtf_di_strong_bear+mtf_volatility,9173,0.24953668,1.55440070,1449,0.29675638,1.80525263,0.27379715,1561,0.23702755,1.96693500,0.21659311
h4,bear,3,atr_expand+mtf_macd_bear+structure_breakout20_down,459,0.24836601,1.54710842,103,0.21359223,1.29934169,0.14549745,79,0.25316456,2.10084538,0.17027864
h4,bear,3,rsi_cross45_down+mtf_volatility,1011,0.24727992,1.54034299,214,0.19158879,1.16548852,0.14448399,183,0.26229508,2.17661358,0.20391960
h4,bear,3,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,0.24632353,1.53438549,58,0.12068966,0.73418915,0.05970966,61,0.26229508,2.17661358,0.16838786
h4,bear,3,adx_cross25_up+atr_expand,196,0.24489796,1.52550540,38,0.07894737,0.48025907,0.02721460,38,0.21052632,1.74701879,0.11074792
h4,bear,3,price200_cross_down+mtf_macd_bear+structure_breakout20_down,193,0.24352332,1.51694255,57,0.21052632,1.28069085,0.12474548,32,0.18750000,1.55593861,0.08889545
h4,bear,3,atr_expand+mtf_adx_rising+structure_breakout20_down,354,0.24011299,1.49569915,70,0.12857143,0.78213620,0.06914100,70,0.31428571,2.60804948,0.21762290
h4,bear,3,mtf_di_bear+mtf_volatility,11983,0.23616790,1.47112461,2074,0.28543877,1.73640437,0.26641278,2011,0.21879662,1.81564857,0.20127260
h4,bear,3,breakout20_down+atr_expand,778,0.23521851,1.46521069,150,0.16000000,0.97332505,0.10994008,144,0.22916667,1.90170275,0.16808992
h4,bear,3,atr_expand+structure_breakout20_down,778,0.23521851,1.46521069,150,0.16000000,0.97332505,0.10994008,144,0.22916667,1.90170275,0.16808992
h4,bear,3,mtf_adx25+mtf_volatility,11657,0.23436562,1.45989790,1838,0.20130577,1.22459966,0.18360596,2194,0.19234275,1.59612542,0.17639383
h4,bear,3,volatility+mtf_volatility,9620,0.23160083,1.44267564,1647,0.32240437,1.96127656,0.30026724,1395,0.23082437,1.91545896,0.20947027
h4,bear,3,rsi40+atr_expand,1581,0.23149905,1.44204164,317,0.20820189,1.26655073,0.16713090,298,0.20805369,1.72650012,0.16582624
h4,bear,3,price200_cross_down+breakout20_down,355,0.23098592,1.43884524,101,0.22772277,1.38530174,0.15680827,72,0.20833333,1.72882068,0.13052055
h4,bear,3,price200_cross_down+structure_breakout20_down,355,0.23098592,1.43884524,101,0.22772277,1.38530174,0.15680827,72,0.20833333,1.72882068,0.13052055
h4,bear,3,rsi_cross50_down+mtf_volatility,1103,0.23028105,1.43445454,217,0.30414747,1.85021466,0.24678386,188,0.20744681,1.72146400,0.15562879
h4,bear,3,body_bear+mtf_volatility,3293,0.22988157,1.43196609,585,0.22564103,1.37263789,0.19362139,564,0.22163121,1.83917094,0.18930056
h4,bear,3,trend_bear+mtf_volatility,8352,0.22916667,1.42751287,1331,0.32081142,1.95158619,0.29628069,1488,0.23991935,1.99093220,0.21890919
h4,bear,3,adx_up3+atr_expand,1626,0.22755228,1.41745659,337,0.19584570,1.19138452,0.15700375,330,0.19090909,1.58422841,0.15215703
h4,bear,3,price20_cross_down+mtf_volatility,1261,0.22680412,1.41279624,236,0.28389831,1.72703332,0.23019164,213,0.20657277,1.71421093,0.15763594
h4,bear,3,atr_expand+mtf_di_strong_bear+structure_ll,574,0.22648084,1.41078244,102,0.11764706,0.71568018,0.06859447,97,0.21649485,1.79654768,0.14618778
h4,bear,3,breakout20_down+mtf_volatility,1020,0.22647059,1.41071860,170,0.31176471,1.89655248,0.24694088,185,0.27027027,2.24279440,0.21143111
h4,bear,3,mtf_volatility+structure_breakout20_down,1020,0.22647059,1.41071860,170,0.31176471,1.89655248,0.24694088,185,0.27027027,2.24279440,0.21143111
h4,bear,3,mtf_volatility+impulse_bear,3668,0.22628135,1.40953982,650,0.26615385,1.61908878,0.23362478,632,0.23892405,1.98267283,0.20731887
h4,bear,3,adx_up3+mtf_di_strong_bear+impulse_bear,986,0.22515213,1.40250573,201,0.17910448,1.08954296,0.13226931,200,0.22500000,1.86712633,0.17262370
h4,bear,3,rsi40+mtf_volatility,5248,0.22503811,1.40179548,844,0.32938389,2.00373492,0.29851167,866,0.25866051,2.14645265,0.23060624
h4,bear,3,adx25+mtf_volatility,11278,0.22468523,1.39959733,1982,0.26337033,1.60215589,0.24445025,1979,0.21374432,1.77372284,0.19624635
h4,bear,3,momentum_bear+mtf_volatility,7472,0.22283191,1.38805271,1365,0.27765568,1.68905766,0.25454696,1224,0.23529412,1.95255042,0.21238155
h4,bear,3,price200_bear+mtf_volatility,11676,0.22259335,1.38656674,1939,0.30582775,1.86043628,0.28571998,2043,0.22613803,1.87657011,0.20852195
h4,bear,3,ema200_falling+mtf_volatility,11676,0.22259335,1.38656674,1939,0.30582775,1.86043628,0.28571998,2043,0.22613803,1.87657011,0.20852195
h4,bear,3,mtf_price20_bear+mtf_volatility,11743,0.22251554,1.38608203,2005,0.28927681,1.75975227,0.26984752,2089,0.22403064,1.85908223,0.20666694
h4,bear,3,mtf_ema20_falling+mtf_volatility,11743,0.22251554,1.38608203,2005,0.28927681,1.75975227,0.26984752,2089,0.22403064,1.85908223,0.20666694
h4,bear,3,di_strong_bear+mtf_volatility,9065,0.22062879,1.37432919,1676,0.26849642,1.63333932,0.24782626,1715,0.22973761,1.90644062,0.21044562
h4,bear,3,price20_bear+mtf_volatility,11106,0.22033135,1.37247640,2034,0.26794494,1.62998448,0.24914836,1858,0.22766416,1.88923440,0.20917074
h4,bear,3,ema20_falling+mtf_volatility,11106,0.22033135,1.37247640,2034,0.26794494,1.62998448,0.24914836,1858,0.22766416,1.88923440,0.20917074
h4,bear,3,bb_expand+mtf_volatility,5030,0.21988072,1.36966932,996,0.27108434,1.64908235,0.24439653,903,0.20487265,1.70010273,0.17982415
h4,bear,3,ema20_slope_down3+mtf_volatility,11149,0.21966096,1.36830040,2053,0.26595226,1.61786250,0.24728973,1883,0.22623473,1.87737256,0.20790549
h4,bear,3,di_spread_down3+mtf_volatility,5533,0.21959154,1.36786801,1038,0.25722543,1.56477473,0.23156355,945,0.17777778,1.47526031,0.15472059
h4,bear,3,bb_lower+mtf_volatility,4504,0.21958259,1.36781227,826,0.28450363,1.73071569,0.25478784,726,0.26308540,2.18317190,0.23236394
h4,bear,3,macd_cross_down+mtf_volatility,843,0.21945433,1.36701329,156,0.25000000,1.52082039,0.18861184,122,0.18032787,1.49642183,0.12220920
h4,bear,3,mtf_volatility+mtf_bb_bear,11626,0.21924996,1.36574023,2067,0.28011611,1.70402516,0.26117888,2128,0.22979323,1.90690221,0.21241508
h4,bear,3,body_expand+mtf_volatility,6625,0.21871698,1.36242024,1278,0.25821596,1.57080040,0.23497101,1136,0.19278169,1.59976787,0.17089268
h4,bear,3,bb_lower+atr_expand,1846,0.21830986,1.35988422,347,0.20749280,1.26223709,0.16814262,334,0.20658683,1.71432757,0.16662333
h4,bear,3,adx_up3+mtf_di_strong_bear+range_expand,1666,0.21728691,1.35351215,367,0.18528610,1.12714753,0.14886824,335,0.13731343,1.13947345,0.10454874
h4,bear,3,breakout20_down+mtf_adx25,1520,0.21710526,1.35238061,245,0.20408163,1.24148603,0.15836667,220,0.16818182,1.39562979,0.12454817
h4,bear,3,mtf_adx25+structure_breakout20_down,1520,0.21710526,1.35238061,245,0.20408163,1.24148603,0.15836667,220,0.16818182,1.39562979,0.12454817
h4,bear,3,di_bear+mtf_volatility,12133,0.21709388,1.35230968,2227,0.25864392,1.57340376,0.24088380,2244,0.21880570,1.81572397,0.20218824
h4,bear,3,di_cross_down+mtf_volatility,886,0.21670429,1.34988289,173,0.26589595,1.61751995,0.20566658,148,0.20270270,1.68209580,0.14584026
h4,bear,3,bb_bear+mtf_volatility,11100,0.21657658,1.34908735,2026,0.26258638,1.59738686,0.24388747,1831,0.22992900,1.90802885,0.21123256
h4,bear,3,atr_expand+mtf_di_strong_bear+structure_lh,788,0.21573604,1.34385152,155,0.14838710,0.90268049,0.10095820,153,0.16993464,1.41017530,0.11868748
h4,bear,3,rsi40+volatility,6682,0.21565400,1.34334046,1250,0.27120000,1.64978595,0.24728303,1198,0.20033389,1.66243858,0.17864294
h4,bear,3,atr_expand+mtf_macd_bear+structure_ll,970,0.21546392,1.34215643,191,0.20418848,1.24213602,0.15311945,145,0.18620690,1.54520800,0.13124581
h4,bear,3,mtf_volatility+distance_low_ok,12222,0.21543119,1.34195256,2404,0.26996672,1.64228358,0.25259780,2193,0.22708618,1.88443819,0.21003790
h4,bear,3,macd_bear+mtf_volatility,11034,0.21515316,1.34022069,2083,0.24867979,1.51278917,0.23059125,1824,0.20668860,1.71517210,0.18873134
h4,bear,3,volatility+mtf_rsi40,5771,0.21486744,1.33844089,975,0.28615385,1.74075441,0.25866712,928,0.20581897,1.70795560,0.18104490
h4,bear,3,adx_up3+mtf_volatility,4001,0.21419645,1.33426119,705,0.29219858,1.77752624,0.25982712,753,0.21381142,1.77427971,0.18601839
h4,bear,3,atr_expand+mtf_di_strong_bear+impulse_bear,500,0.21400000,1.33303747,88,0.12500000,0.76041019,0.07125274,92,0.23913043,1.98438548,0.16355146
h4,bear,3,volatility+mtf_di_strong_bear,8984,0.21371327,1.33125138,1617,0.22943723,1.39573126,0.20959862,1491,0.17437961,1.44706117,0.15596336
h4,bear,3,mtf_macd_bear+mtf_volatility,11733,0.21350038,1.32992529,2297,0.24553766,1.49367470,0.22837075,2186,0.22461116,1.86389962,0.20760855
h4,bear,3,rsi_cross50_down+mtf_di_strong_bear,1036,0.21235521,1.32279185,209,0.14832536,0.90230492,0.10650350,176,0.11363636,0.94299310,0.07477676
h4,bear,3,atr_expand+mtf_price20_bear+structure_breakout20_down,443,0.21218962,1.32176033,96,0.16666667,1.01388026,0.10527382,79,0.21518987,1.78571858,0.13892205
h4,bear,3,mtf_adx_rising+mtf_volatility,10972,0.21153846,1.31770419,2008,0.24402390,1.48446611,0.22573816,1945,0.20925450,1.73646482,0.19175860
h4,bear,3,adx_up3+mtf_macd_bear+impulse_bear,1428,0.21148459,1.31736864,305,0.21639344,1.31638224,0.17386051,290,0.21379310,1.77412770,0.17050899
h4,bear,3,rsi_down1+mtf_volatility,4501,0.21128638,1.31613394,873,0.24627721,1.49817358,0.21885001,773,0.20957309,1.73910862,0.18235252
h4,bear,3,mtf_volatility+structure_lh,11270,0.21126886,1.31602477,2162,0.23774283,1.44625657,0.22027365,1961,0.19428863,1.61227295,0.17738177
h4,bear,3,mtf_macd_falling+mtf_volatility,11127,0.21119799,1.31558332,2032,0.26033465,1.58368894,0.24171989,1771,0.20948617,1.73838728,0.19117233
h4,bear,3,price200_cross_down+mtf_di_strong_bear+impulse_bear,161,0.21118012,1.31547205,36,0.33333333,2.02776051,0.20214619,31,0.25806452,2.14150691,0.13701706
h4,bear,3,mtf_volatility+close_near_low,4393,0.21101753,1.31445922,861,0.23925668,1.45546573,0.21195773,738,0.22899729,1.90029720,0.20013128
h4,bear,3,bb_expand+mtf_di_strong_bear+impulse_bear,1275,0.21098039,1.31422789,229,0.21397380,1.30166286,0.16580528,213,0.19248826,1.59733291,0.14517885
h4,bear,3,mtf_volatility,22922,0.21093273,1.31393099,4310,0.24756381,1.50600033,0.23490727,3968,0.19480847,1.61658676,0.18278308
h4,bear,3,mtf_rsi40+mtf_adx25,7562,0.21079080,1.31304687,1208,0.20364238,1.23881396,0.18188914,1137,0.20844327,1.72973299,0.18583398
h4,bear,3,macd_falling+mtf_volatility,11263,0.21015715,1.30909981,2169,0.22913785,1.39391006,0.21193884,1991,0.18131592,1.50462103,0.16501134
h4,bear,3,macd_accel_down+mtf_volatility,11263,0.21015715,1.30909981,2169,0.22913785,1.39391006,0.21193884,1991,0.18131592,1.50462103,0.16501134
h4,bear,6,atr_expand+mtf_volatility,1172,0.46075085,1.57547130,192,0.46875000,1.65457086,0.39947015,172,0.37209302,1.61525085,0.30338948
h4,bear,6,atr_expand+mtf_macd_bear+structure_breakout20_down,459,0.41394336,1.41541979,103,0.39805825,1.40504658,0.30883394,79,0.30379747,1.31878076,0.21344463
h4,bear,6,mtf_macd_bear+adx_up3+atr_expand,861,0.41347271,1.41381047,189,0.47619048,1.68083389,0.40617359,162,0.25925926,1.12544099,0.19790662
h4,bear,6,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,0.40808824,1.39539905,58,0.22413793,0.79115112,0.13593661,61,0.34426230,1.49443803,0.23747509
h4,bear,6,adx_cross25_up+atr_expand,196,0.40306122,1.37820991,38,0.23684211,0.83599370,0.12993707,38,0.23684211,1.02812842,0.12993707
h4,bear,6,atr_expand+mtf_adx_rising+structure_breakout20_down,354,0.39830508,1.36194697,70,0.24285714,0.85722528,0.15751861,70,0.40000000,1.73639466,0.29334258
h4,bear,6,atr_expand+mtf_di_strong_bear+structure_ll,574,0.39372822,1.34629705,102,0.22549020,0.79592428,0.15521693,97,0.30927835,1.34257319,0.22604158
h4,bear,6,adx_up3+atr_expand,1626,0.39360394,1.34587207,337,0.37685460,1.33020296,0.32677757,330,0.26969697,1.17075095,0.22466669
h4,bear,6,mtf_di_strong_bear+mtf_volatility,9173,0.38994876,1.33337373,1449,0.43754313,1.54441839,0.41219871,1561,0.38052530,1.65185527,0.35676119
h4,bear,6,atr_expand+mtf_macd_bear+structure_ll,970,0.38865979,1.32896629,191,0.38219895,1.34906720,0.31625181,145,0.26206897,1.13763788,0.19729505
h4,bear,6,breakout20_down+atr_expand,778,0.38817481,1.32730794,150,0.34000000,1.20011540,0.26903335,144,0.30555556,1.32641259,0.23618327
h4,bear,6,atr_expand+structure_breakout20_down,778,0.38817481,1.32730794,150,0.34000000,1.20011540,0.26903335,144,0.30555556,1.32641259,0.23618327
h4,bear,6,mtf_rsi40+mtf_volatility,5389,0.38541473,1.31787027,861,0.44483159,1.57014483,0.41195576,945,0.43809524,1.90176558,0.40677543
h4,bear,6,atr_expand+mtf_di_strong_bear+pullback_bear,553,0.38517179,1.31703956,123,0.31707317,1.11918940,0.24144271,83,0.20481928,0.88911775,0.13199871
h4,bear,6,rsi_cross45_down+mtf_volatility,1011,0.38476756,1.31565734,214,0.37383178,1.31953315,0.31176987,183,0.42622951,1.85025661,0.35682085
h4,bear,6,rsi_cross50_down+mtf_volatility,1103,0.38349955,1.31132156,217,0.39631336,1.39888756,0.33358087,188,0.35638298,1.54705376,0.29142599
h4,bear,6,price20_cross_down+mtf_volatility,1261,0.38302934,1.30971376,236,0.39830508,1.40591784,0.33795668,213,0.35680751,1.54889665,0.29553144
h4,bear,6,rsi40+atr_expand,1581,0.38266920,1.30848230,317,0.36908517,1.30277882,0.31782723,298,0.29194631,1.26733503,0.24323461
h4,bear,6,rsi_cross50_down+breakout20_down,204,0.38235294,1.30740091,54,0.24074074,0.84975491,0.14644291,46,0.39130435,1.69864695,0.26393225
h4,bear,6,rsi_cross50_down+structure_breakout20_down,204,0.38235294,1.30740091,54,0.24074074,0.84975491,0.14644291,46,0.39130435,1.69864695,0.26393225
h4,bear,6,mtf_di_bear+mtf_volatility,11983,0.37853626,1.29435032,2074,0.42189007,1.48916696,0.40079925,2011,0.35653904,1.54773120,0.33589652
h4,bear,6,volatility+mtf_volatility,9620,0.37619543,1.28634617,1647,0.45962356,1.62235679,0.43567676,1395,0.35483871,1.54035010,0.33016076
h4,bear,6,mtf_adx25+mtf_volatility,11657,0.37565411,1.28449523,1838,0.32644178,1.15225827,0.30538599,2194,0.31768459,1.37906459,0.29853626
h4,bear,6,di_cross_down+mtf_volatility,886,0.37471783,1.28129376,173,0.42774566,1.50983576,0.35637888,148,0.33783784,1.46654955,0.26659894
h4,bear,6,atr_expand+mtf_adx_rising+structure_ll,904,0.37389381,1.27847611,173,0.26589595,0.93854655,0.20566658,144,0.31944444,1.38670407,0.24883092
h4,bear,6,price200_cross_down+mtf_macd_bear+structure_breakout20_down,193,0.37305699,1.27561476,57,0.36842105,1.30043464,0.25523557,32,0.40625000,1.76352583,0.25519635
h4,bear,6,atr_expand+mtf_macd_bear+impulse_bear,837,0.37275986,1.27459874,167,0.39520958,1.39499148,0.32421725,128,0.28906250,1.25481646,0.21758400
h4,bear,6,bb_lower+atr_expand,1846,0.37269772,1.27438629,347,0.34870317,1.23083542,0.30046562,334,0.29041916,1.26070571,0.24433693
h4,bear,6,body_bear+mtf_volatility,3293,0.37169754,1.27096630,585,0.38803419,1.36966413,0.34939854,564,0.35992908,1.56244733,0.32138712
h4,bear,6,di_spread_down3+mtf_volatility,5533,0.37158865,1.27059396,1038,0.41714836,1.47242992,0.38751093,945,0.32275132,1.40105919,0.29371216
h4,bear,6,atr_expand+mtf_macd_bear+structure_lh,1314,0.37138508,1.26989790,268,0.39552239,1.39609561,0.33885465,219,0.24657534,1.07038027,0.19418497
h4,bear,6,atr_expand+mtf_adx_rising+pullback_bear,892,0.37107623,1.26884183,143,0.27972028,0.98734299,0.21265463,134,0.20895522,0.90707184,0.14871215
h4,bear,6,price20_cross_down+breakout20_down,186,0.37096774,1.26847086,38,0.28947368,1.02177008,0.17003278,31,0.45161290,1.96044559,0.29161736
h4,bear,6,price20_cross_down+structure_breakout20_down,186,0.37096774,1.26847086,38,0.28947368,1.02177008,0.17003278,31,0.45161290,1.96044559,0.29161736
h4,bear,6,di_strong_bear+atr_expand,2257,0.37084626,1.26805545,431,0.39675174,1.40043492,0.35167257,421,0.27315914,1.18578020,0.23279028
h4,bear,6,atr_expand+mtf_price20_bear+structure_breakout20_down,443,0.37020316,1.26585648,96,0.35416667,1.25012021,0.26579840,79,0.29113924,1.26383156,0.20251993
h4,bear,6,atr_expand+mtf_di_strong_bear+impulse_bear,500,0.37000000,1.26516180,88,0.25000000,0.88243779,0.17128323,92,0.32608696,1.41553913,0.23894788
h4,bear,6,ema20_slope_down3+atr_expand,2514,0.36953063,1.26355686,494,0.35829960,1.26470842,0.31725846,412,0.27669903,1.20114679,0.23571446
h4,bear,6,mtf_volatility+impulse_bear,3668,0.36859324,1.26035159,650,0.42461538,1.49878665,0.38716882,632,0.36550633,1.58665810,0.32887877
h4,bear,6,macd_cross_down+mtf_volatility,843,0.36773428,1.25741451,156,0.37179487,1.31234338,0.29989130,122,0.29508197,1.28094688,0.22140713
h4,bear,6,macd_bear+mtf_volatility,11034,0.36750045,1.25661496,2083,0.39030245,1.37767052,0.36957379,1824,0.32017544,1.38987731,0.29916197
h4,bear,6,trend_bear+mtf_volatility,8352,0.36625958,1.25237197,1331,0.45379414,1.60178040,0.42721881,1488,0.38709677,1.68038193,0.36266897
h4,bear,6,volatility+mtf_rsi40,5771,0.36562121,1.25018916,975,0.44307692,1.56395129,0.41218027,928,0.32543103,1.41269178,0.29605918
h4,bear,6,momentum_bear+mtf_volatility,7472,0.36549786,1.24976738,1365,0.42637363,1.50499281,0.40038064,1224,0.37009804,1.60659065,0.34349468
h4,bear,6,momentum_bear+atr_expand,1730,0.36531792,1.24915210,334,0.38622754,1.36328713,0.33558721,272,0.27573529,1.19696323,0.22602935
h4,bear,6,body_expand+mtf_volatility,6625,0.36528302,1.24903277,1278,0.39123631,1.38096681,0.36484405,1136,0.33802817,1.46737577,0.31110726
h4,bear,6,bb_lower+mtf_volatility,4504,0.36478686,1.24733621,826,0.45883777,1.61958316,0.42512434,726,0.39531680,1.71606497,0.36039276
h4,bear,6,rsi40+mtf_volatility,5248,0.36471037,1.24707466,844,0.48933649,1.72723606,0.45573656,866,0.40300231,1.74942765,0.37083158
h4,bear,6,bb_bear+atr_expand,2608,0.36388037,1.24423660,491,0.36048880,1.27243576,0.31925362,429,0.28205128,1.22438085,0.24154844
h4,bear,6,breakout20_down+mtf_volatility,1020,0.36372549,1.24370702,170,0.44705882,1.57800641,0.37431113,185,0.41081081,1.78332425,0.34243227
h4,bear,6,mtf_volatility+structure_breakout20_down,1020,0.36372549,1.24370702,170,0.44705882,1.57800641,0.37431113,185,0.41081081,1.78332425,0.34243227
h4,bear,6,adx25+atr_expand,2444,0.36333879,1.24238475,473,0.33615222,1.18653369,0.29505189,347,0.21613833,0.93825360,0.17606407
h4,bear,6,mtf_volatility+structure_lh,11270,0.36326531,1.24213349,2162,0.38806660,1.36977855,0.36774122,1961,0.32891382,1.42781050,0.30847188
h4,bear,6,price20_bear+mtf_volatility,11106,0.36313704,1.24169491,2034,0.41592920,1.46812659,0.39468751,1858,0.35844995,1.55602643,0.33695762
h4,bear,6,ema20_falling+mtf_volatility,11106,0.36313704,1.24169491,2034,0.41592920,1.46812659,0.39468751,1858,0.35844995,1.55602643,0.33695762
h4,bear,6,price20_bear+atr_expand,2595,0.36300578,1.24124608,493,0.36105477,1.27443349,0.31988185,429,0.27505828,1.19402430,0.23493970
h4,bear,6,ema20_falling+atr_expand,2595,0.36300578,1.24124608,493,0.36105477,1.27443349,0.31988185,429,0.27505828,1.19402430,0.23493970
h4,bear,6,macd_bear+atr_expand,2630,0.36273764,1.24032922,500,0.34400000,1.21423440,0.30369297,431,0.26914153,1.16833980,0.22944517
h4,bear,6,mtf_volatility+distance_low_ok,12222,0.36270659,1.24022305,2404,0.41264559,1.45653626,0.39312042,2193,0.35385317,1.53607189,0.33411189
h4,bear,6,ema20_slope_down3+mtf_volatility,11149,0.36191587,1.23751927,2053,0.41646371,1.47001327,0.39531471,1883,0.35687732,1.54919970,0.33555018
h4,bear,6,di_bear+atr_expand,2674,0.36163052,1.23654356,506,0.38735178,1.36725539,0.34590677,458,0.27074236,1.17528896,0.23207968
h4,bear,6,bb_bear+mtf_volatility,11100,0.36162162,1.23651314,2026,0.40769990,1.43907920,0.38649630,1831,0.36100492,1.56711752,0.33931771
h4,bear,6,rsi40+volatility,6682,0.36126908,1.23530768,1250,0.43360000,1.53050011,0.40637222,1198,0.31218698,1.35519951,0.28658247
h4,bear,6,atr_expand+structure_ll,1861,0.36109618,1.23471649,327,0.32110092,1.13340634,0.27282445,288,0.26736111,1.16061102,0.21955385
h4,bear,6,di_strong_bear+mtf_volatility,9065,0.36072808,1.23345779,1676,0.41706444,1.47213369,0.39367431,1715,0.36618076,1.58958579,0.34370275
h4,bear,6,mtf_price20_bear+mtf_volatility,11743,0.36072554,1.23344912,2005,0.42244389,1.49112182,0.40099153,2089,0.35950215,1.56059405,0.33920001
