timeframe,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,3,adx25+inside_bar+mtf_volatility,380,49,1.21409321,1.24672812,5,4,0.67047619,0.28571429
d1,3,price200_bull+volatility+inside_bar,504,99,1.21388374,1.29469747,10,7,0.53611111,0.14285714
d1,3,trend_bull+volatility+inside_bar+mtf_price200_bull,296,48,1.21302322,1.11246509,5,3,0.42727273,0.00000000
d1,3,price200_bull+volatility+close_near_high+cross_target_relative_up,296,45,1.21302322,1.21529800,4,4,0.62063492,0.44444444
d1,3,trend_bull+bb_expand+close_near_high+mtf_di_bull,376,53,1.21100463,1.11246509,7,3,0.38520408,0.12500000
d1,3,trend_bull+bb_expand+close_near_high+mtf_volatility,179,39,1.21025955,1.19828383,4,4,0.80119048,0.57142857
d1,3,sma_stack_bull+volatility+inside_bar,335,71,1.20952362,1.13045644,7,5,0.52465986,0.12500000
d1,3,price200_bull+volatility+close_near_high,755,153,1.20884951,1.17515972,11,7,0.45841034,0.00000000
d1,3,price200_bull+volatility+inside_bar+mtf_di_bull,259,36,1.20818274,1.22843636,3,2,0.71111111,0.33333333
d1,3,trend_bull+volatility+elliott_wave5_bull,186,28,1.20784963,0.90904290,2,1,0.36538462,0.23076923
d1,3,trend_bull+volatility+elliott_wave5_bull+mtf_price200_bull,186,28,1.20784963,0.90904290,2,1,0.36538462,0.23076923
d1,3,trend_bull+volatility+close_near_high+mtf_price200_bull,463,91,1.20440236,1.16892479,8,5,0.43261409,0.00000000
d1,3,trend_bull+atr_expand,305,84,1.20353588,1.33064832,8,5,0.52933421,0.20000000
d1,3,trend_bull+adx_up3+volatility+mtf_di_bull,235,34,1.20353588,1.54950495,3,1,0.54444444,0.40000000
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,49,1.20353588,0.89394516,6,3,0.50128205,0.20000000
d1,3,sma_stack_bull+atr_expand+mtf_price200_bull,150,31,1.20353588,1.33682780,2,2,0.73214286,0.71428571
d1,3,sma_stack_bull+bb_expand+close_near_high+mtf_price200_bull,267,56,1.20203334,1.04677668,6,4,0.50820106,0.20000000
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull,232,40,1.20180666,0.78105128,4,3,0.54285714,0.10000000
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull+mtf_price200_bull,232,40,1.20180666,0.78105128,4,3,0.54285714,0.10000000
d1,3,trend_bull+volatility+mtf_volatility,895,147,1.20129466,1.17603453,10,6,0.51082251,0.16666667
d1,3,trend_bull+close_near_high+elliott_pullback_bull,172,45,1.20120345,1.16447645,4,4,0.74469697,0.60000000
d1,3,volatility+inside_bar+close_near_high,229,41,1.20003214,0.99738250,3,2,0.68571429,0.40000000
d1,3,sma_stack_bull+inside_bar+mtf_volatility,321,72,1.19978655,1.09376820,7,5,0.50484436,0.12500000
d1,3,trend_bull+bb_expand+close_near_high,460,85,1.19917525,1.11564356,7,5,0.52458335,0.20000000
d1,3,price200_bull+nr7+elliott_pullback_bull,184,44,1.19917525,1.10858891,4,3,0.69732143,0.20000000
d1,3,price200_bull+atr_expand+mtf_volatility,323,85,1.19856773,1.40727986,8,7,0.55168651,0.14285714
d1,3,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,51,1.19796396,0.88274827,6,3,0.48852814,0.20000000
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_return_up,216,51,1.19796396,0.88274827,6,3,0.48852814,0.20000000
d1,3,trend_bull+bb_expand+elliott_wave5_bull+cross_group_return_up,196,23,1.19739539,0.86340574,2,1,0.48333333,0.16666667
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull+mtf_di_bull,228,40,1.19649766,0.81071145,4,3,0.54285714,0.10000000
d1,5,sma_stack_bull+volatility+nr4+mtf_volatility,155,31,1.35615712,1.10747457,2,2,0.91666667,0.83333333
d1,5,pin_bull+mtf_volatility,161,27,1.32601737,1.23625068,3,3,0.82222222,0.80000000
d1,5,pin_bull+mtf_di_bull,189,26,1.31203941,1.28233897,3,2,0.66772487,0.40000000
d1,5,trend_bull+volatility+nr4+mtf_volatility,174,25,1.31188960,1.20294651,2,2,0.90000000,0.80000000
d1,5,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,22,1.30769490,1.19326485,1,1,1.00000000,1.00000000
d1,5,volatility+pin_bull,166,36,1.30586289,1.41691599,4,4,0.74107143,0.71428571
d1,5,price200_bull+volatility+nr4+mtf_volatility,211,32,1.29976773,1.29205366,2,2,0.91666667,0.83333333
d1,5,rci_bull+volatility+nr4+cross_target_relative_up,158,27,1.29922588,1.20118396,1,1,1.00000000,1.00000000
d1,5,nr4+elliott_pullback_bull+mtf_volatility,171,24,1.29649066,1.05713482,1,1,1.00000000,1.00000000
d1,5,price200_bull+pin_bull+mtf_di_bull,155,25,1.29258725,1.13911670,3,2,0.66309524,0.40000000
d1,5,sma_stack_bull+pin_bull,195,63,1.28851226,1.20519291,4,4,0.72902661,0.64705882
d1,5,price200_bull+rci_bull+pin_bull,202,52,1.28450989,1.27033848,4,3,0.69290415,0.53846154
d1,5,rci_bull+pin_bull,237,52,1.28190286,1.34362723,4,3,0.69290415,0.53846154
d1,5,sma_stack_bull+volatility+nr4+mtf_di_bull,176,23,1.27832015,1.09165350,1,1,1.00000000,1.00000000
d1,5,price200_bull+pin_bull+cross_group_return_up,179,40,1.27524463,1.03109701,4,4,0.71306818,0.62500000
d1,5,price200_bull+volatility+nr4+mtf_di_bull,298,50,1.27299721,1.22405084,6,6,0.88174603,0.80000000
d1,5,volatility+nr4+mtf_volatility,364,53,1.27227051,1.36127082,5,5,0.86666667,0.66666667
d1,5,price200_bull+pin_bull+cross_group_bull,159,35,1.27039777,1.03109701,4,4,0.73886183,0.62500000
d1,5,pin_bull+cross_group_bull,185,37,1.26939284,1.15562564,4,4,0.75820707,0.66666667
d1,5,pin_bull+cross_group_return_up,211,42,1.26863557,1.14208315,4,4,0.73030303,0.66666667
d1,5,trend_bull+pin_bull,246,64,1.26838247,1.20815408,4,4,0.72703535,0.69230769
d1,5,price200_bull+volatility+nr4+mtf_di_strong_bull,206,26,1.26753990,1.24590889,1,1,1.00000000,1.00000000
d1,5,trend_bull+rci_bull+pin_bull,162,42,1.26714622,1.18657990,4,3,0.65714286,0.50000000
d1,5,price200_bull+pin_bull,327,81,1.26054311,1.25229817,4,4,0.75167112,0.72727273
d1,5,sma_stack_bull+rci_bull+volatility+nr4,212,42,1.25490511,1.24590889,3,3,0.72701808,0.57142857
d1,5,trend_bull+volatility+nr4+mtf_di_bull,219,27,1.25228763,1.10747457,2,2,0.90000000,0.80000000
d1,5,trend_bull+rci_bull+volatility+nr4,265,52,1.25180658,1.28828674,3,3,0.76094276,0.66666667
d1,5,trend_bull+volatility+nr4+mtf_di_strong_bull,150,16,1.24808835,1.16900093,1,1,1.00000000,1.00000000
d1,5,pin_bull+cross_target_relative_up,179,30,1.24772137,1.27359575,4,3,0.75555556,0.55555556
d1,5,price200_bull+rci_bull+volatility+nr4,345,70,1.24713633,1.27785527,5,4,0.71773525,0.50000000
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,35,1.24703451,0.89312465,4,3,0.54523810,0.20000000
d1,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,36,1.23598777,0.94135338,4,2,0.52222222,0.20000000
d1,5,sma_stack_bull+nr4+mtf_volatility,319,66,1.23552715,1.05388709,8,8,0.78456439,0.60000000
d1,5,volatility+nr4+mtf_di_strong_bull,309,39,1.23299479,1.17669173,3,3,0.83809524,0.71428571
d1,5,rci_bull+volatility+nr4+mtf_di_strong_bull,236,24,1.23166613,1.18201613,1,1,1.00000000,1.00000000
d1,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.22951663,0.90847523,1,0,0.40000000,0.40000000
d1,5,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.22760123,0.92289547,5,4,0.54666667,0.20000000
d1,5,volatility+nr4+cross_target_relative_up,257,51,1.22687366,1.17262013,4,4,0.89155844,0.80000000
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,39,1.22328745,0.91712738,5,4,0.56000000,0.20000000
d1,5,volatility+nr4+mtf_di_bull,454,70,1.22262306,1.16123547,8,8,0.84404762,0.66666667
d1,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,1.22189100,0.89900877,5,3,0.50000000,0.20000000
d1,5,sma_stack_bull+rci_bull+nr4+mtf_volatility,191,33,1.22091861,1.00299584,2,2,0.92857143,0.85714286
d1,5,price200_bull+volatility+nr4+cross_target_relative_up,152,30,1.22086204,1.10747457,1,1,0.90909091,0.90909091
d1,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,1.21782719,0.90443756,5,2,0.52301587,0.16666667
d1,5,trend_bull+nr4+mtf_volatility,409,70,1.21660909,1.08059412,8,8,0.81095779,0.60000000
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,47,1.21587554,0.92644507,6,4,0.62962963,0.16666667
d1,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,49,1.21381590,0.94192425,6,4,0.61836219,0.16666667
d1,5,volatility+nr4+mtf_di_bull+cross_group_return_up,195,36,1.21271742,1.10747457,3,3,0.93333333,0.80000000
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,44,1.21093101,0.90462032,5,3,0.59909091,0.20000000
d1,5,price200_bull+volatility+nr4,576,127,1.20885750,1.16284830,10,8,0.78910744,0.50000000
d1,5,price200_bull+volatility+nr7,212,53,1.20842715,1.13911670,5,5,0.91142857,0.70000000
d1,5,sma_stack_bull+volatility+nr4,385,86,1.20713945,1.07104448,7,5,0.68170223,0.33333333
d1,5,bb_expand+nr4+mtf_volatility,290,55,1.20618338,1.32415438,6,6,0.75793651,0.60000000
d1,5,rci_bull+nr4+mtf_di_strong_bull+cross_group_bull,222,47,1.20577525,1.05288075,3,2,0.56746032,0.28571429
d1,5,trend_bull+bb_expand+retest_up+cross_group_bull,202,29,1.20321180,0.87946510,1,0,0.33333333,0.33333333
d1,5,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.20285523,0.95142133,6,4,0.62037037,0.16666667
d1,5,price200_bull+bb_expand+nr4+mtf_volatility,153,33,1.20214908,1.31148304,1,1,0.80000000,0.80000000
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,53,1.20180756,0.94704601,6,4,0.63047138,0.16666667
d1,5,rci_bull+volatility+nr4+mtf_di_bull,325,44,1.19755845,1.23332395,3,3,0.82222222,0.66666667
d1,5,rci_bull+volatility+nr4+mtf_volatility,166,21,1.19704098,1.31751285,1,1,1.00000000,1.00000000
d1,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_return_up,202,46,1.19508199,0.93751560,5,3,0.56102564,0.20000000
d1,5,trend_bull+volatility+nr4,455,90,1.19467103,1.10103576,7,5,0.72102184,0.40000000
d1,5,trend_bull+bb_expand+nr4+mtf_di_bull,242,33,1.19434291,1.21624439,2,2,0.71666667,0.60000000
d1,5,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.19371563,1.34973463,6,5,0.72949134,0.20000000
d1,5,sma_stack_bull+retest_up+mtf_di_strong_bull+cross_group_bull,182,45,1.19106175,0.85798854,5,3,0.52500000,0.14285714
d1,5,price200_bull+bb_expand+nr4+mtf_di_strong_bull,298,46,1.19033505,1.20571828,2,1,0.58928571,0.42857143
d1,5,sma_stack_bull+volatility+mtf_volatility,784,148,1.18977272,1.12244044,10,8,0.67668783,0.11111111
d1,5,trend_bull+rci_bull+nr4+mtf_volatility,261,43,1.18919488,1.07174958,2,2,0.92857143,0.85714286
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,49,1.18865557,0.92644507,6,5,0.60256410,0.20000000
d1,5,bb_expand+nr4+mtf_di_strong_bull+cross_group_return_up,152,26,1.18844978,1.21624439,1,0,0.42857143,0.42857143
d1,5,price200_bull+bb_expand+elliott_impulse_bull+cross_group_bull,242,31,1.18755688,0.86136911,1,0,0.40000000,0.40000000
d1,5,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,51,1.18604887,0.92121748,6,5,0.58463203,0.20000000
d1,5,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.18550902,1.10747457,3,3,0.73333333,0.60000000
d1,5,price200_bull+nr4+mtf_volatility,513,89,1.18444826,1.14799193,10,10,0.77312771,0.57142857
d1,5,rci_bull+nr4+mtf_di_bull+cross_group_bull,293,69,1.18262368,1.06250098,7,4,0.56507937,0.28571429
d1,5,rci_bull+volatility+elliott_impulse_bull+cross_group_bull,189,28,1.18170437,1.07754282,2,2,0.70000000,0.60000000
d1,5,trend_bull+volatility+nr7,171,38,1.18124705,1.10747457,4,3,0.73333333,0.40000000
d1,5,price200_bull+bb_expand+nr4+mtf_di_bull,337,61,1.17928073,1.23468449,8,4,0.46815476,0.00000000
d1,5,price200_bull+bb_expand+nr4,478,113,1.17841418,1.23052730,11,8,0.62224442,0.00000000
d1,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,42,1.17831713,0.88362333,5,2,0.48202020,0.20000000
d1,5,sma_stack_bull+nr4+elliott_pullback_bull,198,53,1.17775482,0.97718344,5,4,0.71333333,0.40000000
d1,5,sma_stack_bull+bb_expand+nr4+mtf_di_bull,152,27,1.17764569,1.19607253,1,1,0.83333333,0.83333333
d1,5,trend_bull+rci_bull+elliott_wave5_bull+cross_group_bull,300,50,1.17692541,0.91203788,5,3,0.56095238,0.33333333
d1,5,sma_stack_bull+retest_up+cross_group_bull,194,51,1.17664325,0.87342067,5,2,0.49718615,0.14285714
d1,5,trend_bull+rci_bull+bb_expand+nr4,261,44,1.17661081,1.19490677,3,3,0.74074074,0.66666667
d1,5,nr7+mtf_volatility,298,52,1.17380262,1.01706848,4,4,0.77051282,0.61538462
d1,5,rci_bull+volatility+nr4,508,89,1.17347718,1.26646844,9,9,0.74318625,0.66666667
d1,5,trend_bull+bb_expand+elliott_wave5_bull+cross_group_return_up,196,23,1.17301536,0.89259144,2,1,0.56666667,0.33333333
d1,5,trend_bull+atr_expand+mtf_volatility,283,82,1.17218638,1.37479602,8,6,0.72143794,0.20000000
d1,5,sma_stack_bull+rci_bull+retest_up+cross_group_bull,192,48,1.17179347,0.89312465,5,2,0.50432900,0.14285714
d1,5,price200_bull+bb_expand+nr4+cross_group_return_up,171,48,1.17164341,1.20118396,4,1,0.44880952,0.20000000
d1,5,rci_bull+volatility+elliott_wave5_bull+cross_group_bull,157,23,1.17152108,1.03825741,1,1,0.60000000,0.60000000
d1,5,rci_bull+bb_expand+elliott_impulse_bull+cross_group_bull,258,31,1.17119673,0.85038226,1,0,0.40000000,0.40000000
d1,5,sma_stack_bull+atr_expand,251,84,1.17114602,1.35609131,6,5,0.73107864,0.20000000
d1,5,sma_stack_bull+bb_expand+mtf_volatility,477,145,1.17055621,1.06268699,9,8,0.68212746,0.12500000
d1,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,55,1.17051959,0.91203788,7,4,0.56586033,0.16666667
d1,5,bb_expand+retest_up+elliott_impulse_bull+cross_group_bull,254,32,1.17024446,0.84992234,1,0,0.40000000,0.40000000
d1,5,price200_bull+nr7+mtf_volatility,153,36,1.16994866,0.99672711,2,2,0.83333333,0.66666667
d1,5,trend_bull+rci_bull+elliott_impulse_bull+cross_group_bull,333,66,1.16878828,0.91291823,6,4,0.59788360,0.28571429
d1,5,volatility+nr4+elliott_pullback_bull,211,45,1.16745605,1.26022968,3,3,0.94444444,0.83333333
d1,5,sma_stack_bull+bb_expand+mtf_di_strong_bull+cross_group_bull,204,48,1.16726529,0.89449869,5,4,0.66595238,0.30000000
d1,5,price200_bull+volatility+nr4+cross_group_return_up,190,49,1.16684160,1.11612671,5,5,0.79919192,0.60000000
d1,5,sma_stack_bull+retest_up+mtf_di_strong_bull+cross_group_return_up,190,57,1.16684160,0.90318314,7,5,0.56785714,0.25000000
d1,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_return_up,221,62,1.16664605,0.95556434,7,5,0.61614338,0.16666667
d1,5,bb_expand+elliott_impulse_bull+cross_group_bull,262,32,1.16585191,0.84015312,1,0,0.40000000,0.40000000
d1,5,price200_bull+rci_bull+bb_expand+nr4,361,73,1.16456705,1.19266492,8,4,0.48601190,0.00000000
d1,5,sma_stack_bull+retest_up+mtf_di_bull+cross_group_bull,189,49,1.16432636,0.87526216,5,3,0.51642857,0.14285714
d1,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,213,34,1.16420398,0.88909930,2,1,0.54166667,0.25000000
d1,5,sma_stack_bull+rci_bull+bb_expand+elliott_impulse_bull,230,40,1.16383524,0.78801075,4,3,0.63452381,0.30000000
d1,5,price200_bull+bb_expand+retest_up+cross_group_bull,254,34,1.16377902,0.85924751,1,0,0.33333333,0.33333333
d1,5,sma_stack_bull+rci_bull+nr4+mtf_di_strong_bull,278,47,1.16373251,0.95598041,5,2,0.50857143,0.40000000
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_return_up,223,60,1.16354708,0.95339115,7,4,0.60714286,0.16666667
d1,5,sma_stack_bull+rci_bull+bb_expand+retest_up,247,43,1.16351726,0.79197309,3,2,0.50360750,0.27272727
d1,10,pin_bull+mtf_volatility,161,27,1.22348295,1.20393755,3,3,0.91111111,0.83333333
d1,10,sma_stack_bull+volatility+nr4+mtf_volatility,155,31,1.21676513,0.96499819,2,2,0.91666667,0.83333333
d1,10,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,22,1.21593059,1.13209398,1,1,1.00000000,1.00000000
d1,10,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.20144290,1.12541988,7,5,0.82448980,0.40000000
d1,10,sma_stack_bull+volatility+nr4+mtf_di_bull,176,23,1.19858535,1.08988030,1,1,1.00000000,1.00000000
d1,10,adx_up3+atr_expand+mtf_volatility,218,59,1.19836688,1.21506926,6,3,0.59854497,0.25000000
d1,10,adx_up3+volatility+nr4,209,59,1.19649649,1.20665319,6,6,0.96296296,0.88888889
d1,10,pin_bull+cross_target_relative_up,179,30,1.18630195,1.18070366,4,3,0.81111111,0.66666667
d1,10,sma_stack_bull+pin_bull,195,63,1.18209946,1.17536111,4,4,0.80727416,0.70588235
d1,10,price200_bull+volatility+nr4+mtf_di_bull,298,50,1.18137823,1.12334154,6,6,0.88174603,0.80000000
d1,10,ema200_rising+volatility+nr4+mtf_di_bull,298,50,1.18137823,1.12334154,6,6,0.88174603,0.80000000
d1,10,adx_up3+volatility+mtf_volatility,546,120,1.17954080,1.17733984,11,10,0.84670128,0.63636364
d1,10,adx_up3+atr_expand,229,60,1.17740673,1.18309375,6,3,0.61044974,0.25000000
d1,10,volatility+pin_bull,166,36,1.16979941,1.28221212,4,4,0.74107143,0.71428571
d1,10,pin_bull+mtf_di_bull,189,26,1.16788470,1.19504419,3,2,0.66772487,0.40000000
d1,10,price200_bull+volatility+nr4+mtf_di_strong_bull,206,26,1.16644942,1.08988030,1,1,1.00000000,1.00000000
d1,10,ema200_rising+volatility+nr4+mtf_di_strong_bull,206,26,1.16644942,1.08988030,1,1,1.00000000,1.00000000
d1,10,volatility+nr4+mtf_di_bull+cross_group_return_up,195,36,1.16060674,1.12541988,3,3,0.93333333,0.80000000
d1,10,price200_bull+pin_bull+cross_group_bull,159,35,1.15979570,1.22141758,4,4,0.80136183,0.71428571
d1,10,ema200_rising+pin_bull+cross_group_bull,159,35,1.15979570,1.22141758,4,4,0.80136183,0.71428571
d1,10,price200_bull+volatility+nr4+mtf_volatility,211,32,1.15867138,1.09744892,2,2,0.91666667,0.83333333
d1,10,ema200_rising+volatility+nr4+mtf_volatility,211,32,1.15867138,1.09744892,2,2,0.91666667,0.83333333
d1,10,pin_bull+cross_group_bull,185,37,1.15537878,1.27350144,4,4,0.81376263,0.72727273
d1,10,price200_bull+pin_bull+cross_group_return_up,179,40,1.15508347,1.22141758,4,3,0.76306818,0.62500000
d1,10,ema200_rising+pin_bull+cross_group_return_up,179,40,1.15508347,1.22141758,4,3,0.76306818,0.62500000
d1,10,price200_bull+pin_bull+mtf_di_bull,155,25,1.15367361,1.16772890,3,2,0.66309524,0.40000000
d1,10,ema200_rising+pin_bull+mtf_di_bull,155,25,1.15367361,1.16772890,3,2,0.66309524,0.40000000
d1,10,price200_bull+pin_bull,327,81,1.15350823,1.21563572,4,4,0.81088458,0.76470588
d1,10,ema200_rising+pin_bull,327,81,1.15350823,1.21563572,4,4,0.81088458,0.76470588
d1,10,nr4+elliott_pullback_bull+mtf_volatility,171,24,1.15193424,1.07336697,1,1,1.00000000,1.00000000
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,35,1.15049252,0.89358466,4,2,0.67261905,0.40000000
d1,10,pin_bull+cross_group_return_up,211,42,1.14542942,1.24882118,4,3,0.77575758,0.66666667
d1,10,volatility+nr4+mtf_di_strong_bull,309,39,1.14384381,1.09744892,3,3,0.93333333,0.80000000
d1,10,volatility+nr4+mtf_di_bull,454,70,1.14162309,1.11104303,8,8,0.88571429,0.71428571
d1,10,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.14113562,0.92199470,5,3,0.68000000,0.40000000
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,39,1.14042990,0.90823359,5,3,0.69555556,0.40000000
d1,10,volatility+nr4+mtf_volatility,364,53,1.13604364,1.17313505,5,5,0.90000000,0.83333333
d1,10,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,1.13092632,0.89754849,5,2,0.64500000,0.40000000
d1,10,price200_bull+adx_up3+volatility+mtf_volatility,278,60,1.13068702,1.15275801,6,4,0.82440476,0.57142857
d1,10,ema200_rising+adx_up3+volatility+mtf_volatility,278,60,1.13068702,1.15275801,6,4,0.82440476,0.57142857
d1,10,sma_stack_bull+nr4+mtf_volatility,319,66,1.12988361,0.98147823,8,6,0.84914773,0.60000000
d1,10,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,47,1.12836766,0.91696660,6,4,0.71759259,0.33333333
d1,10,sma_stack_bull+volatility+mtf_volatility,784,148,1.12795645,1.06778814,10,7,0.79598942,0.50000000
d1,10,adx_up3+volatility,853,189,1.12515510,1.11290594,12,11,0.83340197,0.33333333
d1,10,sma_stack_bull+adx_up3+volatility,297,82,1.12420662,1.18309375,7,5,0.83516484,0.50000000
d1,10,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,53,1.12397143,0.92945400,6,4,0.71043771,0.33333333
d1,10,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,1.12233038,0.90823359,5,2,0.63214286,0.33333333
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,44,1.12185472,0.89024876,5,4,0.75196970,0.40000000
d1,10,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.12129769,0.94126026,6,4,0.69907407,0.33333333
d1,10,price200_bull+volatility+nr4+cross_target_relative_up,152,30,1.12129769,1.05014509,1,1,0.90909091,0.90909091
d1,10,ema200_rising+volatility+nr4+cross_target_relative_up,152,30,1.12129769,1.05014509,1,1,0.90909091,0.90909091
d1,10,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.12114322,1.16367428,6,5,0.84345238,0.40000000
d1,10,price200_bull+volatility+nr7,212,53,1.12025721,1.08988030,5,5,0.96000000,0.80000000
d1,10,ema200_rising+volatility+nr7,212,53,1.12025721,1.08988030,5,5,0.96000000,0.80000000
d1,10,volatility+nr4+cross_target_relative_up,257,51,1.11979567,1.09522286,4,4,0.89155844,0.80000000
d1,10,sma_stack_bull+atr_expand,251,84,1.11873447,1.16772890,6,5,0.84345238,0.40000000
d1,10,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,33,1.11762131,1.20207387,3,3,0.90476190,0.71428571
d1,10,price200_bull+volatility+elliott_pullback_bull+cross_group_bull,179,47,1.11606038,1.07720728,4,3,0.77935606,0.50000000
d1,10,ema200_rising+volatility+elliott_pullback_bull+cross_group_bull,179,47,1.11606038,1.07720728,4,3,0.77935606,0.50000000
d1,10,price200_bull+bb_expand+elliott_impulse_bull+cross_group_bull,242,31,1.11415760,0.92505273,1,0,0.40000000,0.40000000
d1,10,ema200_rising+bb_expand+elliott_impulse_bull+cross_group_bull,242,31,1.11415760,0.92505273,1,0,0.40000000,0.40000000
d1,10,sma_stack_bull+volatility+nr4,385,86,1.11399267,1.02176279,7,4,0.73035199,0.44444444
d1,10,bb_expand+nr4+mtf_volatility,290,55,1.11280397,1.12541988,6,5,0.75793651,0.60000000
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,49,1.11096880,0.90386708,6,5,0.75213675,0.40000000
d1,10,sma_stack_bull+bb_expand+mtf_volatility,477,145,1.11000649,0.96165909,9,7,0.81399596,0.37500000
d1,10,price200_bull+volatility+nr4,576,127,1.10840481,1.07749530,10,7,0.81355331,0.50000000
d1,10,ema200_rising+volatility+nr4,576,127,1.10840481,1.07749530,10,7,0.81355331,0.50000000
d1,10,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.10770159,0.95869101,3,2,0.80000000,0.60000000
d1,10,ema200_rising+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.10770159,0.95869101,3,2,0.80000000,0.60000000
d1,10,price200_bull+adx_up3+volatility,466,101,1.10622924,1.13840237,9,8,0.82772166,0.33333333
d1,10,ema200_rising+adx_up3+volatility,466,101,1.10622924,1.13840237,9,8,0.82772166,0.33333333
d1,10,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,51,1.10597942,0.91649026,6,5,0.74184704,0.40000000
d1,10,adx_up3+volatility+mtf_volatility+cross_group_return_up,163,51,1.10562230,1.09580357,5,2,0.68412698,0.50000000
d1,10,price200_bull+bb_expand+retest_up+cross_group_bull,254,34,1.10552108,0.93955199,1,0,0.33333333,0.33333333
d1,10,ema200_rising+bb_expand+retest_up+cross_group_bull,254,34,1.10552108,0.93955199,1,0,0.33333333,0.33333333
d1,10,bb_expand+retest_up+elliott_impulse_bull+cross_group_bull,254,32,1.10552108,0.91879444,1,0,0.40000000,0.40000000
d1,10,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.10031301,0.85146899,8,7,0.85111607,0.57142857
d1,10,volatility+elliott_pullback_bull+mtf_di_bull+cross_group_bull,160,37,1.10015847,1.11782595,4,3,0.80833333,0.60000000
