timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
d1,bear,150,20,pdi_gt_mdi,11900,0.40974357,0.41495798,0.00521442,1.01272605
d1,bear,150,20,mdi_gt_pdi,9743,0.40974357,0.40480345,-0.00494012,0.98794339
d1,bear,150,20,atr_high,6213,0.40974357,0.43167552,0.02193195,1.05352605
d1,bear,150,20,atr_low,8126,0.40974357,0.40819591,-0.00154765,0.99622288
d1,bear,150,20,bb_below_mid,10134,0.40974357,0.40003947,-0.00970410,0.97631666
d1,bear,150,20,bb_above_mid,11437,0.40974357,0.42038996,0.01064640,1.02598307
d1,bear,150,20,body_ratio_gt60,7360,0.40974357,0.41521739,0.00547383,1.01335915
d1,bear,200,20,ema_stack_bull,9837,0.29267398,0.33994104,0.04726706,1.16150074
d1,bear,200,20,ema_stack_bear,6398,0.29267398,0.22897781,-0.06369617,0.78236476
d1,bear,200,20,price_above_ema20,11727,0.29267398,0.30451096,0.01183698,1.04044426
d1,bear,200,20,price_above_200,12917,0.29267398,0.32654641,0.03387244,1.11573436
d1,bear,200,20,rsi_lt30,807,0.29267398,0.23048327,-0.06219070,0.78750859
d1,bear,200,20,rsi_30_45,5937,0.29267398,0.26882264,-0.02385134,0.91850544
d1,bear,200,20,rsi_45_55,6567,0.29267398,0.28856403,-0.00410994,0.98595726
d1,bear,200,20,rsi_55_70,7169,0.29267398,0.30562143,0.01294745,1.04423847
d1,bear,200,20,rsi_gt70,1151,0.29267398,0.42745439,0.13478041,1.46051382
d1,bear,200,20,macd_hist_pos,11022,0.29267398,0.28669933,-0.00597465,0.97958600
d1,bear,200,20,adx_gt25,7908,0.29267398,0.32106727,0.02839330,1.09701340
d1,bear,200,20,pdi_gt_mdi,11900,0.29267398,0.29537815,0.00270418,1.00923955
d1,bear,200,20,mdi_gt_pdi,9743,0.29267398,0.29210715,-0.00056682,0.99806330
d1,bear,200,20,atr_high,6213,0.29267398,0.32528569,0.03261172,1.11142677
d1,bear,200,20,atr_low,8126,0.29267398,0.27947330,-0.01320068,0.95489630
d1,bear,200,20,bb_below_mid,10134,0.29267398,0.28547464,-0.00719934,0.97540152
d1,bear,200,20,bb_above_mid,11437,0.29267398,0.30243945,0.00976548,1.03336639
d1,bear,200,20,body_ratio_gt60,7360,0.29267398,0.29959239,0.00691842,1.02363864
d1,bear,300,20,ema_stack_bull,9837,0.15780540,0.18948867,0.03168326,1.20077425
d1,bear,300,20,ema_stack_bear,6398,0.15780540,0.11487965,-0.04292575,0.72798299
d1,bear,300,20,price_above_ema20,11727,0.15780540,0.16713567,0.00933027,1.05912514
d1,bear,300,20,price_above_200,12917,0.15780540,0.18053728,0.02273187,1.14405003
d1,bear,300,20,rsi_lt30,807,0.15780540,0.12515489,-0.03265051,0.79309638
d1,bear,300,20,rsi_30_45,5937,0.15780540,0.13895907,-0.01884633,0.88057232
d1,bear,300,20,rsi_45_55,6567,0.15780540,0.15684483,-0.00096057,0.99391292
d1,bear,300,20,rsi_55_70,7169,0.15780540,0.16473706,0.00693166,1.04392536
d1,bear,300,20,rsi_gt70,1151,0.15780540,0.26324935,0.10544394,1.66818969
d1,bear,300,20,macd_hist_pos,11022,0.15780540,0.15441844,-0.00338697,0.97853706
d1,bear,300,20,adx_gt25,7908,0.15780540,0.17551846,0.01771306,1.11224621
d1,bear,300,20,pdi_gt_mdi,11900,0.15780540,0.16336134,0.00555594,1.03520754
d1,bear,300,20,mdi_gt_pdi,9743,0.15780540,0.15354614,-0.00425927,0.97300936
d1,bear,300,20,atr_high,6213,0.15780540,0.18751006,0.02970466,1.18823598
d1,bear,300,20,atr_low,8126,0.15780540,0.14238248,-0.01542293,0.90226616
d1,bear,300,20,bb_below_mid,10134,0.15780540,0.15097691,-0.00682849,0.95672839
d1,bear,300,20,bb_above_mid,11437,0.15780540,0.16700184,0.00919643,1.05827704
d1,bear,300,20,body_ratio_gt60,7360,0.15780540,0.16236413,0.00455873,1.02888828
