timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
d1,validation,200,300,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,8,0.37500000,1391.62974684,0.00026947,0.13684429
d1,oos,50,100,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,22,0.40909091,1694.40840336,0.00024144,0.23255816
d1,oos,100,150,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,16,0.25000000,1686.77329624,0.00014821,0.10182067
d1,oos,150,200,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,8,0.50000000,1672.88275862,0.00029889,0.21521606
d1,oos,200,300,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,168,0.52976190,649.04815475,0.00081621,0.45446879
d1,discovery,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,133,0.43609023,652.65869018,0.00066818,0.35477812
d1,discovery,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,103,0.32038835,664.97096668,0.00048181,0.23813051
d1,discovery,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,71,0.47887324,698.42172285,0.00068565,0.36677524
d1,validation,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,34,0.32352941,1423.81619256,0.00022723,0.19131644
d1,validation,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,19,0.31578947,1418.52348420,0.00022262,0.15364379
d1,validation,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,13,0.30769231,1403.22922252,0.00021927,0.12680704
d1,validation,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,6,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,20,0.60000000,1694.40840336,0.00035411,0.38658150
d1,oos,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,18,0.38888889,1686.77329624,0.00023055,0.20305247
d1,oos,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,11,0.27272727,1672.88275862,0.00016303,0.09746059
d1,oos,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,5,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,volatility+close_near_high+cross_group_bull,287,0.50522648,649.04815475,0.00077841,0.44769733
d1,discovery,100,150,volatility+close_near_high+cross_group_bull,220,0.44090909,652.65869018,0.00067556,0.37687332
d1,discovery,150,200,volatility+close_near_high+cross_group_bull,169,0.34911243,664.97096668,0.00052500,0.28132121
d1,discovery,200,300,volatility+close_near_high+cross_group_bull,115,0.46956522,698.42172285,0.00067232,0.38081559
d1,validation,50,100,volatility+close_near_high+cross_group_bull,70,0.47142857,1423.81619256,0.00033110,0.35904876
d1,validation,100,150,volatility+close_near_high+cross_group_bull,45,0.33333333,1418.52348420,0.00023499,0.21358875
d1,validation,150,200,volatility+close_near_high+cross_group_bull,31,0.35483871,1403.22922252,0.00025287,0.21116659
d1,validation,200,300,volatility+close_near_high+cross_group_bull,17,0.05882353,1391.62974684,0.00004227,0.01046040
d1,oos,50,100,volatility+close_near_high+cross_group_bull,50,0.44000000,1694.40840336,0.00025968,0.31162199
d1,oos,100,150,volatility+close_near_high+cross_group_bull,38,0.39473684,1686.77329624,0.00023402,0.25598076
d1,oos,150,200,volatility+close_near_high+cross_group_bull,26,0.30769231,1672.88275862,0.00018393,0.16501316
d1,oos,200,300,volatility+close_near_high+cross_group_bull,17,0.05882353,1655.18243243,0.00003554,0.01046040
d1,discovery,50,100,trend_bull+volatility+close_near_high+cross_group_return_up,163,0.45398773,649.04815475,0.00069947,0.37949234
d1,discovery,100,150,trend_bull+volatility+close_near_high+cross_group_return_up,122,0.48360656,652.65869018,0.00074098,0.39679381
d1,discovery,150,200,trend_bull+volatility+close_near_high+cross_group_return_up,98,0.37755102,664.97096668,0.00056777,0.28790545
d1,discovery,200,300,trend_bull+volatility+close_near_high+cross_group_return_up,75,0.44000000,698.42172285,0.00062999,0.33331457
d1,validation,50,100,trend_bull+volatility+close_near_high+cross_group_return_up,35,0.68571429,1423.81619256,0.00048160,0.52020236
d1,validation,100,150,trend_bull+volatility+close_near_high+cross_group_return_up,27,0.44444444,1418.52348420,0.00031331,0.27585858
d1,validation,150,200,trend_bull+volatility+close_near_high+cross_group_return_up,20,0.25000000,1403.22922252,0.00017816,0.11186170
d1,validation,200,300,trend_bull+volatility+close_near_high+cross_group_return_up,8,0.50000000,1391.62974684,0.00035929,0.21521606
d1,oos,50,100,trend_bull+volatility+close_near_high+cross_group_return_up,36,0.30555556,1694.40840336,0.00018033,0.18004452
d1,oos,100,150,trend_bull+volatility+close_near_high+cross_group_return_up,22,0.45454545,1686.77329624,0.00026948,0.26920294
d1,oos,150,200,trend_bull+volatility+close_near_high+cross_group_return_up,13,0.30769231,1672.88275862,0.00018393,0.12680704
d1,oos,200,300,trend_bull+volatility+close_near_high+cross_group_return_up,9,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,246,0.50000000,649.04815475,0.00077036,0.43800083
d1,discovery,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,187,0.44385027,652.65869018,0.00068006,0.37448172
d1,discovery,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,143,0.37762238,664.97096668,0.00056788,0.30234705
d1,discovery,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,100,0.43000000,698.42172285,0.00061567,0.33733299
d1,validation,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,52,0.44230769,1423.81619256,0.00031065,0.31595057
d1,validation,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,35,0.34285714,1418.52348420,0.00024170,0.20831695
d1,validation,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,27,0.44444444,1403.22922252,0.00031673,0.27585858
d1,validation,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,17,0.29411765,1391.62974684,0.00021135,0.13279990
d1,oos,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,37,0.40540541,1694.40840336,0.00023926,0.26346518
d1,oos,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,26,0.30769231,1686.77329624,0.00018241,0.16501316
d1,oos,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,12,0.33333333,1672.88275862,0.00019926,0.13812009
d1,oos,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_return_up,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+nr4+cross_group_return_up,149,0.49664430,649.04815475,0.00076519,0.41746245
d1,discovery,100,150,price200_bull+volatility+nr4+cross_group_return_up,115,0.41739130,652.65869018,0.00063952,0.33136207
d1,discovery,150,200,price200_bull+volatility+nr4+cross_group_return_up,82,0.36585366,664.97096668,0.00055018,0.26978625
d1,discovery,200,300,price200_bull+volatility+nr4+cross_group_return_up,52,0.46153846,698.42172285,0.00066083,0.33340475
d1,validation,50,100,price200_bull+volatility+nr4+cross_group_return_up,50,0.52000000,1423.81619256,0.00036522,0.38511745
d1,validation,100,150,price200_bull+volatility+nr4+cross_group_return_up,33,0.60606061,1418.52348420,0.00042725,0.43683441
d1,validation,150,200,price200_bull+volatility+nr4+cross_group_return_up,26,0.23076923,1403.22922252,0.00016446,0.11033849
d1,validation,200,300,price200_bull+volatility+nr4+cross_group_return_up,12,0.41666667,1391.62974684,0.00029941,0.19326031
d1,oos,50,100,price200_bull+volatility+nr4+cross_group_return_up,41,0.51219512,1694.40840336,0.00030229,0.36484509
d1,oos,100,150,price200_bull+volatility+nr4+cross_group_return_up,31,0.64516129,1686.77329624,0.00038248,0.46947954
d1,oos,150,200,price200_bull+volatility+nr4+cross_group_return_up,28,0.57142857,1672.88275862,0.00034158,0.39070786
d1,oos,200,300,price200_bull+volatility+nr4+cross_group_return_up,17,0.11764706,1655.18243243,0.00007108,0.03287977
d1,discovery,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,203,0.51231527,649.04815475,0.00078933,0.44396728
d1,discovery,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,155,0.44516129,652.65869018,0.00068207,0.36918883
d1,discovery,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,118,0.33898305,664.97096668,0.00050977,0.25985491
d1,discovery,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,81,0.44444444,698.42172285,0.00063636,0.34119553
d1,validation,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,42,0.35714286,1423.81619256,0.00025083,0.22989188
d1,validation,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,26,0.34615385,1418.52348420,0.00024402,0.19412230
d1,validation,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,20,0.45000000,1403.22922252,0.00032069,0.25819786
d1,validation,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,12,0.41666667,1391.62974684,0.00029941,0.19326031
d1,oos,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,28,0.50000000,1694.40840336,0.00029509,0.32633127
d1,oos,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,22,0.31818182,1686.77329624,0.00018863,0.16360593
d1,oos,150,200,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,11,0.27272727,1672.88275862,0.00016303,0.09746059
d1,oos,200,300,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,5,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+nr4+cross_target_relative_up,122,0.49180328,649.04815475,0.00075773,0.40470616
d1,discovery,100,150,price200_bull+volatility+nr4+cross_target_relative_up,89,0.40449438,652.65869018,0.00061976,0.30853440
d1,discovery,150,200,price200_bull+volatility+nr4+cross_target_relative_up,67,0.41791045,664.97096668,0.00062846,0.30742301
d1,discovery,200,300,price200_bull+volatility+nr4+cross_target_relative_up,47,0.42553191,698.42172285,0.00060928,0.29513628
d1,validation,50,100,price200_bull+volatility+nr4+cross_target_relative_up,37,0.54054054,1423.81619256,0.00037964,0.38384047
d1,validation,100,150,price200_bull+volatility+nr4+cross_target_relative_up,27,0.55555556,1418.52348420,0.00039164,0.37313025
d1,validation,150,200,price200_bull+volatility+nr4+cross_target_relative_up,19,0.15789474,1403.22922252,0.00011252,0.05520472
d1,validation,200,300,price200_bull+volatility+nr4+cross_target_relative_up,9,0.66666667,1391.62974684,0.00047905,0.35420214
d1,oos,50,100,price200_bull+volatility+nr4+cross_target_relative_up,26,0.50000000,1694.40840336,0.00029509,0.32060594
d1,oos,100,150,price200_bull+volatility+nr4+cross_target_relative_up,17,0.76470588,1686.77329624,0.00045335,0.52738202
d1,oos,150,200,price200_bull+volatility+nr4+cross_target_relative_up,15,0.53333333,1672.88275862,0.00031881,0.30116980
d1,oos,200,300,price200_bull+volatility+nr4+cross_target_relative_up,10,0.10000000,1655.18243243,0.00006042,0.01787621
d1,discovery,50,100,volatility+strong_close_bull+cross_group_return_up,284,0.50704225,649.04815475,0.00078121,0.44919203
d1,discovery,100,150,volatility+strong_close_bull+cross_group_return_up,210,0.46190476,652.65869018,0.00070773,0.39576538
d1,discovery,150,200,volatility+strong_close_bull+cross_group_return_up,154,0.32467532,664.97096668,0.00048825,0.25576806
d1,discovery,200,300,volatility+strong_close_bull+cross_group_return_up,101,0.44554455,698.42172285,0.00063793,0.35237951
d1,validation,50,100,volatility+strong_close_bull+cross_group_return_up,72,0.43055556,1423.81619256,0.00030240,0.32257906
d1,validation,100,150,volatility+strong_close_bull+cross_group_return_up,48,0.35416667,1418.52348420,0.00024967,0.23433644
d1,validation,150,200,volatility+strong_close_bull+cross_group_return_up,36,0.38888889,1403.22922252,0.00027714,0.24784873
d1,validation,200,300,volatility+strong_close_bull+cross_group_return_up,22,0.31818182,1391.62974684,0.00022864,0.16360593
d1,oos,50,100,volatility+strong_close_bull+cross_group_return_up,58,0.41379310,1694.40840336,0.00024421,0.29628026
d1,oos,100,150,volatility+strong_close_bull+cross_group_return_up,42,0.42857143,1686.77329624,0.00025408,0.29117651
d1,oos,150,200,volatility+strong_close_bull+cross_group_return_up,27,0.22222222,1672.88275862,0.00013284,0.10607239
d1,oos,200,300,volatility+strong_close_bull+cross_group_return_up,17,0.05882353,1655.18243243,0.00003554,0.01046040
d1,discovery,50,100,trend_bull+volatility+close_near_high+cross_target_relative_up,164,0.48780488,649.04815475,0.00075157,0.41246303
d1,discovery,100,150,trend_bull+volatility+close_near_high+cross_target_relative_up,122,0.42622951,652.65869018,0.00065307,0.34204944
d1,discovery,150,200,trend_bull+volatility+close_near_high+cross_target_relative_up,96,0.42708333,664.97096668,0.00064226,0.33282083
d1,discovery,200,300,trend_bull+volatility+close_near_high+cross_target_relative_up,73,0.39726027,698.42172285,0.00056880,0.29286702
d1,validation,50,100,trend_bull+volatility+close_near_high+cross_target_relative_up,25,0.64000000,1423.81619256,0.00044950,0.44518498
d1,validation,100,150,trend_bull+volatility+close_near_high+cross_target_relative_up,21,0.76190476,1418.52348420,0.00053711,0.54908826
d1,validation,150,200,trend_bull+volatility+close_near_high+cross_target_relative_up,19,0.26315789,1403.22922252,0.00018754,0.11806412
d1,validation,200,300,trend_bull+volatility+close_near_high+cross_target_relative_up,10,0.50000000,1391.62974684,0.00035929,0.23659309
d1,oos,50,100,trend_bull+volatility+close_near_high+cross_target_relative_up,20,0.35000000,1694.40840336,0.00020656,0.18119182
d1,oos,100,150,trend_bull+volatility+close_near_high+cross_target_relative_up,14,0.07142857,1686.77329624,0.00004235,0.01272222
d1,oos,150,200,trend_bull+volatility+close_near_high+cross_target_relative_up,5,0.40000000,1672.88275862,0.00023911,0.11762077
d1,oos,200,300,trend_bull+volatility+close_near_high+cross_target_relative_up,2,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,nr4+mtf_volatility+cross_target_relative_up,123,0.47154472,649.04815475,0.00072652,0.38552958
d1,discovery,100,150,nr4+mtf_volatility+cross_target_relative_up,81,0.41975309,652.65869018,0.00064314,0.31830963
d1,discovery,150,200,nr4+mtf_volatility+cross_target_relative_up,54,0.40740741,664.97096668,0.00061267,0.28678212
d1,discovery,200,300,nr4+mtf_volatility+cross_target_relative_up,35,0.25714286,698.42172285,0.00036818,0.14163027
d1,validation,50,100,nr4+mtf_volatility+cross_target_relative_up,74,0.48648649,1423.81619256,0.00034168,0.37611790
d1,validation,100,150,nr4+mtf_volatility+cross_target_relative_up,56,0.39285714,1418.52348420,0.00027695,0.27580416
d1,validation,150,200,nr4+mtf_volatility+cross_target_relative_up,38,0.26315789,1403.22922252,0.00018754,0.14971621
d1,validation,200,300,nr4+mtf_volatility+cross_target_relative_up,27,0.40740741,1391.62974684,0.00029276,0.24514757
d1,oos,50,100,nr4+mtf_volatility+cross_target_relative_up,18,0.27777778,1694.40840336,0.00016394,0.12499753
d1,oos,100,150,nr4+mtf_volatility+cross_target_relative_up,9,0.66666667,1686.77329624,0.00039523,0.35420214
d1,oos,150,200,nr4+mtf_volatility+cross_target_relative_up,7,0.42857143,1672.88275862,0.00025619,0.15821986
d1,oos,200,300,nr4+mtf_volatility+cross_target_relative_up,5,0.20000000,1655.18243243,0.00012083,0.03622411
d1,discovery,50,100,volatility+nr4+strong_close_bull,145,0.51034483,649.04815475,0.00078630,0.42976859
d1,discovery,100,150,volatility+nr4+strong_close_bull,114,0.46491228,652.65869018,0.00071234,0.37599606
d1,discovery,150,200,volatility+nr4+strong_close_bull,82,0.32926829,664.97096668,0.00049516,0.23720117
d1,discovery,200,300,volatility+nr4+strong_close_bull,59,0.42372881,698.42172285,0.00060669,0.30612727
d1,validation,50,100,volatility+nr4+strong_close_bull,30,0.56666667,1423.81619256,0.00039799,0.39197307
d1,validation,100,150,volatility+nr4+strong_close_bull,24,0.50000000,1418.52348420,0.00035248,0.31427426
d1,validation,150,200,volatility+nr4+strong_close_bull,21,0.33333333,1403.22922252,0.00023755,0.17194753
d1,validation,200,300,volatility+nr4+strong_close_bull,15,0.46666667,1391.62974684,0.00033534,0.24809535
d1,oos,50,100,volatility+nr4+strong_close_bull,30,0.36666667,1694.40840336,0.00021640,0.21873921
d1,oos,100,150,volatility+nr4+strong_close_bull,22,0.54545455,1686.77329624,0.00032337,0.34659795
d1,oos,150,200,volatility+nr4+strong_close_bull,16,0.43750000,1672.88275862,0.00026152,0.23098652
d1,oos,200,300,volatility+nr4+strong_close_bull,9,0.66666667,1655.18243243,0.00040278,0.35420214
d1,discovery,50,100,volatility+close_near_high+cross_group_return_up,363,0.49862259,649.04815475,0.00076824,0.44747151
d1,discovery,100,150,volatility+close_near_high+cross_group_return_up,270,0.44444444,652.65869018,0.00068098,0.38636530
d1,discovery,150,200,volatility+close_near_high+cross_group_return_up,199,0.34673367,664.97096668,0.00052143,0.28407626
d1,discovery,200,300,volatility+close_near_high+cross_group_return_up,130,0.43076923,698.42172285,0.00061678,0.34884098
