timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
d1,discovery,150,200,trend_bull+strong_close_bull+cross_group_bull,179,0.36312849,664.97096668,0.00054608,0.29623938
d1,discovery,200,300,trend_bull+strong_close_bull+cross_group_bull,134,0.38805970,698.42172285,0.00055562,0.30976871
d1,validation,50,100,trend_bull+strong_close_bull+cross_group_bull,95,0.44210526,1423.81619256,0.00031051,0.34642164
d1,validation,100,150,trend_bull+strong_close_bull+cross_group_bull,59,0.37288136,1418.52348420,0.00026287,0.26083999
d1,validation,150,200,trend_bull+strong_close_bull+cross_group_bull,33,0.33333333,1403.22922252,0.00023755,0.19750228
d1,validation,200,300,trend_bull+strong_close_bull+cross_group_bull,14,0.07142857,1391.62974684,0.00005133,0.01272222
d1,oos,50,100,trend_bull+strong_close_bull+cross_group_bull,49,0.34693878,1694.40840336,0.00020476,0.22924393
d1,oos,100,150,trend_bull+strong_close_bull+cross_group_bull,27,0.44444444,1686.77329624,0.00026349,0.27585858
d1,oos,150,200,trend_bull+strong_close_bull+cross_group_bull,19,0.47368421,1672.88275862,0.00028315,0.27329805
d1,oos,200,300,trend_bull+strong_close_bull+cross_group_bull,16,0.12500000,1655.18243243,0.00007552,0.03497749
d1,discovery,50,100,trend_bull+close_near_high+cross_group_bull,425,0.44470588,649.04815475,0.00068517,0.39816613
d1,discovery,100,150,trend_bull+close_near_high+cross_group_bull,305,0.44590164,652.65869018,0.00068321,0.39113427
d1,discovery,150,200,trend_bull+close_near_high+cross_group_bull,233,0.39055794,664.97096668,0.00058733,0.33017385
d1,discovery,200,300,trend_bull+close_near_high+cross_group_bull,177,0.38418079,698.42172285,0.00055007,0.31570696
d1,validation,50,100,trend_bull+close_near_high+cross_group_bull,130,0.43076923,1423.81619256,0.00030255,0.34884098
d1,validation,100,150,trend_bull+close_near_high+cross_group_bull,75,0.37333333,1418.52348420,0.00026318,0.27255969
d1,validation,150,200,trend_bull+close_near_high+cross_group_bull,45,0.26666667,1403.22922252,0.00019004,0.15964904
d1,validation,200,300,trend_bull+close_near_high+cross_group_bull,19,0.10526316,1391.62974684,0.00007564,0.02935856
d1,oos,50,100,trend_bull+close_near_high+cross_group_bull,70,0.35714286,1694.40840336,0.00021078,0.25503339
d1,oos,100,150,trend_bull+close_near_high+cross_group_bull,37,0.37837838,1686.77329624,0.00022432,0.24063999
d1,oos,150,200,trend_bull+close_near_high+cross_group_bull,26,0.42307692,1672.88275862,0.00025290,0.25544443
d1,oos,200,300,trend_bull+close_near_high+cross_group_bull,19,0.15789474,1655.18243243,0.00009539,0.05520472
d1,discovery,50,100,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,87,0.50574713,649.04815475,0.00077921,0.40269097
d1,discovery,100,150,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,65,0.32307692,652.65869018,0.00049502,0.22203889
d1,discovery,150,200,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,50,0.42000000,664.97096668,0.00063161,0.29375003
d1,discovery,200,300,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,35,0.28571429,698.42172285,0.00040909,0.16326536
d1,validation,50,100,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,16,0.37500000,1423.81619256,0.00026338,0.18481233
d1,validation,100,150,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,10,0.30000000,1418.52348420,0.00021149,0.10779127
d1,validation,150,200,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,7,0.28571429,1403.22922252,0.00020361,0.08221892
d1,validation,200,300,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,5,0.40000000,1391.62974684,0.00028743,0.11762077
d1,oos,50,100,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,4,0.50000000,1694.40840336,0.00029509,0.15003899
d1,oos,100,150,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,4,0.50000000,1686.77329624,0.00029642,0.15003899
d1,oos,150,200,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,3,0.33333333,1672.88275862,0.00019926,0.06149194
d1,oos,200,300,trend_bull+nr4+strong_close_bull+mtf_di_strong_bull,3,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,188,0.47340426,649.04815475,0.00072938,0.40328164
d1,discovery,100,150,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,143,0.44755245,652.65869018,0.00068574,0.36848777
d1,discovery,150,200,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,109,0.36697248,664.97096668,0.00055186,0.28245723
d1,discovery,200,300,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,77,0.37662338,698.42172285,0.00053925,0.27670012
d1,validation,50,100,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,35,0.48571429,1423.81619256,0.00034114,0.32994236
d1,validation,100,150,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,21,0.42857143,1418.52348420,0.00030213,0.24469969
d1,validation,150,200,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,15,0.13333333,1403.22922252,0.00009502,0.03736126
d1,validation,200,300,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,5,0.60000000,1391.62974684,0.00043115,0.23072428
d1,oos,50,100,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,31,0.35483871,1694.40840336,0.00020942,0.21116659
d1,oos,100,150,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,21,0.38095238,1686.77329624,0.00022585,0.20751011
d1,oos,150,200,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,11,0.18181818,1672.88275862,0.00010869,0.05136769
d1,oos,200,300,volatility+close_near_high+mtf_trend_bull+cross_group_return_up,7,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+cross_group_bull,670,0.44328358,649.04815475,0.00068297,0.40609725
d1,discovery,100,150,price200_bull+volatility+cross_group_bull,488,0.42213115,652.65869018,0.00064679,0.37908614
d1,discovery,150,200,price200_bull+volatility+cross_group_bull,366,0.38251366,664.97096668,0.00057523,0.33418789
d1,discovery,200,300,price200_bull+volatility+cross_group_bull,262,0.41603053,698.42172285,0.00059567,0.35798066
d1,validation,50,100,price200_bull+volatility+cross_group_bull,176,0.51136364,1423.81619256,0.00035915,0.43806364
d1,validation,100,150,price200_bull+volatility+cross_group_bull,122,0.51639344,1418.52348420,0.00036404,0.42857983
d1,validation,150,200,price200_bull+volatility+cross_group_bull,85,0.31764706,1403.22922252,0.00022637,0.22840201
d1,validation,200,300,price200_bull+volatility+cross_group_bull,48,0.27083333,1391.62974684,0.00019462,0.16565958
d1,oos,50,100,price200_bull+volatility+cross_group_bull,119,0.43697479,1694.40840336,0.00025789,0.35120980
d1,oos,100,150,price200_bull+volatility+cross_group_bull,81,0.46913580,1686.77329624,0.00027813,0.36433373
d1,oos,150,200,price200_bull+volatility+cross_group_bull,63,0.49206349,1672.88275862,0.00029414,0.37266809
d1,oos,200,300,price200_bull+volatility+cross_group_bull,40,0.15000000,1655.18243243,0.00009062,0.07061188
d1,discovery,50,100,di_strong_bull+volatility+close_near_high+cross_group_bull,154,0.47402597,649.04815475,0.00073034,0.39675854
d1,discovery,100,150,di_strong_bull+volatility+close_near_high+cross_group_bull,118,0.42372881,652.65869018,0.00064923,0.33835848
d1,discovery,150,200,di_strong_bull+volatility+close_near_high+cross_group_bull,92,0.33695652,664.97096668,0.00050672,0.24863605
d1,discovery,200,300,di_strong_bull+volatility+close_near_high+cross_group_bull,63,0.42857143,698.42172285,0.00061363,0.31396918
d1,validation,50,100,di_strong_bull+volatility+close_near_high+cross_group_bull,31,0.38709677,1423.81619256,0.00027187,0.23733101
d1,validation,100,150,di_strong_bull+volatility+close_near_high+cross_group_bull,15,0.40000000,1418.52348420,0.00028198,0.19824496
d1,validation,150,200,di_strong_bull+volatility+close_near_high+cross_group_bull,10,0.20000000,1403.22922252,0.00014253,0.05668215
d1,validation,200,300,di_strong_bull+volatility+close_near_high+cross_group_bull,4,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,di_strong_bull+volatility+close_near_high+cross_group_bull,19,0.63157895,1694.40840336,0.00037274,0.41039533
d1,oos,100,150,di_strong_bull+volatility+close_near_high+cross_group_bull,16,0.37500000,1686.77329624,0.00022232,0.18481233
d1,oos,150,200,di_strong_bull+volatility+close_near_high+cross_group_bull,8,0.25000000,1672.88275862,0.00014944,0.07147921
d1,oos,200,300,di_strong_bull+volatility+close_near_high+cross_group_bull,4,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,sma_stack_bull+strong_close_bull+cross_target_relative_up,217,0.50691244,649.04815475,0.00078101,0.44085402
d1,discovery,100,150,sma_stack_bull+strong_close_bull+cross_target_relative_up,164,0.44512195,652.65869018,0.00068201,0.37118152
d1,discovery,150,200,sma_stack_bull+strong_close_bull+cross_target_relative_up,124,0.34677419,664.97096668,0.00052149,0.26874751
d1,discovery,200,300,sma_stack_bull+strong_close_bull+cross_target_relative_up,88,0.36363636,698.42172285,0.00052065,0.27079300
d1,validation,50,100,sma_stack_bull+strong_close_bull+cross_target_relative_up,98,0.43877551,1423.81619256,0.00030817,0.34467982
d1,validation,100,150,sma_stack_bull+strong_close_bull+cross_target_relative_up,66,0.46969697,1418.52348420,0.00033112,0.35430428
d1,validation,150,200,sma_stack_bull+strong_close_bull+cross_target_relative_up,45,0.44444444,1403.22922252,0.00031673,0.30938930
d1,validation,200,300,sma_stack_bull+strong_close_bull+cross_target_relative_up,30,0.20000000,1391.62974684,0.00014372,0.09505107
d1,oos,50,100,sma_stack_bull+strong_close_bull+cross_target_relative_up,52,0.32692308,1694.40840336,0.00019294,0.21522074
d1,oos,100,150,sma_stack_bull+strong_close_bull+cross_target_relative_up,28,0.35714286,1686.77329624,0.00021173,0.20705830
d1,oos,150,200,sma_stack_bull+strong_close_bull+cross_target_relative_up,17,0.47058824,1672.88275862,0.00028130,0.26165106
d1,oos,200,300,sma_stack_bull+strong_close_bull+cross_target_relative_up,13,0.23076923,1655.18243243,0.00013942,0.08179529
d1,discovery,50,100,volatility+strong_close_bull+cross_target_relative_up,244,0.53278689,649.04815475,0.00082087,0.47016178
d1,discovery,100,150,volatility+strong_close_bull+cross_target_relative_up,184,0.40217391,652.65869018,0.00061621,0.33402519
d1,discovery,150,200,volatility+strong_close_bull+cross_target_relative_up,138,0.34782609,664.97096668,0.00052307,0.27345838
d1,discovery,200,300,volatility+strong_close_bull+cross_target_relative_up,90,0.37777778,698.42172285,0.00054090,0.28455968
d1,validation,50,100,volatility+strong_close_bull+cross_target_relative_up,60,0.56666667,1423.81619256,0.00039799,0.44103439
d1,validation,100,150,volatility+strong_close_bull+cross_target_relative_up,49,0.53061224,1418.52348420,0.00037406,0.39380864
d1,validation,150,200,volatility+strong_close_bull+cross_target_relative_up,37,0.37837838,1403.22922252,0.00026965,0.24063999
d1,validation,200,300,volatility+strong_close_bull+cross_target_relative_up,25,0.40000000,1391.62974684,0.00028743,0.23403302
d1,oos,50,100,volatility+strong_close_bull+cross_target_relative_up,38,0.44736842,1694.40840336,0.00026403,0.30146401
d1,oos,100,150,volatility+strong_close_bull+cross_target_relative_up,27,0.33333333,1686.77329624,0.00019762,0.18643261
d1,oos,150,200,volatility+strong_close_bull+cross_target_relative_up,17,0.23529412,1672.88275862,0.00014065,0.09555044
d1,oos,200,300,volatility+strong_close_bull+cross_target_relative_up,9,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,326,0.47852761,649.04815475,0.00073728,0.42486769
d1,discovery,100,150,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,236,0.43644068,652.65869018,0.00066871,0.37468531
d1,discovery,150,200,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,172,0.40116279,664.97096668,0.00060328,0.33084588
d1,discovery,200,300,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,126,0.34126984,698.42172285,0.00048863,0.26427711
d1,validation,50,100,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,115,0.48695652,1423.81619256,0.00034201,0.39751304
d1,validation,100,150,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,77,0.38961039,1418.52348420,0.00027466,0.28842253
d1,validation,150,200,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,50,0.24000000,1403.22922252,0.00017103,0.14297391
d1,validation,200,300,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,28,0.21428571,1391.62974684,0.00015398,0.10212460
d1,oos,50,100,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,65,0.35384615,1694.40840336,0.00020883,0.24875458
d1,oos,100,150,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,33,0.21212121,1686.77329624,0.00012576,0.10676022
d1,oos,150,200,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,14,0.42857143,1672.88275862,0.00025619,0.21380799
d1,oos,200,300,trend_bull+close_near_high+mtf_trend_bull+cross_target_relative_up,7,0.28571429,1655.18243243,0.00017262,0.08221892
d1,discovery,50,100,volatility+strong_close_bull+mtf_di_strong_bull,371,0.52560647,649.04815475,0.00080981,0.47479304
d1,discovery,100,150,volatility+strong_close_bull+mtf_di_strong_bull,286,0.43356643,652.65869018,0.00066431,0.37738822
d1,discovery,150,200,volatility+strong_close_bull+mtf_di_strong_bull,216,0.31944444,664.97096668,0.00048039,0.26088439
d1,discovery,200,300,volatility+strong_close_bull+mtf_di_strong_bull,143,0.37762238,698.42172285,0.00054068,0.30234705
d1,validation,50,100,volatility+strong_close_bull+mtf_di_strong_bull,61,0.40983607,1423.81619256,0.00028784,0.29535337
d1,validation,100,150,volatility+strong_close_bull+mtf_di_strong_bull,41,0.36585366,1418.52348420,0.00025791,0.23589831
d1,validation,150,200,volatility+strong_close_bull+mtf_di_strong_bull,31,0.38709677,1403.22922252,0.00027586,0.23733101
d1,validation,200,300,volatility+strong_close_bull+mtf_di_strong_bull,21,0.38095238,1391.62974684,0.00027375,0.20751011
d1,oos,50,100,volatility+strong_close_bull+mtf_di_strong_bull,50,0.54000000,1694.40840336,0.00031870,0.40398871
d1,oos,100,150,volatility+strong_close_bull+mtf_di_strong_bull,36,0.33333333,1686.77329624,0.00019762,0.20214619
d1,oos,150,200,volatility+strong_close_bull+mtf_di_strong_bull,20,0.40000000,1672.88275862,0.00023911,0.21880653
d1,oos,200,300,volatility+strong_close_bull+mtf_di_strong_bull,11,0.09090909,1655.18243243,0.00005492,0.01623217
d1,discovery,50,100,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,175,0.48571429,649.04815475,0.00074835,0.41277066
d1,discovery,100,150,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,132,0.42424242,652.65869018,0.00065002,0.34324611
d1,discovery,150,200,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,100,0.39000000,664.97096668,0.00058649,0.30016874
d1,discovery,200,300,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,73,0.35616438,698.42172285,0.00050996,0.25604500
d1,validation,50,100,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,32,0.56250000,1423.81619256,0.00039507,0.39325591
d1,validation,100,150,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,23,0.47826087,1418.52348420,0.00033715,0.29237157
d1,validation,150,200,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,19,0.21052632,1403.22922252,0.00015003,0.08507677
d1,validation,200,300,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,8,0.62500000,1391.62974684,0.00044911,0.30574239
d1,oos,50,100,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,21,0.38095238,1694.40840336,0.00022483,0.20751011
d1,oos,100,150,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,14,0.14285714,1686.77329624,0.00008469,0.04009392
d1,oos,150,200,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,4,0.50000000,1672.88275862,0.00029889,0.15003899
d1,oos,200,300,volatility+close_near_high+mtf_trend_bull+cross_target_relative_up,2,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+volatility+nr4,358,0.51117318,649.04815475,0.00078757,0.45954930
d1,discovery,100,150,trend_bull+volatility+nr4,280,0.41785714,652.65869018,0.00064024,0.36158094
d1,discovery,150,200,trend_bull+volatility+nr4,211,0.36018957,664.97096668,0.00054166,0.29844888
d1,discovery,200,300,trend_bull+volatility+nr4,150,0.36666667,698.42172285,0.00052499,0.29377445
d1,validation,50,100,trend_bull+volatility+nr4,65,0.55384615,1423.81619256,0.00038899,0.43337819
d1,validation,100,150,trend_bull+volatility+nr4,47,0.51063830,1418.52348420,0.00035998,0.37242454
d1,validation,150,200,trend_bull+volatility+nr4,34,0.17647059,1403.22922252,0.00012576,0.08348969
d1,validation,200,300,trend_bull+volatility+nr4,17,0.58823529,1391.62974684,0.00042270,0.36005443
d1,oos,50,100,trend_bull+volatility+nr4,72,0.47222222,1694.40840336,0.00027869,0.36126510
d1,oos,100,150,trend_bull+volatility+nr4,50,0.62000000,1686.77329624,0.00036757,0.48150447
d1,oos,150,200,trend_bull+volatility+nr4,40,0.40000000,1672.88275862,0.00023911,0.26348326
d1,oos,200,300,trend_bull+volatility+nr4,26,0.26923077,1655.18243243,0.00016266,0.13704448
d1,discovery,50,100,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,119,0.50420168,649.04815475,0.00077683,0.41565431
d1,discovery,100,150,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,91,0.37362637,652.65869018,0.00057247,0.28124968
d1,discovery,150,200,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,66,0.36363636,664.97096668,0.00054685,0.25806983
d1,discovery,200,300,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,38,0.39473684,698.42172285,0.00056518,0.25598076
d1,validation,50,100,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,36,0.58333333,1423.81619256,0.00040970,0.42200252
d1,validation,100,150,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,24,0.37500000,1418.52348420,0.00026436,0.21159368
d1,validation,150,200,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,14,0.50000000,1403.22922252,0.00035632,0.26799202
d1,validation,200,300,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,9,0.11111111,1391.62974684,0.00007984,0.01989089
d1,oos,50,100,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,20,0.45000000,1694.40840336,0.00026558,0.25819786
d1,oos,100,150,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,15,0.46666667,1686.77329624,0.00027666,0.24809535
d1,oos,150,200,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,10,0.30000000,1672.88275862,0.00017933,0.10779127
d1,oos,200,300,sma_stack_bull+nr4+strong_close_bull+mtf_trend_bull,7,0.28571429,1655.18243243,0.00017262,0.08221892
d1,discovery,50,100,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,237,0.46413502,649.04815475,0.00071510,0.40172017
d1,discovery,100,150,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,183,0.43169399,652.65869018,0.00066144,0.36206285
d1,discovery,150,200,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,142,0.36619718,664.97096668,0.00055070,0.29145378
d1,discovery,200,300,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,107,0.39252336,698.42172285,0.00056201,0.30526552
d1,validation,50,100,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,95,0.37894737,1423.81619256,0.00026615,0.28789804
d1,validation,100,150,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,54,0.37037037,1418.52348420,0.00026110,0.25423375
d1,validation,150,200,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,33,0.27272727,1403.22922252,0.00019436,0.15067441
d1,validation,200,300,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,16,0.12500000,1391.62974684,0.00008982,0.03497749
d1,oos,50,100,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,51,0.39215686,1694.40840336,0.00023144,0.27027341
d1,oos,100,150,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,29,0.31034483,1686.77329624,0.00018399,0.17275617
d1,oos,150,200,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,20,0.30000000,1672.88275862,0.00017933,0.14547724
d1,oos,200,300,sma_stack_bull+close_near_high+mtf_trend_bull+cross_group_bull,13,0.15384615,1655.18243243,0.00009295,0.04325818
d1,discovery,50,100,di_strong_bull+volatility+close_near_high+cross_group_return_up,191,0.47120419,649.04815475,0.00072599,0.40167964
d1,discovery,100,150,di_strong_bull+volatility+close_near_high+cross_group_return_up,143,0.44055944,652.65869018,0.00067502,0.36180171
d1,discovery,150,200,di_strong_bull+volatility+close_near_high+cross_group_return_up,108,0.33333333,664.97096668,0.00050128,0.25150495
d1,discovery,200,300,di_strong_bull+volatility+close_near_high+cross_group_return_up,71,0.40845070,698.42172285,0.00058482,0.30168730
d1,validation,50,100,di_strong_bull+volatility+close_near_high+cross_group_return_up,39,0.41025641,1423.81619256,0.00028814,0.27079310
d1,validation,100,150,di_strong_bull+volatility+close_near_high+cross_group_return_up,21,0.42857143,1418.52348420,0.00030213,0.24469969
d1,validation,150,200,di_strong_bull+volatility+close_near_high+cross_group_return_up,16,0.31250000,1403.22922252,0.00022270,0.14164644
d1,validation,200,300,di_strong_bull+volatility+close_near_high+cross_group_return_up,8,0.37500000,1391.62974684,0.00026947,0.13684429
d1,oos,50,100,di_strong_bull+volatility+close_near_high+cross_group_return_up,34,0.44117647,1694.40840336,0.00026037,0.28883482
d1,oos,100,150,di_strong_bull+volatility+close_near_high+cross_group_return_up,25,0.40000000,1686.77329624,0.00023714,0.23403302
d1,oos,150,200,di_strong_bull+volatility+close_near_high+cross_group_return_up,12,0.16666667,1672.88275862,0.00009963,0.04696514
d1,oos,200,300,di_strong_bull+volatility+close_near_high+cross_group_return_up,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,nr4+mtf_di_strong_bull+cross_group_bull,226,0.45132743,649.04815475,0.00069537,0.38780240
d1,discovery,100,150,nr4+mtf_di_strong_bull+cross_group_bull,152,0.38815789,652.65869018,0.00059473,0.31435296
d1,discovery,150,200,nr4+mtf_di_strong_bull+cross_group_bull,102,0.39215686,664.97096668,0.00058974,0.30297518
d1,discovery,200,300,nr4+mtf_di_strong_bull+cross_group_bull,64,0.42187500,698.42172285,0.00060404,0.30869782
d1,validation,50,100,nr4+mtf_di_strong_bull+cross_group_bull,140,0.30714286,1423.81619256,0.00021572,0.23673032
d1,validation,100,150,nr4+mtf_di_strong_bull+cross_group_bull,82,0.43902439,1418.52348420,0.00030949,0.33673538
d1,validation,150,200,nr4+mtf_di_strong_bull+cross_group_bull,58,0.29310345,1403.22922252,0.00020888,0.19178183
d1,validation,200,300,nr4+mtf_di_strong_bull+cross_group_bull,37,0.21621622,1391.62974684,0.00015537,0.11386512
d1,oos,50,100,nr4+mtf_di_strong_bull+cross_group_bull,35,0.37142857,1694.40840336,0.00021921,0.23165820
d1,oos,100,150,nr4+mtf_di_strong_bull+cross_group_bull,19,0.26315789,1686.77329624,0.00015601,0.11806412
d1,oos,150,200,nr4+mtf_di_strong_bull+cross_group_bull,12,0.25000000,1672.88275862,0.00014944,0.08894167
d1,oos,200,300,nr4+mtf_di_strong_bull+cross_group_bull,4,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,301,0.43521595,649.04815475,0.00067054,0.38037127
d1,discovery,100,150,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,223,0.42152466,652.65869018,0.00064586,0.35857986
d1,discovery,150,200,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,175,0.41142857,664.97096668,0.00061872,0.34118513
d1,discovery,200,300,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,135,0.38518519,698.42172285,0.00055151,0.30735355
d1,validation,50,100,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,83,0.39759036,1423.81619256,0.00027924,0.29908932
d1,validation,100,150,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,49,0.34693878,1418.52348420,0.00024458,0.22924393
d1,validation,150,200,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,27,0.18518519,1403.22922252,0.00013197,0.08180707
d1,validation,200,300,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,9,0.11111111,1391.62974684,0.00007984,0.01989089
d1,oos,50,100,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,39,0.46153846,1694.40840336,0.00027239,0.31566886
d1,oos,100,150,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,26,0.34615385,1686.77329624,0.00020522,0.19412230
d1,oos,150,200,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,19,0.47368421,1672.88275862,0.00028315,0.27329805
d1,oos,200,300,trend_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,14,0.14285714,1655.18243243,0.00008631,0.04009392
d1,discovery,50,100,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,158,0.42405063,649.04815475,0.00065334,0.34969354
d1,discovery,100,150,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,119,0.47058824,652.65869018,0.00072103,0.38323730
d1,discovery,150,200,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,98,0.35714286,664.97096668,0.00053708,0.26931534
d1,discovery,200,300,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,75,0.40000000,698.42172285,0.00057272,0.29662516
d1,validation,50,100,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,44,0.59090909,1423.81619256,0.00041502,0.44409754
d1,validation,100,150,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,36,0.44444444,1418.52348420,0.00031331,0.29541269
d1,validation,150,200,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,25,0.32000000,1403.22922252,0.00022805,0.17205190
d1,validation,200,300,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,15,0.46666667,1391.62974684,0.00033534,0.24809535
d1,oos,50,100,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,33,0.39393939,1694.40840336,0.00023249,0.24683107
d1,oos,100,150,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,22,0.40909091,1686.77329624,0.00024253,0.23255816
d1,oos,150,200,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,13,0.38461538,1672.88275862,0.00022991,0.17709708
d1,oos,200,300,sma_stack_bull+volatility+mtf_di_strong_bull+cross_group_return_up,5,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,232,0.45258621,649.04815475,0.00069731,0.38982853
d1,discovery,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,175,0.44000000,652.65869018,0.00067417,0.36852714
d1,discovery,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,140,0.39285714,664.97096668,0.00059079,0.31585513
d1,discovery,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,112,0.36607143,698.42172285,0.00052414,0.28267618
d1,validation,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,48,0.58333333,1423.81619256,0.00040970,0.44281332
