pair,timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
usdjpy,d1,bear,200,5,macd_hist_pos,907,0.20145495,0.19625138,-0.00520357,0.97417004
audjpy,d1,bear,200,5,adx_gt25,595,0.11847826,0.16134454,0.04286628,1.36180711
audnzd,d1,bear,200,5,adx_gt25,705,0.01086366,0.01560284,0.00473918,1.43624113
audusd,d1,bear,200,5,adx_gt25,437,0.02173913,0.00915332,-0.01258581,0.42105263
eurgbp,d1,bear,200,5,adx_gt25,595,0.00163043,0.00504202,0.00341158,3.09243697
eurjpy,d1,bear,200,5,adx_gt25,646,0.20033576,0.22755418,0.02721842,1.13586402
eurusd,d1,bear,200,5,adx_gt25,822,0.05540011,0.03284672,-0.02255340,0.59289980
gbpjpy,d1,bear,200,5,adx_gt25,649,0.28219485,0.28043143,-0.00176342,0.99375107
gbpusd,d1,bear,200,5,adx_gt25,698,0.10471491,0.08022923,-0.02448569,0.76616811
nzdusd,d1,bear,200,5,adx_gt25,570,0.01960784,0.00526316,-0.01434469,0.26842105
usdcad,d1,bear,200,5,adx_gt25,649,0.04399783,0.03852080,-0.00547703,0.87551599
usdchf,d1,bear,200,5,adx_gt25,725,0.03476372,0.05379310,0.01902939,1.54739224
usdjpy,d1,bear,200,5,adx_gt25,817,0.20145495,0.25826193,0.05680698,1.28198354
audjpy,d1,bear,200,5,pdi_gt_mdi,1077,0.11847826,0.09842154,-0.02005672,0.83071393
audnzd,d1,bear,200,5,pdi_gt_mdi,1095,0.01086366,0.00913242,-0.00173124,0.84063927
audusd,d1,bear,200,5,pdi_gt_mdi,917,0.02173913,0.02399128,0.00225215,1.10359869
eurgbp,d1,bear,200,5,pdi_gt_mdi,969,0.00163043,0.00309598,0.00146554,1.89886481
eurjpy,d1,bear,200,5,pdi_gt_mdi,1027,0.20033576,0.19084713,-0.00948863,0.95263636
eurusd,d1,bear,200,5,pdi_gt_mdi,906,0.05540011,0.04966887,-0.00573124,0.89654826
gbpjpy,d1,bear,200,5,pdi_gt_mdi,1055,0.28219485,0.27109005,-0.01110480,0.96064846
gbpusd,d1,bear,200,5,pdi_gt_mdi,950,0.10471491,0.07368421,-0.03103070,0.70366492
nzdusd,d1,bear,200,5,pdi_gt_mdi,893,0.01960784,0.02463606,0.00502822,1.25643897
usdcad,d1,bear,200,5,pdi_gt_mdi,1083,0.04399783,0.05170822,0.00771039,1.17524480
usdchf,d1,bear,200,5,pdi_gt_mdi,920,0.03476372,0.02500000,-0.00976372,0.71914063
usdjpy,d1,bear,200,5,pdi_gt_mdi,1008,0.20145495,0.16170635,-0.03974860,0.80269235
audjpy,d1,bear,200,5,mdi_gt_pdi,750,0.11847826,0.14933333,0.03085507,1.26042813
audnzd,d1,bear,200,5,mdi_gt_pdi,733,0.01086366,0.01364256,0.00277890,1.25579809
audusd,d1,bear,200,5,mdi_gt_pdi,910,0.02173913,0.01978022,-0.00195891,0.90989011
eurgbp,d1,bear,200,5,mdi_gt_pdi,858,0.00163043,0.00000000,-0.00163043,0.00000000
eurjpy,d1,bear,200,5,mdi_gt_pdi,747,0.20033576,0.21686747,0.01653171,1.08252002
eurusd,d1,bear,200,5,mdi_gt_pdi,868,0.05540011,0.06105991,0.00565980,1.10216217
gbpjpy,d1,bear,200,5,mdi_gt_pdi,718,0.28219485,0.30362117,0.02142632,1.07592740
gbpusd,d1,bear,200,5,mdi_gt_pdi,861,0.10471491,0.14053426,0.03581935,1.34206542
nzdusd,d1,bear,200,5,mdi_gt_pdi,879,0.01960784,0.01478953,-0.00481831,0.75426621
usdcad,d1,bear,200,5,mdi_gt_pdi,745,0.04399783,0.03355705,-0.01044078,0.76269782
usdchf,d1,bear,200,5,mdi_gt_pdi,908,0.03476372,0.04515419,0.01039047,1.29888835
usdjpy,d1,bear,200,5,mdi_gt_pdi,766,0.20145495,0.25718016,0.05572520,1.27661372
audjpy,d1,bear,200,5,atr_high,615,0.11847826,0.12195122,0.00347296,1.02931305
audnzd,d1,bear,200,5,atr_high,554,0.01086366,0.01263538,0.00177172,1.16308664
audusd,d1,bear,200,5,atr_high,454,0.02173913,0.01982379,-0.00191534,0.91189427
eurgbp,d1,bear,200,5,atr_high,410,0.00163043,0.00731707,0.00568664,4.48780488
eurjpy,d1,bear,200,5,atr_high,568,0.20033576,0.22359155,0.02325579,1.11608407
eurusd,d1,bear,200,5,atr_high,532,0.05540011,0.09210526,0.03670515,1.66254652
gbpjpy,d1,bear,200,5,atr_high,546,0.28219485,0.31684982,0.03465497,1.12280510
gbpusd,d1,bear,200,5,atr_high,464,0.10471491,0.14008621,0.03537129,1.33778660
nzdusd,d1,bear,200,5,atr_high,448,0.01960784,0.01785714,-0.00175070,0.91071429
usdcad,d1,bear,200,5,atr_high,525,0.04399783,0.06476190,0.02076408,1.47193416
usdchf,d1,bear,200,5,atr_high,531,0.03476372,0.05273070,0.01796698,1.51683145
usdjpy,d1,bear,200,5,atr_high,566,0.20145495,0.27385159,0.07239664,1.35936887
audjpy,d1,bear,200,5,atr_low,609,0.11847826,0.14614122,0.02766295,1.23348549
audnzd,d1,bear,200,5,atr_low,608,0.01086366,0.00986842,-0.00099524,0.90838816
audusd,d1,bear,200,5,atr_low,731,0.02173913,0.02051984,-0.00121929,0.94391245
eurgbp,d1,bear,200,5,atr_low,746,0.00163043,0.00000000,-0.00163043,0.00000000
eurjpy,d1,bear,200,5,atr_low,567,0.20033576,0.20105820,0.00072244,1.00360616
eurusd,d1,bear,200,5,atr_low,684,0.05540011,0.02777778,-0.02762233,0.50140292
gbpjpy,d1,bear,200,5,atr_low,656,0.28219485,0.29725610,0.01506125,1.05337181
gbpusd,d1,bear,200,5,atr_low,738,0.10471491,0.08943089,-0.01528402,0.85404163
nzdusd,d1,bear,200,5,atr_low,728,0.01960784,0.01785714,-0.00175070,0.91071429
usdcad,d1,bear,200,5,atr_low,718,0.04399783,0.02506964,-0.01892819,0.56979263
usdchf,d1,bear,200,5,atr_low,647,0.03476372,0.03400309,-0.00076062,0.97812017
usdjpy,d1,bear,200,5,atr_low,694,0.20145495,0.17579251,-0.02566245,0.87261447
audjpy,d1,bear,200,5,bb_below_mid,740,0.11847826,0.14864865,0.03017039,1.25464914
audnzd,d1,bear,200,5,bb_below_mid,850,0.01086366,0.00941176,-0.00145190,0.86635294
audusd,d1,bear,200,5,bb_below_mid,942,0.02173913,0.02229299,0.00055386,1.02547771
eurgbp,d1,bear,200,5,bb_below_mid,1005,0.00163043,0.00000000,-0.00163043,0.00000000
eurjpy,d1,bear,200,5,bb_below_mid,692,0.20033576,0.22398844,0.02365268,1.11806520
eurusd,d1,bear,200,5,bb_below_mid,931,0.05540011,0.06337272,0.00797261,1.14390956
gbpjpy,d1,bear,200,5,bb_below_mid,687,0.28219485,0.33042213,0.04822728,1.17090063
gbpusd,d1,bear,200,5,bb_below_mid,921,0.10471491,0.13137894,0.02666402,1.25463445
nzdusd,d1,bear,200,5,bb_below_mid,954,0.01960784,0.01886792,-0.00073992,0.96226415
usdcad,d1,bear,200,5,bb_below_mid,847,0.04399783,0.03541913,-0.00857870,0.80501990
usdchf,d1,bear,200,5,bb_below_mid,918,0.03476372,0.04357298,0.00880927,1.25340414
usdjpy,d1,bear,200,5,bb_below_mid,647,0.20145495,0.26120556,0.05975061,1.29659540
audjpy,d1,bear,200,5,bb_above_mid,1081,0.11847826,0.09990749,-0.01857077,0.84325590
audnzd,d1,bear,200,5,bb_above_mid,972,0.01086366,0.01234568,0.00148202,1.13641975
audusd,d1,bear,200,5,bb_above_mid,879,0.02173913,0.02161547,-0.00012366,0.99431172
eurgbp,d1,bear,200,5,bb_above_mid,816,0.00163043,0.00367647,0.00204604,2.25490196
eurjpy,d1,bear,200,5,bb_above_mid,1076,0.20033576,0.18866171,-0.01167405,0.94172759
eurusd,d1,bear,200,5,bb_above_mid,837,0.05540011,0.04659498,-0.00880513,0.84106296
gbpjpy,d1,bear,200,5,bb_above_mid,1080,0.28219485,0.25648148,-0.02571337,0.90888081
gbpusd,d1,bear,200,5,bb_above_mid,884,0.10471491,0.07918552,-0.02552939,0.75620099
nzdusd,d1,bear,200,5,bb_above_mid,812,0.01960784,0.02093596,0.00132812,1.06773399
usdcad,d1,bear,200,5,bb_above_mid,975,0.04399783,0.05230769,0.00830987,1.18886990
usdchf,d1,bear,200,5,bb_above_mid,904,0.03476372,0.02654867,-0.00821504,0.76368916
usdjpy,d1,bear,200,5,bb_above_mid,1121,0.20145495,0.17038359,-0.03107137,0.84576519
audjpy,d1,bear,200,5,body_ratio_gt60,657,0.11847826,0.12176560,0.00328734,1.02774636
audnzd,d1,bear,200,5,body_ratio_gt60,555,0.01086366,0.01441441,0.00355075,1.32684685
audusd,d1,bear,200,5,body_ratio_gt60,624,0.02173913,0.02564103,0.00390190,1.17948718
eurgbp,d1,bear,200,5,body_ratio_gt60,554,0.00163043,0.00180505,0.00017462,1.10709988
eurjpy,d1,bear,200,5,body_ratio_gt60,624,0.20033576,0.21474359,0.01440783,1.07191842
eurusd,d1,bear,200,5,body_ratio_gt60,606,0.05540011,0.05115512,-0.00424500,0.92337567
gbpjpy,d1,bear,200,5,body_ratio_gt60,616,0.28219485,0.28896104,0.00676619,1.02397702
gbpusd,d1,bear,200,5,body_ratio_gt60,602,0.10471491,0.12458472,0.01986981,1.18975144
nzdusd,d1,bear,200,5,body_ratio_gt60,615,0.01960784,0.02113821,0.00153037,1.07804878
usdcad,d1,bear,200,5,body_ratio_gt60,601,0.04399783,0.04658902,0.00259119,1.05889361
usdchf,d1,bear,200,5,body_ratio_gt60,646,0.03476372,0.05263158,0.01786786,1.51398026
usdjpy,d1,bear,200,5,body_ratio_gt60,660,0.20145495,0.21060606,0.00915111,1.04542508
audjpy,d1,bear,300,5,ema_stack_bull,1075,0.03641304,0.03906977,0.00265672,1.07296078
audnzd,d1,bear,300,5,ema_stack_bull,912,0.00162955,0.00109649,-0.00053306,0.67288012
audusd,d1,bear,300,5,ema_stack_bull,582,0.00326087,0.00171821,-0.00154266,0.52691867
eurgbp,d1,bear,300,5,ema_stack_bull,483,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,ema_stack_bull,1152,0.09681030,0.09895833,0.00214804,1.02218810
eurusd,d1,bear,300,5,ema_stack_bull,596,0.01119194,0.00671141,-0.00448053,0.59966443
gbpjpy,d1,bear,300,5,ema_stack_bull,1190,0.15117581,0.15882353,0.00764772,1.05058824
gbpusd,d1,bear,300,5,ema_stack_bull,762,0.02741228,0.01312336,-0.01428892,0.47874016
nzdusd,d1,bear,300,5,ema_stack_bull,395,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,ema_stack_bull,848,0.00651820,0.00943396,0.00291577,1.44732704
usdchf,d1,bear,300,5,ema_stack_bull,673,0.01629549,0.02080238,0.00450689,1.27657256
usdjpy,d1,bear,300,5,ema_stack_bull,1169,0.09792949,0.07613345,-0.02179604,0.77743126
audjpy,d1,bear,300,5,ema_stack_bear,374,0.03641304,0.02406417,-0.01234887,0.66086679
audnzd,d1,bear,300,5,ema_stack_bear,501,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,ema_stack_bear,762,0.00326087,0.00656168,0.00330081,2.01224847
eurgbp,d1,bear,300,5,ema_stack_bear,861,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,ema_stack_bear,209,0.09681030,0.08133971,-0.01547058,0.84019692
eurusd,d1,bear,300,5,ema_stack_bear,742,0.01119194,0.02021563,0.00902369,1.80626685
gbpjpy,d1,bear,300,5,ema_stack_bear,147,0.15117581,0.14965986,-0.00151595,0.98997229
gbpusd,d1,bear,300,5,ema_stack_bear,564,0.02741228,0.06028369,0.03287141,2.19914894
nzdusd,d1,bear,300,5,ema_stack_bear,868,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,ema_stack_bear,475,0.00651820,0.00000000,-0.00651820,0.00000000
usdchf,d1,bear,300,5,ema_stack_bear,672,0.01629549,0.01339286,-0.00290263,0.82187500
usdjpy,d1,bear,300,5,ema_stack_bear,223,0.09792949,0.11659193,0.01866244,1.19057015
audjpy,d1,bear,300,5,price_above_ema20,1107,0.03641304,0.02890696,-0.00750609,0.79386266
audnzd,d1,bear,300,5,price_above_ema20,1033,0.00162955,0.00290416,0.00127461,1.78218780
audusd,d1,bear,300,5,price_above_ema20,906,0.00326087,0.00331126,0.00005039,1.01545254
eurgbp,d1,bear,300,5,price_above_ema20,816,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,price_above_ema20,1119,0.09681030,0.09204647,-0.00476383,0.95079215
eurusd,d1,bear,300,5,price_above_ema20,832,0.01119194,0.01081731,-0.00037463,0.96652644
gbpjpy,d1,bear,300,5,price_above_ema20,1138,0.15117581,0.13181019,-0.01936562,0.87190002
gbpusd,d1,bear,300,5,price_above_ema20,910,0.02741228,0.02527473,-0.00213756,0.92202198
nzdusd,d1,bear,300,5,price_above_ema20,814,0.00056022,0.00122850,0.00066828,2.19287469
usdcad,d1,bear,300,5,price_above_ema20,992,0.00651820,0.00806452,0.00154632,1.23723118
usdchf,d1,bear,300,5,price_above_ema20,905,0.01629549,0.01215470,-0.00414080,0.74589319
usdjpy,d1,bear,300,5,price_above_ema20,1155,0.09792949,0.07359307,-0.02433642,0.75149041
audjpy,d1,bear,300,5,price_above_200,1324,0.03641304,0.03323263,-0.00318042,0.91265726
audnzd,d1,bear,300,5,price_above_200,1181,0.00162955,0.00084674,-0.00078281,0.51961614
audusd,d1,bear,300,5,price_above_200,829,0.00326087,0.00120627,-0.00205460,0.36992360
eurgbp,d1,bear,300,5,price_above_200,709,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,price_above_200,1425,0.09681030,0.09614035,-0.00066995,0.99307981
eurusd,d1,bear,300,5,price_above_200,863,0.01119194,0.00579374,-0.00539820,0.51767092
gbpjpy,d1,bear,300,5,price_above_200,1493,0.15117581,0.14199598,-0.00917983,0.93927712
gbpusd,d1,bear,300,5,price_above_200,1046,0.02741228,0.01147228,-0.01594001,0.41850860
nzdusd,d1,bear,300,5,price_above_200,647,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,price_above_200,1148,0.00651820,0.01045296,0.00393477,1.60365854
usdchf,d1,bear,300,5,price_above_200,861,0.01629549,0.01626016,-0.00003533,0.99783198
usdjpy,d1,bear,300,5,price_above_200,1391,0.09792949,0.09130122,-0.00662827,0.93231591
audjpy,d1,bear,300,5,rsi_lt30,55,0.03641304,0.18181818,0.14540514,4.99321574
audnzd,d1,bear,300,5,rsi_lt30,84,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,rsi_lt30,84,0.00326087,0.00000000,-0.00326087,0.00000000
eurusd,d1,bear,300,5,rsi_lt30,81,0.01119194,0.00000000,-0.01119194,0.00000000
gbpjpy,d1,bear,300,5,rsi_lt30,51,0.15117581,0.27450980,0.12333399,1.81583152
gbpusd,d1,bear,300,5,rsi_lt30,83,0.02741228,0.08433735,0.05692507,3.07662651
nzdusd,d1,bear,300,5,rsi_lt30,83,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,rsi_lt30,85,0.00651820,0.00000000,-0.00651820,0.00000000
usdchf,d1,bear,300,5,rsi_lt30,77,0.01629549,0.03896104,0.02266555,2.39090909
audjpy,d1,bear,300,5,rsi_30_45,367,0.03641304,0.04087193,0.00445889,1.12245313
audnzd,d1,bear,300,5,rsi_30_45,472,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,rsi_30_45,565,0.00326087,0.00176991,-0.00149096,0.54277286
eurgbp,d1,bear,300,5,rsi_30_45,629,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,rsi_30_45,346,0.09681030,0.09537572,-0.00143457,0.98518160
eurusd,d1,bear,300,5,rsi_30_45,605,0.01119194,0.01818182,0.00698988,1.62454545
gbpjpy,d1,bear,300,5,rsi_30_45,342,0.15117581,0.16666667,0.01549085,1.10246914
gbpusd,d1,bear,300,5,rsi_30_45,556,0.02741228,0.01978417,-0.00762811,0.72172662
nzdusd,d1,bear,300,5,rsi_30_45,636,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,rsi_30_45,461,0.00651820,0.00000000,-0.00651820,0.00000000
usdchf,d1,bear,300,5,rsi_30_45,593,0.01629549,0.01854975,0.00225426,1.13833614
usdjpy,d1,bear,300,5,rsi_30_45,365,0.09792949,0.16712329,0.06919380,1.70656751
audjpy,d1,bear,300,5,rsi_45_55,644,0.03641304,0.02950311,-0.00690994,0.81023454
audnzd,d1,bear,300,5,rsi_45_55,516,0.00162955,0.00387597,0.00224642,2.37855297
audusd,d1,bear,300,5,rsi_45_55,576,0.00326087,0.00868056,0.00541969,2.66203704
eurgbp,d1,bear,300,5,rsi_45_55,644,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,rsi_45_55,537,0.09681030,0.09124767,-0.00556262,0.94254098
eurusd,d1,bear,300,5,rsi_45_55,502,0.01119194,0.00597610,-0.00521585,0.53396414
gbpjpy,d1,bear,300,5,rsi_45_55,528,0.15117581,0.17045455,0.01927873,1.12752525
gbpusd,d1,bear,300,5,rsi_45_55,541,0.02741228,0.02957486,0.00216258,1.07889094
nzdusd,d1,bear,300,5,rsi_45_55,519,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,rsi_45_55,583,0.00651820,0.00686106,0.00034287,1.05260149
usdchf,d1,bear,300,5,rsi_45_55,535,0.01629549,0.01121495,-0.00508054,0.68822430
usdjpy,d1,bear,300,5,rsi_45_55,442,0.09792949,0.09954751,0.00161802,1.01652230
audjpy,d1,bear,300,5,rsi_55_70,653,0.03641304,0.02603369,-0.01037935,0.71495509
audnzd,d1,bear,300,5,rsi_55_70,602,0.00162955,0.00166113,0.00003158,1.01937984
audusd,d1,bear,300,5,rsi_55_70,556,0.00326087,0.00000000,-0.00326087,0.00000000
eurgbp,d1,bear,300,5,rsi_55_70,461,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,rsi_55_70,730,0.09681030,0.09041096,-0.00639934,0.93389817
eurusd,d1,bear,300,5,rsi_55_70,523,0.01119194,0.00956023,-0.00163171,0.85420650
gbpjpy,d1,bear,300,5,rsi_55_70,733,0.15117581,0.12141883,-0.02975699,0.80316305
gbpusd,d1,bear,300,5,rsi_55_70,573,0.02741228,0.02792321,0.00051093,1.01863874
nzdusd,d1,bear,300,5,rsi_55_70,501,0.00056022,0.00199601,0.00143578,3.56287425
usdcad,d1,bear,300,5,rsi_55_70,561,0.00651820,0.01069519,0.00417699,1.64081996
usdchf,d1,bear,300,5,rsi_55_70,534,0.01629549,0.00936330,-0.00693220,0.57459426
usdjpy,d1,bear,300,5,rsi_55_70,742,0.09792949,0.06334232,-0.03458717,0.64681556
audjpy,d1,bear,300,5,rsi_gt70,107,0.03641304,0.05607477,0.01966172,1.53996373
audnzd,d1,bear,300,5,rsi_gt70,153,0.00162955,0.00000000,-0.00162955,0.00000000
eurgbp,d1,bear,300,5,rsi_gt70,54,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,rsi_gt70,117,0.09681030,0.11111111,0.01430081,1.14771997
eurusd,d1,bear,300,5,rsi_gt70,62,0.01119194,0.01612903,0.00493709,1.44112903
gbpjpy,d1,bear,300,5,rsi_gt70,118,0.15117581,0.16949153,0.01831571,1.12115505
gbpusd,d1,bear,300,5,rsi_gt70,57,0.02741228,0.00000000,-0.02741228,0.00000000
usdcad,d1,bear,300,5,rsi_gt70,137,0.00651820,0.01459854,0.00808034,2.23965937
usdchf,d1,bear,300,5,rsi_gt70,88,0.01629549,0.05681818,0.04052269,3.48674242
usdjpy,d1,bear,300,5,rsi_gt70,181,0.09792949,0.08839779,-0.00953170,0.90266772
audjpy,d1,bear,300,5,macd_hist_pos,937,0.03641304,0.03201708,-0.00439597,0.87927492
audnzd,d1,bear,300,5,macd_hist_pos,923,0.00162955,0.00325027,0.00162072,1.99458288
audusd,d1,bear,300,5,macd_hist_pos,921,0.00326087,0.00108578,-0.00217509,0.33297141
eurgbp,d1,bear,300,5,macd_hist_pos,902,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,macd_hist_pos,928,0.09681030,0.07327586,-0.02353443,0.75690153
eurusd,d1,bear,300,5,macd_hist_pos,890,0.01119194,0.01235955,0.00116761,1.10432584
gbpjpy,d1,bear,300,5,macd_hist_pos,929,0.15117581,0.12055974,-0.03061607,0.79748037
gbpusd,d1,bear,300,5,macd_hist_pos,885,0.02741228,0.03050847,0.00309619,1.11294915
nzdusd,d1,bear,300,5,macd_hist_pos,908,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,macd_hist_pos,924,0.00651820,0.00541126,-0.00110694,0.83017677
usdchf,d1,bear,300,5,macd_hist_pos,968,0.01629549,0.01239669,-0.00389880,0.76074380
usdjpy,d1,bear,300,5,macd_hist_pos,907,0.09792949,0.08820287,-0.00972662,0.90067727
audjpy,d1,bear,300,5,adx_gt25,595,0.03641304,0.05714286,0.02072981,1.56929638
audnzd,d1,bear,300,5,adx_gt25,705,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,adx_gt25,437,0.00326087,0.00000000,-0.00326087,0.00000000
eurgbp,d1,bear,300,5,adx_gt25,595,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,adx_gt25,646,0.09681030,0.11145511,0.01464481,1.15127329
eurusd,d1,bear,300,5,adx_gt25,822,0.01119194,0.00243309,-0.00875885,0.21739659
gbpjpy,d1,bear,300,5,adx_gt25,649,0.15117581,0.14483821,-0.00633760,0.95807795
gbpusd,d1,bear,300,5,adx_gt25,698,0.02741228,0.02578797,-0.00162432,0.94074499
nzdusd,d1,bear,300,5,adx_gt25,570,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,adx_gt25,649,0.00651820,0.00154083,-0.00497736,0.23638932
usdchf,d1,bear,300,5,adx_gt25,725,0.01629549,0.02758621,0.01129072,1.69287356
usdjpy,d1,bear,300,5,adx_gt25,817,0.09792949,0.13096695,0.03303746,1.33735968
audjpy,d1,bear,300,5,pdi_gt_mdi,1077,0.03641304,0.02878366,-0.00762939,0.79047659
audnzd,d1,bear,300,5,pdi_gt_mdi,1095,0.00162955,0.00182648,0.00019693,1.12085236
audusd,d1,bear,300,5,pdi_gt_mdi,917,0.00326087,0.00436205,0.00110118,1.33769538
eurgbp,d1,bear,300,5,pdi_gt_mdi,969,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,pdi_gt_mdi,1027,0.09681030,0.09152872,-0.00528157,0.94544411
eurusd,d1,bear,300,5,pdi_gt_mdi,906,0.01119194,0.01103753,-0.00015441,0.98620309
gbpjpy,d1,bear,300,5,pdi_gt_mdi,1055,0.15117581,0.14028436,-0.01089145,0.92795506
gbpusd,d1,bear,300,5,pdi_gt_mdi,950,0.02741228,0.01684211,-0.01057018,0.61440000
nzdusd,d1,bear,300,5,pdi_gt_mdi,893,0.00056022,0.00111982,0.00055960,1.99888018
usdcad,d1,bear,300,5,pdi_gt_mdi,1083,0.00651820,0.00738689,0.00086869,1.13327178
usdchf,d1,bear,300,5,pdi_gt_mdi,920,0.01629549,0.01413043,-0.00216506,0.86713768
usdjpy,d1,bear,300,5,pdi_gt_mdi,1008,0.09792949,0.06448413,-0.03344536,0.65847506
audjpy,d1,bear,300,5,mdi_gt_pdi,750,0.03641304,0.04800000,0.01158696,1.31820896
audnzd,d1,bear,300,5,mdi_gt_pdi,733,0.00162955,0.00136426,-0.00026529,0.83719873
audusd,d1,bear,300,5,mdi_gt_pdi,910,0.00326087,0.00219780,-0.00106307,0.67399267
eurgbp,d1,bear,300,5,mdi_gt_pdi,858,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,mdi_gt_pdi,747,0.09681030,0.10575636,0.00894606,1.09240817
eurusd,d1,bear,300,5,mdi_gt_pdi,868,0.01119194,0.01152074,0.00032880,1.02937788
gbpjpy,d1,bear,300,5,mdi_gt_pdi,718,0.15117581,0.16991643,0.01874062,1.12396575
gbpusd,d1,bear,300,5,mdi_gt_pdi,861,0.02741228,0.03948897,0.01207669,1.44055749
nzdusd,d1,bear,300,5,mdi_gt_pdi,879,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,mdi_gt_pdi,745,0.00651820,0.00536913,-0.00114907,0.82371365
usdchf,d1,bear,300,5,mdi_gt_pdi,908,0.01629549,0.01872247,0.00242698,1.14893539
usdjpy,d1,bear,300,5,mdi_gt_pdi,766,0.09792949,0.14360313,0.04567364,1.46639314
audjpy,d1,bear,300,5,atr_high,615,0.03641304,0.04878049,0.01236744,1.33964325
audnzd,d1,bear,300,5,atr_high,554,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,atr_high,454,0.00326087,0.00660793,0.00334706,2.02643172
eurgbp,d1,bear,300,5,atr_high,410,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,atr_high,568,0.09681030,0.11795775,0.02114745,1.21844216
eurusd,d1,bear,300,5,atr_high,532,0.01119194,0.01315789,0.00196595,1.17565789
gbpjpy,d1,bear,300,5,atr_high,546,0.15117581,0.19597070,0.04479488,1.29630986
gbpusd,d1,bear,300,5,atr_high,464,0.02741228,0.03879310,0.01138082,1.41517241
nzdusd,d1,bear,300,5,atr_high,448,0.00056022,0.00223214,0.00167192,3.98437500
usdcad,d1,bear,300,5,atr_high,525,0.00651820,0.01523810,0.00871990,2.33777778
usdchf,d1,bear,300,5,atr_high,531,0.01629549,0.03389831,0.01760281,2.08022599
usdjpy,d1,bear,300,5,atr_high,566,0.09792949,0.14310954,0.04518005,1.46135285
audjpy,d1,bear,300,5,atr_low,609,0.03641304,0.04597701,0.00956397,1.26265226
audnzd,d1,bear,300,5,atr_low,608,0.00162955,0.00164474,0.00001519,1.00932018
audusd,d1,bear,300,5,atr_low,731,0.00326087,0.00000000,-0.00326087,0.00000000
eurgbp,d1,bear,300,5,atr_low,746,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,atr_low,567,0.09681030,0.08289242,-0.01391788,0.85623554
eurusd,d1,bear,300,5,atr_low,684,0.01119194,0.00730994,-0.00388200,0.65314327
gbpjpy,d1,bear,300,5,atr_low,656,0.15117581,0.14939024,-0.00178557,0.98818880
gbpusd,d1,bear,300,5,atr_low,738,0.02741228,0.01897019,-0.00844209,0.69203252
nzdusd,d1,bear,300,5,atr_low,728,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,atr_low,718,0.00651820,0.00417827,-0.00233992,0.64101671
usdchf,d1,bear,300,5,atr_low,647,0.01629549,0.01236476,-0.00393073,0.75878413
usdjpy,d1,bear,300,5,atr_low,694,0.09792949,0.07636888,-0.02156061,0.77983532
audjpy,d1,bear,300,5,bb_below_mid,740,0.03641304,0.04594595,0.00953290,1.26179911
audnzd,d1,bear,300,5,bb_below_mid,850,0.00162955,0.00000000,-0.00162955,0.00000000
audusd,d1,bear,300,5,bb_below_mid,942,0.00326087,0.00424628,0.00098541,1.30219391
eurgbp,d1,bear,300,5,bb_below_mid,1005,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,bb_below_mid,692,0.09681030,0.11271676,0.01590647,1.16430552
eurusd,d1,bear,300,5,bb_below_mid,931,0.01119194,0.01181525,0.00062331,1.05569280
gbpjpy,d1,bear,300,5,bb_below_mid,687,0.15117581,0.19650655,0.04533074,1.29985444
