pair,timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
gbpusd,d1,bear,300,5,bb_below_mid,921,0.02741228,0.03040174,0.00298946,1.10905537
nzdusd,d1,bear,300,5,bb_below_mid,954,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,bb_below_mid,847,0.00651820,0.00472255,-0.00179565,0.72451791
usdchf,d1,bear,300,5,bb_below_mid,918,0.01629549,0.01960784,0.00331235,1.20326797
usdjpy,d1,bear,300,5,bb_below_mid,647,0.09792949,0.14374034,0.04581085,1.46779422
audjpy,d1,bear,300,5,bb_above_mid,1081,0.03641304,0.03052729,-0.00588575,0.83836138
audnzd,d1,bear,300,5,bb_above_mid,972,0.00162955,0.00308642,0.00145687,1.89403292
audusd,d1,bear,300,5,bb_above_mid,879,0.00326087,0.00227531,-0.00098556,0.69776261
eurgbp,d1,bear,300,5,bb_above_mid,816,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,bb_above_mid,1076,0.09681030,0.08828996,-0.00852033,0.91198938
eurusd,d1,bear,300,5,bb_above_mid,837,0.01119194,0.01075269,-0.00043925,0.96075269
gbpjpy,d1,bear,300,5,bb_above_mid,1080,0.15117581,0.12500000,-0.02617581,0.82685185
gbpusd,d1,bear,300,5,bb_above_mid,884,0.02741228,0.02488688,-0.00252540,0.90787330
nzdusd,d1,bear,300,5,bb_above_mid,812,0.00056022,0.00123153,0.00067130,2.19827586
usdcad,d1,bear,300,5,bb_above_mid,975,0.00651820,0.00820513,0.00168693,1.25880342
usdchf,d1,bear,300,5,bb_above_mid,904,0.01629549,0.01327434,-0.00302116,0.81460177
usdjpy,d1,bear,300,5,bb_above_mid,1121,0.09792949,0.07314897,-0.02478052,0.74695552
audjpy,d1,bear,300,5,body_ratio_gt60,657,0.03641304,0.03805175,0.00163871,1.04500329
audnzd,d1,bear,300,5,body_ratio_gt60,555,0.00162955,0.00180180,0.00017225,1.10570571
audusd,d1,bear,300,5,body_ratio_gt60,624,0.00326087,0.00320513,-0.00005574,0.98290598
eurgbp,d1,bear,300,5,body_ratio_gt60,554,0.00000000,0.00000000,0.00000000,
eurjpy,d1,bear,300,5,body_ratio_gt60,624,0.09681030,0.09294872,-0.00386158,0.96011190
eurusd,d1,bear,300,5,body_ratio_gt60,606,0.01119194,0.00990099,-0.00129095,0.88465347
gbpjpy,d1,bear,300,5,body_ratio_gt60,616,0.15117581,0.16558442,0.01440860,1.09531025
gbpusd,d1,bear,300,5,body_ratio_gt60,602,0.02741228,0.03986711,0.01245483,1.45435216
nzdusd,d1,bear,300,5,body_ratio_gt60,615,0.00056022,0.00000000,-0.00056022,0.00000000
usdcad,d1,bear,300,5,body_ratio_gt60,601,0.00651820,0.00831947,0.00180127,1.27634498
usdchf,d1,bear,300,5,body_ratio_gt60,646,0.01629549,0.02167183,0.00537634,1.32992776
usdjpy,d1,bear,300,5,body_ratio_gt60,660,0.09792949,0.11666667,0.01873718,1.19133333
audjpy,d1,bear,50,10,ema_stack_bull,1075,0.71739130,0.69860465,-0.01878665,0.97381254
audnzd,d1,bear,50,10,ema_stack_bull,912,0.54263987,0.56140351,0.01876364,1.03457844
audusd,d1,bear,50,10,ema_stack_bull,582,0.66250000,0.69072165,0.02822165,1.04259872
eurgbp,d1,bear,50,10,ema_stack_bull,483,0.50217391,0.59006211,0.08788820,1.17501546
eurjpy,d1,bear,50,10,ema_stack_bull,1152,0.75545607,0.76909722,0.01364115,1.01805684
eurusd,d1,bear,50,10,ema_stack_bull,596,0.71628428,0.76342282,0.04713854,1.06580983
gbpjpy,d1,bear,50,10,ema_stack_bull,1190,0.80291153,0.80588235,0.00297082,1.00370006
gbpusd,d1,bear,50,10,ema_stack_bull,762,0.76425439,0.74409449,-0.02015990,0.97362148
nzdusd,d1,bear,50,10,ema_stack_bull,395,0.67002801,0.76962025,0.09959224,1.14863892
usdcad,d1,bear,50,10,ema_stack_bull,848,0.68006518,0.77594340,0.09587821,1.14098386
usdchf,d1,bear,50,10,ema_stack_bull,673,0.63661054,0.65081724,0.01420670,1.02231615
usdjpy,d1,bear,50,10,ema_stack_bull,1169,0.71348629,0.68092387,-0.03256242,0.95436153
audjpy,d1,bear,50,10,ema_stack_bear,374,0.71739130,0.77540107,0.05800977,1.08086210
audnzd,d1,bear,50,10,ema_stack_bear,501,0.54263987,0.52095808,-0.02168179,0.96004388
audusd,d1,bear,50,10,ema_stack_bear,762,0.66250000,0.66666667,0.00416667,1.00628931
eurgbp,d1,bear,50,10,ema_stack_bear,861,0.50217391,0.43786295,-0.06431096,0.87193488
eurjpy,d1,bear,50,10,ema_stack_bear,209,0.75545607,0.63636364,-0.11909244,0.84235690
eurusd,d1,bear,50,10,ema_stack_bear,742,0.71628428,0.71293801,-0.00334627,0.99532829
gbpjpy,d1,bear,50,10,ema_stack_bear,147,0.80291153,0.78911565,-0.01379589,0.98281767
gbpusd,d1,bear,50,10,ema_stack_bear,564,0.76425439,0.74822695,-0.01602744,0.97902866
nzdusd,d1,bear,50,10,ema_stack_bear,868,0.67002801,0.60023041,-0.06979760,0.89582884
usdcad,d1,bear,50,10,ema_stack_bear,475,0.68006518,0.60631579,-0.07374939,0.89155541
usdchf,d1,bear,50,10,ema_stack_bear,672,0.63661054,0.65178571,0.01517518,1.02383746
usdjpy,d1,bear,50,10,ema_stack_bear,223,0.71348629,0.78026906,0.06678277,1.09360063
audjpy,d1,bear,50,10,price_above_ema20,1107,0.71739130,0.73351400,0.01612270,1.02247406
audnzd,d1,bear,50,10,price_above_ema20,1033,0.54263987,0.53146176,-0.01117811,0.97940050
audusd,d1,bear,50,10,price_above_ema20,906,0.66250000,0.66556291,0.00306291,1.00462327
eurgbp,d1,bear,50,10,price_above_ema20,816,0.50217391,0.58210784,0.07993393,1.15917579
eurjpy,d1,bear,50,10,price_above_ema20,1119,0.75545607,0.77658624,0.02113017,1.02797008
eurusd,d1,bear,50,10,price_above_ema20,832,0.71628428,0.71514423,-0.00114004,0.99840839
gbpjpy,d1,bear,50,10,price_above_ema20,1138,0.80291153,0.81546573,0.01255420,1.01563584
gbpusd,d1,bear,50,10,price_above_ema20,910,0.76425439,0.74505495,-0.01919944,0.97487821
nzdusd,d1,bear,50,10,price_above_ema20,814,0.67002801,0.70147420,0.03144619,1.04693265
usdcad,d1,bear,50,10,price_above_ema20,992,0.68006518,0.67943548,-0.00062970,0.99907406
usdchf,d1,bear,50,10,price_above_ema20,905,0.63661054,0.62762431,-0.00898623,0.98588426
usdjpy,d1,bear,50,10,price_above_ema20,1155,0.71348629,0.69870130,-0.01478499,0.97927782
audjpy,d1,bear,50,10,price_above_200,1324,0.71739130,0.70241692,-0.01497439,0.97912661
audnzd,d1,bear,50,10,price_above_200,1181,0.54263987,0.53852667,-0.00411320,0.99242002
audusd,d1,bear,50,10,price_above_200,829,0.66250000,0.65862485,-0.00387515,0.99415072
eurgbp,d1,bear,50,10,price_above_200,709,0.50217391,0.58392102,0.08174710,1.16278644
eurjpy,d1,bear,50,10,price_above_200,1425,0.75545607,0.76561404,0.01015796,1.01344613
eurusd,d1,bear,50,10,price_above_200,863,0.71628428,0.71958285,0.00329858,1.00460512
gbpjpy,d1,bear,50,10,price_above_200,1493,0.80291153,0.81044876,0.00753723,1.00938737
gbpusd,d1,bear,50,10,price_above_200,1046,0.76425439,0.76386233,-0.00039205,0.99948701
nzdusd,d1,bear,50,10,price_above_200,647,0.67002801,0.78052550,0.11049749,1.16491473
usdcad,d1,bear,50,10,price_above_200,1148,0.68006518,0.71254355,0.03247837,1.04775773
usdchf,d1,bear,50,10,price_above_200,861,0.63661054,0.65389082,0.01728029,1.02714420
usdjpy,d1,bear,50,10,price_above_200,1391,0.71348629,0.69518332,-0.01830297,0.97434713
audjpy,d1,bear,50,10,rsi_lt30,55,0.71739130,0.67272727,-0.04466403,0.93774105
audnzd,d1,bear,50,10,rsi_lt30,84,0.54263987,0.52380952,-0.01883035,0.96529863
audusd,d1,bear,50,10,rsi_lt30,84,0.66250000,0.53571429,-0.12678571,0.80862534
eurusd,d1,bear,50,10,rsi_lt30,81,0.71628428,0.59259259,-0.12369168,0.82731481
gbpjpy,d1,bear,50,10,rsi_lt30,51,0.80291153,0.78431373,-0.01859781,0.97683704
gbpusd,d1,bear,50,10,rsi_lt30,83,0.76425439,0.77108434,0.00682995,1.00893675
nzdusd,d1,bear,50,10,rsi_lt30,83,0.67002801,0.51807229,-0.15195572,0.77320990
usdcad,d1,bear,50,10,rsi_lt30,85,0.68006518,0.58823529,-0.09182989,0.86496899
usdchf,d1,bear,50,10,rsi_lt30,77,0.63661054,0.59740260,-0.03920794,0.93841142
audjpy,d1,bear,50,10,rsi_30_45,367,0.71739130,0.69482289,-0.02256842,0.96854100
audnzd,d1,bear,50,10,rsi_30_45,472,0.54263987,0.59110169,0.04846183,1.08930753
audusd,d1,bear,50,10,rsi_30_45,565,0.66250000,0.68495575,0.02245575,1.03389548
eurgbp,d1,bear,50,10,rsi_30_45,629,0.50217391,0.37360890,-0.12856501,0.74398310
eurjpy,d1,bear,50,10,rsi_30_45,346,0.75545607,0.73699422,-0.01846185,0.97556198
eurusd,d1,bear,50,10,rsi_30_45,605,0.71628428,0.72231405,0.00602977,1.00841813
gbpjpy,d1,bear,50,10,rsi_30_45,342,0.80291153,0.75146199,-0.05144955,0.93592128
gbpusd,d1,bear,50,10,rsi_30_45,556,0.76425439,0.75719424,-0.00706014,0.99076205
nzdusd,d1,bear,50,10,rsi_30_45,636,0.67002801,0.65094340,-0.01908461,0.97151669
usdcad,d1,bear,50,10,rsi_30_45,461,0.68006518,0.67245119,-0.00761399,0.98880403
usdchf,d1,bear,50,10,rsi_30_45,593,0.63661054,0.65261383,0.01600329,1.02513827
usdjpy,d1,bear,50,10,rsi_30_45,365,0.71348629,0.78082192,0.06733563,1.09437550
audjpy,d1,bear,50,10,rsi_45_55,644,0.71739130,0.70962733,-0.00776398,0.98917749
audnzd,d1,bear,50,10,rsi_45_55,516,0.54263987,0.51356589,-0.02907398,0.94642123
audusd,d1,bear,50,10,rsi_45_55,576,0.66250000,0.64930556,-0.01319444,0.98008386
eurgbp,d1,bear,50,10,rsi_45_55,644,0.50217391,0.51708075,0.01490683,1.02968460
eurjpy,d1,bear,50,10,rsi_45_55,537,0.75545607,0.72253259,-0.03292348,0.95641906
eurusd,d1,bear,50,10,rsi_45_55,502,0.71628428,0.73505976,0.01877549,1.02621234
gbpjpy,d1,bear,50,10,rsi_45_55,528,0.80291153,0.79734848,-0.00556305,0.99307140
gbpusd,d1,bear,50,10,rsi_45_55,541,0.76425439,0.78003697,0.01578258,1.02065095
nzdusd,d1,bear,50,10,rsi_45_55,519,0.67002801,0.67630058,0.00627257,1.00936165
usdcad,d1,bear,50,10,rsi_45_55,583,0.68006518,0.68096055,0.00089537,1.00131659
usdchf,d1,bear,50,10,rsi_45_55,535,0.63661054,0.62429907,-0.01231147,0.98066090
usdjpy,d1,bear,50,10,rsi_45_55,442,0.71348629,0.67420814,-0.03927815,0.94494898
audjpy,d1,bear,50,10,rsi_55_70,653,0.71739130,0.73200613,0.01461482,1.02037218
audnzd,d1,bear,50,10,rsi_55_70,602,0.54263987,0.53488372,-0.00775615,0.98570664
audusd,d1,bear,50,10,rsi_55_70,556,0.66250000,0.66007194,-0.00242806,0.99633501
eurgbp,d1,bear,50,10,rsi_55_70,461,0.50217391,0.61605206,0.11387815,1.22677034
eurjpy,d1,bear,50,10,rsi_55_70,730,0.75545607,0.76575342,0.01029735,1.01363064
eurusd,d1,bear,50,10,rsi_55_70,523,0.71628428,0.69407266,-0.02221162,0.96899050
gbpjpy,d1,bear,50,10,rsi_55_70,733,0.80291153,0.82537517,0.02246364,1.02797772
gbpusd,d1,bear,50,10,rsi_55_70,573,0.76425439,0.74345550,-0.02079889,0.97278539
nzdusd,d1,bear,50,10,rsi_55_70,501,0.67002801,0.70059880,0.03057079,1.04562614
usdcad,d1,bear,50,10,rsi_55_70,561,0.68006518,0.69162210,0.01155692,1.01699384
usdchf,d1,bear,50,10,rsi_55_70,534,0.63661054,0.64794007,0.01132954,1.01779665
usdjpy,d1,bear,50,10,rsi_55_70,742,0.71348629,0.70080863,-0.01267766,0.98223138
audjpy,d1,bear,50,10,rsi_gt70,107,0.71739130,0.75700935,0.03961804,1.05522515
audnzd,d1,bear,50,10,rsi_gt70,153,0.54263987,0.58169935,0.03905948,1.07198048
eurgbp,d1,bear,50,10,rsi_gt70,54,0.50217391,0.79629630,0.29412238,1.58569825
eurjpy,d1,bear,50,10,rsi_gt70,117,0.75545607,0.90598291,0.15052683,1.19925293
eurusd,d1,bear,50,10,rsi_gt70,62,0.71628428,0.83870968,0.12242540,1.17091734
gbpjpy,d1,bear,50,10,rsi_gt70,118,0.80291153,0.87288136,0.06996982,1.08714512
gbpusd,d1,bear,50,10,rsi_gt70,57,0.76425439,0.85964912,0.09539474,1.12482066
usdcad,d1,bear,50,10,rsi_gt70,137,0.68006518,0.68613139,0.00606620,1.00892003
usdchf,d1,bear,50,10,rsi_gt70,88,0.63661054,0.60227273,-0.03433781,0.94606151
usdjpy,d1,bear,50,10,rsi_gt70,181,0.71348629,0.74033149,0.02684520,1.03762539
audjpy,d1,bear,50,10,macd_hist_pos,937,0.71739130,0.73212380,0.01473250,1.02053621
audnzd,d1,bear,50,10,macd_hist_pos,923,0.54263987,0.53629469,-0.00634518,0.98830683
audusd,d1,bear,50,10,macd_hist_pos,921,0.66250000,0.64386536,-0.01863464,0.97187225
eurgbp,d1,bear,50,10,macd_hist_pos,902,0.50217391,0.54988914,0.04771522,1.09501733
eurjpy,d1,bear,50,10,macd_hist_pos,928,0.75545607,0.76616379,0.01070772,1.01417385
eurusd,d1,bear,50,10,macd_hist_pos,890,0.71628428,0.70561798,-0.01066630,0.98510885
gbpjpy,d1,bear,50,10,macd_hist_pos,929,0.80291153,0.81485468,0.01194315,1.01487480
gbpusd,d1,bear,50,10,macd_hist_pos,885,0.76425439,0.74689266,-0.01736173,0.97728279
nzdusd,d1,bear,50,10,macd_hist_pos,908,0.67002801,0.67180617,0.00177816,1.00265385
usdcad,d1,bear,50,10,macd_hist_pos,924,0.68006518,0.65259740,-0.02746778,0.95961008
usdchf,d1,bear,50,10,macd_hist_pos,968,0.63661054,0.62913223,-0.00747831,0.98825293
usdjpy,d1,bear,50,10,macd_hist_pos,907,0.71348629,0.71223815,-0.00124814,0.99825064
audjpy,d1,bear,50,10,adx_gt25,595,0.71739130,0.76806723,0.05067592,1.07063916
audnzd,d1,bear,50,10,adx_gt25,705,0.54263987,0.55886525,0.01622538,1.02990082
audusd,d1,bear,50,10,adx_gt25,437,0.66250000,0.72540046,0.06290046,1.09494409
eurgbp,d1,bear,50,10,adx_gt25,595,0.50217391,0.57815126,0.07597735,1.15129688
eurjpy,d1,bear,50,10,adx_gt25,646,0.75545607,0.77089783,0.01544176,1.02044032
eurusd,d1,bear,50,10,adx_gt25,822,0.71628428,0.71289538,-0.00338890,0.99526878
gbpjpy,d1,bear,50,10,adx_gt25,649,0.80291153,0.80277350,-0.00013804,0.99982808
gbpusd,d1,bear,50,10,adx_gt25,698,0.76425439,0.77936963,0.01511524,1.01977776
nzdusd,d1,bear,50,10,adx_gt25,570,0.67002801,0.68771930,0.01769129,1.02640380
usdcad,d1,bear,50,10,adx_gt25,649,0.68006518,0.67180277,-0.00826241,0.98785056
usdchf,d1,bear,50,10,adx_gt25,725,0.63661054,0.67586207,0.03925153,1.06165706
usdjpy,d1,bear,50,10,adx_gt25,817,0.71348629,0.77845777,0.06497148,1.09106199
audjpy,d1,bear,50,10,pdi_gt_mdi,1077,0.71739130,0.73259053,0.01519922,1.02118680
audnzd,d1,bear,50,10,pdi_gt_mdi,1095,0.54263987,0.54246575,-0.00017412,0.99967913
audusd,d1,bear,50,10,pdi_gt_mdi,917,0.66250000,0.68702290,0.02452290,1.03701570
eurgbp,d1,bear,50,10,pdi_gt_mdi,969,0.50217391,0.59029928,0.08812536,1.17548774
eurjpy,d1,bear,50,10,pdi_gt_mdi,1027,0.75545607,0.77117819,0.01572212,1.02081142
eurusd,d1,bear,50,10,pdi_gt_mdi,906,0.71628428,0.70419426,-0.01209001,0.98312121
gbpjpy,d1,bear,50,10,pdi_gt_mdi,1055,0.80291153,0.81611374,0.01320221,1.01644292
gbpusd,d1,bear,50,10,pdi_gt_mdi,950,0.76425439,0.74210526,-0.02214912,0.97101865
nzdusd,d1,bear,50,10,pdi_gt_mdi,893,0.67002801,0.69428891,0.02426090,1.03620879
usdcad,d1,bear,50,10,pdi_gt_mdi,1083,0.68006518,0.68513389,0.00506871,1.00745326
usdchf,d1,bear,50,10,pdi_gt_mdi,920,0.63661054,0.63478261,-0.00182793,0.99712865
usdjpy,d1,bear,50,10,pdi_gt_mdi,1008,0.71348629,0.70535714,-0.00812915,0.98860644
audjpy,d1,bear,50,10,mdi_gt_pdi,750,0.71739130,0.69333333,-0.02405797,0.96646465
audnzd,d1,bear,50,10,mdi_gt_pdi,733,0.54263987,0.55252387,0.00988400,1.01821467
audusd,d1,bear,50,10,mdi_gt_pdi,910,0.66250000,0.63516484,-0.02733516,0.95873937
eurgbp,d1,bear,50,10,mdi_gt_pdi,858,0.50217391,0.39510490,-0.10706902,0.78678897
eurjpy,d1,bear,50,10,mdi_gt_pdi,747,0.75545607,0.73226238,-0.02319369,0.96929843
eurusd,d1,bear,50,10,mdi_gt_pdi,868,0.71628428,0.72695853,0.01067425,1.01490225
gbpjpy,d1,bear,50,10,mdi_gt_pdi,718,0.80291153,0.78690808,-0.01600346,0.98006822
gbpusd,d1,bear,50,10,mdi_gt_pdi,861,0.76425439,0.78629501,0.02204062,1.02883938
nzdusd,d1,bear,50,10,mdi_gt_pdi,879,0.67002801,0.64391354,-0.02611447,0.96102480
usdcad,d1,bear,50,10,mdi_gt_pdi,745,0.68006518,0.66845638,-0.01160881,0.98292986
usdchf,d1,bear,50,10,mdi_gt_pdi,908,0.63661054,0.64207048,0.00545995,1.00857659
usdjpy,d1,bear,50,10,mdi_gt_pdi,766,0.71348629,0.72845953,0.01497324,1.02098602
audjpy,d1,bear,50,10,atr_high,615,0.71739130,0.72520325,0.00781195,1.01088938
audnzd,d1,bear,50,10,atr_high,554,0.54263987,0.54332130,0.00068143,1.00125577
audusd,d1,bear,50,10,atr_high,454,0.66250000,0.64317181,-0.01932819,0.97082537
eurgbp,d1,bear,50,10,atr_high,410,0.50217391,0.60975610,0.10758218,1.21423292
eurjpy,d1,bear,50,10,atr_high,568,0.75545607,0.77112676,0.01567069,1.02074335
eurusd,d1,bear,50,10,atr_high,532,0.71628428,0.76879699,0.05251272,1.07331268
gbpjpy,d1,bear,50,10,atr_high,546,0.80291153,0.78754579,-0.01536575,0.98086247
gbpusd,d1,bear,50,10,atr_high,464,0.76425439,0.77586207,0.01160768,1.01518825
nzdusd,d1,bear,50,10,atr_high,448,0.67002801,0.69642857,0.02640056,1.03940217
usdcad,d1,bear,50,10,atr_high,525,0.68006518,0.72952381,0.04945863,1.07272630
usdchf,d1,bear,50,10,atr_high,531,0.63661054,0.62523540,-0.01137513,0.98213172
usdjpy,d1,bear,50,10,atr_high,566,0.71348629,0.74028269,0.02679640,1.03755699
audjpy,d1,bear,50,10,atr_low,609,0.71739130,0.72742200,0.01003070,1.01398219
audnzd,d1,bear,50,10,atr_low,608,0.54263987,0.54440789,0.00176803,1.00325819
audusd,d1,bear,50,10,atr_low,731,0.66250000,0.64842681,-0.01407319,0.97875745
eurgbp,d1,bear,50,10,atr_low,746,0.50217391,0.40348525,-0.09868866,0.80347713
eurjpy,d1,bear,50,10,atr_low,567,0.75545607,0.73721340,-0.01824267,0.97585211
eurusd,d1,bear,50,10,atr_low,684,0.71628428,0.69005848,-0.02622580,0.96338633
gbpjpy,d1,bear,50,10,atr_low,656,0.80291153,0.83079268,0.02788115,1.03472506
gbpusd,d1,bear,50,10,atr_low,738,0.76425439,0.75067751,-0.01357688,0.98223513
nzdusd,d1,bear,50,10,atr_low,728,0.67002801,0.65247253,-0.01755548,0.97379888
usdcad,d1,bear,50,10,atr_low,718,0.68006518,0.60863510,-0.07143008,0.89496583
usdchf,d1,bear,50,10,atr_low,647,0.63661054,0.64760433,0.01099379,1.01726926
usdjpy,d1,bear,50,10,atr_low,694,0.71348629,0.71325648,-0.00022981,0.99967791
audjpy,d1,bear,50,10,bb_below_mid,740,0.71739130,0.70000000,-0.01739130,0.97575758
audnzd,d1,bear,50,10,bb_below_mid,850,0.54263987,0.56705882,0.02441895,1.04500029
audusd,d1,bear,50,10,bb_below_mid,942,0.66250000,0.65392781,-0.00857219,0.98706085
eurgbp,d1,bear,50,10,bb_below_mid,1005,0.50217391,0.42388060,-0.07829332,0.84409123
eurjpy,d1,bear,50,10,bb_below_mid,692,0.75545607,0.73699422,-0.01846185,0.97556198
eurusd,d1,bear,50,10,bb_below_mid,931,0.71628428,0.71106337,-0.00522090,0.99271113
gbpjpy,d1,bear,50,10,bb_below_mid,687,0.80291153,0.78457060,-0.01834094,0.97715696
gbpusd,d1,bear,50,10,bb_below_mid,921,0.76425439,0.77958740,0.01533302,1.02006272
nzdusd,d1,bear,50,10,bb_below_mid,954,0.67002801,0.65199161,-0.01803640,0.97308113
usdcad,d1,bear,50,10,bb_below_mid,847,0.68006518,0.69303424,0.01296906,1.01907031
usdchf,d1,bear,50,10,bb_below_mid,918,0.63661054,0.65468410,0.01807356,1.02839029
usdjpy,d1,bear,50,10,bb_below_mid,647,0.71348629,0.74806801,0.03458172,1.04846865
audjpy,d1,bear,50,10,bb_above_mid,1081,0.71739130,0.72987974,0.01248844,1.01740812
audnzd,d1,bear,50,10,bb_above_mid,972,0.54263987,0.52674897,-0.01589090,0.97071557
audusd,d1,bear,50,10,bb_above_mid,879,0.66250000,0.66666667,0.00416667,1.00628931
eurgbp,d1,bear,50,10,bb_above_mid,816,0.50217391,0.58700980,0.08483589,1.16893727
eurjpy,d1,bear,50,10,bb_above_mid,1076,0.75545607,0.76765799,0.01220192,1.01615173
eurusd,d1,bear,50,10,bb_above_mid,837,0.71628428,0.71923536,0.00295109,1.00412000
gbpjpy,d1,bear,50,10,bb_above_mid,1080,0.80291153,0.81759259,0.01468106,1.01828478
gbpusd,d1,bear,50,10,bb_above_mid,884,0.76425439,0.74660633,-0.01764805,0.97690815
nzdusd,d1,bear,50,10,bb_above_mid,812,0.67002801,0.68965517,0.01962716,1.02929305
usdcad,d1,bear,50,10,bb_above_mid,975,0.68006518,0.66769231,-0.01237287,0.98180634
usdchf,d1,bear,50,10,bb_above_mid,904,0.63661054,0.62389381,-0.01271673,0.98002431
usdjpy,d1,bear,50,10,bb_above_mid,1121,0.71348629,0.69937556,-0.01411073,0.98022284
audjpy,d1,bear,50,10,body_ratio_gt60,657,0.71739130,0.71993912,0.00254781,1.00355150
audnzd,d1,bear,50,10,body_ratio_gt60,555,0.54263987,0.53693694,-0.00570293,0.98949039
audusd,d1,bear,50,10,body_ratio_gt60,624,0.66250000,0.65865385,-0.00384615,0.99419448
eurgbp,d1,bear,50,10,body_ratio_gt60,554,0.50217391,0.51444043,0.01226652,1.02442684
eurjpy,d1,bear,50,10,body_ratio_gt60,624,0.75545607,0.76762821,0.01217213,1.01611230
eurusd,d1,bear,50,10,body_ratio_gt60,606,0.71628428,0.71122112,-0.00506315,0.99293136
gbpjpy,d1,bear,50,10,body_ratio_gt60,616,0.80291153,0.82467532,0.02176379,1.02710609
gbpusd,d1,bear,50,10,body_ratio_gt60,602,0.76425439,0.75249169,-0.01176269,0.98460893
nzdusd,d1,bear,50,10,body_ratio_gt60,615,0.67002801,0.66341463,-0.00661338,0.99012970
usdcad,d1,bear,50,10,body_ratio_gt60,601,0.68006518,0.69550749,0.01544231,1.02270710
usdchf,d1,bear,50,10,body_ratio_gt60,646,0.63661054,0.65479876,0.01818822,1.02857041
usdjpy,d1,bear,50,10,body_ratio_gt60,660,0.71348629,0.74242424,0.02893795,1.04055853
audjpy,d1,bear,100,10,ema_stack_bull,1075,0.50434783,0.48372093,-0.02062690,0.95910184
audnzd,d1,bear,100,10,ema_stack_bull,912,0.25909832,0.26096491,0.00186660,1.00720420
audusd,d1,bear,100,10,ema_stack_bull,582,0.39510870,0.40893471,0.01382601,1.03499293
eurgbp,d1,bear,100,10,ema_stack_bull,483,0.16413043,0.25465839,0.09052795,1.55156102
eurjpy,d1,bear,100,10,ema_stack_bull,1152,0.57750420,0.59375000,0.01624580,1.02813106
eurusd,d1,bear,100,10,ema_stack_bull,596,0.45886961,0.49496644,0.03609683,1.07866468
gbpjpy,d1,bear,100,10,ema_stack_bull,1190,0.63829787,0.64705882,0.00876095,1.01372549
gbpusd,d1,bear,100,10,ema_stack_bull,762,0.55537281,0.50918635,-0.04618646,0.91683702
nzdusd,d1,bear,100,10,ema_stack_bull,395,0.38151261,0.49367089,0.11215828,1.29398316
usdcad,d1,bear,100,10,ema_stack_bull,848,0.44866920,0.54952830,0.10085910,1.22479613
usdchf,d1,bear,100,10,ema_stack_bull,673,0.38022814,0.39524517,0.01501703,1.03949480
usdjpy,d1,bear,100,10,ema_stack_bull,1169,0.53553442,0.49101796,-0.04451645,0.91687471
audjpy,d1,bear,100,10,ema_stack_bear,374,0.50434783,0.59625668,0.09190886,1.18223308
audnzd,d1,bear,100,10,ema_stack_bear,501,0.25909832,0.23752495,-0.02157337,0.91673676
audusd,d1,bear,100,10,ema_stack_bear,762,0.39510870,0.40026247,0.00515377,1.01304393
eurgbp,d1,bear,100,10,ema_stack_bear,861,0.16413043,0.11730546,-0.04682498,0.71470876
eurjpy,d1,bear,100,10,ema_stack_bear,209,0.57750420,0.42583732,-0.15166688,0.73737528
eurusd,d1,bear,100,10,ema_stack_bear,742,0.45886961,0.46630728,0.00743766,1.01620866
gbpjpy,d1,bear,100,10,ema_stack_bear,147,0.63829787,0.63945578,0.00115791,1.00181406
gbpusd,d1,bear,100,10,ema_stack_bear,564,0.55537281,0.56382979,0.00845698,1.01522757
nzdusd,d1,bear,100,10,ema_stack_bear,868,0.38151261,0.30645161,-0.07506099,0.80325423
usdcad,d1,bear,100,10,ema_stack_bear,475,0.44866920,0.38736842,-0.06130078,0.86337199
usdchf,d1,bear,100,10,ema_stack_bear,672,0.38022814,0.38839286,0.00816472,1.02147321
usdjpy,d1,bear,100,10,ema_stack_bear,223,0.53553442,0.64573991,0.11020550,1.20578602
audjpy,d1,bear,100,10,price_above_ema20,1107,0.50434783,0.50677507,0.00242724,1.00481263
audnzd,d1,bear,100,10,price_above_ema20,1033,0.25909832,0.25653437,-0.00256395,0.99010433
audusd,d1,bear,100,10,price_above_ema20,906,0.39510870,0.39955850,0.00444980,1.01126223
eurgbp,d1,bear,100,10,price_above_ema20,816,0.16413043,0.21446078,0.05033035,1.30664849
eurjpy,d1,bear,100,10,price_above_ema20,1119,0.57750420,0.59785523,0.02035103,1.03523962
eurusd,d1,bear,100,10,price_above_ema20,832,0.45886961,0.45913462,0.00026500,1.00057751
gbpjpy,d1,bear,100,10,price_above_ema20,1138,0.63829787,0.65289982,0.01460195,1.02287639
gbpusd,d1,bear,100,10,price_above_ema20,910,0.55537281,0.52197802,-0.03339479,0.93986961
nzdusd,d1,bear,100,10,price_above_ema20,814,0.38151261,0.39189189,0.01037929,1.02720562
usdcad,d1,bear,100,10,price_above_ema20,992,0.44866920,0.45362903,0.00495983,1.01105454
