timeframe,direction,target_pips,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_positive_lift,oos_pair_positive_share,oos_min_pair_lift,oos_median_pair_lift,oos_recomputed_samples,oos_recomputed_hit_rate,oos_wilson95_lower
d1,bull,200,price20+di+volatility,407,91,65,1.39951115,0.52851910,1.76615385,7,4,0.57142857,0.00000000,1.48000000,65,0.10769231,0.05315422
d1,bull,200,trend+di+volatility+bb,243,0,0,1.39644769,,,3,3,1.00000000,1.45454545,2.62500000,38,0.15789474,0.07443863
d1,bull,200,macd+adx+volatility+bb,217,0,0,1.39621786,,,3,3,1.00000000,1.33333333,3.00000000,30,0.10000000,0.03459989
d1,bull,200,trend+price200+macd,687,159,121,1.39361646,0.90745732,1.35537190,8,3,0.37500000,0.00000000,0.72727273,121,0.08264463,0.04550905
d1,bull,200,trend+price20+macd+adx,305,63,0,1.39072454,0.76341648,,4,2,0.50000000,0.80000000,2.33333333,48,0.08333333,0.03288376
d1,bull,200,momentum+macd+bb+body,340,79,51,1.39014020,0.45660036,1.28627451,5,2,0.40000000,0.00000000,0.50000000,51,0.07843137,0.03092220
d1,bull,200,trend+macd,689,159,121,1.38957113,0.90745732,1.35537190,8,3,0.37500000,0.00000000,0.72727273,121,0.08264463,0.04550905
d1,bull,200,price20+price200+macd+volatility,288,52,51,1.38865501,0.46245421,2.25098039,3,3,1.00000000,1.60000000,2.62500000,51,0.13725490,0.06811102
d1,bull,200,rsi_extreme,96,0,0,1.38865501,,,0,0,,,,8,0.00000000,0.00000000
d1,bull,200,trend+macd+adx+bb,306,63,0,1.38617969,0.76341648,,4,2,0.50000000,0.80000000,2.33333333,48,0.08333333,0.03288376
d1,bull,200,momentum+macd+volatility,350,72,58,1.38504811,0.83498677,2.54482759,9,5,0.55555556,0.00000000,2.00000000,58,0.15517241,0.08384492
d1,bull,200,trend+momentum+macd+di,474,112,85,1.38066505,0.96619898,1.54352941,8,3,0.37500000,0.00000000,0.88888889,85,0.09411765,0.04846506
d1,bull,200,trend+macd+di+body,256,52,0,1.37287484,0.69368132,,3,1,0.33333333,0.00000000,0.88888889,36,0.11111111,0.04406640
d1,bull,200,trend+macd+adx,310,63,0,1.36829350,0.76341648,,4,2,0.50000000,0.80000000,2.33333333,49,0.10204082,0.04437955
d1,bull,200,trend+price200+macd+adx,310,63,0,1.36829350,0.76341648,,4,2,0.50000000,0.80000000,2.33333333,49,0.10204082,0.04437955
d1,bull,200,trend+macd+bb+body,257,52,0,1.36753291,0.69368132,,3,1,0.33333333,0.00000000,0.88888889,38,0.07894737,0.02721460
d1,bull,200,trend+price20+adx+volatility,160,0,0,1.36340674,,,3,3,1.00000000,1.00000000,3.00000000,29,0.10344828,0.03581489
d1,bull,200,momentum+di+volatility+bb,330,69,51,1.35881614,0.69703244,1.92941176,5,2,0.40000000,0.00000000,1.77777778,51,0.11764706,0.05505074
d1,bull,300,trend+macd+adx+volatility,126,0,0,2.71152131,,,3,0,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000
d1,bull,300,trend+macd+volatility+bb,216,0,0,2.31174573,,,4,1,0.25000000,3.20000000,3.20000000,37,0.05405405,0.01495098
d1,bull,300,price200+macd+adx+volatility,162,0,0,2.27118879,,,3,0,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000
d1,bull,300,trend+price200+macd+volatility,221,0,0,2.25944379,,,4,1,0.25000000,3.20000000,3.20000000,39,0.05128205,0.01417796
d1,bull,300,trend+macd+volatility,222,0,0,2.24926612,,,4,1,0.25000000,3.20000000,3.20000000,39,0.05128205,0.01417796
d1,bull,300,trend+adx+volatility+bb,153,0,0,2.23301755,,,3,0,0.00000000,0.00000000,0.00000000,26,0.00000000,0.00000000
d1,bull,300,trend+price20+macd+volatility,212,0,0,2.23139707,,,3,1,0.33333333,3.20000000,3.20000000,34,0.05882353,0.01628266
d1,bull,300,trend+macd+di+volatility,208,0,0,2.14795808,,,3,1,0.33333333,3.20000000,3.20000000,36,0.05555556,0.01536999
d1,bull,300,trend+price20+adx+volatility,160,0,0,2.13532303,,,3,0,0.00000000,0.00000000,0.00000000,29,0.03448276,0.00611321
d1,bull,300,price200+macd+volatility,305,54,57,1.98183828,1.10021786,2.46616541,6,3,0.50000000,3.20000000,3.40000000,57,0.05263158,0.01806030
d1,bull,300,price200+macd+volatility+bb,295,54,53,1.95993144,1.10021786,1.76819407,5,2,0.40000000,3.20000000,3.30000000,53,0.03773585,0.01041029
d1,bull,300,price20+price200+macd+volatility,288,52,51,1.91631554,1.14253394,2.75630252,3,1,0.33333333,3.20000000,3.20000000,51,0.05882353,0.02020664
d1,bull,300,rsi_extreme,96,0,0,1.91631554,,,0,0,,,,8,0.00000000,0.00000000
d1,bull,300,price20+macd+di+volatility,358,77,58,1.90866863,1.15737204,2.42364532,5,1,0.20000000,3.20000000,3.20000000,58,0.05172414,0.01774613
d1,bull,300,trend+volatility+bb,264,0,0,1.89142833,,,4,1,0.25000000,2.90909091,2.90909091,40,0.05000000,0.01382067
d1,bull,300,trend+price200+volatility+bb,264,0,0,1.89142833,,,4,1,0.25000000,2.90909091,2.90909091,40,0.05000000,0.01382067
d1,bull,300,price200+macd+di+volatility,279,53,52,1.88393540,0.56048835,2.70329670,3,1,0.33333333,3.20000000,3.20000000,52,0.05769231,0.01981417
d1,bull,300,macd+di+volatility+bb,369,78,58,1.85177065,1.14253394,1.61576355,5,1,0.20000000,3.20000000,3.20000000,58,0.03448276,0.00950793
d1,bull,300,trend+price20+volatility+bb,257,0,0,1.84068552,,,3,1,0.33333333,2.90909091,2.90909091,37,0.05405405,0.01495098
d1,bull,300,trend+di+volatility+bb,243,0,0,1.83858140,,,3,1,0.33333333,2.90909091,2.90909091,38,0.05263158,0.01455421
d1,bull,300,trend+adx+di+volatility,172,0,0,1.83355108,,,3,0,0.00000000,0.00000000,0.00000000,32,0.03125000,0.00553786
d1,bull,300,trend+momentum+macd+volatility,158,0,0,1.82968283,,,4,1,0.25000000,4.00000000,4.00000000,31,0.06451613,0.01787478
d1,bull,300,price20+macd+volatility+bb,389,83,58,1.82412409,1.43160879,1.61576355,5,1,0.20000000,3.20000000,3.20000000,58,0.03448276,0.00950793
d1,bull,300,price20+macd+volatility,390,84,59,1.81944685,1.41456583,2.38256659,5,1,0.20000000,3.20000000,3.20000000,59,0.05084746,0.01744272
d1,bull,300,price200+adx+volatility+bb,188,0,0,1.81729620,,,3,0,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000
d1,bull,300,macd+di+volatility,378,79,62,1.80768088,1.12807148,2.26728111,5,1,0.20000000,3.20000000,3.20000000,62,0.04838710,0.01659169
d1,bull,300,macd+volatility+bb,424,86,61,1.79751431,1.38166895,1.53629977,7,2,0.28571429,3.20000000,3.30000000,61,0.03278689,0.00903789
d1,bull,300,trend+price20+di+volatility,249,0,0,1.79427824,,,3,1,0.33333333,2.66666667,2.66666667,41,0.07317073,0.02519783
d1,bull,300,price20+price200+adx+volatility,195,0,0,1.75205993,,,3,0,0.00000000,0.00000000,0.00000000,35,0.02857143,0.00506149
d1,bull,300,trend+price20+volatility,272,0,0,1.73917713,,,3,1,0.33333333,2.66666667,2.66666667,41,0.07317073,0.02519783
d1,bull,300,trend+price20+price200+volatility,272,0,0,1.73917713,,,3,1,0.33333333,2.66666667,2.66666667,41,0.07317073,0.02519783
d1,bull,300,price20+di+volatility+bb,396,83,60,1.72551356,1.07370659,1.56190476,5,1,0.20000000,2.90909091,2.90909091,60,0.03333333,0.00918932
d1,bull,300,trend+price20+macd+adx,305,63,0,1.72333763,1.41456583,,4,0,0.00000000,0.00000000,0.00000000,48,0.00000000,0.00000000
d1,bull,300,trend+macd+adx+bb,306,63,0,1.71770581,1.41456583,,4,0,0.00000000,0.00000000,0.00000000,48,0.00000000,0.00000000
d1,bull,300,price20+macd+adx+volatility,199,0,0,1.71684264,,,3,0,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000
d1,bull,300,macd+adx+di+volatility,185,0,0,1.70470695,,,3,0,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000
d1,bull,300,trend+macd+adx,310,63,0,1.69554186,1.41456583,,4,0,0.00000000,0.00000000,0.00000000,49,0.00000000,0.00000000
d1,bull,300,trend+price200+macd+adx,310,63,0,1.69554186,1.41456583,,4,0,0.00000000,0.00000000,0.00000000,49,0.00000000,0.00000000
d1,bull,300,price200+volatility+bb,344,61,56,1.68075516,0.97396336,1.67346939,5,2,0.40000000,2.90909091,3.15454545,56,0.03571429,0.00984943
d1,bull,300,price20+di+volatility,407,91,65,1.67887806,0.97931480,2.88351648,7,2,0.28571429,0.00000000,2.66666667,65,0.06153846,0.02418905
d1,bull,300,di+volatility+bb,408,85,61,1.67476316,1.04844291,1.53629977,5,1,0.20000000,2.90909091,2.90909091,61,0.03278689,0.00903789
d1,bull,300,price200+di+volatility+bb,315,58,53,1.66862850,0.51217039,1.76819407,3,1,0.33333333,2.90909091,2.90909091,53,0.03773585,0.01041029
d1,bull,300,macd+volatility,491,92,73,1.65928282,1.29156010,1.92563601,9,3,0.33333333,0.00000000,3.01666667,73,0.04109589,0.01407394
d1,bull,300,trend+macd+adx+di,302,63,0,1.65343404,1.41456583,,4,0,0.00000000,0.00000000,0.00000000,47,0.00000000,-0.00000000
d1,bull,300,price20+price200+volatility+bb,334,59,53,1.65239185,1.00697906,1.76819407,3,1,0.33333333,2.90909091,2.90909091,53,0.03773585,0.01041029
d1,bull,300,momentum+macd+volatility+bb,336,70,51,1.64255618,1.69747899,1.83753501,7,2,0.28571429,3.40000000,3.70000000,51,0.03921569,0.01082108
d1,bull,300,price20+price200+di+volatility,320,63,57,1.64255618,0.47152194,3.28822055,5,2,0.40000000,0.00000000,2.66666667,57,0.07017544,0.02762642
d1,bull,300,momentum+macd+volatility+body,129,0,0,1.62982319,,,0,0,,,,23,0.08695652,0.02418000
d1,bull,300,price200+macd+volatility+body,113,0,0,1.62802028,,,1,0,0.00000000,0.00000000,0.00000000,25,0.08000000,0.02222040
d1,bull,300,price20+volatility+bb,436,92,61,1.62748686,1.29156010,1.53629977,5,1,0.20000000,2.90909091,2.90909091,61,0.03278689,0.00903789
d1,bear,100,adx+volatility+body,178,0,0,1.49063042,,,1,1,1.00000000,2.00000000,2.00000000,33,0.42424242,0.27235597
d1,bear,100,macd+adx+volatility+body,92,0,0,1.48099650,,,0,0,,,,20,0.40000000,0.21880653
d1,bear,100,price20+macd+di+volatility,388,72,57,1.41389763,1.59022709,1.24895572,7,3,0.42857143,0.00000000,0.90476190,57,0.35087719,0.24000422
d1,bear,100,price20+macd+volatility+bb,401,80,62,1.40382684,1.52354015,1.26305684,7,4,0.57142857,0.48214286,1.01785714,62,0.35483871,0.24742733
d1,bear,100,macd+di+volatility+bb,401,74,61,1.40382684,1.54724798,1.34211553,7,4,0.57142857,0.00000000,1.26666667,61,0.37704918,0.26614510
d1,bear,100,volatility+body,358,64,68,1.40217840,1.26961679,1.15161064,10,5,0.50000000,0.00000000,1.05897436,68,0.32352941,0.22437604
d1,bear,100,macd+di+volatility,415,76,62,1.39966847,1.50653093,1.32046851,7,4,0.57142857,0.00000000,1.26666667,62,0.37096774,0.26157166
d1,bear,100,price20+macd+volatility,403,80,62,1.39685996,1.52354015,1.26305684,7,4,0.57142857,0.48214286,1.01785714,62,0.35483871,0.24742733
d1,bear,100,momentum+macd+di+volatility,316,62,56,1.39564927,1.60842948,1.14413265,7,4,0.57142857,0.00000000,1.16326531,56,0.32142857,0.21400995
d1,bear,100,price20+momentum+macd+volatility,309,68,56,1.39245455,1.57513954,1.08056973,7,3,0.42857143,0.41025641,0.86666667,56,0.30357143,0.19900325
d1,bear,100,price20+di+volatility+bb,428,83,63,1.38228768,1.55747076,1.13000756,7,3,0.42857143,0.00000000,0.77551020,63,0.31746032,0.21586687
d1,bear,100,momentum+adx+volatility+body,91,0,0,1.37906557,,,0,0,,,,17,0.41176471,0.21611057
d1,bear,100,di+volatility+bb,446,85,68,1.37473666,1.52082439,1.20395658,7,4,0.57142857,0.00000000,1.20634921,68,0.33823529,0.23714253
d1,bear,100,momentum+di+volatility+bb,351,73,62,1.36885026,1.56844316,1.03341014,7,4,0.57142857,0.00000000,1.01785714,62,0.29032258,0.19223557
d1,bear,100,price20+di+volatility,446,86,66,1.36669726,1.54608725,1.13257576,8,4,0.50000000,0.00000000,1.02108844,66,0.31818182,0.21849007
d1,bear,100,macd+volatility+bb,428,87,66,1.36553268,1.48586291,1.34830447,7,4,0.57142857,0.48214286,1.26666667,66,0.37878788,0.27149447
d1,bear,100,price20+volatility+bb,447,93,68,1.36363978,1.46942940,1.15161064,7,3,0.42857143,0.48214286,0.90476190,68,0.32352941,0.22437604
d1,bear,100,momentum+macd+volatility+bb,329,75,60,1.36229881,1.52661800,1.18650794,7,4,0.57142857,0.35164835,1.20634921,60,0.33333333,0.22729262
d1,bear,100,momentum+di+volatility,403,87,67,1.36127117,1.40095646,1.00941720,8,5,0.62500000,0.00000000,1.09478716,67,0.28358209,0.18970281
d1,bear,100,price200+momentum+volatility,248,82,0,1.35904687,1.44133879,,1,0,0.00000000,0.57777778,0.57777778,25,0.20000000,0.08860585
d1,bear,100,di+volatility,510,103,73,1.35689235,1.39848345,1.17025440,8,5,0.62500000,0.00000000,1.23650794,73,0.32876712,0.23194486
d1,bear,100,price200+momentum+di+volatility,222,72,0,1.35670234,1.48763179,,1,0,0.00000000,0.65000000,0.65000000,24,0.20833333,0.09244825
d1,bear,100,macd+adx+di+volatility,217,0,0,1.35491603,,,1,1,1.00000000,1.08571429,1.08571429,31,0.35483871,0.21116659
d1,bear,100,price20+momentum+di+volatility,352,74,60,1.35477521,1.59715920,0.94920635,8,4,0.50000000,0.00000000,0.98409091,60,0.26666667,0.17132640
d1,bear,100,price20+momentum+volatility+bb,353,81,62,1.35093732,1.50473101,0.97599846,7,3,0.42857143,0.35164835,0.67857143,62,0.27419355,0.17881064
d1,bear,100,price200+momentum+macd+volatility,154,56,0,1.35040966,1.64885297,,1,1,1.00000000,1.04000000,1.04000000,20,0.25000000,0.11186170
d1,bear,100,price20+macd+adx+volatility,216,0,0,1.34458893,,,2,0,0.00000000,0.77142857,0.83809524,33,0.33333333,0.19750228
d1,bear,100,price20+volatility,468,97,71,1.34075819,1.44691098,1.15308518,8,4,0.50000000,0.48214286,1.08571429,71,0.32394366,0.22657212
d1,bear,100,momentum+adx+di+volatility,201,0,0,1.33789943,,,2,1,0.50000000,0.00000000,1.70000000,33,0.27272727,0.15067441
d1,bear,100,price200+di+volatility,306,86,0,1.33580076,1.50314038,,2,0,0.00000000,0.65000000,0.70500000,29,0.31034483,0.17275617
d1,bear,100,volatility+bb,478,100,73,1.33521243,1.44043796,1.21901500,7,4,0.57142857,0.48214286,1.23376623,73,0.34246575,0.24394867
d1,bear,100,price200+momentum+volatility+body,94,0,0,1.33505283,,,0,0,,,,9,0.22222222,0.06322511
d1,bear,100,price20+price200+macd+volatility,231,64,0,1.33488771,1.55816606,,2,1,0.50000000,0.76000000,0.90000000,25,0.36000000,0.20247881
d1,bear,100,macd+volatility,481,100,79,1.33433911,1.36656934,1.26160338,10,6,0.60000000,0.00000000,1.31190476,79,0.35443038,0.25795398
d1,bear,100,momentum+macd+volatility,344,80,64,1.33416576,1.47737226,1.16796875,7,5,0.71428571,0.35164835,1.31818182,64,0.32812500,0.22570558
d1,bear,100,price200+macd+di+volatility,234,61,0,1.33309671,1.63479718,,2,1,0.50000000,0.76000000,0.90000000,25,0.36000000,0.20247881
d1,bear,100,adx+di+volatility+body,105,0,0,1.33178332,,,0,0,,,,16,0.43750000,0.23098652
d1,bear,100,adx+di+volatility,278,0,0,1.32846676,,,4,3,0.75000000,0.00000000,1.33376623,37,0.32432432,0.19633267
d1,bear,100,price200+macd+volatility+bb,235,66,0,1.32742396,1.56690998,,2,1,0.50000000,0.76000000,0.90000000,25,0.36000000,0.20247881
d1,bear,100,momentum+macd+adx+volatility,154,0,0,1.32712673,,,3,1,0.33333333,0.77142857,0.90476190,35,0.31428571,0.18550845
d1,bear,100,momentum+volatility+bb,379,88,67,1.32448513,1.46897810,1.06254442,7,4,0.57142857,0.27350427,1.08571429,67,0.29850746,0.20231511
d1,bear,100,price20+momentum+volatility,374,85,65,1.32301798,1.47737226,0.98571429,8,4,0.50000000,0.30769231,0.99837662,65,0.27692308,0.18293584
d1,bear,100,macd+adx+volatility+bb,225,0,0,1.32267711,,,2,1,0.50000000,0.77142857,0.96734694,36,0.36111111,0.22475593
d1,bear,100,adx+di+volatility+bb,244,0,0,1.32254648,,,2,1,0.50000000,0.00000000,0.54285714,35,0.31428571,0.18550845
d1,bear,100,price200+macd+volatility,239,70,0,1.32021005,1.53013556,,2,1,0.50000000,0.76000000,0.90000000,25,0.36000000,0.20247881
d1,bear,100,adx+volatility+bb+body,87,0,0,1.31883052,,,0,0,,,,15,0.46666667,0.24809535
d1,bear,100,macd+volatility+body,180,0,0,1.31470917,,,3,2,0.66666667,0.50000000,1.58181818,38,0.31578947,0.19084604
d1,bear,100,macd+adx+volatility,252,0,0,1.30901779,,,3,2,0.66666667,0.77142857,1.04000000,42,0.33333333,0.21012467
d1,bear,100,price20+adx+volatility+bb,244,0,0,1.30785152,,,3,0,0.00000000,0.00000000,0.77142857,36,0.30555556,0.18004452
d1,bear,100,adx+volatility,405,65,64,1.30142928,1.02279618,1.11235119,8,5,0.62500000,0.65000000,1.24829932,64,0.31250000,0.21231067
d1,bear,150,macd+di+volatility+body,152,0,0,2.14793494,,,1,1,1.00000000,1.08571429,1.08571429,27,0.11111111,0.03852035
d1,bear,150,momentum+macd+volatility+body,132,0,0,2.13610059,,,0,0,,,,26,0.03846154,0.00682198
d1,bear,150,price200+macd+volatility+body,81,0,0,2.10695302,,,0,0,,,,11,0.27272727,0.09746059
d1,bear,150,macd+adx+volatility+body,92,0,0,2.09699577,,,0,0,,,,20,0.10000000,0.02786648
d1,bear,150,price20+macd+volatility+body,140,0,0,2.06703869,,,0,0,,,,24,0.12500000,0.04344334
d1,bear,150,momentum+di+volatility+body,159,0,0,2.05337177,,,1,0,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000
d1,bear,150,adx+di+volatility+body,105,0,0,2.04937169,,,0,0,,,,16,0.06250000,0.01111934
d1,bear,150,momentum+adx+volatility+body,91,0,0,2.03849969,,,0,0,,,,17,0.05882353,0.01046040
d1,bear,150,trend+di+volatility+body,77,0,0,2.02367424,,,0,0,,,,5,0.00000000,0.00000000
d1,bear,150,momentum+volatility+bb+body,136,0,0,2.01871426,,,1,0,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000
d1,bear,150,macd+volatility+bb+body,151,0,0,2.01473970,,,1,1,1.00000000,1.08571429,1.08571429,27,0.11111111,0.03852035
d1,bear,150,di+volatility+bb+body,156,0,0,1.99772970,,,1,0,0.00000000,0.90476190,0.90476190,28,0.10714286,0.03711837
d1,bear,150,price20+momentum+volatility+body,134,0,0,1.99347015,,,0,0,,,,23,0.00000000,0.00000000
d1,bear,150,price20+volatility+bb+body,153,0,0,1.98840323,,,0,0,,,,26,0.11538462,0.04003245
d1,bear,150,macd+volatility+body,180,0,0,1.97870370,,,3,2,0.66666667,0.00000000,1.08571429,38,0.10526316,0.04170257
d1,bear,150,price20+di+volatility+body,154,0,0,1.97549152,,,0,0,,,,27,0.11111111,0.03852035
d1,bear,150,price200+di+volatility+body,109,0,0,1.97416539,,,0,0,,,,13,0.23076923,0.08179529
d1,bear,150,di+volatility+body,192,0,0,1.97097439,,,2,1,0.50000000,0.90476190,1.41904762,32,0.09375000,0.03240155
d1,bear,150,price20+adx+volatility+body,87,0,0,1.96164591,,,0,0,,,,15,0.06666667,0.01186690
d1,bear,150,adx+volatility+bb+body,87,0,0,1.96164591,,,0,0,,,,15,0.06666667,0.01186690
d1,bear,150,trend+momentum+macd+volatility,95,0,0,1.95266813,,,0,0,,,,6,0.00000000,0.00000000
d1,bear,150,price20+volatility+body,162,0,0,1.92373971,,,0,0,,,,28,0.10714286,0.03711837
d1,bear,150,volatility+bb+body,166,0,0,1.92208417,,,1,0,0.00000000,0.90476190,0.90476190,29,0.10344828,0.03581489
d1,bear,150,price200+volatility+bb+body,89,0,0,1.91756398,,,0,0,,,,11,0.27272727,0.09746059
d1,bear,150,price200+macd+adx+volatility,121,0,0,1.90102732,,,0,0,,,,17,0.11764706,0.03287977
d1,bear,150,price200+momentum+volatility+body,94,0,0,1.89450355,,,0,0,,,,9,0.00000000,0.00000000
d1,bear,150,price200+momentum+macd+volatility,154,56,0,1.87912608,1.86029412,,1,1,1.00000000,2.60000000,2.60000000,20,0.10000000,0.02786648
d1,bear,150,price20+price200+volatility+body,91,0,0,1.87541972,,,0,0,,,,12,0.25000000,0.08894167
d1,bear,150,momentum+macd+di+volatility,316,62,56,1.85503472,1.80028463,1.13257576,7,4,0.57142857,0.00000000,1.84722222,56,0.12500000,0.06189069
d1,bear,150,macd+adx+di+volatility,217,0,0,1.84648618,,,1,1,1.00000000,1.08571429,1.08571429,31,0.09677419,0.03346464
d1,bear,150,momentum+volatility+body,185,0,0,1.84500751,,,1,0,0.00000000,0.00000000,0.00000000,32,0.06250000,0.01731057
d1,bear,150,trend+momentum+adx+volatility,85,0,0,1.83321078,,,0,0,,,,5,0.00000000,0.00000000
d1,bear,150,macd+di+volatility,415,76,62,1.80586513,1.66447368,1.46138807,7,5,0.71428571,0.67857143,2.12500000,62,0.16129032,0.09004069
d1,bear,150,momentum+macd+adx+volatility,154,0,0,1.78276064,,,3,2,0.66666667,0.90476190,1.80000000,35,0.11428571,0.04535179
d1,bear,150,price20+momentum+macd+volatility,309,68,56,1.77699119,1.86029412,1.13257576,7,4,0.57142857,0.66666667,1.59166667,56,0.12500000,0.06189069
d1,bear,150,macd+di+volatility+bb,401,74,61,1.77639235,1.70945946,1.48534526,7,5,0.71428571,0.67857143,2.12500000,61,0.16393443,0.09156012
d1,bear,150,price200+macd+di+volatility,234,61,0,1.77575973,1.82979749,,2,1,0.50000000,2.60000000,2.60000000,25,0.20000000,0.08860585
d1,bear,150,trend+adx+di+volatility,109,0,0,1.76994139,,,0,0,,,,6,0.00000000,0.00000000
d1,bear,150,price20+macd+di+volatility,388,72,57,1.75941438,1.75694444,1.43062201,7,5,0.71428571,0.90476190,1.70833333,57,0.15789474,0.08535796
d1,bear,150,momentum+macd+volatility+bb,329,75,60,1.75918186,1.78588235,1.20808081,7,4,0.57142857,0.57142857,2.00833333,60,0.13333333,0.06914109
d1,bear,150,momentum+macd+volatility,344,80,64,1.74718387,1.67426471,1.27414773,7,4,0.57142857,0.57142857,1.69841270,64,0.14062500,0.07578573
d1,bear,150,price200+macd+volatility,239,70,0,1.73860995,1.70084034,,2,1,0.50000000,2.60000000,2.60000000,25,0.20000000,0.08860585
d1,bear,150,price200+macd+volatility+bb,235,66,0,1.73662825,1.80392157,,2,1,0.50000000,2.60000000,2.60000000,25,0.20000000,0.08860585
d1,bear,150,price20+price200+macd+volatility,231,64,0,1.73457792,1.74402574,,2,1,0.50000000,2.60000000,2.60000000,25,0.20000000,0.08860585
d1,bear,150,trend+macd+di+volatility,142,52,0,1.72439847,1.43099548,,0,0,,,,7,0.00000000,0.00000000
d1,bear,150,price20+macd+volatility+bb,401,80,62,1.72088009,1.76727941,1.46138807,7,6,0.85714286,1.14285714,1.76190476,62,0.16129032,0.09004069
d1,bear,150,price20+macd+adx+volatility,216,0,0,1.71762474,,,2,2,1.00000000,1.80000000,1.80476190,33,0.09090909,0.03140394
d1,bear,150,macd+adx+volatility+bb,225,0,0,1.71487654,,,2,2,1.00000000,1.55102041,1.67551020,36,0.11111111,0.04406640
d1,bear,150,price20+macd+volatility,403,80,62,1.71233974,1.76727941,1.46138807,7,6,0.85714286,1.14285714,1.76190476,62,0.16129032,0.09004069
d1,bear,150,momentum+di+volatility+bb,351,73,62,1.71233974,1.63094279,1.02297165,7,4,0.57142857,0.00000000,1.50297619,62,0.11290323,0.05577864
d1,bear,200,macd+adx+volatility+body,92,0,0,2.32282609,,,0,0,,,,20,0.15000000,0.05236875
d1,bear,200,adx+di+volatility+body,105,0,0,2.18061224,,,0,0,,,,16,0.12500000,0.03497749
d1,bear,200,momentum+adx+volatility+body,91,0,0,2.18061224,,,0,0,,,,17,0.11764706,0.03287977
d1,bear,200,momentum+macd+di+volatility,316,62,56,2.02879747,1.81362007,0.94222689,7,3,0.42857143,0.00000000,1.14285714,56,0.05357143,0.01838578
d1,bear,200,macd+di+volatility,415,76,62,1.98619621,1.97270955,1.70208729,7,3,0.42857143,0.00000000,1.28571429,62,0.09677419,0.04511187
d1,bear,200,macd+adx+di+volatility,217,0,0,1.96958525,,,1,1,1.00000000,1.52000000,1.52000000,31,0.06451613,0.01787478
d1,bear,200,momentum+macd+volatility,344,80,64,1.95240864,1.40555556,1.37408088,7,4,0.57142857,0.84444444,1.14285714,64,0.07812500,0.03383118
d1,bear,200,macd+di+volatility+bb,401,74,61,1.94134307,2.02602603,1.72999036,7,3,0.42857143,0.00000000,1.28571429,61,0.09836066,0.04586458
d1,bear,200,price20+adx+volatility+body,87,0,0,1.92996716,,,0,0,,,,15,0.13333333,0.03736126
d1,bear,200,momentum+di+volatility+body,159,0,0,1.92003594,,,1,0,0.00000000,0.00000000,0.00000000,27,0.03703704,0.00656815
d1,bear,200,macd+di+volatility+body,152,0,0,1.90803571,,,1,1,1.00000000,1.52000000,1.52000000,27,0.14814815,0.05915928
d1,bear,200,momentum+macd+volatility+bb,329,75,60,1.90223621,1.49925926,1.17254902,7,3,0.42857143,0.00000000,1.12500000,60,0.06666667,0.02622870
d1,bear,200,momentum+adx+di+volatility,201,0,0,1.89854300,,,2,0,0.00000000,0.00000000,0.00000000,33,0.03030303,0.00536941
d1,bear,200,macd+volatility+bb,428,87,66,1.89020360,1.72328650,1.86541889,7,4,0.57142857,0.00000000,1.52000000,66,0.10606061,0.05233347
d1,bear,200,price20+macd+di+volatility,388,72,57,1.88836524,2.08230453,1.85139319,7,4,0.57142857,0.00000000,1.28571429,57,0.10526316,0.04914466
d1,bear,200,momentum+macd+adx+volatility,154,0,0,1.88325603,,,3,3,1.00000000,1.26666667,1.80000000,35,0.08571429,0.02958237
d1,bear,200,price20+momentum+macd+volatility,309,68,56,1.87716135,1.65359477,1.25630252,7,4,0.57142857,0.00000000,1.12500000,56,0.07142857,0.02812604
d1,bear,200,macd+volatility,481,100,79,1.87233442,1.68666667,2.00372301,10,6,0.60000000,1.12500000,1.97500000,79,0.11392405,0.06110579
d1,bear,200,adx+di+volatility,278,0,0,1.86685509,,,4,1,0.25000000,0.00000000,0.00000000,37,0.05405405,0.01495098
d1,bear,200,price20+macd+volatility+bb,401,80,62,1.86521197,1.87407407,1.98576850,7,4,0.57142857,0.00000000,1.90000000,62,0.11290323,0.05577864
d1,bear,200,price20+macd+volatility,403,80,62,1.85595533,1.87407407,1.98576850,7,4,0.57142857,0.00000000,1.90000000,62,0.11290323,0.05577864
d1,bear,200,momentum+di+volatility,403,87,67,1.85595533,1.50787569,0.78753292,8,2,0.25000000,0.00000000,0.80000000,67,0.04477612,0.01534398
d1,bear,200,momentum+macd+volatility+body,132,0,0,1.85021645,,,0,0,,,,26,0.07692308,0.02135509
d1,bear,200,di+volatility+bb,446,85,68,1.84814222,1.76383442,1.55190311,7,3,0.42857143,0.00000000,1.28571429,68,0.08823529,0.04106812
d1,bear,200,di+volatility+body,192,0,0,1.82853423,,,2,2,1.00000000,1.26666667,2.08333333,32,0.12500000,0.04970134
