timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
d1,bear,momentum_bear,-1,3160,0.19113924,281,0.41281139,0.46301833,-0.22167215
d1,bear,momentum_bear,-2,3160,0.21835443,281,0.41281139,0.52894478,-0.19445696
d1,bear,momentum_bear,-3,3157,0.22774786,281,0.41281139,0.55169956,-0.18506353
d1,bear,momentum_bear,-4,3157,0.24580298,281,0.41281139,0.59543652,-0.16700841
d1,bear,momentum_bear,-5,3157,0.24770352,281,0.41281139,0.60004041,-0.16510787
d1,bear,momentum_bear,-6,3155,0.25039620,281,0.41281139,0.60656320,-0.16241519
d1,bear,rsi40,0,3172,0.17465322,281,0.22064057,0.79157345,-0.04598735
d1,bear,rsi40,-1,3160,0.11265823,281,0.22064057,0.51059616,-0.10798234
d1,bear,rsi40,-2,3160,0.13006329,281,0.22064057,0.58948040,-0.09057728
d1,bear,rsi40,-3,3157,0.12860310,281,0.22064057,0.58286246,-0.09203747
d1,bear,rsi40,-4,3157,0.13905607,281,0.22064057,0.63023798,-0.08158450
d1,bear,rsi40,-5,3157,0.14159012,281,0.22064057,0.64172295,-0.07905045
d1,bear,rsi40,-6,3155,0.15118859,281,0.22064057,0.68522570,-0.06945198
d1,bear,macd_bear,0,3172,0.37957125,281,0.66903915,0.56733788,-0.28946790
d1,bear,macd_bear,-1,3160,0.36044304,281,0.66903915,0.53874731,-0.30859611
d1,bear,macd_bear,-2,3160,0.40443038,281,0.66903915,0.60449434,-0.26460877
d1,bear,macd_bear,-3,3157,0.41368388,281,0.66903915,0.61832537,-0.25535527
d1,bear,macd_bear,-4,3157,0.43268926,281,0.66903915,0.64673235,-0.23634988
d1,bear,macd_bear,-5,3157,0.44504276,281,0.66903915,0.66519689,-0.22399638
d1,bear,macd_bear,-6,3155,0.45958796,281,0.66903915,0.68693732,-0.20945119
d1,bear,macd_falling,0,3172,0.55485498,281,0.41281139,1.34408836,0.14204359
d1,bear,macd_falling,-1,3160,0.33607595,281,0.41281139,0.81411502,-0.07673544
d1,bear,macd_falling,-2,3160,0.43512658,281,0.41281139,1.05405663,0.02231519
d1,bear,macd_falling,-3,3157,0.44314222,281,0.41281139,1.07347383,0.03033084
d1,bear,macd_falling,-4,3157,0.46309788,281,0.41281139,1.12181469,0.05028649
d1,bear,macd_falling,-5,3157,0.45201140,281,0.41281139,1.09495866,0.03920002
d1,bear,macd_falling,-6,3155,0.45673534,281,0.41281139,1.10640199,0.04392395
d1,bear,adx25,0,3172,0.37988651,281,0.33096085,1.14782912,0.04892565
d1,bear,adx25,-1,3160,0.37373418,281,0.33096085,1.12923983,0.04277332
d1,bear,adx25,-2,3160,0.36645570,281,0.33096085,1.10724786,0.03549484
d1,bear,adx25,-3,3157,0.36458663,281,0.33096085,1.10160047,0.03362578
d1,bear,adx25,-4,3157,0.36331961,281,0.33096085,1.09777215,0.03235875
d1,bear,adx25,-5,3157,0.35951853,281,0.33096085,1.08628717,0.02855768
d1,bear,adx25,-6,3155,0.36513471,281,0.33096085,1.10325648,0.03417385
d1,bear,adx_rising,0,3172,0.55485498,281,0.38078292,1.45714252,0.17407206
d1,bear,adx_rising,-1,3160,0.56012658,281,0.38078292,1.47098663,0.17934366
d1,bear,adx_rising,-2,3160,0.48765823,281,0.38078292,1.28067254,0.10687531
d1,bear,adx_rising,-3,3157,0.47608489,281,0.38078292,1.25027901,0.09530197
d1,bear,adx_rising,-4,3157,0.46341463,281,0.38078292,1.21700479,0.08263172
d1,bear,adx_rising,-5,3157,0.45961356,281,0.38078292,1.20702252,0.07883064
d1,bear,adx_rising,-6,3155,0.46592710,281,0.38078292,1.22360294,0.08514418
d1,bear,di_bear,0,3172,0.35718789,281,0.60142349,0.59390413,-0.24423559
d1,bear,di_bear,-1,3160,0.29841772,281,0.60142349,0.49618568,-0.30300577
d1,bear,di_bear,-2,3160,0.36297468,281,0.60142349,0.60352595,-0.23844880
d1,bear,di_bear,-3,3157,0.37313906,281,0.60142349,0.62042648,-0.22828443
d1,bear,di_bear,-4,3157,0.39657903,281,0.60142349,0.65940064,-0.20484446
d1,bear,di_bear,-5,3157,0.40069686,281,0.60142349,0.66624745,-0.20072662
d1,bear,di_bear,-6,3155,0.41077655,281,0.60142349,0.68300715,-0.19064694
d1,bear,di_strong_bear,0,3172,0.24968474,281,0.40925267,0.61009924,-0.15956793
d1,bear,di_strong_bear,-1,3160,0.19430380,281,0.40925267,0.47477711,-0.21494887
d1,bear,di_strong_bear,-2,3160,0.23734177,281,0.40925267,0.57993946,-0.17191090
d1,bear,di_strong_bear,-3,3157,0.24802027,281,0.40925267,0.60603214,-0.16123240
d1,bear,di_strong_bear,-4,3157,0.26037377,281,0.40925267,0.63621765,-0.14887890
d1,bear,di_strong_bear,-5,3157,0.26322458,281,0.40925267,0.64318354,-0.14602809
d1,bear,di_strong_bear,-6,3155,0.27511886,281,0.40925267,0.67224695,-0.13413381
d1,bear,volatility,0,3172,0.36286255,281,0.20996441,1.72820976,0.15289813
d1,bear,volatility,-1,3160,0.35158228,281,0.20996441,1.67448509,0.14161787
d1,bear,volatility,-2,3160,0.31297468,281,0.20996441,1.49060824,0.10301027
d1,bear,volatility,-3,3157,0.32530884,281,0.20996441,1.54935226,0.11534442
d1,bear,volatility,-4,3157,0.32119100,281,0.20996441,1.52974021,0.11122659
d1,bear,volatility,-5,3157,0.33449477,281,0.20996441,1.59310223,0.12453036
d1,bear,volatility,-6,3155,0.33090333,281,0.20996441,1.57599721,0.12093892
d1,bear,bb_bear,0,3172,0.38083228,281,0.67615658,0.56323090,-0.29532430
d1,bear,bb_bear,-1,3160,0.30348101,281,0.67615658,0.44883245,-0.37267557
d1,bear,bb_bear,-2,3160,0.33892405,281,0.67615658,0.50125083,-0.33723253
d1,bear,bb_bear,-3,3157,0.36617041,281,0.67615658,0.54154677,-0.30998617
d1,bear,bb_bear,-4,3157,0.38929363,281,0.67615658,0.57574479,-0.28686295
d1,bear,bb_bear,-5,3157,0.40196389,281,0.67615658,0.59448344,-0.27419269
d1,bear,bb_bear,-6,3155,0.40919176,281,0.67615658,0.60517308,-0.26696482
d1,bear,bb_lower,0,3172,0.19325347,281,0.22419929,0.86197182,-0.03094582
d1,bear,bb_lower,-1,3160,0.11170886,281,0.22419929,0.49825698,-0.11249043
d1,bear,bb_lower,-2,3160,0.13575949,281,0.22419929,0.60553044,-0.08843979
d1,bear,bb_lower,-3,3157,0.12796959,281,0.22419929,0.57078500,-0.09622970
d1,bear,bb_lower,-4,3157,0.14507444,281,0.22419929,0.64707805,-0.07912485
d1,bear,bb_lower,-5,3157,0.14697498,281,0.22419929,0.65555505,-0.07722431
d1,bear,bb_lower,-6,3155,0.15499208,281,0.22419929,0.69131386,-0.06920721
d1,bear,body_bear,0,3172,0.27553594,281,0.13167260,2.09258376,0.14386334
d1,bear,body_bear,-1,3160,0.06708861,281,0.13167260,0.50951078,-0.06458399
d1,bear,body_bear,-2,3160,0.10316456,281,0.13167260,0.78349299,-0.02850804
d1,bear,body_bear,-3,3157,0.10389610,281,0.13167260,0.78904879,-0.02777649
d1,bear,body_bear,-4,3157,0.10738042,281,0.13167260,0.81551079,-0.02429217
d1,bear,body_bear,-5,3157,0.12100095,281,0.13167260,0.91895316,-0.01067165
d1,bear,body_bear,-6,3155,0.12266244,281,0.13167260,0.93157151,-0.00901016
d1,bear,rsi_down1,0,3172,0.42622951,281,0.17437722,2.44429575,0.25185228
d1,bear,rsi_down1,-1,3160,0.14177215,281,0.17437722,0.81301989,-0.03260507
d1,bear,rsi_down1,-2,3160,0.18481013,281,0.17437722,1.05982950,0.01043290
d1,bear,rsi_down1,-3,3157,0.18561926,281,0.17437722,1.06446963,0.01124203
d1,bear,rsi_down1,-4,3157,0.19258790,281,0.17437722,1.10443265,0.01821068
d1,bear,rsi_down1,-5,3157,0.19100412,281,0.17437722,1.09535015,0.01662689
d1,bear,rsi_down1,-6,3155,0.20855784,281,0.17437722,1.19601540,0.03418062
d1,bear,rsi_down3,0,3172,0.27742749,281,0.21708185,1.27798565,0.06034564
d1,bear,rsi_down3,-1,3160,0.14810127,281,0.21708185,0.68223698,-0.06898058
d1,bear,rsi_down3,-2,3160,0.18512658,281,0.21708185,0.85279622,-0.03195527
d1,bear,rsi_down3,-3,3157,0.18688628,281,0.21708185,0.86090239,-0.03019557
d1,bear,rsi_down3,-4,3157,0.20810896,281,0.21708185,0.95866588,-0.00897289
d1,bear,rsi_down3,-5,3157,0.21317707,281,0.21708185,0.98201239,-0.00390478
d1,bear,rsi_down3,-6,3155,0.21045959,281,0.21708185,0.96949417,-0.00662226
d1,bear,rsi_cross50_down,0,3172,0.09363178,281,0.06049822,1.54767821,0.03313356
d1,bear,rsi_cross50_down,-1,3160,0.03101266,281,0.06049822,0.51262100,-0.02948556
d1,bear,rsi_cross50_down,-2,3160,0.04683544,281,0.06049822,0.77416232,-0.01366278
d1,bear,rsi_cross50_down,-3,3157,0.04212860,281,0.06049822,0.69636103,-0.01836962
d1,bear,rsi_cross50_down,-4,3157,0.05258156,281,0.06049822,0.86914234,-0.00791666
d1,bear,rsi_cross50_down,-5,3157,0.04878049,281,0.06049822,0.80631277,-0.01171773
d1,bear,rsi_cross50_down,-6,3155,0.06117274,281,0.06049822,1.01114944,0.00067452
d1,bear,rsi_cross45_down,0,3172,0.09110971,281,0.05338078,1.70678857,0.03772893
d1,bear,rsi_cross45_down,-1,3160,0.03164557,281,0.05338078,0.59282700,-0.02173521
d1,bear,rsi_cross45_down,-2,3160,0.03829114,281,0.05338078,0.71732068,-0.01508964
d1,bear,rsi_cross45_down,-3,3157,0.03706050,281,0.05338078,0.69426671,-0.01632028
d1,bear,rsi_cross45_down,-4,3157,0.04276212,281,0.05338078,0.80107697,-0.01061867
d1,bear,rsi_cross45_down,-5,3157,0.04466265,281,0.05338078,0.83668039,-0.00871813
d1,bear,rsi_cross45_down,-6,3155,0.04310618,281,0.05338078,0.80752245,-0.01027460
d1,bear,macd_cross_down,0,3172,0.04823455,281,0.02135231,2.25898487,0.02688224
d1,bear,macd_cross_down,-1,3160,0.02626582,281,0.02135231,1.23011603,0.00491351
d1,bear,macd_cross_down,-2,3160,0.03037975,281,0.02135231,1.42278481,0.00902743
d1,bear,macd_cross_down,-3,3157,0.03199240,281,0.02135231,1.49831063,0.01064008
d1,bear,macd_cross_down,-4,3157,0.03167564,281,0.02135231,1.48347587,0.01032333
d1,bear,macd_cross_down,-5,3157,0.03642699,281,0.02135231,1.70599725,0.01507467
d1,bear,macd_cross_down,-6,3155,0.04120444,281,0.02135231,1.92974115,0.01985212
d1,bear,macd_accel_down,0,3172,0.55485498,281,0.41281139,1.34408836,0.14204359
d1,bear,macd_accel_down,-1,3160,0.33607595,281,0.41281139,0.81411502,-0.07673544
d1,bear,macd_accel_down,-2,3160,0.43512658,281,0.41281139,1.05405663,0.02231519
d1,bear,macd_accel_down,-3,3157,0.44314222,281,0.41281139,1.07347383,0.03033084
d1,bear,macd_accel_down,-4,3157,0.46309788,281,0.41281139,1.12181469,0.05028649
d1,bear,macd_accel_down,-5,3157,0.45201140,281,0.41281139,1.09495866,0.03920002
d1,bear,macd_accel_down,-6,3155,0.45673534,281,0.41281139,1.10640199,0.04392395
d1,bear,adx_up3,0,3172,0.20680958,281,0.09608541,2.15235159,0.11072417
d1,bear,adx_up3,-1,3160,0.18544304,281,0.09608541,1.92998125,0.08935763
d1,bear,adx_up3,-2,3160,0.16455696,281,0.09608541,1.71261135,0.06847155
d1,bear,adx_up3,-3,3157,0.16154577,281,0.09608541,1.68127266,0.06546036
d1,bear,adx_up3,-4,3157,0.16059550,281,0.09608541,1.67138282,0.06451009
d1,bear,adx_up3,-5,3157,0.15996199,281,0.09608541,1.66478959,0.06387658
d1,bear,adx_up3,-6,3155,0.14643423,281,0.09608541,1.52400070,0.05034882
d1,bear,adx_cross25_up,0,3172,0.02112232,281,0.01067616,1.97845734,0.01044616
d1,bear,adx_cross25_up,-1,3160,0.02373418,281,0.01067616,2.22310127,0.01305802
d1,bear,adx_cross25_up,-2,3160,0.01867089,281,0.01067616,1.74883966,0.00799473
d1,bear,adx_cross25_up,-3,3157,0.01963890,281,0.01067616,1.83951008,0.00896274
d1,bear,adx_cross25_up,-4,3157,0.02058917,281,0.01067616,1.92851864,0.00991301
d1,bear,adx_cross25_up,-5,3157,0.01425404,281,0.01067616,1.33512829,0.00357788
d1,bear,adx_cross25_up,-6,3155,0.01584786,281,0.01067616,1.48441627,0.00517170
d1,bear,di_cross_down,0,3172,0.07219420,281,0.03914591,1.84423364,0.03304829
d1,bear,di_cross_down,-1,3160,0.02594937,281,0.03914591,0.66288838,-0.01319654
d1,bear,di_cross_down,-2,3160,0.03734177,281,0.03914591,0.95391254,-0.00180414
d1,bear,di_cross_down,-3,3157,0.03801077,281,0.03914591,0.97100239,-0.00113514
d1,bear,di_cross_down,-4,3157,0.04181185,281,0.03914591,1.06810263,0.00266594
d1,bear,di_cross_down,-5,3157,0.04022806,281,0.03914591,1.02764420,0.00108216
d1,bear,di_cross_down,-6,3155,0.04310618,281,0.03914591,1.10116698,0.00396027
d1,bear,di_spread_down3,0,3172,0.24779319,281,0.23843416,1.03925204,0.00935903
d1,bear,di_spread_down3,-1,3160,0.15253165,281,0.23843416,0.63972227,-0.08590252
d1,bear,di_spread_down3,-2,3160,0.20189873,281,0.23843416,0.84676932,-0.03653543
d1,bear,di_spread_down3,-3,3157,0.20494140,281,0.23843416,0.85953035,-0.03349276
d1,bear,di_spread_down3,-4,3157,0.22743111,281,0.23843416,0.95385285,-0.01100306
d1,bear,di_spread_down3,-5,3157,0.21792841,281,0.23843416,0.91399827,-0.02050575
d1,bear,di_spread_down3,-6,3155,0.22916006,281,0.23843416,0.96110415,-0.00927410
d1,bear,ema20_slope_down3,0,3172,0.34205549,281,0.66192171,0.51676124,-0.31986622
d1,bear,ema20_slope_down3,-1,3160,0.32373418,281,0.66192171,0.48908228,-0.33818753
d1,bear,ema20_slope_down3,-2,3160,0.35949367,281,0.66192171,0.54310603,-0.30242804
d1,bear,ema20_slope_down3,-3,3157,0.37979094,281,0.66192171,0.57377018,-0.28213077
d1,bear,ema20_slope_down3,-4,3157,0.39816281,281,0.66192171,0.60152554,-0.26375890
d1,bear,ema20_slope_down3,-5,3157,0.40576497,281,0.66192171,0.61301051,-0.25615674
d1,bear,ema20_slope_down3,-6,3155,0.41045959,281,0.66192171,0.62010293,-0.25146212
d1,bear,price20_cross_down,0,3172,0.10718789,281,0.06049822,1.77175284,0.04668967
d1,bear,price20_cross_down,-1,3160,0.04050633,281,0.06049822,0.66954579,-0.01999189
d1,bear,price20_cross_down,-2,3160,0.05063291,281,0.06049822,0.83693224,-0.00986531
d1,bear,price20_cross_down,-3,3157,0.04878049,281,0.06049822,0.80631277,-0.01171773
d1,bear,price20_cross_down,-4,3157,0.05923345,281,0.06049822,0.97909408,-0.00126477
d1,bear,price20_cross_down,-5,3157,0.06176750,281,0.06049822,1.02098045,0.00126928
d1,bear,price20_cross_down,-6,3155,0.07099842,281,0.06049822,1.17356204,0.01050019
d1,bear,price200_cross_down,0,3172,0.04918033,281,0.01423488,3.45491803,0.03494545
d1,bear,price200_cross_down,-1,3160,0.01424051,281,0.01423488,1.00039557,0.00000563
d1,bear,price200_cross_down,-2,3160,0.01898734,281,0.01423488,1.33386076,0.00475247
d1,bear,price200_cross_down,-3,3157,0.01742160,281,0.01423488,1.22386760,0.00318673
d1,bear,price200_cross_down,-4,3157,0.02375673,281,0.01423488,1.66891036,0.00952186
d1,bear,price200_cross_down,-5,3157,0.02280646,281,0.01423488,1.60215394,0.00857159
d1,bear,price200_cross_down,-6,3155,0.02408875,281,0.01423488,1.69223455,0.00985387
d1,bear,breakout20_down,0,3172,0.08291299,281,0.05338078,1.55323665,0.02953221
d1,bear,breakout20_down,-1,3160,0.03196203,281,0.05338078,0.59875527,-0.02141876
d1,bear,breakout20_down,-2,3160,0.02974684,281,0.05338078,0.55725738,-0.02363395
d1,bear,breakout20_down,-3,3157,0.03262591,281,0.05338078,0.61119206,-0.02075487
d1,bear,breakout20_down,-4,3157,0.03579347,281,0.05338078,0.67053109,-0.01758731
d1,bear,breakout20_down,-5,3157,0.03547672,281,0.05338078,0.66459719,-0.01790406
d1,bear,breakout20_down,-6,3155,0.03708399,281,0.05338078,0.69470681,-0.01629679
d1,bear,atr_expand,0,3172,0.08511980,281,0.02491103,3.41695190,0.06020877
d1,bear,atr_expand,-1,3160,0.06044304,281,0.02491103,2.42635624,0.03553201
d1,bear,atr_expand,-2,3160,0.04968354,281,0.02491103,1.99443942,0.02477251
d1,bear,atr_expand,-3,3157,0.04687995,281,0.02491103,1.88189511,0.02196892
d1,bear,atr_expand,-4,3157,0.05068103,281,0.02491103,2.03448120,0.02576999
d1,bear,atr_expand,-5,3157,0.05479886,281,0.02491103,2.19978280,0.02988783
d1,bear,atr_expand,-6,3155,0.05610143,281,0.02491103,2.25207154,0.03119039
d1,bear,bb_expand,0,3172,0.29854981,281,0.16370107,1.82374993,0.13484874
d1,bear,bb_expand,-1,3160,0.26044304,281,0.16370107,1.59096725,0.09674197
d1,bear,bb_expand,-2,3160,0.22689873,281,0.16370107,1.38605531,0.06319767
d1,bear,bb_expand,-3,3157,0.22267976,281,0.16370107,1.36028288,0.05897869
d1,bear,bb_expand,-4,3157,0.22363003,281,0.16370107,1.36608778,0.05992896
d1,bear,bb_expand,-5,3157,0.22299652,281,0.16370107,1.36221785,0.05929545
d1,bear,bb_expand,-6,3155,0.23137876,281,0.16370107,1.41342245,0.06767770
d1,bear,body_expand,0,3172,0.33795712,281,0.32740214,1.03223861,0.01055499
d1,bear,body_expand,-1,3160,0.33544304,281,0.32740214,1.02455971,0.00804090
d1,bear,body_expand,-2,3160,0.29905063,281,0.32740214,0.91340465,-0.02835150
d1,bear,body_expand,-3,3157,0.29363320,281,0.32740214,0.89685791,-0.03376894
d1,bear,body_expand,-4,3157,0.30060184,281,0.32740214,0.91814257,-0.02680030
d1,bear,body_expand,-5,3157,0.30440291,281,0.32740214,0.92975238,-0.02299922
d1,bear,body_expand,-6,3155,0.30079239,281,0.32740214,0.91872459,-0.02660974
d1,bear,sma20_bear,0,3172,0.38083228,281,0.67615658,0.56323090,-0.29532430
d1,bear,sma20_bear,-1,3160,0.30348101,281,0.67615658,0.44883245,-0.37267557
d1,bear,sma20_bear,-2,3160,0.33892405,281,0.67615658,0.50125083,-0.33723253
d1,bear,sma20_bear,-3,3157,0.36617041,281,0.67615658,0.54154677,-0.30998617
d1,bear,sma20_bear,-4,3157,0.38929363,281,0.67615658,0.57574479,-0.28686295
d1,bear,sma20_bear,-5,3157,0.40196389,281,0.67615658,0.59448344,-0.27419269
d1,bear,sma20_bear,-6,3155,0.40919176,281,0.67615658,0.60517308,-0.26696482
d1,bear,sma50_bear,0,3172,0.37767970,281,0.59786477,0.63171426,-0.22018507
d1,bear,sma50_bear,-1,3160,0.32436709,281,0.59786477,0.54254257,-0.27349768
d1,bear,sma50_bear,-2,3160,0.36518987,281,0.59786477,0.61082354,-0.23267490
d1,bear,sma50_bear,-3,3157,0.37503959,281,0.59786477,0.62729837,-0.22282517
d1,bear,sma50_bear,-4,3157,0.38739309,281,0.59786477,0.64796107,-0.21047167
d1,bear,sma50_bear,-5,3157,0.39942984,281,0.59786477,0.66809396,-0.19843493
d1,bear,sma50_bear,-6,3155,0.40126783,281,0.59786477,0.67116821,-0.19659694
d1,bear,sma200_bear,0,3172,0.32944515,281,0.50533808,0.65193018,-0.17589293
d1,bear,sma200_bear,-1,3160,0.30379747,281,0.50533808,0.60117668,-0.20154061
d1,bear,sma200_bear,-2,3160,0.32848101,281,0.50533808,0.65002229,-0.17685707
d1,bear,sma200_bear,-3,3157,0.33037694,281,0.50533808,0.65377409,-0.17496114
d1,bear,sma200_bear,-4,3157,0.33797909,281,0.50533808,0.66881778,-0.16735898
d1,bear,sma200_bear,-5,3157,0.33987963,281,0.50533808,0.67257871,-0.16545845
d1,bear,sma200_bear,-6,3155,0.34801902,281,0.50533808,0.68868552,-0.15731906
d1,bear,sma_stack_bear,0,3172,0.19104666,281,0.26690391,0.71578815,-0.07585726
d1,bear,sma_stack_bear,-1,3160,0.19145570,281,0.26690391,0.71732068,-0.07544822
d1,bear,sma_stack_bear,-2,3160,0.19303797,281,0.26690391,0.72324895,-0.07386594
d1,bear,sma_stack_bear,-3,3157,0.19448844,281,0.26690391,0.72868335,-0.07241548
d1,bear,sma_stack_bear,-4,3157,0.19670573,281,0.26690391,0.73699081,-0.07019818
d1,bear,sma_stack_bear,-5,3157,0.19607222,281,0.26690391,0.73461725,-0.07083169
d1,bear,sma_stack_bear,-6,3155,0.19778130,281,0.26690391,0.74102060,-0.06912262
d1,bear,ichimoku_bear,0,3172,0.31683480,281,0.45907473,0.69015954,-0.14223993
d1,bear,ichimoku_bear,-1,3160,0.28449367,281,0.45907473,0.61971102,-0.17458106
d1,bear,ichimoku_bear,-2,3160,0.30632911,281,0.45907473,0.66727505,-0.15274562
d1,bear,ichimoku_bear,-3,3157,0.31834020,281,0.45907473,0.69343872,-0.14073454
d1,bear,ichimoku_bear,-4,3157,0.32435857,281,0.45907473,0.70654851,-0.13471616
d1,bear,ichimoku_bear,-5,3157,0.32720938,281,0.45907473,0.71275841,-0.13186536
d1,bear,ichimoku_bear,-6,3155,0.33217116,281,0.45907473,0.72356663,-0.12690358
d1,bear,ichimoku_tk_bear,0,3172,0.36034048,281,0.62989324,0.57206596,-0.26955276
d1,bear,ichimoku_tk_bear,-1,3160,0.36582278,281,0.62989324,0.58076951,-0.26407045
d1,bear,ichimoku_tk_bear,-2,3160,0.39018987,281,0.62989324,0.61945398,-0.23970337
d1,bear,ichimoku_tk_bear,-3,3157,0.39942984,281,0.62989324,0.63412308,-0.23046340
d1,bear,ichimoku_tk_bear,-4,3157,0.41241685,281,0.62989324,0.65474088,-0.21747639
d1,bear,ichimoku_tk_bear,-5,3157,0.41653468,281,0.62989324,0.66127823,-0.21335855
d1,bear,ichimoku_tk_bear,-6,3155,0.42218700,281,0.62989324,0.67025169,-0.20770623
d1,bear,ichimoku_cloud_bear,0,3172,0.41172762,281,0.46263345,0.88996508,-0.05090584
d1,bear,ichimoku_cloud_bear,-1,3160,0.40917722,281,0.46263345,0.88445229,-0.05345624
d1,bear,ichimoku_cloud_bear,-2,3160,0.40601266,281,0.46263345,0.87761198,-0.05662079
d1,bear,ichimoku_cloud_bear,-3,3157,0.40323092,281,0.46263345,0.87159913,-0.05940254
d1,bear,ichimoku_cloud_bear,-4,3157,0.40291416,281,0.46263345,0.87091445,-0.05971929
d1,bear,ichimoku_cloud_bear,-5,3157,0.40354767,281,0.46263345,0.87228381,-0.05908578
d1,bear,ichimoku_cloud_bear,-6,3155,0.39841521,281,0.46263345,0.86118981,-0.06421824
d1,bear,span_model_bear,0,3172,0.23833544,281,0.40925267,0.58236745,-0.17091723
d1,bear,span_model_bear,-1,3160,0.22151899,281,0.40925267,0.54127683,-0.18773368
d1,bear,span_model_bear,-2,3160,0.23797468,281,0.40925267,0.58148597,-0.17127799
d1,bear,span_model_bear,-3,3157,0.24738676,281,0.40925267,0.60448417,-0.16186591
d1,bear,span_model_bear,-4,3157,0.25435540,281,0.40925267,0.62151189,-0.15489727
d1,bear,span_model_bear,-5,3157,0.25498891,281,0.40925267,0.62305987,-0.15426376
d1,bear,span_model_bear,-6,3155,0.26370840,281,0.40925267,0.64436574,-0.14554427
d1,bear,superbb_bear,0,3172,0.01008827,281,0.00355872,2.83480454,0.00652955
d1,bear,superbb_bear,-1,3160,0.00284810,281,0.00355872,0.80031646,-0.00071062
d1,bear,superbb_bear,-2,3160,0.00221519,281,0.00355872,0.62246835,-0.00134353
d1,bear,superbb_bear,-3,3157,0.00253405,281,0.00355872,0.71206842,-0.00102467
d1,bear,superbb_bear,-4,3157,0.00285081,281,0.00355872,0.80107697,-0.00070791
d1,bear,superbb_bear,-5,3157,0.00316756,281,0.00355872,0.89008552,-0.00039115
d1,bear,superbb_bear,-6,3155,0.00443740,281,0.00355872,1.24690967,0.00087868
d1,bear,superbb_squeeze,0,3172,0.18474149,281,0.23131673,0.79865166,-0.04657524
d1,bear,superbb_squeeze,-1,3160,0.20221519,281,0.23131673,0.87419182,-0.02910154
d1,bear,superbb_squeeze,-2,3160,0.22120253,281,0.23131673,0.95627556,-0.01011419
d1,bear,superbb_squeeze,-3,3157,0.21856193,281,0.23131673,0.94486002,-0.01275480
d1,bear,superbb_squeeze,-4,3157,0.21444409,281,0.23131673,0.92705831,-0.01687263
d1,bear,superbb_squeeze,-5,3157,0.21697814,281,0.23131673,0.93801321,-0.01433858
d1,bear,superbb_squeeze,-6,3155,0.21331220,281,0.23131673,0.92216506,-0.01800452
d1,bear,superbb_expand,0,3172,0.29854981,281,0.16370107,1.82374993,0.13484874
d1,bear,superbb_expand,-1,3160,0.26044304,281,0.16370107,1.59096725,0.09674197
d1,bear,superbb_expand,-2,3160,0.22689873,281,0.16370107,1.38605531,0.06319767
d1,bear,superbb_expand,-3,3157,0.22267976,281,0.16370107,1.36028288,0.05897869
d1,bear,superbb_expand,-4,3157,0.22363003,281,0.16370107,1.36608778,0.05992896
d1,bear,superbb_expand,-5,3157,0.22299652,281,0.16370107,1.36221785,0.05929545
d1,bear,superbb_expand,-6,3155,0.23137876,281,0.16370107,1.41342245,0.06767770
d1,bear,stoch_bear,0,3172,0.60466583,281,0.41281139,1.46475084,0.19185444
d1,bear,stoch_bear,-1,3160,0.36044304,281,0.41281139,0.87314219,-0.05236835
d1,bear,stoch_bear,-2,3160,0.41139241,281,0.41281139,0.99656264,-0.00141898
d1,bear,stoch_bear,-3,3157,0.43965790,281,0.41281139,1.06503337,0.02684652
d1,bear,stoch_bear,-4,3157,0.45264492,281,0.41281139,1.09649329,0.03983353
d1,bear,stoch_bear,-5,3157,0.44884384,281,0.41281139,1.08728551,0.03603245
d1,bear,stoch_bear,-6,3155,0.45927100,281,0.41281139,1.11254440,0.04645961
d1,bear,stoch_cross_down,0,3172,0.32912989,281,0.17437722,1.88745915,0.15475266
d1,bear,stoch_cross_down,-1,3160,0.18006329,281,0.17437722,1.03260785,0.00568607
d1,bear,stoch_cross_down,-2,3160,0.17879747,281,0.17437722,1.02534875,0.00442024
d1,bear,stoch_cross_down,-3,3157,0.19258790,281,0.17437722,1.10443265,0.01821068
d1,bear,stoch_cross_down,-4,3157,0.19322141,281,0.17437722,1.10806565,0.01884419
d1,bear,stoch_cross_down,-5,3157,0.19543871,281,0.17437722,1.12078116,0.02106148
d1,bear,stoch_cross_down,-6,3155,0.19587956,281,0.17437722,1.12330929,0.02150233
d1,bear,stoch_fall_down,0,3172,0.14564943,281,0.03558719,4.09274905,0.11006224
d1,bear,stoch_fall_down,-1,3160,0.06835443,281,0.03558719,1.92075949,0.03276724
d1,bear,stoch_fall_down,-2,3160,0.06360759,281,0.03558719,1.78737342,0.02802041
d1,bear,stoch_fall_down,-3,3157,0.07792208,281,0.03558719,2.18961039,0.04233489
d1,bear,stoch_fall_down,-4,3157,0.06303453,281,0.03558719,1.77127019,0.02744734
d1,bear,stoch_fall_down,-5,3157,0.07031992,281,0.03558719,1.97598986,0.03473274
d1,bear,stoch_fall_down,-6,3155,0.06814580,281,0.03558719,1.91489699,0.03255861
d1,bear,rci_bear,0,3172,0.33858764,281,0.71886121,0.47100558,-0.38027357
d1,bear,rci_bear,-1,3160,0.33797468,281,0.71886121,0.47015290,-0.38088653
d1,bear,rci_bear,-2,3160,0.36708861,281,0.71886121,0.51065296,-0.35177260
d1,bear,rci_bear,-3,3157,0.38961039,281,0.71886121,0.54198277,-0.32925082
