timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
d1,bull,rci_strong_bull,0,3172,0.24180328,281,0.03914591,6.17697466,0.20265737
d1,bull,rci_strong_bull,-1,3160,0.23829114,281,0.03914591,6.08725547,0.19914523
d1,bull,rci_strong_bull,-2,3160,0.21044304,281,0.03914591,5.37586306,0.17129713
d1,bull,rci_strong_bull,-3,3157,0.19670573,281,0.03914591,5.02493737,0.15755983
d1,bull,rci_strong_bull,-4,3157,0.18181818,281,0.03914591,4.64462810,0.14267227
d1,bull,rci_strong_bull,-5,3157,0.18150143,281,0.03914591,4.63653641,0.14235552
d1,bull,rci_strong_bull,-6,3155,0.17274168,281,0.03914591,4.41276473,0.13359577
d1,bull,rci_cross_up,0,3172,0.03215637,281,0.02135231,1.50598991,0.01080406
d1,bull,rci_cross_up,-1,3160,0.05094937,281,0.02135231,2.38612869,0.02959705
d1,bull,rci_cross_up,-2,3160,0.04556962,281,0.02135231,2.13417722,0.02421731
d1,bull,rci_cross_up,-3,3157,0.04339563,281,0.02135231,2.03236195,0.02204332
d1,bull,rci_cross_up,-4,3157,0.04339563,281,0.02135231,2.03236195,0.02204332
d1,bull,rci_cross_up,-5,3157,0.04846373,281,0.02135231,2.26971809,0.02711142
d1,bull,rci_cross_up,-6,3155,0.04120444,281,0.02135231,1.92974115,0.01985212
d1,bull,dmi_adx_bull,0,3172,0.24842371,281,0.11032028,2.25184070,0.13810342
d1,bull,dmi_adx_bull,-1,3160,0.25094937,281,0.11032028,2.27473459,0.14062908
d1,bull,dmi_adx_bull,-2,3160,0.22816456,281,0.11032028,2.06820131,0.11784427
d1,bull,dmi_adx_bull,-3,3157,0.22363003,281,0.11032028,2.02709800,0.11330974
d1,bull,dmi_adx_bull,-4,3157,0.21634463,281,0.11032028,1.96105940,0.10602435
d1,bull,dmi_adx_bull,-5,3157,0.21159328,281,0.11032028,1.91799074,0.10127300
d1,bull,dmi_adx_bull,-6,3155,0.20887480,281,0.11032028,1.89334901,0.09855452
d1,bull,dmi_adx_strong_bull,0,3172,0.39029004,281,0.11387900,3.42723439,0.27641103
d1,bull,dmi_adx_strong_bull,-1,3160,0.44525316,281,0.11387900,3.90987935,0.33137416
d1,bull,dmi_adx_strong_bull,-2,3160,0.34556962,281,0.11387900,3.03453323,0.23169062
d1,bull,dmi_adx_strong_bull,-3,3157,0.33259424,281,0.11387900,2.92059313,0.21871523
d1,bull,dmi_adx_strong_bull,-4,3157,0.30915426,281,0.11387900,2.71476085,0.19527526
d1,bull,dmi_adx_strong_bull,-5,3157,0.29996832,281,0.11387900,2.63409685,0.18608932
d1,bull,dmi_adx_strong_bull,-6,3155,0.29413629,281,0.11387900,2.58288431,0.18025729
d1,bull,fib_above382,0,3172,0.49590164,281,0.29893238,1.65890906,0.19696926
d1,bull,fib_above382,-1,3160,0.54968354,281,0.29893238,1.83882233,0.25075116
d1,bull,fib_above382,-2,3160,0.50506329,281,0.29893238,1.68955696,0.20613091
d1,bull,fib_above382,-3,3157,0.49952487,281,0.29893238,1.67102961,0.20059248
d1,bull,fib_above382,-4,3157,0.48400380,281,0.29893238,1.61910795,0.18507142
d1,bull,fib_above382,-5,3157,0.47481787,281,0.29893238,1.58837881,0.17588548
d1,bull,fib_above382,-6,3155,0.47004754,281,0.29893238,1.57242095,0.17111516
d1,bull,fib_above500,0,3172,0.59363178,281,0.41637011,1.42573102,0.17726167
d1,bull,fib_above500,-1,3160,0.64240506,281,0.41637011,1.54287028,0.22603496
d1,bull,fib_above500,-2,3160,0.60981013,281,0.41637011,1.46458671,0.19344002
d1,bull,fib_above500,-3,3157,0.59961989,281,0.41637011,1.44011273,0.18324979
d1,bull,fib_above500,-4,3157,0.58409883,281,0.41637011,1.40283565,0.16772872
d1,bull,fib_above500,-5,3157,0.57934748,281,0.41637011,1.39142429,0.16297738
d1,bull,fib_above500,-6,3155,0.57242472,281,0.41637011,1.37479784,0.15605462
d1,bull,fib_above618,0,3172,0.69356873,281,0.55871886,1.24135549,0.13484987
d1,bull,fib_above618,-1,3160,0.73924051,281,0.55871886,1.32309925,0.18052165
d1,bull,fib_above618,-2,3160,0.70632911,281,0.55871886,1.26419415,0.14761025
d1,bull,fib_above618,-3,3157,0.69718087,281,0.55871886,1.24782053,0.13846201
d1,bull,fib_above618,-4,3157,0.69179601,281,0.55871886,1.23818267,0.13307715
d1,bull,fib_above618,-5,3157,0.68641115,281,0.55871886,1.22854480,0.12769229
d1,bull,fib_above618,-6,3155,0.67765452,281,0.55871886,1.21287210,0.11893566
d1,bull,fib_retrace38_bull,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace38_bull,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_retrace62_bull,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bull,fib_time_zone,0,3172,0.36349306,281,1.00000000,0.36349306,-0.63650694
d1,bull,fib_time_zone,-1,3160,0.34018987,281,1.00000000,0.34018987,-0.65981013
d1,bull,fib_time_zone,-2,3160,0.35664557,281,1.00000000,0.35664557,-0.64335443
d1,bull,fib_time_zone,-3,3157,0.36078556,281,1.00000000,0.36078556,-0.63921444
d1,bull,fib_time_zone,-4,3157,0.35856826,281,1.00000000,0.35856826,-0.64143174
d1,bull,fib_time_zone,-5,3157,0.35476718,281,1.00000000,0.35476718,-0.64523282
d1,bull,fib_time_zone,-6,3155,0.36133122,281,1.00000000,0.36133122,-0.63866878
d1,bull,fib_time_5,0,3172,0.20397226,281,1.00000000,0.20397226,-0.79602774
d1,bull,fib_time_5,-1,3160,0.19778481,281,1.00000000,0.19778481,-0.80221519
d1,bull,fib_time_5,-2,3160,0.19398734,281,1.00000000,0.19398734,-0.80601266
d1,bull,fib_time_5,-3,3157,0.21095977,281,1.00000000,0.21095977,-0.78904023
d1,bull,fib_time_5,-4,3157,0.19670573,281,1.00000000,0.19670573,-0.80329427
d1,bull,fib_time_5,-5,3157,0.20114032,281,1.00000000,0.20114032,-0.79885968
d1,bull,fib_time_5,-6,3155,0.19809826,281,1.00000000,0.19809826,-0.80190174
d1,bull,fib_time_8,0,3172,0.13556116,281,0.30249110,0.44814925,-0.16692994
d1,bull,fib_time_8,-1,3160,0.11392405,281,0.30249110,0.37661951,-0.18856705
d1,bull,fib_time_8,-2,3160,0.13101266,281,0.30249110,0.43311243,-0.17147844
d1,bull,fib_time_8,-3,3157,0.11529933,281,0.30249110,0.38116604,-0.18719177
d1,bull,fib_time_8,-4,3157,0.13462148,281,0.30249110,0.44504276,-0.16786963
d1,bull,fib_time_8,-5,3157,0.12321825,281,0.30249110,0.40734502,-0.17927286
d1,bull,fib_time_8,-6,3155,0.13692552,281,0.30249110,0.45265964,-0.16556559
d1,bull,fib_time_13,0,3172,0.08259773,281,0.09964413,0.82892722,-0.01704640
d1,bull,fib_time_13,-1,3160,0.07056962,281,0.09964413,0.70821655,-0.02907451
d1,bull,fib_time_13,-2,3160,0.08196203,281,0.09964413,0.82254747,-0.01768210
d1,bull,fib_time_13,-3,3157,0.07285398,281,0.09964413,0.73114168,-0.02679015
d1,bull,fib_time_13,-4,3157,0.07792208,281,0.09964413,0.78200371,-0.02172205
d1,bull,fib_time_13,-5,3157,0.07412100,281,0.09964413,0.74385719,-0.02552313
d1,bull,fib_time_13,-6,3155,0.07955626,281,0.09964413,0.79840389,-0.02008787
d1,bull,fib_fan_up,0,3172,0.49590164,281,0.29893238,1.65890906,0.19696926
d1,bull,fib_fan_up,-1,3160,0.54968354,281,0.29893238,1.83882233,0.25075116
d1,bull,fib_fan_up,-2,3160,0.50506329,281,0.29893238,1.68955696,0.20613091
d1,bull,fib_fan_up,-3,3157,0.49952487,281,0.29893238,1.67102961,0.20059248
d1,bull,fib_fan_up,-4,3157,0.48400380,281,0.29893238,1.61910795,0.18507142
d1,bull,fib_fan_up,-5,3157,0.47481787,281,0.29893238,1.58837881,0.17588548
d1,bull,fib_fan_up,-6,3155,0.47004754,281,0.29893238,1.57242095,0.17111516
d1,bull,fib_arc_bull,0,3172,0.59363178,281,0.41637011,1.42573102,0.17726167
d1,bull,fib_arc_bull,-1,3160,0.64240506,281,0.41637011,1.54287028,0.22603496
d1,bull,fib_arc_bull,-2,3160,0.60981013,281,0.41637011,1.46458671,0.19344002
d1,bull,fib_arc_bull,-3,3157,0.59961989,281,0.41637011,1.44011273,0.18324979
d1,bull,fib_arc_bull,-4,3157,0.58409883,281,0.41637011,1.40283565,0.16772872
d1,bull,fib_arc_bull,-5,3157,0.57934748,281,0.41637011,1.39142429,0.16297738
d1,bull,fib_arc_bull,-6,3155,0.57242472,281,0.41637011,1.37479784,0.15605462
d1,bull,trendline_up,0,3172,0.62578815,281,0.35231317,1.77622696,0.27347498
d1,bull,trendline_up,-1,3160,0.61867089,281,0.35231317,1.75602544,0.26635772
d1,bull,trendline_up,-2,3160,0.59145570,281,0.35231317,1.67877829,0.23914253
d1,bull,trendline_up,-3,3157,0.57522965,281,0.35231317,1.63272254,0.22291648
d1,bull,trendline_up,-4,3157,0.56160912,281,0.35231317,1.59406226,0.20929596
d1,bull,trendline_up,-5,3157,0.55210643,281,0.35231317,1.56708997,0.19979326
d1,bull,trendline_up,-6,3155,0.54770206,281,0.35231317,1.55458868,0.19538889
d1,bull,channel_upper,0,3172,0.35718789,281,0.09964413,3.58463565,0.25754377
d1,bull,channel_upper,-1,3160,0.45917722,281,0.09964413,4.60817134,0.35953309
d1,bull,channel_upper,-2,3160,0.36234177,281,0.09964413,3.63635850,0.26269764
d1,bull,channel_upper,-3,3157,0.33576180,281,0.09964413,3.36960948,0.23611767
d1,bull,channel_upper,-4,3157,0.32055749,281,0.09964413,3.21702339,0.22091336
d1,bull,channel_upper,-5,3157,0.30376940,281,0.09964413,3.04854292,0.20412527
d1,bull,channel_upper,-6,3155,0.30206022,281,0.09964413,3.03139008,0.20241609
d1,bull,channel_mid_bull,0,3172,0.60750315,281,0.35587189,1.70708386,0.25163127
d1,bull,channel_mid_bull,-1,3160,0.68449367,281,0.35587189,1.92342722,0.32862178
d1,bull,channel_mid_bull,-2,3160,0.64082278,281,0.35587189,1.80071203,0.28495090
d1,bull,channel_mid_bull,-3,3157,0.62210960,281,0.35587189,1.74812797,0.26623771
d1,bull,channel_mid_bull,-4,3157,0.59645233,281,0.35587189,1.67603104,0.24058044
d1,bull,channel_mid_bull,-5,3157,0.58694964,281,0.35587189,1.64932848,0.23107775
d1,bull,channel_mid_bull,-6,3155,0.58066561,281,0.35587189,1.63167036,0.22479372
d1,bull,channel_breakout_up,0,3172,0.10403531,281,0.01423488,7.30848045,0.08980043
d1,bull,channel_breakout_up,-1,3160,0.22183544,281,0.01423488,15.58393987,0.20760057
d1,bull,channel_breakout_up,-2,3160,0.08607595,281,0.01423488,6.04683544,0.07184107
d1,bull,channel_breakout_up,-3,3157,0.09090909,281,0.01423488,6.38636364,0.07667422
d1,bull,channel_breakout_up,-4,3157,0.08235667,281,0.01423488,5.78555591,0.06812179
d1,bull,channel_breakout_up,-5,3157,0.08457396,281,0.01423488,5.94132087,0.07033909
d1,bull,channel_breakout_up,-6,3155,0.08526149,281,0.01423488,5.98961965,0.07102661
d1,bull,horizontal_resistance_near,0,3172,0.10624212,281,0.02491103,4.26486219,0.08133109
d1,bull,horizontal_resistance_near,-1,3160,0.18417722,281,0.02491103,7.39339964,0.15926618
d1,bull,horizontal_resistance_near,-2,3160,0.10221519,281,0.02491103,4.10320976,0.07730416
d1,bull,horizontal_resistance_near,-3,3157,0.09439341,281,0.02491103,3.78922123,0.06948238
d1,bull,horizontal_resistance_near,-4,3157,0.08679126,281,0.02491103,3.48404905,0.06188023
d1,bull,horizontal_resistance_near,-5,3157,0.08362369,281,0.02491103,3.35689398,0.05871266
d1,bull,horizontal_resistance_near,-6,3155,0.08145800,281,0.02491103,3.26995698,0.05654697
d1,bull,horizontal_support_near,0,3172,0.05895334,281,0.05338078,1.10439260,0.00557256
d1,bull,horizontal_support_near,-1,3160,0.02436709,281,0.05338078,0.45647679,-0.02901369
d1,bull,horizontal_support_near,-2,3160,0.02626582,281,0.05338078,0.49204641,-0.02711496
d1,bull,horizontal_support_near,-3,3157,0.02565727,281,0.05338078,0.48064618,-0.02772351
d1,bull,horizontal_support_near,-4,3157,0.02850808,281,0.05338078,0.53405131,-0.02487271
d1,bull,horizontal_support_near,-5,3157,0.02819132,281,0.05338078,0.52811741,-0.02518946
d1,bull,horizontal_support_near,-6,3155,0.03232964,281,0.05338078,0.60564184,-0.02105115
d1,bull,horizontal_break_up,0,3172,0.06494325,281,0.00711744,9.12452711,0.05782582
d1,bull,horizontal_break_up,-1,3160,0.13639241,281,0.00711744,19.16313291,0.12927497
d1,bull,horizontal_break_up,-2,3160,0.05158228,281,0.00711744,7.24731013,0.04446484
d1,bull,horizontal_break_up,-3,3157,0.05733291,281,0.00711744,8.05527399,0.05021547
d1,bull,horizontal_break_up,-4,3157,0.05289832,281,0.00711744,7.43221413,0.04578088
d1,bull,horizontal_break_up,-5,3157,0.05004751,281,0.00711744,7.03167564,0.04293008
d1,bull,horizontal_break_up,-6,3155,0.04976228,281,0.00711744,6.99160063,0.04264484
d1,bull,vertical_session,0,3172,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-1,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-2,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-3,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-4,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-5,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_session,-6,3155,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,0,3172,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-1,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-2,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-3,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-4,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-5,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_day_open,-6,3155,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bull,vertical_week_open,0,3172,0.06084489,281,0.16014235,0.37994255,-0.09929746
d1,bull,vertical_week_open,-1,3160,0.20126582,281,0.16014235,1.25679325,0.04112347
d1,bull,vertical_week_open,-2,3160,0.18006329,281,0.16014235,1.12439522,0.01992094
d1,bull,vertical_week_open,-3,3157,0.21127653,281,0.16014235,1.31930454,0.05113418
d1,bull,vertical_week_open,-4,3157,0.19923978,281,0.16014235,1.24414177,0.03909744
d1,bull,vertical_week_open,-5,3157,0.14697498,281,0.16014235,0.91777707,-0.01316737
d1,bull,vertical_week_open,-6,3155,0.05546751,281,0.16014235,0.34636380,-0.10467484
d1,bull,rectangle_range,0,3172,0.46122320,281,0.61921708,0.74484897,-0.15799388
d1,bull,rectangle_range,-1,3160,0.41772152,281,0.61921708,0.67459625,-0.20149556
d1,bull,rectangle_range,-2,3160,0.47436709,281,0.61921708,0.76607559,-0.14484999
d1,bull,rectangle_range,-3,3157,0.51472917,281,0.61921708,0.83125803,-0.10448791
d1,bull,rectangle_range,-4,3157,0.51853025,281,0.61921708,0.83739655,-0.10068683
d1,bull,rectangle_range,-5,3157,0.52771619,281,0.61921708,0.85223131,-0.09150090
d1,bull,rectangle_range,-6,3155,0.52012678,281,0.61921708,0.83997486,-0.09909030
d1,bull,triangle_breakout_up,0,3172,0.00851198,281,0.00000000,,0.00851198
d1,bull,triangle_breakout_up,-1,3160,0.01708861,281,0.00000000,,0.01708861
d1,bull,triangle_breakout_up,-2,3160,0.00759494,281,0.00000000,,0.00759494
d1,bull,triangle_breakout_up,-3,3157,0.00791891,281,0.00000000,,0.00791891
d1,bull,triangle_breakout_up,-4,3157,0.00696864,281,0.00000000,,0.00696864
d1,bull,triangle_breakout_up,-5,3157,0.00728540,281,0.00000000,,0.00728540
d1,bull,triangle_breakout_up,-6,3155,0.00824089,281,0.00000000,,0.00824089
d1,bull,ellipse_compression,0,3172,0.03121059,281,0.02135231,1.46169609,0.00985828
d1,bull,ellipse_compression,-1,3160,0.02974684,281,0.02135231,1.39314346,0.00839452
d1,bull,ellipse_compression,-2,3160,0.04240506,281,0.02135231,1.98597046,0.02105275
d1,bull,ellipse_compression,-3,3157,0.03325942,281,0.02135231,1.55764967,0.01190711
d1,bull,ellipse_compression,-4,3157,0.03420969,281,0.02135231,1.60215394,0.01285738
d1,bull,ellipse_compression,-5,3157,0.03389294,281,0.02135231,1.58731918,0.01254062
d1,bull,ellipse_compression,-6,3155,0.03549921,281,0.02135231,1.66254622,0.01414689
d1,bull,elliott_wave2_bull,0,3172,0.11853720,281,0.09608541,1.23366494,0.02245179
d1,bull,elliott_wave2_bull,-1,3160,0.06993671,281,0.09608541,0.72785982,-0.02614870
d1,bull,elliott_wave2_bull,-2,3160,0.09177215,281,0.09608541,0.95511017,-0.00431326
d1,bull,elliott_wave2_bull,-3,3157,0.10136205,281,0.09608541,1.05491618,0.00527664
d1,bull,elliott_wave2_bull,-4,3157,0.10326259,281,0.09608541,1.07469586,0.00717718
d1,bull,elliott_wave2_bull,-5,3157,0.10421286,281,0.09608541,1.08458569,0.00812745
d1,bull,elliott_wave2_bull,-6,3155,0.10491284,281,0.09608541,1.09187063,0.00882743
d1,bull,elliott_wave3_bull,0,3172,0.07503153,281,0.03558719,2.10838588,0.03944434
d1,bull,elliott_wave3_bull,-1,3160,0.15000000,281,0.03558719,4.21500000,0.11441281
d1,bull,elliott_wave3_bull,-2,3160,0.05886076,281,0.03558719,1.65398734,0.02327357
d1,bull,elliott_wave3_bull,-3,3157,0.06461831,281,0.03558719,1.81577447,0.02903112
d1,bull,elliott_wave3_bull,-4,3157,0.06651885,281,0.03558719,1.86917960,0.03093166
d1,bull,elliott_wave3_bull,-5,3157,0.07095344,281,0.03558719,1.99379157,0.03536625
d1,bull,elliott_wave3_bull,-6,3155,0.07099842,281,0.03558719,1.99505547,0.03541123
d1,bull,elliott_wave4_bull,0,3172,0.10277427,281,0.07829181,1.31270778,0.02448246
d1,bull,elliott_wave4_bull,-1,3160,0.07215190,281,0.07829181,0.92157652,-0.00613992
d1,bull,elliott_wave4_bull,-2,3160,0.08924051,281,0.07829181,1.13984465,0.01094869
d1,bull,elliott_wave4_bull,-3,3157,0.10294583,281,0.07829181,1.31489907,0.02465402
d1,bull,elliott_wave4_bull,-4,3157,0.09724422,281,0.07829181,1.24207389,0.01895240
d1,bull,elliott_wave4_bull,-5,3157,0.09090909,281,0.07829181,1.16115702,0.01261728
d1,bull,elliott_wave4_bull,-6,3155,0.09033281,281,0.07829181,1.15379628,0.01204099
d1,bull,elliott_wave5_bull,0,3172,0.11475410,281,0.02491103,4.60655738,0.08984307
d1,bull,elliott_wave5_bull,-1,3160,0.21487342,281,0.02491103,8.62563291,0.18996239
d1,bull,elliott_wave5_bull,-2,3160,0.09145570,281,0.02491103,3.67129295,0.06654466
d1,bull,elliott_wave5_bull,-3,3157,0.09724422,281,0.02491103,3.90366080,0.07233319
d1,bull,elliott_wave5_bull,-4,3157,0.08900855,281,0.02491103,3.57305760,0.06409752
d1,bull,elliott_wave5_bull,-5,3157,0.08869180,281,0.02491103,3.56034210,0.06378076
d1,bull,elliott_wave5_bull,-6,3155,0.09889065,281,0.02491103,3.96975323,0.07397962
d1,bull,elliott_impulse_bull,0,3172,0.12421185,281,0.04982206,2.49310935,0.07438979
d1,bull,elliott_impulse_bull,-1,3160,0.26075949,281,0.04982206,5.23381555,0.21093743
d1,bull,elliott_impulse_bull,-2,3160,0.10854430,281,0.04982206,2.17863924,0.05872224
d1,bull,elliott_impulse_bull,-3,3157,0.11498258,281,0.04982206,2.30786461,0.06516051
d1,bull,elliott_impulse_bull,-4,3157,0.11371555,281,0.04982206,2.28243359,0.06389349
d1,bull,elliott_impulse_bull,-5,3157,0.11244853,281,0.04982206,2.25700258,0.06262646
d1,bull,elliott_impulse_bull,-6,3155,0.11980983,281,0.04982206,2.40475436,0.06998776
d1,bull,elliott_pullback_bull,0,3172,0.22131148,281,0.17437722,1.26915356,0.04693425
d1,bull,elliott_pullback_bull,-1,3160,0.14208861,281,0.17437722,0.81483467,-0.03228862
d1,bull,elliott_pullback_bull,-2,3160,0.18101266,281,0.17437722,1.03805218,0.00663543
d1,bull,elliott_pullback_bull,-3,3157,0.20430789,281,0.17437722,1.17164319,0.02993066
d1,bull,elliott_pullback_bull,-4,3157,0.20050681,281,0.17437722,1.14984518,0.02612959
d1,bull,elliott_pullback_bull,-5,3157,0.19512195,281,0.17437722,1.11896466,0.02074473
d1,bull,elliott_pullback_bull,-6,3155,0.19524564,281,0.17437722,1.11967399,0.02086842
d1,bull,range_compression,0,3172,0.78530895,281,0.86476868,0.90811447,-0.07945973
d1,bull,range_compression,-1,3160,0.80506329,281,0.86476868,0.93095796,-0.05970539
d1,bull,range_compression,-2,3160,0.79367089,281,0.86476868,0.91778403,-0.07109780
d1,bull,range_compression,-3,3157,0.79885968,281,0.86476868,0.92378424,-0.06590901
d1,bull,range_compression,-4,3157,0.78808996,281,0.86476868,0.91133036,-0.07667872
d1,bull,range_compression,-5,3157,0.80234400,281,0.86476868,0.92781343,-0.06242469
d1,bull,range_compression,-6,3155,0.79873217,281,0.86476868,0.92363679,-0.06603651
d1,bull,range_tight,0,3172,0.06116015,281,0.07829181,0.78118193,-0.01713166
d1,bull,range_tight,-1,3160,0.06867089,281,0.07829181,0.87711450,-0.00962093
d1,bull,range_tight,-2,3160,0.05949367,281,0.07829181,0.75989643,-0.01879814
d1,bull,range_tight,-3,3157,0.05859994,281,0.07829181,0.74848101,-0.01969188
d1,bull,range_tight,-4,3157,0.06176750,281,0.07829181,0.78893944,-0.01652431
d1,bull,range_tight,-5,3157,0.06620209,281,0.07829181,0.84558125,-0.01208972
d1,bull,range_tight,-6,3155,0.06529319,281,0.07829181,0.83397205,-0.01299863
d1,bull,range_expansion,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bull,range_expansion,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bull,inside_bar,0,3172,0.21626734,281,0.18861210,1.14662495,0.02765524
d1,bull,inside_bar,-1,3160,0.08575949,281,0.18861210,0.45468713,-0.10285261
d1,bull,inside_bar,-2,3160,0.20253165,281,0.18861210,1.07379986,0.01391955
d1,bull,inside_bar,-3,3157,0.19290466,281,0.18861210,1.02275865,0.00429256
d1,bull,inside_bar,-4,3157,0.21887868,281,0.18861210,1.16046999,0.03026658
d1,bull,inside_bar,-5,3157,0.22014571,281,0.18861210,1.16718762,0.03153361
d1,bull,inside_bar,-6,3155,0.21870048,281,0.18861210,1.15952516,0.03008838
d1,bull,inside_2,0,3172,0.01071879,281,0.01423488,0.75299496,-0.00351609
d1,bull,inside_2,-1,3160,0.00759494,281,0.01423488,0.53354430,-0.00663994
d1,bull,inside_2,-2,3160,0.01867089,281,0.01423488,1.31162975,0.00443601
d1,bull,inside_2,-3,3157,0.01932214,281,0.01423488,1.35738042,0.00508727
d1,bull,inside_2,-4,3157,0.02122268,281,0.01423488,1.49089325,0.00698780
