timeframe,horizon_bars,target_pips,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,1,150,superbb_bull+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,121,27,14.92468069,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+pullback_bull+mtf_volatility,420,50,14.33243146,0.00000000,6,0,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+mtf_volatility,378,58,14.33243146,0.00000000,6,0,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+impulse_bull+mtf_volatility,338,50,14.24762417,0.00000000,6,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,13.86096990,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,43,13.57809296,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_wave5_bull,135,20,13.37693603,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+impulse_bull+mtf_volatility,362,62,13.30303030,0.00000000,6,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_wave5_bull,136,20,13.27857620,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_wave5_bull,136,20,13.27857620,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,137,31,13.18165229,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+pullback_bull+mtf_adx25,184,34,13.08613307,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,rsi_up1+superbb_bull+horizontal_break_up+cross_group_return_up,139,31,12.99198823,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,30,12.94542196,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_wave5_bull,140,20,12.89918831,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+elliott_wave5_bull,142,20,12.71750960,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+pullback_bull+mtf_adx_rising,286,43,12.62857597,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+cross_group_return_up,144,31,12.54087753,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,price20_bull+superbb_bull+horizontal_break_up+cross_group_return_up,144,31,12.54087753,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ema20_rising+superbb_bull+horizontal_break_up+cross_group_return_up,144,31,12.54087753,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+impulse_bull+cross_group_return_up,144,31,12.54087753,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+retest_up+cross_group_return_up,144,31,12.54087753,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,12.45438871,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,12.43723391,0.00000000,3,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,39,12.36908468,0.00000000,3,0,0.00000000,0.00000000
h4,1,150,atr_expand+mtf_volatility,1172,172,12.32686938,0.00000000,11,0,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+mtf_volatility+cross_target_relative_up,153,25,11.80317885,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,11.75707268,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,11.74560237,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,atr_expand+mtf_volatility+cross_target_relative_up,514,70,11.71132532,0.00000000,9,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,11.63722906,0.00000000,8,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,11.35777587,0.00000000,5,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,44,11.10631220,105.99242424,4,1,0.02500000,0.00000000
h4,1,150,adx_up3+volatility+impulse_bull+mtf_volatility,329,71,10.97803261,0.00000000,9,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_impulse_bull,165,22,10.94476584,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,rsi_up1+superbb_bull+horizontal_break_up+elliott_wave5_bull,165,35,10.94476584,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+elliott_impulse_bull,167,22,10.81369080,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+elliott_wave5_bull+mtf_adx25+cross_group_return_up,171,22,10.56073897,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+horizontal_break_up+mtf_volatility,286,38,10.52381331,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+elliott_wave5_bull,172,36,10.49933932,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,price20_bull+superbb_bull+horizontal_break_up+elliott_wave5_bull,172,36,10.49933932,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,ema20_rising+superbb_bull+horizontal_break_up+elliott_wave5_bull,172,36,10.49933932,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+impulse_bull+elliott_wave5_bull,172,36,10.49933932,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+retest_up+elliott_wave5_bull,172,36,10.49933932,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_adx_rising,867,167,10.41456957,27.92614770,11,1,0.00413223,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+breakout20_up,175,23,10.31935065,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+retest_up,175,23,10.31935065,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+impulse_bull+mtf_adx25,352,34,10.26071798,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,57,10.18117753,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up+impulse_bull,180,23,10.03270202,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_volatility,362,44,9.97727273,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up,181,23,9.97727273,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+retest_up,181,23,9.97727273,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up+retest_up,181,23,9.97727273,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,9.94978713,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,price20_bull+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,9.94978713,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ema20_rising+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,9.94978713,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,9.94978713,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx25+horizontal_break_up+impulse_bull+mtf_volatility,365,51,9.89526775,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,adx25+breakout20_up+impulse_bull+mtf_volatility,487,88,9.88849480,0.00000000,9,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+pullback_bull+mtf_adx25,366,41,9.86823150,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,9.78800197,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,price20_bull+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,9.78800197,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ema20_rising+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,9.78800197,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+impulse_bull,185,23,9.76154791,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull,186,23,9.70906647,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,rsi_up1+superbb_bull+elliott_wave5_bull+cross_group_return_up,186,36,9.70906647,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,superbb_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,186,36,9.70906647,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,superbb_bull+retest_up+elliott_wave5_bull+cross_group_return_up,186,36,9.70906647,0.00000000,2,0,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_adx25,622,112,9.67784761,41.63988095,10,1,0.00714286,0.00000000
h4,1,150,price20_bull+atr_expand+elliott_wave5_bull+mtf_adx25,249,27,9.67007424,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,ema20_rising+atr_expand+elliott_wave5_bull+mtf_adx25,249,27,9.67007424,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+breakout20_up+mtf_adx25+cross_group_return_up,187,25,9.65714633,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+retest_up+mtf_adx25+cross_group_return_up,187,24,9.65714633,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+impulse_bull+mtf_adx_rising,500,51,9.63139394,0.00000000,4,0,0.00000000,0.00000000
h4,1,150,atr_expand+breakout20_up+elliott_impulse_bull+mtf_adx25,250,28,9.63139394,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+retest_up+elliott_impulse_bull+mtf_adx25,250,28,9.63139394,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,9.63139394,0.00000000,1,0,0.00000000,0.00000000
h4,1,150,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,9.63139394,0.00000000,1,0,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+pullback_bull+mtf_volatility,141,24,29.65994774,,1,1,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,226,27,24.67287688,,2,2,0.00000000,0.00000000
h4,1,200,atr_expand+pullback_bull+mtf_volatility+cross_target_relative_up,203,24,20.60124449,,1,1,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+mtf_volatility,431,87,19.40627671,,10,10,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,19.22782819,,2,2,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,39,19.09613074,,3,3,0.00000000,0.00000000
h4,1,200,atr_expand+pullback_bull+mtf_volatility,420,50,16.59544695,,6,6,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,16.33614309,,2,2,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,14.69965776,,8,8,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+pullback_bull+mtf_adx_rising,286,43,14.62256165,,4,4,0.00000000,0.00000000
h4,1,200,atr_expand+mtf_volatility+adx25,697,83,14.00017619,,8,8,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_volatility,697,83,14.00017619,,8,8,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,45,13.87082133,,5,5,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,13.75675208,,4,4,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,13.60017116,,2,2,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,13.15110890,,5,5,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+pullback_bull+mtf_volatility,229,24,12.17482571,,1,1,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+pullback_bull+mtf_volatility,692,147,12.08685732,,12,12,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_volatility+cross_group_bull,232,28,12.01739262,,2,2,0.00000000,0.00000000
h4,1,200,atr_expand+mtf_volatility,1172,172,11.89434764,,11,11,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,11.52080615,,3,3,0.00000000,0.00000000
h4,1,200,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,11.52080615,,1,1,0.00000000,0.00000000
h4,1,200,price20_bull+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,11.52080615,,1,1,0.00000000,0.00000000
h4,1,200,ema20_rising+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,11.52080615,,1,1,0.00000000,0.00000000
h4,1,200,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,11.33347597,,1,1,0.00000000,0.00000000
h4,1,200,price20_bull+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,11.33347597,,1,1,0.00000000,0.00000000
h4,1,200,ema20_rising+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,11.33347597,,1,1,0.00000000,0.00000000
h4,1,200,atr_expand+mtf_volatility+cross_group_return_up,505,77,11.04172312,,8,8,0.00000000,0.00000000
h4,1,200,atr_expand+mtf_volatility+cross_target_relative_up,514,70,10.84838556,,9,9,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx_up3+atr_expand+pullback_bull,272,48,10.25012900,,3,3,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_adx_rising+cross_group_return_up,693,79,10.05784664,,7,7,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+horizontal_break_up+mtf_volatility,141,23,9.88664925,,2,2,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+elliott_wave5_bull+mtf_adx25,141,38,9.88664925,,4,4,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+elliott_wave5_bull+mtf_volatility,144,21,9.68067739,,2,2,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+mtf_adx_rising,867,167,9.64718023,,11,11,0.00000000,0.00000000
h4,1,200,rsi_up1+atr_expand+mtf_volatility+cross_group_return_up,146,21,9.54806537,,1,1,0.00000000,0.00000000
h4,1,200,adx25+volatility+breakout20_up+mtf_volatility,300,49,9.29345029,,4,4,0.00000000,0.00000000
h4,1,200,adx25+impulse_bull+elliott_pullback_bull+mtf_volatility,152,25,9.17116805,,1,1,0.00000000,0.00000000
h4,1,200,adx25+volatility+impulse_bull+mtf_volatility,1082,188,9.01859779,,11,11,0.00000000,0.00000000
h4,1,200,triangle_breakout_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,price20_bull+triangle_breakout_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,ema20_rising+triangle_breakout_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,price20_bull+triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,ema20_rising+triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.99366157,,1,1,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+horizontal_break_up+mtf_adx25,155,44,8.99366157,,4,4,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+breakout20_up+mtf_volatility,157,23,8.87909264,,2,2,0.00000000,0.00000000
h4,1,200,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,27,8.87909264,,2,2,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+elliott_impulse_bull+mtf_volatility,158,22,8.82289585,,2,2,0.00000000,0.00000000
h4,1,200,rsi_up1+volatility+breakout20_up+mtf_volatility,317,40,8.79506337,,4,4,0.00000000,0.00000000
h4,1,200,atr_expand+pullback_bull+mtf_adx25+cross_target_relative_up,326,52,8.55225487,,5,5,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+pullback_bull+mtf_adx25,657,152,8.48716922,,12,12,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+impulse_bull+mtf_volatility,329,71,8.47427078,,9,9,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+breakout20_up+mtf_adx25,166,44,8.39769605,,4,4,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+elliott_impulse_bull+mtf_adx25,166,44,8.39769605,,4,4,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_adx_rising,500,76,8.36410526,,9,9,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+pullback_bull,502,92,8.33078213,,9,9,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+mtf_volatility,1847,376,8.30221602,,12,12,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx25+atr_expand+cross_group_bull,508,66,8.23238707,,7,7,0.00000000,0.00000000
h4,1,200,adx25+volatility+elliott_wave5_bull+mtf_volatility,344,54,8.10475316,,4,4,0.00000000,0.00000000
h4,1,200,adx25+volatility+pullback_bull+mtf_adx25,2772,425,8.04627731,,12,12,0.00000000,0.00000000
h4,1,200,volatility+pullback_bull+mtf_adx25+cross_target_relative_up,2266,348,7.99745281,,12,12,0.00000000,0.00000000
h4,1,200,volatility+impulse_bull+elliott_pullback_bull+mtf_adx25,179,27,7.78780751,,1,1,0.00000000,0.00000000
h4,1,200,adx25+volatility+breakout20_up+mtf_adx25,359,71,7.76611445,,6,6,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+pullback_bull+mtf_adx25,366,41,7.61758221,,4,4,0.00000000,0.00000000
h4,1,200,rsi_up1+volatility+elliott_wave5_bull+mtf_volatility,367,35,7.59682585,,3,3,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+pullback_bull+mtf_adx25,184,34,7.57618230,,1,1,0.00000000,0.00000000
h4,1,200,adx_up3+volatility+pullback_bull+mtf_adx_rising,1105,280,7.56932603,,12,12,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+mtf_adx_rising+cross_group_bull,553,74,7.56248215,,8,8,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+mtf_adx_rising+cross_group_bull,556,70,7.52167739,,7,7,0.00000000,0.00000000
h4,1,200,triangle_breakout_up+impulse_bull,186,22,7.49471798,,1,1,0.00000000,0.00000000
h4,1,200,price20_bull+triangle_breakout_up+impulse_bull,186,22,7.49471798,,1,1,0.00000000,0.00000000
h4,1,200,ema20_rising+triangle_breakout_up+impulse_bull,186,22,7.49471798,,1,1,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+pullback_bull,934,139,7.46262068,,11,11,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+mtf_adx_rising+cross_group_return_up,374,60,7.45463927,,5,5,0.00000000,0.00000000
h4,1,200,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,33,7.45463927,,3,3,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx25+atr_expand+cross_target_relative_up,577,82,7.24792484,,10,10,0.00000000,0.00000000
h4,1,200,adx25+impulse_bull+elliott_pullback_bull+mtf_adx25,194,39,7.18565744,,2,2,0.00000000,0.00000000
h4,1,200,volatility+pullback_bull+mtf_volatility+cross_target_relative_up,2156,314,7.11233441,,12,12,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_adx25,395,57,7.05831668,,6,6,0.00000000,0.00000000
h4,1,200,volatility+breakout20_up+impulse_bull+mtf_volatility,396,56,7.04049265,,6,6,0.00000000,0.00000000
h4,1,200,mtf_trend_bull+pullback_bull+macd_accel_up+atr_expand,199,20,7.00511329,,1,1,0.00000000,0.00000000
h4,1,200,adx25+volatility+elliott_wave5_bull+mtf_adx25,406,80,6.86708150,,8,8,0.00000000,0.00000000
h4,1,200,rsi_up1+volatility+elliott_pullback_bull+mtf_volatility,203,32,6.86708150,,1,1,0.00000000,0.00000000
h4,1,200,ichimoku_cloud_bull+adx25+atr_expand+cross_group_return_up,627,76,6.66994040,,8,8,0.00000000,0.00000000
h4,1,200,adx25+atr_expand+pullback_bull+cross_target_relative_up,418,59,6.66994040,,6,6,0.00000000,0.00000000
h4,1,200,atr_expand+mtf_volatility+cross_group_bull,422,71,6.60671822,,8,8,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+horizontal_break_up+mtf_volatility,141,23,80.50557244,,2,2,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+elliott_wave5_bull+mtf_adx25,141,38,80.50557244,,4,4,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+elliott_wave5_bull+mtf_volatility,144,21,78.82837302,,2,2,0.00000000,0.00000000
h4,1,300,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,39,77.74853229,,3,3,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+horizontal_break_up+mtf_adx25,155,44,73.23410138,,4,4,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+breakout20_up+mtf_volatility,157,23,72.30118289,,2,2,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+elliott_impulse_bull+mtf_volatility,158,22,71.84358047,,2,2,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+breakout20_up+mtf_adx25,166,44,68.38123924,,4,4,0.00000000,0.00000000
h4,1,300,adx_up3+volatility+elliott_impulse_bull+mtf_adx25,166,44,68.38123924,,4,4,0.00000000,0.00000000
h4,1,300,mtf_trend_bull+pullback_bull+macd_accel_up+atr_expand,199,20,57.04163676,,1,1,0.00000000,0.00000000
h4,1,300,atr_expand+pullback_bull+mtf_volatility+cross_target_relative_up,203,24,55.91766362,,1,1,0.00000000,0.00000000
h4,1,300,adx25+volatility+horizontal_break_up+mtf_volatility,211,31,53.79756263,,3,3,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,226,27,50.22692794,,2,2,0.00000000,0.00000000
h4,1,300,adx25+atr_expand+pullback_bull+mtf_volatility,229,24,49.56893325,,1,1,0.00000000,0.00000000
h4,1,300,adx_up3+impulse_bull+elliott_wave5_bull+mtf_volatility,235,40,48.30334347,,3,3,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+adx_up3+elliott_wave5_bull+mtf_volatility,240,24,47.29702381,,3,3,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+volatility+horizontal_break_up+mtf_volatility,243,36,46.71310994,,4,4,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+adx_up3+horizontal_break_up+mtf_volatility,250,25,45.40514286,,2,2,0.00000000,0.00000000
h4,1,300,adx_up3+horizontal_break_up+impulse_bull+mtf_volatility,251,40,45.22424587,,2,2,0.00000000,0.00000000
h4,1,300,adx25+volatility+horizontal_break_up+mtf_adx25,254,53,44.69010124,,4,4,0.00000000,0.00000000
h4,1,300,volatility+horizontal_break_up+impulse_bull+mtf_volatility,254,37,44.69010124,,4,4,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,44.34095982,,2,2,0.00000000,0.00000000
h4,1,300,ichimoku_cloud_bull+adx_up3+elliott_impulse_bull+mtf_volatility,261,29,43.49151615,,3,3,0.00000000,0.00000000
h4,1,300,adx_up3+impulse_bull+elliott_impulse_bull+mtf_volatility,264,46,42.99729437,,4,4,0.00000000,0.00000000
