timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,200,5,ichimoku_cloud_bull+volatility+elliott_wave5_bull+mtf_adx25,148,22,2.69689233,1.44080338,2,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,2.67715897,1.82871199,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,26,2.67715897,1.82871199,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,2.67715897,1.82871199,1,0,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+horizontal_break_up+cross_group_bull,150,28,2.66093377,1.69808970,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+elliott_wave5_bull+cross_group_return_up,124,28,2.65556898,1.13205980,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout20_up+cross_group_bull,147,24,2.64735757,0.00000000,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout_up20+cross_group_bull,147,24,2.64735757,0.00000000,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+retest_up+cross_group_bull,147,24,2.64735757,0.00000000,1,0,0.00000000,0.00000000
d1,200,5,volatility+elliott_wave5_bull+mtf_adx25+cross_group_bull,125,15,2.63432443,2.11317829,1,0,0.00000000,0.00000000
d1,200,5,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,21,2.62999268,1.50941307,1,0,0.00000000,0.00000000
d1,200,5,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,21,2.62999268,1.50941307,1,0,0.00000000,0.00000000
d1,200,5,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,21,2.62999268,1.50941307,1,0,0.00000000,0.00000000
d1,200,5,rci_strong_bull+bb_expand+horizontal_break_up+cross_group_return_up,133,22,2.62592148,0.00000000,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+close_near_high,122,23,2.61731190,1.37815976,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+close_near_high,122,23,2.61731190,1.37815976,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+elliott_impulse_bull+cross_group_bull,145,27,2.61505560,1.17398794,2,1,0.10000000,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_bull,187,29,2.61468759,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_bull,187,29,2.61468759,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_bull,187,29,2.61468759,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,153,39,2.60875860,1.21914132,4,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout20_up+cross_group_return_up,157,34,2.60585074,0.00000000,3,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+breakout_up20+cross_group_return_up,157,34,2.60585074,0.00000000,3,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+retest_up+cross_group_return_up,157,34,2.60585074,0.00000000,3,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_bull,146,25,2.59714426,1.90186047,2,1,0.07142857,0.00000000
d1,200,5,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,2.59603294,2.64147287,2,1,0.30000000,0.00000000
d1,200,5,trend_bull+volatility+breakout20_up+close_near_high,128,19,2.57258245,1.66829865,2,0,0.00000000,0.00000000
d1,200,5,trend_bull+volatility+breakout_up20+close_near_high,128,19,2.57258245,1.66829865,2,0,0.00000000,0.00000000
d1,200,5,volatility+elliott_impulse_bull+mtf_adx25+cross_group_bull,163,19,2.57114766,1.66829865,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_bull,144,30,2.56392056,1.58488372,3,0,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,2.55992974,1.82871199,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+pin_bull,195,63,2.55859016,3.01882614,4,3,0.19833683,0.05882353
d1,200,5,trend_bull+bb_expand+horizontal_break_up+cross_group_return_up,172,37,2.55263995,2.14173476,2,1,0.20000000,0.00000000
d1,200,5,trend_bull+volatility+elliott_impulse_bull+cross_group_return_up,129,29,2.55263995,1.09302326,2,1,0.08333333,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+mtf_adx25,149,23,2.54485276,2.06723964,3,1,0.05555556,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+mtf_adx25,149,23,2.54485276,2.06723964,3,1,0.05555556,0.00000000
d1,200,5,sma_stack_bull+rci_strong_bull+volatility+mtf_adx25,208,26,2.54259897,0.00000000,3,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_bull,161,44,2.54110911,1.08060254,5,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,2.53185862,1.86456908,2,1,0.20000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,2.53185862,1.86456908,2,1,0.20000000,0.00000000
d1,200,5,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,2.53185862,1.92107118,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,27,2.53185862,1.76098191,2,1,0.08333333,0.00000000
d1,200,5,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_bull,134,27,2.53185862,1.76098191,2,1,0.08333333,0.00000000
d1,200,5,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,27,2.53185862,1.76098191,2,1,0.08333333,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout20_up+elliott_wave5_bull,138,26,2.53077940,1.21914132,3,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+breakout_up20+elliott_wave5_bull,138,26,2.53077940,1.21914132,3,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+retest_up+elliott_wave5_bull,138,26,2.53077940,1.21914132,3,0,0.00000000,0.00000000
d1,200,5,trend_bull+volatility+close_near_high+elliott_impulse_bull,150,23,2.52788708,1.37815976,3,1,0.05555556,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout20_up+close_near_high+cross_group_bull,178,32,2.52265491,1.98110465,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout_up20+close_near_high+cross_group_bull,178,32,2.52265491,1.98110465,2,0,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+breakout20_up+cross_group_bull,186,31,2.52144934,0.00000000,4,0,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+breakout_up20+cross_group_bull,186,31,2.52144934,0.00000000,4,0,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+retest_up+cross_group_bull,186,31,2.52144934,0.00000000,4,0,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+breakout20_up+cross_group_bull,202,29,2.51932467,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+breakout_up20+cross_group_bull,202,29,2.51932467,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,trend_bull+bb_expand+retest_up+cross_group_bull,202,29,2.51932467,1.63953488,1,0,0.00000000,0.00000000
d1,200,5,trend_bull+volatility+mtf_rsi60+cross_group_bull,238,40,2.51558865,1.58488372,4,2,0.15000000,0.00000000
d1,200,5,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_bull,123,25,2.51490691,1.90186047,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+adx25+pin_bull,127,28,2.51426813,3.96220930,4,2,0.25625000,0.00000000
d1,200,5,pin_bull+mtf_trend_bull+cross_group_return_up,127,26,2.51426813,1.21914132,4,2,0.08125000,0.00000000
d1,200,5,ichimoku_cloud_bull+pin_bull,274,64,2.51283435,2.72401890,4,3,0.19172390,0.06250000
d1,200,5,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,26,2.51257235,0.60957066,2,1,0.08333333,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+elliott_impulse_bull+cross_group_bull,147,21,2.51159565,0.00000000,1,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+cross_group_bull,163,44,2.50992986,1.08060254,5,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+retest_up+cross_group_bull,163,44,2.50992986,1.08060254,5,0,0.00000000,0.00000000
d1,200,5,sma_stack_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,163,44,2.50992986,1.08060254,5,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_return_up,208,40,2.49462541,1.98110465,5,2,0.09714286,0.00000000
d1,200,5,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_return_up,208,40,2.49462541,1.98110465,5,2,0.09714286,0.00000000
d1,200,5,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_return_up,208,38,2.49462541,1.66829865,5,2,0.10666667,0.00000000
d1,200,5,trend_bull+rci_strong_bull+elliott_impulse_bull+cross_group_bull,180,27,2.49462541,0.00000000,2,0,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+horizontal_break_up+cross_group_return_up,156,30,2.49462541,0.00000000,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+retest_up+mtf_adx25,148,21,2.49462541,1.50941307,3,1,0.06666667,0.00000000
d1,200,5,ichimoku_cloud_bull+rci_strong_bull+elliott_wave5_bull+cross_group_bull,136,18,2.49462541,0.00000000,1,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_return_up,136,35,2.49462541,2.26411960,3,1,0.13333333,0.00000000
d1,200,5,trend_bull+pin_bull+cross_group_bull,128,27,2.49462541,1.17398794,4,2,0.06696429,0.00000000
d1,200,5,sma_stack_bull+close_near_high+elliott_wave3_bull+mtf_adx25,120,27,2.49462541,1.76098191,3,1,0.05555556,0.00000000
d1,200,5,pin_bull+cross_group_bull,185,37,2.48114095,1.71338781,4,3,0.10606061,0.00000000
d1,200,5,trend_bull+volatility+breakout20_up+elliott_impulse_bull,173,29,2.48020561,1.09302326,2,0,0.00000000,0.00000000
d1,200,5,trend_bull+volatility+breakout_up20+elliott_impulse_bull,173,29,2.48020561,1.09302326,2,0,0.00000000,0.00000000
d1,200,5,trend_bull+rci_strong_bull+elliott_wave5_bull+cross_group_bull,165,21,2.47950647,0.00000000,2,0,0.00000000,0.00000000
d1,200,5,rci_strong_bull+volatility+mtf_adx25+cross_group_bull,165,25,2.47950647,0.00000000,2,0,0.00000000,0.00000000
d1,200,5,ichimoku_cloud_bull+volatility+close_near_high+elliott_wave5_bull,129,21,2.47528723,1.50941307,1,0,0.00000000,0.00000000
d1,200,10,bb_expand+pin_bull,120,20,2.82150830,2.50666667,3,3,0.39047619,0.20000000
d1,200,10,volatility+pin_bull,166,36,2.73982105,3.82962963,4,4,0.62797619,0.42857143
d1,200,10,rci_bull+pin_bull+cross_group_return_up,134,30,2.30045008,0.62666667,4,1,0.10069444,0.00000000
d1,200,10,rci_bull+pin_bull+mtf_price200_bull+cross_group_return_up,132,26,2.29702169,0.72307692,3,1,0.14484127,0.12500000
d1,200,10,trend_bull+pin_bull+cross_group_bull,128,27,2.28984349,0.92839506,4,1,0.12946429,0.00000000
d1,200,10,pin_bull+cross_target_relative_up,179,30,2.28675567,2.29777778,4,3,0.38174603,0.11111111
d1,200,10,trend_bull+pin_bull+mtf_price200_bull+cross_group_bull,120,25,2.27405147,1.00266667,4,1,0.14285714,0.00000000
d1,200,10,pin_bull+mtf_trend_bull+cross_group_return_up,127,26,2.26808283,0.96410256,4,1,0.16696429,0.00000000
d1,200,10,pin_bull+mtf_price200_bull+cross_target_relative_up,123,19,2.25967174,1.64912281,3,2,0.27619048,0.00000000
d1,200,10,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,30,2.25967174,0.62666667,4,1,0.10069444,0.00000000
d1,200,10,sma_stack_bull+pin_bull,195,63,2.25461513,2.28783069,4,4,0.37769608,0.25000000
d1,200,10,price200_bull+pin_bull+mtf_trend_bull+cross_group_return_up,120,26,2.23193940,0.96410256,4,1,0.16696429,0.00000000
d1,200,10,trend_bull+pin_bull+cross_group_return_up,144,31,2.21088337,1.01075269,4,1,0.16071429,0.00000000
d1,200,10,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,133,29,2.20375915,1.08045977,4,1,0.17410714,0.00000000
d1,200,10,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,129,33,2.19374474,1.13939394,2,0,0.00000000,0.00000000
d1,200,10,price200_bull+pin_bull+cross_target_relative_up,143,28,2.19100530,2.23809524,4,3,0.36736111,0.12500000
d1,200,10,pin_bull+mtf_price200_bull+cross_group_bull,146,28,2.18059730,1.11904762,4,2,0.14583333,0.00000000
d1,200,10,trend_bull+pin_bull,246,64,2.17750186,1.76250000,4,4,0.30141956,0.17647059
d1,200,10,sma_stack_bull+pin_bull+mtf_price200_bull,150,44,2.15613769,1.56666667,4,2,0.23543124,0.00000000
d1,200,10,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,134,28,2.14960089,1.11904762,4,2,0.14583333,0.00000000
d1,200,10,rci_bull+pin_bull,237,52,2.13225642,0.96410256,4,2,0.17259358,0.00000000
d1,200,10,pin_bull+mtf_price200_bull+cross_group_return_up,164,32,2.12614568,1.17500000,4,2,0.17460317,0.00000000
d1,200,10,trend_bull+rci_bull+pin_bull,162,42,2.12120027,1.04444444,4,2,0.19285714,0.00000000
d1,200,10,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,2.12120027,1.31929825,4,2,0.28402778,0.11111111
d1,200,10,trend_bull+rci_bull+pin_bull+mtf_price200_bull,158,38,2.11093385,1.15438596,4,2,0.19560440,0.00000000
d1,200,10,trend_bull+di_spread_up3+volatility+cross_group_bull,204,37,2.10560321,1.18558559,4,3,0.27380952,0.00000000
d1,200,10,pin_bull+cross_group_bull,185,37,2.10332688,1.52432432,4,2,0.23327020,0.11111111
d1,200,10,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,2.09533198,0.96410256,1,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,26,2.09533198,0.96410256,1,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_bull,123,26,2.09533198,0.96410256,1,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,2.09533198,0.96410256,1,0,0.00000000,0.00000000
d1,200,10,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,32,2.08875839,1.17500000,4,2,0.17460317,0.00000000
d1,200,10,trend_bull+rci_bull+pin_bull+mtf_trend_bull,143,35,2.08498891,1.25333333,4,3,0.24166667,0.00000000
d1,200,10,trend_bull+bb_expand+close_near_high+cross_group_bull,187,33,2.08083141,0.94949495,3,1,0.06666667,0.00000000
d1,200,10,rci_bull+pin_bull+mtf_price200_bull,214,43,2.07805326,1.16589147,4,2,0.18997669,0.00000000
d1,200,10,trend_bull+volatility+elliott_impulse_bull+cross_group_return_up,129,29,2.07622270,0.64827586,2,1,0.08333333,0.00000000
d1,200,10,price200_bull+pin_bull,327,81,2.07083178,1.77942387,4,3,0.30676248,0.13636364
d1,200,10,price200_bull+pin_bull+cross_group_bull,159,35,2.06587485,1.43238095,4,2,0.20549242,0.00000000
d1,200,10,price200_bull+pin_bull+cross_group_return_up,179,40,2.06090325,1.41000000,4,3,0.21590909,0.00000000
d1,200,10,pin_bull+cross_group_return_up,211,42,2.05969907,1.49206349,4,3,0.23914141,0.11111111
d1,200,10,trend_bull+pin_bull+mtf_price200_bull,204,48,2.05605961,1.43611111,4,2,0.22627373,0.00000000
d1,200,10,price200_bull+rci_bull+pin_bull,202,52,2.05139956,0.96410256,4,2,0.17259358,0.00000000
d1,200,10,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,24,2.04288312,1.82777778,1,0,0.14285714,0.14285714
d1,200,10,price200_bull+rci_bull+pin_bull+mtf_price200_bull,191,43,2.03725379,1.16589147,4,2,0.18997669,0.00000000
d1,200,10,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,26,2.03592138,0.24102564,2,1,0.08333333,0.00000000
d1,200,10,trend_bull+pin_bull+mtf_trend_bull,159,39,2.03409216,1.44615385,4,3,0.25270563,0.00000000
d1,200,10,pin_bull+mtf_price200_bull,270,53,2.02137908,1.41886792,4,2,0.22115385,0.00000000
d1,200,10,rci_bull+pin_bull+mtf_trend_bull,175,36,2.02137908,1.21851852,4,3,0.24166667,0.00000000
d1,200,10,trend_bull+volatility+mtf_rsi60+cross_group_bull,238,40,2.01713249,0.78333333,4,2,0.19166667,0.00000000
d1,200,10,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,138,37,2.01405525,1.01621622,4,0,0.03571429,0.00000000
d1,200,10,sma_stack_bull+breakout_up20+close_near_high+cross_group_bull,138,37,2.01405525,1.01621622,4,0,0.03571429,0.00000000
d1,200,10,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_bull,138,37,2.01405525,1.01621622,4,0,0.03571429,0.00000000
d1,200,10,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,2.01079595,0.96410256,1,0,0.00000000,0.00000000
d1,200,10,price200_bull+volatility+elliott_wave5_bull+cross_group_bull,131,24,2.00594871,0.52222222,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+bb_expand+breakout20_up+cross_group_bull,202,29,2.00136543,0.86436782,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+bb_expand+breakout_up20+cross_group_bull,202,29,2.00136543,0.86436782,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+bb_expand+channel_breakout_up+cross_group_bull,202,29,2.00136543,0.86436782,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+bb_expand+retest_up+cross_group_bull,202,29,2.00136543,0.86436782,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+di_spread_up3+volatility+elliott_impulse_bull,167,22,1.99717095,0.56969697,1,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,152,48,1.99478199,1.04444444,5,3,0.19333333,0.00000000
d1,200,10,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,39,1.99165292,1.60683761,3,2,0.27407407,0.00000000
d1,200,10,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_return_up,173,49,1.98632627,1.15102041,5,3,0.21850649,0.00000000
d1,200,10,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,39,1.98040518,0.32136752,3,1,0.07407407,0.00000000
d1,200,10,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,32,1.98040518,1.37083333,2,0,0.06250000,0.00000000
d1,200,10,pin_bull+mtf_trend_bull,194,40,1.97970116,1.41000000,4,3,0.25270563,0.00000000
d1,200,10,trend_bull+di_spread_up3+volatility+elliott_wave5_bull,143,18,1.97897253,0.69629630,1,0,0.00000000,0.00000000
d1,200,10,price200_bull+pin_bull+mtf_price200_bull,243,53,1.97562770,1.41886792,4,2,0.22115385,0.00000000
d1,200,10,sma_stack_bull+adx_up3+volatility,297,82,1.97373715,1.75772358,7,4,0.25811966,0.00000000
d1,200,10,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.97353579,0.58750000,3,1,0.06666667,0.00000000
d1,200,10,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,146,46,1.97292137,1.08985507,6,2,0.20416667,0.00000000
d1,200,10,sma_stack_bull+breakout_up20+close_near_high+cross_group_return_up,146,46,1.97292137,1.08985507,6,2,0.20416667,0.00000000
d1,200,10,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_return_up,146,46,1.97292137,1.08985507,6,2,0.20416667,0.00000000
d1,200,10,sma_stack_bull+volatility+mtf_rsi60+cross_group_bull,164,32,1.97207715,0.58750000,3,1,0.10317460,0.00000000
d1,200,10,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,1.97207715,1.46222222,2,1,0.30000000,0.00000000
d1,200,10,trend_bull+di_spread_up3+volatility+cross_group_return_up,247,57,1.96409304,0.98947368,5,2,0.23428571,0.00000000
d1,200,10,trend_bull+close_near_high+elliott_impulse_bull+cross_group_bull,255,42,1.96192676,1.49206349,4,2,0.24950397,0.11111111
d1,200,10,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,1.96103941,1.10588235,2,1,0.20000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,1.96103941,1.10588235,2,1,0.20000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_return_up,134,34,1.96103941,1.10588235,2,1,0.20000000,0.00000000
d1,200,10,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.96103941,1.13939394,1,0,0.00000000,0.00000000
d1,200,10,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,21,1.95870066,0.59682540,1,0,0.00000000,0.00000000
d1,200,10,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,21,1.95870066,0.59682540,1,0,0.00000000,0.00000000
d1,200,10,volatility+channel_breakout_up+mtf_trend_bull+cross_group_bull,129,21,1.95870066,0.59682540,1,0,0.00000000,0.00000000
d1,200,10,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,21,1.95870066,0.59682540,1,0,0.00000000,0.00000000
d1,200,10,trend_bull+breakout20_up+close_near_high+cross_group_bull,217,40,1.95617331,1.09666667,6,2,0.15714286,0.00000000
d1,200,10,trend_bull+breakout_up20+close_near_high+cross_group_bull,217,40,1.95617331,1.09666667,6,2,0.15714286,0.00000000
d1,200,10,trend_bull+channel_breakout_up+close_near_high+cross_group_bull,217,40,1.95617331,1.09666667,6,2,0.15714286,0.00000000
d1,200,10,volatility+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,155,23,1.95617331,0.54492754,1,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+di_spread_up3+volatility+cross_group_bull,137,33,1.95498342,1.32929293,3,2,0.25714286,0.00000000
d1,200,10,price200_bull+rci_bull+pin_bull+mtf_trend_bull,163,36,1.95317304,1.21851852,4,3,0.24166667,0.00000000
d1,200,10,trend_bull+close_near_high+elliott_wave5_bull+cross_group_bull,215,26,1.95086586,1.92820513,1,0,0.14285714,0.14285714
d1,200,10,price200_bull+volatility+breakout20_up+cross_group_bull,127,23,1.94975541,0.54492754,2,0,0.00000000,0.00000000
d1,200,10,price200_bull+volatility+breakout_up20+cross_group_bull,127,23,1.94975541,0.54492754,2,0,0.00000000,0.00000000
d1,200,10,price200_bull+volatility+channel_breakout_up+cross_group_bull,127,23,1.94975541,0.54492754,2,0,0.00000000,0.00000000
d1,200,10,price200_bull+volatility+retest_up+cross_group_bull,127,23,1.94975541,0.54492754,2,0,0.00000000,0.00000000
d1,200,10,sma_stack_bull+di_spread_up3+close_near_high+cross_group_bull,178,49,1.93053058,1.40680272,6,3,0.20185185,0.00000000
d1,200,10,sma_stack_bull+volatility+mtf_rsi60+cross_target_relative_up,210,31,1.92512294,0.80860215,3,2,0.12222222,0.00000000
d1,200,10,trend_bull+rci_bull+volatility+elliott_wave5_bull,176,27,1.92375566,0.46419753,2,0,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+mtf_macd_bull,142,23,12.32756539,,2,2,0.00000000,0.00000000
d1,300,1,adx_up3+atr_expand+mtf_adx25,211,60,10.37034529,,6,6,0.00000000,0.00000000
d1,300,1,atr_expand+mtf_macd_bull,258,41,10.17740864,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,130,27,10.09912088,,3,3,0.00000000,0.00000000
d1,300,1,adx_up3+atr_expand+mtf_volatility,218,59,10.03735256,,6,6,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+cross_target_relative_up,136,27,9.65357143,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_adx25,136,38,9.65357143,,4,4,0.00000000,0.00000000
d1,300,1,adx_up3+atr_expand,229,60,9.55520898,,6,6,0.00000000,0.00000000
d1,300,1,sma_stack_bull+atr_expand+mtf_adx25,188,74,9.31124620,,6,6,0.00000000,0.00000000
d1,300,1,sma_stack_bull+atr_expand+mtf_volatility,238,83,9.19387755,,6,6,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,144,37,9.11726190,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,146,37,8.99236791,,4,4,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+pullback_bull+mtf_macd_bull,149,29,8.81131352,,1,1,0.00000000,0.00000000
d1,300,1,adx_up3+bb_expand+pullback_bull+mtf_macd_bull,150,31,8.75257143,,4,4,0.00000000,0.00000000
d1,300,1,sma_stack_bull+atr_expand,251,84,8.71770063,,6,6,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+pullback_bull,151,37,8.69460738,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+atr_expand,152,38,8.63740602,,4,4,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+volatility+mtf_macd_bull,268,60,8.16471215,,7,7,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+volatility+pullback_bull,174,38,7.54532020,,4,4,0.00000000,0.00000000
d1,300,1,atr_expand+pullback_bull+mtf_adx25,175,46,7.50220408,,4,4,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+bb_expand+pullback_bull+mtf_macd_bull,175,30,7.50220408,,1,1,0.00000000,0.00000000
d1,300,1,atr_expand+mtf_adx25+cross_target_relative_up,176,33,7.45957792,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+mtf_adx25,295,81,7.41743341,,8,8,0.00000000,0.00000000
d1,300,1,adx_up3+volatility+mtf_macd_bull,419,107,7.31121718,,10,10,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand+mtf_volatility,365,90,7.19389432,,9,9,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+elliott_wave3_bull+mtf_volatility+cross_target_relative_up,122,17,7.17423888,,1,1,0.00000000,0.00000000
d1,300,1,bb_expand+elliott_wave3_bull+mtf_volatility+cross_target_relative_up,122,25,7.17423888,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+volatility+horizontal_break_up,123,35,7.11591173,,4,4,0.00000000,0.00000000
