timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,50,6,sma_stack_bull+atr_expand+mtf_volatility,359,49,1.71444045,1.32887347,5,2,0.34555556,0.08333333
h4,50,6,price200_bull+volatility+pin_bull+mtf_trend_bull,213,28,1.70165146,1.86042285,2,2,0.45000000,0.40000000
h4,50,6,ichimoku_cloud_bull+adx_up3+pin_bull+mtf_price200_bull,121,35,1.69554854,2.10847923,4,4,0.49305556,0.33333333
h4,50,6,pin_bull+elliott_pullback_bull+mtf_trend_bull,156,39,1.68775916,1.44699555,4,4,0.37380952,0.26666667
h4,50,6,volatility+pin_bull+mtf_price200_bull+cross_target_relative_up,152,39,1.68718235,2.00353230,3,3,0.47202797,0.45454545
h4,50,6,price200_bull+atr_expand+mtf_volatility+cross_group_bull,230,38,1.67994458,1.59931087,5,3,0.36666667,0.20000000
h4,50,6,price200_bull+atr_expand+mtf_volatility+cross_group_return_up,269,44,1.67789971,1.57854060,5,3,0.33333333,0.20000000
h4,50,6,ichimoku_cloud_bull+pin_bull,793,172,1.67733868,1.84239550,4,4,0.44520677,0.42857143
h4,50,6,sma_stack_bull+volatility+pin_bull+mtf_price200_bull,145,19,1.67430546,1.82778386,2,2,0.42222222,0.40000000
h4,50,6,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,25,1.67052518,1.21547626,3,2,0.31944444,0.12500000
h4,50,6,adx_up3+pin_bull,258,61,1.66991816,2.13491147,4,4,0.51867414,0.44444444
h4,50,6,atr_expand+retest_up+mtf_volatility,140,19,1.66083017,1.59931087,1,1,0.40000000,0.40000000
h4,50,6,sma_stack_bull+adx_up3+atr_expand+mtf_volatility,130,15,1.65707263,1.44699555,1,1,0.60000000,0.60000000
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_return_up,287,85,1.65606451,1.99174682,4,4,0.47230849,0.43478261
h4,50,6,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull+mtf_price200_bull,126,35,1.65540262,1.61236647,4,4,0.39437229,0.27272727
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_target_relative_up,362,80,1.65300370,1.73639466,4,4,0.43091245,0.29411765
h4,50,6,ichimoku_cloud_bull+adx_up3+pin_bull,145,41,1.65072370,2.11755447,4,4,0.51686508,0.42857143
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull,665,163,1.65054639,1.83759558,4,4,0.43802333,0.41666667
h4,50,6,price200_bull+volatility+pin_bull,253,28,1.64885952,1.86042285,2,2,0.45000000,0.40000000
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,73,1.64583121,1.96236383,4,4,0.46058529,0.41176471
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull,551,146,1.64451797,1.90289826,4,4,0.45113643,0.41935484
h4,50,6,pin_bull+elliott_pullback_bull+mtf_price200_bull,183,46,1.64428059,1.32116985,4,4,0.33858543,0.23529412
h4,50,6,adx_up3+pin_bull+mtf_price200_bull,200,54,1.64129099,2.09010469,4,4,0.47985103,0.28571429
h4,50,6,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull,150,36,1.64129099,1.56757852,4,4,0.39437229,0.27272727
h4,50,6,atr_expand+elliott_impulse_bull+mtf_volatility,171,23,1.63969129,1.50990840,1,1,0.40000000,0.40000000
h4,50,6,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,45,1.63312536,1.92932740,5,4,0.44623377,0.20000000
h4,50,6,pin_bull+elliott_pullback_bull,247,49,1.61969505,1.41746503,4,4,0.37479575,0.23529412
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_return_up,340,93,1.61916574,1.86709104,4,4,0.44602823,0.40909091
h4,50,6,pin_bull+mtf_price200_bull,1027,250,1.61811794,1.73639466,4,4,0.41579030,0.37931034
h4,50,6,pin_bull+cross_target_relative_up,625,136,1.61393614,1.72362706,4,4,0.41959459,0.37837838
h4,50,6,price200_bull+volatility+pin_bull+cross_group_return_up,142,17,1.61335822,2.55352156,1,1,0.70000000,0.70000000
h4,50,6,price200_bull+pin_bull+mtf_volatility+cross_target_relative_up,121,12,1.61077112,2.17049333,2,2,0.55000000,0.50000000
h4,50,6,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,1.61077112,1.57854060,1,1,0.40000000,0.40000000
h4,50,6,price200_bull+volatility+pin_bull+mtf_price200_bull,238,28,1.60910881,1.86042285,2,2,0.45000000,0.40000000
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,99,1.60861340,1.88547905,4,4,0.45058374,0.40740741
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,309,73,1.60455227,1.66503598,4,4,0.40972222,0.26666667
h4,50,6,pin_bull+mtf_trend_bull,829,199,1.60449888,1.76693427,4,4,0.42732790,0.40000000
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull+mtf_trend_bull,137,32,1.59736349,1.76352583,4,4,0.45119048,0.33333333
h4,50,6,pin_bull+mtf_trend_bull+cross_group_bull,363,104,1.59193169,1.79483102,4,4,0.43623188,0.36666667
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_bull,282,78,1.58842435,1.83657128,4,4,0.43735676,0.40909091
h4,50,6,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,1.58658129,1.59931087,1,1,0.40000000,0.40000000
h4,50,6,price200_bull+atr_expand+mtf_volatility,539,90,1.58597228,1.39876237,8,5,0.33624292,0.00000000
h4,50,6,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,1.58457971,1.15759644,2,1,0.31428571,0.20000000
h4,50,6,pin_bull+mtf_price200_bull+cross_group_bull,437,130,1.58057199,1.70300246,4,4,0.40952381,0.33333333
h4,50,6,pin_bull+mtf_trend_bull+cross_group_return_up,435,113,1.57997839,1.84395893,4,4,0.45002444,0.39393939
h4,50,6,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_trend_bull,526,143,1.57966457,1.45711440,9,5,0.29255715,0.08333333
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,83,1.57893802,1.83053654,4,4,0.43438057,0.40909091
h4,50,6,pin_bull+mtf_price200_bull+cross_target_relative_up,475,122,1.57650319,1.67234732,4,4,0.40505952,0.37500000
h4,50,6,atr_expand+mtf_volatility,1172,172,1.57547130,1.61525085,11,8,0.39936327,0.14285714
h4,50,6,pin_bull+mtf_price200_bull+cross_group_return_up,530,144,1.57419419,1.74845296,4,4,0.42346679,0.38461538
h4,50,6,pin_bull+cross_group_return_up,685,162,1.57240469,1.68816148,4,4,0.41156738,0.35714286
h4,50,6,pin_bull+elliott_pullback_bull+mtf_price200_bull+cross_group_return_up,124,29,1.57180085,1.19751356,4,3,0.29318182,0.16666667
h4,50,6,atr_expand+mtf_volatility+cross_target_relative_up,514,70,1.56332434,1.55035238,9,7,0.34220779,0.00000000
h4,50,6,pin_bull+cross_group_bull,569,146,1.56244749,1.63530319,4,4,0.39453427,0.31250000
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,254,65,1.56159576,1.80317907,4,4,0.43365385,0.38461538
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull,167,35,1.55611421,1.61236647,4,4,0.41666667,0.33333333
h4,50,6,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,1.55425283,1.20582963,3,1,0.25714286,0.14285714
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull+mtf_price200_bull,154,34,1.55425283,1.65978902,4,4,0.41666667,0.33333333
h4,50,6,sma_stack_bull+pin_bull+cross_group_return_up,291,47,1.55104819,1.75486695,4,4,0.40008429,0.27272727
h4,50,6,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,1.55042866,1.72705921,8,6,0.41481175,0.06250000
h4,50,6,sma_stack_bull+volatility+engulf_bull+mtf_volatility,212,26,1.54838773,2.00353230,2,2,0.61428571,0.42857143
h4,50,6,sma_stack_bull+atr_expand+mtf_volatility+cross_target_relative_up,166,22,1.54488986,1.38122303,1,0,0.16666667,0.16666667
h4,50,6,sma_stack_bull+pin_bull+cross_group_bull,235,45,1.54234792,1.63992829,4,4,0.37447552,0.27272727
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_volatility+cross_group_return_up,131,22,1.65467012,1.31149231,3,3,0.57619048,0.42857143
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,36,1.65261645,1.38435300,4,4,0.51686508,0.42857143
h4,50,12,volatility+pin_bull+mtf_volatility,246,36,1.64296916,1.45721368,4,4,0.54603175,0.42857143
h4,50,12,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,22,1.62289097,1.31149231,3,3,0.54603175,0.40000000
h4,50,12,sma_stack_bull+pin_bull+mtf_volatility,140,13,1.61281091,1.41237634,1,1,0.57142857,0.57142857
h4,50,12,trend_bull+pin_bull+mtf_volatility,159,17,1.59049528,1.38863892,1,1,0.50000000,0.50000000
h4,50,12,pin_bull+mtf_volatility,488,86,1.58703237,1.58599070,4,4,0.60124587,0.55555556
h4,50,12,pin_bull+mtf_volatility+cross_group_return_up,250,53,1.58055469,1.38572773,4,4,0.52981914,0.42857143
h4,50,12,di_bull+pin_bull+mtf_volatility+cross_group_return_up,132,16,1.57371246,1.14755577,1,0,0.16666667,0.16666667
h4,50,12,pin_bull+mtf_volatility+cross_group_bull,211,47,1.57306391,1.39520459,4,4,0.52196970,0.40000000
h4,50,12,di_bull+pin_bull+mtf_volatility,205,20,1.56403321,1.44264154,3,2,0.45555556,0.16666667
h4,50,12,atr_expand+pin_bull,126,24,1.52321030,1.53007437,4,3,0.61666667,0.16666667
h4,50,12,pin_bull+mtf_volatility+cross_target_relative_up,234,44,1.51493947,1.60955875,4,4,0.60832570,0.53846154
h4,50,12,ichimoku_cloud_bull+volatility+pin_bull,243,59,1.49599826,1.64492256,4,4,0.62680499,0.58333333
h4,50,12,volatility+pin_bull+mtf_trend_bull+cross_group_bull,128,32,1.48177002,1.88527020,4,4,0.77922078,0.54545455
h4,50,12,ichimoku_cloud_bull+volatility+pin_bull+mtf_trend_bull,184,52,1.47256648,1.66458640,4,4,0.63749847,0.61538462
h4,50,12,volatility+pin_bull,479,82,1.46600808,1.63136849,4,4,0.63352007,0.56000000
h4,50,12,ichimoku_cloud_bull+volatility+pin_bull+mtf_price200_bull,209,52,1.45847493,1.66458640,4,4,0.63527569,0.60000000
h4,50,12,ichimoku_cloud_bull+volatility+pin_bull+cross_group_return_up,127,29,1.45787946,1.80895492,4,4,0.71028139,0.57142857
h4,50,12,volatility+pin_bull+mtf_trend_bull,299,69,1.45746323,1.67262788,4,4,0.66277871,0.56521739
h4,50,12,volatility+pin_bull+cross_group_bull,202,40,1.45312666,1.63936539,4,4,0.64791667,0.50000000
h4,50,12,di_bull+atr_expand+elliott_impulse_bull+mtf_volatility,150,22,1.44507857,1.07303917,1,1,0.60000000,0.60000000
h4,50,12,volatility+pin_bull+mtf_price200_bull+cross_group_bull,149,31,1.43962316,1.86147296,4,4,0.75064935,0.54545455
h4,50,12,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,1.43686790,1.19226574,1,1,0.60000000,0.60000000
h4,50,12,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull+mtf_price200_bull,126,35,1.43360969,1.42390594,4,4,0.58982684,0.45454545
h4,50,12,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,19,1.43186139,1.10441458,1,0,0.16666667,0.16666667
h4,50,12,di_bull+atr_expand+elliott_wave5_bull+mtf_volatility,123,19,1.43186139,1.10441458,1,1,0.60000000,0.60000000
h4,50,12,sma_stack_bull+pin_bull+cross_group_bull,235,45,1.43162704,1.34063659,4,3,0.50839161,0.36363636
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull+cross_group_return_up,224,35,1.43136968,1.27402110,4,3,0.47853535,0.33333333
h4,50,12,sma_stack_bull+atr_expand+impulse_bull+mtf_volatility,120,21,1.43002567,0.49961612,1,0,0.00000000,0.00000000
h4,50,12,trend_bull+atr_expand+mtf_volatility+cross_group_bull,155,19,1.42759778,1.24246640,2,2,0.55000000,0.50000000
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull,344,51,1.42433707,1.18291464,4,3,0.45618687,0.36363636
h4,50,12,trend_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,58,1.42409195,1.35671619,4,4,0.51633403,0.41176471
h4,50,12,volatility+pin_bull+mtf_price200_bull,352,71,1.42403872,1.69939849,4,4,0.66250000,0.58333333
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_return_up,340,93,1.42117102,1.49481920,4,4,0.57903338,0.47826087
h4,50,12,ichimoku_cloud_bull+pin_bull,793,172,1.42081929,1.41824169,4,4,0.55874731,0.52500000
h4,50,12,volatility+pin_bull+mtf_trend_bull+cross_group_return_up,148,34,1.41883770,1.85151856,4,4,0.77380952,0.57142857
h4,50,12,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,99,1.41816131,1.48370848,4,4,0.57263761,0.47826087
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_return_up,287,85,1.41612665,1.54293213,4,4,0.60924560,0.47826087
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull,665,163,1.41587821,1.43218179,4,4,0.55676834,0.50000000
h4,50,12,trend_bull+atr_expand+mtf_volatility+cross_group_return_up,185,23,1.41578644,1.25447091,3,2,0.42222222,0.16666667
h4,50,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_group_bull,193,45,1.41559672,1.34063659,4,3,0.50839161,0.36363636
h4,50,12,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull,150,36,1.41497277,1.38435300,4,4,0.58982684,0.45454545
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,73,1.41472293,1.50911444,4,4,0.58577326,0.41176471
h4,50,12,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,83,1.41453004,1.45370232,4,4,0.55180481,0.41176471
h4,50,12,sma_stack_bull+pin_bull+cross_group_return_up,291,47,1.41217945,1.39520459,4,4,0.53533966,0.45454545
h4,50,12,trend_bull+pin_bull+elliott_pullback_bull,128,28,1.41120954,1.31149231,3,3,0.57619048,0.42857143
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_bull,282,78,1.40920783,1.47963235,4,4,0.56540059,0.41176471
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull+cross_group_bull,186,29,1.40817468,1.26626844,3,2,0.55934343,0.37500000
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull+mtf_price200_bull,305,51,1.40658263,1.18291464,4,3,0.45618687,0.36363636
h4,50,12,pin_bull+elliott_pullback_bull+mtf_price200_bull,183,46,1.40658263,1.36851372,4,4,0.55234594,0.41176471
h4,50,12,sma_stack_bull+pin_bull+mtf_price200_bull+cross_group_bull,220,45,1.40607787,1.34063659,4,3,0.50839161,0.36363636
h4,50,12,sma_stack_bull+di_bull+pin_bull,314,43,1.40222095,1.15899321,4,3,0.44747475,0.30000000
h4,50,12,trend_bull+pin_bull+mtf_price200_bull+cross_group_bull,274,59,1.40090874,1.33372100,4,4,0.50269767,0.41176471
h4,50,12,trend_bull+pin_bull+cross_group_bull,292,59,1.39961056,1.33372100,4,4,0.50269767,0.41176471
h4,50,12,trend_bull+pin_bull+mtf_trend_bull+cross_group_return_up,292,62,1.39961056,1.39610472,4,4,0.52389706,0.47058824
h4,50,12,ichimoku_cloud_bull+rsi_up1+atr_expand+mtf_volatility,168,26,1.39776945,1.00884024,2,1,0.40000000,0.00000000
h4,50,12,trend_bull+pin_bull+cross_group_return_up,354,65,1.39685826,1.37202273,4,4,0.51253342,0.45454545
h4,50,12,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,25,1.39612791,1.36395201,3,3,0.55555556,0.50000000
h4,50,12,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,335,65,1.39520179,1.37202273,4,4,0.51253342,0.45454545
h4,50,12,volatility+pin_bull+cross_group_return_up,235,43,1.39319410,1.64699035,4,4,0.64740260,0.53333333
h4,50,12,sma_stack_bull+di_bull+pin_bull+cross_group_return_up,201,26,1.39295509,1.31149231,4,3,0.49672619,0.33333333
h4,50,12,sma_stack_bull+pin_bull+mtf_price200_bull+cross_group_return_up,274,47,1.39266810,1.39520459,4,4,0.53533966,0.45454545
h4,50,12,ichimoku_cloud_bull+pin_bull+cross_target_relative_up,362,80,1.39093802,1.34427962,4,3,0.55168559,0.35294118
h4,50,12,pin_bull+elliott_pullback_bull,247,49,1.38949863,1.39178776,4,4,0.57516340,0.41176471
h4,50,12,pin_bull+elliott_pullback_bull+mtf_trend_bull,156,39,1.38949863,1.34512032,4,4,0.55714286,0.40000000
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull,551,146,1.38918340,1.45521750,4,4,0.56761319,0.51351351
h4,50,12,di_bull+pin_bull+mtf_trend_bull+cross_group_return_up,249,43,1.38740601,1.34199213,4,4,0.52272727,0.45454545
h4,50,12,atr_expand+elliott_impulse_bull+mtf_volatility,171,23,1.38645148,1.14042810,1,1,0.60000000,0.60000000
h4,50,12,di_bull+pin_bull+cross_group_return_up,380,58,1.38447084,1.22104457,4,3,0.48489011,0.35714286
h4,50,12,pin_bull+elliott_pullback_bull+mtf_price200_bull+cross_group_return_up,124,29,1.38389581,1.44716393,4,4,0.54696970,0.40000000
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull+mtf_trend_bull,253,46,1.38332003,1.25447091,4,4,0.48611111,0.40000000
h4,50,12,pin_bull+mtf_price200_bull,1027,250,1.38290290,1.47936333,4,4,0.57647107,0.51724138
h4,50,12,trend_bull+atr_expand+impulse_bull+mtf_volatility,129,23,1.38276656,0.79829967,1,1,0.80000000,0.80000000
h4,50,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_group_return_up,237,47,1.38143719,1.39520459,4,4,0.53533966,0.45454545
h4,50,12,pin_bull+mtf_trend_bull+cross_group_bull,363,104,1.38088603,1.51326036,4,4,0.59819499,0.48000000
h4,50,12,volatility+pin_bull+mtf_trend_bull+cross_target_relative_up,121,37,1.38088603,1.70139543,4,4,0.66527778,0.58333333
h4,50,12,ichimoku_cloud_bull+di_bull+pin_bull+cross_target_relative_up,180,22,1.37984933,1.07303917,2,1,0.39285714,0.28571429
h4,50,12,di_bull+pin_bull,581,82,1.37963343,1.18354184,4,3,0.47181373,0.30000000
h4,50,12,di_bull+pin_bull+mtf_price200_bull,478,79,1.37932447,1.19528413,4,3,0.47085913,0.31578947
h4,50,12,trend_bull+di_bull+pin_bull+cross_group_return_up,249,37,1.37833799,1.34693805,4,3,0.48895202,0.37500000
h4,50,12,sma_stack_bull+pin_bull,538,93,1.37658507,1.26918611,4,4,0.51208978,0.44000000
h4,50,12,volatility+pin_bull+mtf_price200_bull+cross_group_return_up,174,34,1.37552378,1.85151856,4,4,0.75714286,0.57142857
h4,50,12,pin_bull+cross_group_return_up,685,162,1.37453870,1.44102242,4,4,0.56834876,0.48717949
h4,50,12,pin_bull+mtf_price200_bull+cross_group_bull,437,130,1.37439538,1.49308356,4,4,0.57857143,0.46666667
h4,50,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,309,73,1.37375997,1.32945796,4,3,0.54166667,0.33333333
h4,50,12,pin_bull+cross_group_bull,569,146,1.37301512,1.43725185,4,4,0.55956805,0.43750000
h4,50,12,di_bull+pin_bull+mtf_price200_bull+cross_group_return_up,316,56,1.37191004,1.26465330,4,4,0.49175824,0.38461538
h4,50,12,pin_bull+mtf_price200_bull+cross_group_return_up,530,144,1.37180218,1.49364402,4,4,0.58356596,0.50000000
h4,50,12,sma_stack_bull+di_bull+pin_bull+cross_group_bull,163,23,1.37138400,1.25447091,3,2,0.51944444,0.33333333
h4,50,12,pin_bull+mtf_trend_bull+cross_group_return_up,435,113,1.37033313,1.53200872,4,4,0.61009286,0.51612903
h4,50,12,trend_bull+volatility+pin_bull+mtf_trend_bull,155,22,1.36932848,1.78839861,2,2,0.60000000,0.50000000
h4,50,12,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,21,1.36794618,1.24904030,1,1,0.60000000,0.60000000
h4,50,12,trend_bull+pin_bull,644,117,1.36738316,1.27786431,4,4,0.50255270,0.41666667
h4,50,12,sma_stack_bull+di_bull+pin_bull+mtf_price200_bull,294,43,1.36704924,1.15899321,4,3,0.44747475,0.30000000
h4,100,1,atr_expand+pin_bull,126,24,11.48683031,19.43194444,4,1,0.04166667,0.00000000
h4,100,1,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,10.33814728,19.43194444,1,1,0.14285714,0.14285714
h4,100,1,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,9.10277119,8.79937107,5,1,0.02500000,0.00000000
h4,100,1,adx25+volatility+pin_bull+mtf_volatility,159,28,9.10277119,0.00000000,4,0,0.00000000,0.00000000
h4,100,1,adx25+volatility+pin_bull+mtf_adx25,163,28,8.87939030,16.65595238,3,1,0.03333333,0.00000000
h4,100,1,adx25+atr_expand+mtf_volatility,697,83,8.72142124,5.61887550,8,1,0.00961538,0.00000000
h4,100,1,rsi_up1+atr_expand+mtf_volatility,378,58,8.42367556,8.04080460,6,1,0.02083333,0.00000000
h4,100,1,adx25+volatility+pin_bull,268,57,8.10078705,8.18187135,4,1,0.01666667,0.00000000
h4,100,1,rsi_up1+atr_expand+mtf_volatility+cross_group_return_up,146,21,7.93063353,0.00000000,1,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+rsi_up1+atr_expand+mtf_volatility,168,26,7.75361046,0.00000000,2,0,0.00000000,0.00000000
h4,100,1,rsi_up1+atr_expand+impulse_bull+mtf_volatility,338,50,7.70773111,9.32733333,6,1,0.02777778,0.00000000
h4,100,1,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,27,7.37498405,17.27283951,2,1,0.07142857,0.00000000
h4,100,1,atr_expand+impulse_bull+mtf_volatility,362,62,7.19672131,15.04408602,6,2,0.03365385,0.00000000
h4,100,1,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,7.17689563,21.19848485,1,1,0.20000000,0.20000000
h4,100,1,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,7.12223855,10.02939068,8,2,0.02455357,0.00000000
h4,100,1,volatility+pin_bull+mtf_volatility,246,36,7.06019814,0.00000000,4,0,0.00000000,0.00000000
h4,100,1,volatility+pin_bull+mtf_adx25,250,35,6.94723497,13.32476190,3,1,0.02777778,0.00000000
h4,100,1,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,6.94723497,24.54561404,1,1,0.20000000,0.20000000
h4,100,1,atr_expand+breakout_up20+elliott_impulse_bull+mtf_volatility,125,19,6.94723497,24.54561404,1,1,0.20000000,0.20000000
h4,100,1,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,6.94723497,24.54561404,1,1,0.20000000,0.20000000
h4,100,1,atr_expand+impulse_bull+elliott_wave3_bull+mtf_volatility,125,20,6.94723497,23.31833333,1,1,0.20000000,0.20000000
h4,100,1,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,22,6.78440915,0.00000000,3,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,6.77118418,17.27283951,1,0,0.00000000,0.00000000
h4,100,1,atr_expand+mtf_volatility,1172,172,6.66863425,8.13430233,11,3,0.01820150,0.00000000
h4,100,1,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,6.66538443,0.00000000,4,0,0.00000000,0.00000000
h4,100,1,adx25+volatility+pin_bull+mtf_adx_rising,174,45,6.65443963,10.36370370,4,1,0.01923077,0.00000000
h4,100,1,adx25+atr_expand+impulse_bull+mtf_adx25,352,34,6.57882100,13.71666667,2,1,0.08333333,0.00000000
h4,100,1,macd_cross_up+elliott_impulse_bull+mtf_volatility+cross_group_return_up,179,29,6.46856143,16.08160920,1,1,0.20000000,0.20000000
h4,100,1,volatility+pin_bull+cross_group_bull,202,40,6.44854731,0.00000000,4,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_wave5_bull,135,20,6.43262497,0.00000000,1,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_wave5_bull,136,20,6.38532626,0.00000000,1,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+superbb_bull+breakout_up20+elliott_wave5_bull,136,20,6.38532626,0.00000000,1,0,0.00000000,0.00000000
h4,100,1,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_wave5_bull,136,20,6.38532626,0.00000000,1,0,0.00000000,0.00000000
h4,100,1,volatility+pin_bull,479,82,6.34533466,5.68739837,4,1,0.01086957,0.00000000
h4,100,1,price20_bull+atr_expand+elliott_wave5_bull+mtf_volatility,137,19,6.33871804,24.54561404,1,1,0.20000000,0.20000000
h4,100,1,ema20_rising+atr_expand+elliott_wave5_bull+mtf_volatility,137,19,6.33871804,24.54561404,1,1,0.20000000,0.20000000
h4,100,1,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,21,6.33871804,22.20793651,1,1,0.20000000,0.20000000
h4,100,1,adx25+pin_bull+mtf_volatility,254,48,6.26801056,0.00000000,4,0,0.00000000,0.00000000
h4,100,1,atr_expand+elliott_wave5_bull+mtf_volatility,139,19,6.24751346,24.54561404,1,1,0.20000000,0.20000000
