timeframe,direction,target_pips,conditions,samples,base_rate,hit_rate,rate_diff,lift
h4,bull,100,price20+adx+di+body,498,0.12519948,0.15863454,0.03343506,1.26705431
h4,bull,100,price20+adx+volatility+bb,749,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,price20+adx+volatility+body,268,0.12519948,0.15298507,0.02778560,1.22193061
h4,bull,100,price20+adx+bb+body,521,0.12519948,0.14779271,0.02259323,1.18045785
h4,bull,100,price20+di+volatility+bb,1201,0.12519948,0.14904246,0.02384299,1.19043999
h4,bull,100,price20+di+volatility+body,427,0.12519948,0.15222482,0.02702535,1.21585830
h4,bull,100,price20+di+bb+body,1036,0.12519948,0.14575290,0.02055342,1.16416537
h4,bull,100,price20+volatility+bb+body,449,0.12519948,0.14476615,0.01956667,1.15628395
h4,bull,100,price200+momentum+macd+adx,571,0.12519948,0.12959720,0.00439772,1.03512571
h4,bull,100,price200+momentum+macd+di,1571,0.12519948,0.13367282,0.00847334,1.06767873
h4,bull,100,price200+momentum+macd+volatility,626,0.12519948,0.14696486,0.02176538,1.17384560
h4,bull,100,price200+momentum+macd+bb,1664,0.12519948,0.12920673,0.00400725,1.03200695
h4,bull,100,price200+momentum+macd+body,571,0.12519948,0.14185639,0.01665691,1.13304300
h4,bull,100,price200+momentum+adx+di,786,0.12519948,0.10814249,-0.01705698,0.86376154
h4,bull,100,price200+momentum+adx+volatility,429,0.12519948,0.12820513,0.00300565,1.02400689
h4,bull,100,price200+momentum+adx+bb,716,0.12519948,0.10893855,-0.01626093,0.87011982
h4,bull,100,price200+momentum+adx+body,343,0.12519948,0.13994169,0.01474221,1.11774980
h4,bull,100,price200+momentum+di+volatility,724,0.12519948,0.13535912,0.01015964,1.08114761
h4,bull,100,price200+momentum+di+bb,1800,0.12519948,0.12666667,0.00146719,1.01171881
h4,bull,100,price200+momentum+di+body,694,0.12519948,0.12824207,0.00304260,1.02430200
h4,bull,100,price200+momentum+volatility+bb,695,0.12519948,0.13525180,0.01005232,1.08029044
h4,bull,100,price200+momentum+volatility+body,349,0.12519948,0.15759312,0.03239365,1.25873627
h4,bull,100,price200+momentum+bb+body,616,0.12519948,0.12824675,0.00304728,1.02433936
h4,bull,100,price200+macd+adx+di,1090,0.12519948,0.15779817,0.03259869,1.26037399
h4,bull,100,price200+macd+adx+volatility,531,0.12519948,0.15630885,0.03110937,1.24847846
h4,bull,100,price200+macd+adx+bb,1132,0.12519948,0.15371025,0.02851077,1.22772275
h4,bull,100,price200+macd+adx+body,392,0.12519948,0.16836735,0.04316787,1.34479273
h4,bull,100,price200+macd+di+volatility,883,0.12519948,0.15628539,0.03108591,1.24829108
h4,bull,100,price200+macd+di+bb,2331,0.12519948,0.14628915,0.02108967,1.16844853
h4,bull,100,price200+macd+di+body,784,0.12519948,0.14923469,0.02403522,1.19197537
h4,bull,100,price200+macd+volatility+bb,922,0.12519948,0.15292842,0.02772894,1.22147807
h4,bull,100,price200+macd+volatility+body,355,0.12519948,0.16901408,0.04381461,1.34995838
h4,bull,100,price200+macd+bb+body,801,0.12519948,0.14606742,0.02086794,1.16667752
h4,bull,100,price200+adx+di+volatility,635,0.12519948,0.14173228,0.01653281,1.13205171
h4,bull,100,price200+adx+di+bb,1259,0.12519948,0.14614774,0.02094826,1.16731906
h4,bull,100,price200+adx+di+body,483,0.12519948,0.15113872,0.02593924,1.20718328
h4,bull,100,price200+adx+volatility+bb,590,0.12519948,0.14576271,0.02056323,1.16424377
h4,bull,100,price200+adx+volatility+body,363,0.12519948,0.18181818,0.05661870,1.45222796
h4,bull,100,price200+adx+bb+body,427,0.12519948,0.15690867,0.03170919,1.25326933
h4,bull,100,price200+di+volatility+bb,965,0.12519948,0.15233161,0.02713213,1.21671120
h4,bull,100,price200+di+volatility+body,413,0.12519948,0.15254237,0.02734290,1.21839464
h4,bull,100,price200+di+bb+body,846,0.12519948,0.14302600,0.01782653,1.14238499
h4,bull,100,price200+volatility+bb+body,368,0.12519948,0.15760870,0.03240922,1.25886065
h4,bull,100,momentum+macd+adx+di,778,0.12519948,0.12982005,0.00462057,1.03690569
h4,bull,100,momentum+macd+adx+volatility,477,0.12519948,0.13417191,0.00897243,1.07166508
h4,bull,100,momentum+macd+adx+bb,902,0.12519948,0.12416851,-0.00103096,0.99176543
h4,bull,100,momentum+macd+adx+body,336,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,momentum+macd+di+volatility,825,0.12519948,0.13939394,0.01419446,1.11337477
h4,bull,100,momentum+macd+di+bb,2248,0.12519948,0.13167260,0.00647312,1.05170245
h4,bull,100,momentum+macd+di+body,753,0.12519948,0.14077025,0.01557077,1.12436773
h4,bull,100,momentum+macd+volatility+bb,934,0.12519948,0.13276231,0.00756283,1.06040628
h4,bull,100,momentum+macd+volatility+body,353,0.12519948,0.14730878,0.02210930,1.17659262
h4,bull,100,momentum+macd+bb+body,802,0.12519948,0.13341646,0.00821698,1.06563111
h4,bull,100,momentum+adx+di+volatility,513,0.12519948,0.11890838,-0.00629110,0.94975142
h4,bull,100,momentum+adx+di+bb,929,0.12519948,0.11840689,-0.00679259,0.94574587
h4,bull,100,momentum+adx+di+body,397,0.12519948,0.13350126,0.00830178,1.06630844
h4,bull,100,momentum+adx+volatility+bb,523,0.12519948,0.12237094,-0.00282854,0.97740773
h4,bull,100,momentum+adx+volatility+body,258,0.12519948,0.13953488,0.01433541,1.11450053
h4,bull,100,momentum+adx+bb+body,365,0.12519948,0.12602740,0.00082792,1.00661280
h4,bull,100,momentum+di+volatility+bb,893,0.12519948,0.13325868,0.00805920,1.06437088
h4,bull,100,momentum+di+volatility+body,379,0.12519948,0.13720317,0.01200369,1.09587651
h4,bull,100,momentum+di+bb+body,800,0.12519948,0.13250000,0.00730052,1.05831112
h4,bull,100,momentum+volatility+bb+body,353,0.12519948,0.12747875,0.00227928,1.01820515
h4,bull,100,rsi_extreme+adx+volatility+body,180,0.12519948,0.26111111,0.13591163,2.08556071
h4,bull,100,macd+adx+di+volatility,651,0.12519948,0.14746544,0.02226596,1.17784387
h4,bull,100,macd+adx+di+bb,1350,0.12519948,0.15185185,0.02665237,1.21287928
h4,bull,100,macd+adx+di+body,469,0.12519948,0.15991471,0.03471523,1.27727939
h4,bull,100,macd+adx+volatility+bb,726,0.12519948,0.14600551,0.02080603,1.16618306
h4,bull,100,macd+adx+volatility+body,338,0.12519948,0.17751479,0.05231532,1.41785570
h4,bull,100,macd+adx+bb+body,505,0.12519948,0.15643564,0.03123617,1.24949118
h4,bull,100,macd+di+volatility+bb,1135,0.12519948,0.14889868,0.02369920,1.18929153
h4,bull,100,macd+di+volatility+body,426,0.12519948,0.15727700,0.03207752,1.25621127
h4,bull,100,macd+di+bb+body,996,0.12519948,0.14859438,0.02339490,1.18686100
h4,bull,100,macd+volatility+bb+body,442,0.12519948,0.14705882,0.02185935,1.17459614
h4,bull,100,adx+di+volatility+bb,709,0.12519948,0.14527504,0.02007556,1.16034857
h4,bull,100,adx+di+volatility+body,297,0.12519948,0.14814815,0.02294867,1.18329685
h4,bull,100,adx+di+bb+body,507,0.12519948,0.15581854,0.03061906,1.24456222
h4,bull,100,adx+volatility+bb+body,282,0.12519948,0.15248227,0.02728279,1.21791458
h4,bull,100,di+volatility+bb+body,436,0.12519948,0.14908257,0.02388309,1.19076031
h4,bull,150,trend,3073,0.04685913,0.04783599,0.00097686,1.02084670
h4,bull,150,price20,3645,0.04685913,0.05761317,0.01075404,1.22949713
h4,bull,150,price200,3970,0.04685913,0.04811083,0.00125170,1.02671195
h4,bull,150,momentum,3561,0.04685913,0.04745858,0.00059945,1.01279252
h4,bull,150,rsi_extreme,569,0.04685913,0.05448155,0.00762241,1.16266657
h4,bull,150,macd,3956,0.04685913,0.05687563,0.01001650,1.21375768
h4,bull,150,adx,3117,0.04685913,0.05774783,0.01088870,1.23237097
h4,bull,150,di,3744,0.04685913,0.05715812,0.01029899,1.21978613
h4,bull,150,volatility,2909,0.04685913,0.05912685,0.01226772,1.26179988
h4,bull,150,bb,3727,0.04685913,0.05715052,0.01029139,1.21962401
h4,bull,150,body,2993,0.04685913,0.04878049,0.00192136,1.04100279
h4,bull,150,trend+price20,1995,0.04685913,0.05714286,0.01028372,1.21946042
h4,bull,150,trend+price200,2940,0.04685913,0.04727891,0.00041978,1.00895832
h4,bull,150,trend+momentum,1755,0.04685913,0.04102564,-0.00583349,0.87551004
h4,bull,150,trend+macd,1769,0.04685913,0.05992086,0.01306173,1.27874453
h4,bull,150,trend+adx,1361,0.04685913,0.05584129,0.00898216,1.19168432
h4,bull,150,trend+di,2110,0.04685913,0.05592417,0.00906504,1.19345297
h4,bull,150,trend+volatility,1215,0.04685913,0.06008230,0.01322317,1.28218986
h4,bull,150,trend+bb,1974,0.04685913,0.05623100,0.00937187,1.20000094
h4,bull,150,trend+body,1297,0.04685913,0.04394757,-0.00291156,0.93786566
h4,bull,150,price20+price200,2792,0.04685913,0.05730659,0.01044746,1.22295457
h4,bull,150,price20+momentum,2808,0.04685913,0.05056980,0.00371067,1.07918773
h4,bull,150,price20+macd,3221,0.04685913,0.06085067,0.01399154,1.29858715
h4,bull,150,price20+adx,1649,0.04685913,0.06610067,0.01924153,1.41062507
h4,bull,150,price20+di,3344,0.04685913,0.06010766,0.01324852,1.28273086
h4,bull,150,price20+volatility,1353,0.04685913,0.06577975,0.01892062,1.40377649
h4,bull,150,price20+bb,3535,0.04685913,0.05855728,0.01169815,1.24964508
h4,bull,150,price20+body,1141,0.04685913,0.05346188,0.00660274,1.14090622
h4,bull,150,price200+momentum,2451,0.04685913,0.04447164,-0.00238749,0.94904967
h4,bull,150,price200+macd,2602,0.04685913,0.05918524,0.01232611,1.26304605
h4,bull,150,price200+adx,1765,0.04685913,0.06062323,0.01376410,1.29373350
h4,bull,150,price200+di,2875,0.04685913,0.05669565,0.00983652,1.20991681
h4,bull,150,price200+volatility,1550,0.04685913,0.06129032,0.01443119,1.30796964
h4,bull,150,price200+bb,2780,0.04685913,0.05719424,0.01033511,1.22055705
h4,bull,150,price200+body,1541,0.04685913,0.04477612,-0.00208301,0.95554734
h4,bull,150,momentum+macd,2698,0.04685913,0.05300222,0.00614309,1.13109699
h4,bull,150,momentum+adx,1309,0.04685913,0.05729565,0.01043651,1.22272101
h4,bull,150,momentum+di,2839,0.04685913,0.05072209,0.00386295,1.08243757
h4,bull,150,momentum+volatility,1312,0.04685913,0.05792683,0.01106770,1.23619082
h4,bull,150,momentum+bb,2865,0.04685913,0.05026178,0.00340265,1.07261440
h4,bull,150,momentum+body,1244,0.04685913,0.04581994,-0.00103920,0.97782296
h4,bull,150,rsi_extreme+adx,445,0.04685913,0.05393258,0.00707345,1.15095140
h4,bull,150,rsi_extreme+volatility,355,0.04685913,0.07887324,0.03201411,1.68319888
h4,bull,150,rsi_extreme+body,361,0.04685913,0.06925208,0.02239295,1.47787793
h4,bull,150,macd+adx,1781,0.04685913,0.06906232,0.02220319,1.47382849
h4,bull,150,macd+di,3147,0.04685913,0.06228154,0.01542241,1.32912273
h4,bull,150,macd+volatility,1537,0.04685913,0.06571243,0.01885329,1.40233981
h4,bull,150,macd+bb,3382,0.04685913,0.05972797,0.01286884,1.27462820
h4,bull,150,macd+body,1406,0.04685913,0.05689900,0.01003987,1.21425646
h4,bull,150,adx+di,1694,0.04685913,0.06552538,0.01866625,1.39834820
h4,bull,150,adx+volatility,1647,0.04685913,0.06678810,0.01992897,1.42529526
h4,bull,150,adx+bb,1696,0.04685913,0.06662736,0.01976823,1.42186496
h4,bull,150,adx+body,1339,0.04685913,0.05825243,0.01139329,1.24313926
h4,bull,150,di+volatility,1385,0.04685913,0.06787004,0.02101090,1.44838439
h4,bull,150,di+bb,3364,0.04685913,0.06034483,0.01348570,1.28779225
h4,bull,150,di+body,1302,0.04685913,0.05529954,0.00844041,1.18012298
h4,bull,150,volatility+bb,1401,0.04685913,0.06352605,0.01666692,1.35568137
h4,bull,150,volatility+body,1378,0.04685913,0.06458636,0.01772722,1.37830885
h4,bull,150,bb+body,1204,0.04685913,0.05481728,0.00795814,1.16983121
h4,bull,150,trend+price20+price200,1995,0.04685913,0.05714286,0.01028372,1.21946042
h4,bull,150,trend+price20+momentum,1341,0.04685913,0.04399702,-0.00286212,0.93892086
h4,bull,150,trend+price20+macd,1666,0.04685913,0.06122449,0.01436536,1.30656473
h4,bull,150,trend+price20+adx,977,0.04685913,0.05834186,0.01148273,1.24504787
h4,bull,150,trend+price20+di,1895,0.04685913,0.05910290,0.01224377,1.26128887
h4,bull,150,trend+price20+volatility,722,0.04685913,0.06094183,0.01408270,1.30053258
h4,bull,150,trend+price20+bb,1923,0.04685913,0.05772231,0.01086318,1.23182624
h4,bull,150,trend+price20+body,652,0.04685913,0.04601227,-0.00084686,0.98192748
h4,bull,150,trend+price200+momentum,1751,0.04685913,0.04111936,-0.00573977,0.87751007
h4,bull,150,trend+price200+macd,1765,0.04685913,0.06005666,0.01319752,1.28164253
h4,bull,150,trend+price200+adx,1335,0.04685913,0.05617978,0.00932064,1.19890771
h4,bull,150,trend+price200+di,2107,0.04685913,0.05600380,0.00914466,1.19515223
h4,bull,150,trend+price200+volatility,1140,0.04685913,0.05789474,0.01103560,1.23550595
h4,bull,150,trend+price200+bb,1974,0.04685913,0.05623100,0.00937187,1.20000094
h4,bull,150,trend+price200+body,1194,0.04685913,0.04103853,-0.00582061,0.87578501
h4,bull,150,trend+momentum+macd,1115,0.04685913,0.04753363,0.00067450,1.01439420
h4,bull,150,trend+momentum+adx,660,0.04685913,0.03939394,-0.00746519,0.84068862
h4,bull,150,trend+momentum+di,1437,0.04685913,0.04384134,-0.00301780,0.93559854
h4,bull,150,trend+momentum+volatility,623,0.04685913,0.05457464,0.00771551,1.16465321
h4,bull,150,trend+momentum+bb,1325,0.04685913,0.04226415,-0.00459498,0.90194053
h4,bull,150,trend+momentum+body,647,0.04685913,0.03400309,-0.01285604,0.72564492
h4,bull,150,trend+macd+adx,819,0.04685913,0.06959707,0.02273794,1.48524025
h4,bull,150,trend+macd+di,1659,0.04685913,0.06208559,0.01522646,1.32494117
h4,bull,150,trend+macd+volatility,647,0.04685913,0.06800618,0.02114705,1.45128983
h4,bull,150,trend+macd+bb,1699,0.04685913,0.06003531,0.01317618,1.28118708
h4,bull,150,trend+macd+body,617,0.04685913,0.04862237,0.00176323,1.03762839
h4,bull,150,trend+adx+di,1075,0.04685913,0.05767442,0.01081529,1.23080423
h4,bull,150,trend+adx+volatility,661,0.04685913,0.06051437,0.01365524,1.29141043
h4,bull,150,trend+adx+bb,966,0.04685913,0.05797101,0.01111188,1.23713376
h4,bull,150,trend+adx+body,563,0.04685913,0.05506217,0.00820303,1.17505733
h4,bull,150,trend+di+volatility,776,0.04685913,0.06056701,0.01370788,1.29253375
h4,bull,150,trend+di+bb,1884,0.04685913,0.05891720,0.01205806,1.25732583
h4,bull,150,trend+di+body,754,0.04685913,0.04509284,-0.00176629,0.96230630
h4,bull,150,trend+volatility+bb,718,0.04685913,0.05849582,0.01163669,1.24833343
h4,bull,150,trend+volatility+body,580,0.04685913,0.06206897,0.01520983,1.32458631
h4,bull,150,trend+bb+body,655,0.04685913,0.04427481,-0.00258432,0.94484910
h4,bull,150,price20+price200+momentum,1970,0.04685913,0.04720812,0.00034899,1.00744763
h4,bull,150,price20+price200+macd,2416,0.04685913,0.06043046,0.01357133,1.28961977
h4,bull,150,price20+price200+adx,1319,0.04685913,0.06444276,0.01758363,1.37524440
h4,bull,150,price20+price200+di,2624,0.04685913,0.05945122,0.01259209,1.26872216
h4,bull,150,price20+price200+volatility,1029,0.04685913,0.06705539,0.02019626,1.43099947
h4,bull,150,price20+price200+bb,2707,0.04685913,0.05799778,0.01113865,1.23770502
h4,bull,150,price20+price200+body,886,0.04685913,0.05079007,0.00393094,1.08388835
h4,bull,150,price20+momentum+macd,2404,0.04685913,0.05407654,0.00721741,1.15402348
h4,bull,150,price20+momentum+adx,1048,0.04685913,0.05534351,0.00848438,1.18106138
h4,bull,150,price20+momentum+di,2516,0.04685913,0.05286169,0.00600255,1.12809782
h4,bull,150,price20+momentum+volatility,1011,0.04685913,0.05835806,0.01149893,1.24539355
h4,bull,150,price20+momentum+bb,2703,0.04685913,0.05142434,0.00456521,1.09742414
h4,bull,150,price20+momentum+body,852,0.04685913,0.04342723,-0.00343190,0.92676129
h4,bull,150,price20+macd+adx,1432,0.04685913,0.07192737,0.02506824,1.53497025
h4,bull,150,price20+macd+di,2986,0.04685913,0.06329538,0.01643625,1.35075865
h4,bull,150,price20+macd+volatility,1207,0.04685913,0.06876553,0.02190640,1.46749483
h4,bull,150,price20+macd+bb,3205,0.04685913,0.06115445,0.01429531,1.30506996
h4,bull,150,price20+macd+body,1010,0.04685913,0.05643564,0.00957651,1.20436808
h4,bull,150,price20+adx+di,1532,0.04685913,0.06788512,0.02102599,1.44870624
h4,bull,150,price20+adx+volatility,766,0.04685913,0.06657963,0.01972050,1.42084650
h4,bull,150,price20+adx+bb,1607,0.04685913,0.06720597,0.02034684,1.43421293
h4,bull,150,price20+adx+body,531,0.04685913,0.05838041,0.01152128,1.24587058
h4,bull,150,price20+di+volatility,1227,0.04685913,0.06927465,0.02241552,1.47835971
h4,bull,150,price20+di+bb,3273,0.04685913,0.06110602,0.01424689,1.30403650
h4,bull,150,price20+di+body,1058,0.04685913,0.05765595,0.01079682,1.23041020
h4,bull,150,price20+volatility+bb,1317,0.04685913,0.06605923,0.01920009,1.40974069
h4,bull,150,price20+volatility+body,463,0.04685913,0.05831533,0.01145620,1.24448174
h4,bull,150,price20+bb+body,1109,0.04685913,0.05410280,0.00724366,1.15458380
h4,bull,150,price200+momentum+macd,1746,0.04685913,0.05040092,0.00354178,1.07558364
h4,bull,150,price200+momentum+adx,914,0.04685913,0.05142232,0.00456319,1.09738095
h4,bull,150,price200+momentum+di,2030,0.04685913,0.04729064,0.00043151,1.00920862
h4,bull,150,price200+momentum+volatility,894,0.04685913,0.05928412,0.01242498,1.26515608
h4,bull,150,price200+momentum+bb,1960,0.04685913,0.04693878,0.00007964,1.00169963
h4,bull,150,price200+momentum+body,850,0.04685913,0.03882353,-0.00803560,0.82851575
h4,bull,150,price200+macd+adx,1161,0.04685913,0.07321275,0.02635362,1.56240083
h4,bull,150,price200+macd+di,2371,0.04685913,0.06157739,0.01471826,1.31409589
h4,bull,150,price200+macd+volatility,966,0.04685913,0.07142857,0.02456944,1.52432552
h4,bull,150,price200+macd+bb,2464,0.04685913,0.06006494,0.01320580,1.28181919
h4,bull,150,price200+macd+body,879,0.04685913,0.05574516,0.00888603,1.18963289
h4,bull,150,price200+adx+di,1393,0.04685913,0.06389088,0.01703175,1.36346705
h4,bull,150,price200+adx+volatility,844,0.04685913,0.06990521,0.02304608,1.49181621
h4,bull,150,price200+adx+bb,1312,0.04685913,0.06554878,0.01868965,1.39884750
h4,bull,150,price200+adx+body,685,0.04685913,0.05839416,0.01153503,1.24616393
h4,bull,150,price200+di+volatility,1072,0.04685913,0.06716418,0.02030505,1.43332101
h4,bull,150,price200+di+bb,2613,0.04685913,0.05931879,0.01245966,1.26589605
h4,bull,150,price200+di+body,994,0.04685913,0.05030181,0.00344268,1.07346868
h4,bull,150,price200+volatility+bb,1032,0.04685913,0.06589147,0.01903234,1.40616075
h4,bull,150,price200+volatility+body,667,0.04685913,0.06296852,0.01610938,1.34378322
h4,bull,150,price200+bb+body,898,0.04685913,0.05122494,0.00436581,1.09316886
h4,bull,150,momentum+macd+adx,933,0.04685913,0.06645230,0.01959317,1.41812921
h4,bull,150,momentum+macd+di,2308,0.04685913,0.05545927,0.00860014,1.18353177
h4,bull,150,momentum+macd+volatility,997,0.04685913,0.06218656,0.01532743,1.32709584
h4,bull,150,momentum+macd+bb,2540,0.04685913,0.05314961,0.00629047,1.13424222
h4,bull,150,momentum+macd+body,896,0.04685913,0.05133929,0.00448015,1.09560897
h4,bull,150,momentum+adx+di,1069,0.04685913,0.05612722,0.00926809,1.19778619
h4,bull,150,momentum+adx+volatility,646,0.04685913,0.06501548,0.01815635,1.38746657
h4,bull,150,momentum+adx+bb,1071,0.04685913,0.05695612,0.01009698,1.21547525
h4,bull,150,momentum+adx+body,487,0.04685913,0.05338809,0.00652896,1.13933160
h4,bull,150,momentum+di+volatility,1013,0.04685913,0.06219151,0.01533238,1.32720149
h4,bull,150,momentum+di+bb,2533,0.04685913,0.05329649,0.00643735,1.13737672
h4,bull,150,momentum+di+body,967,0.04685913,0.04756980,0.00071067,1.01516612
h4,bull,150,momentum+volatility+bb,1044,0.04685913,0.05651341,0.00965428,1.20602766
h4,bull,150,momentum+volatility+body,496,0.04685913,0.05443548,0.00757635,1.16168356
h4,bull,150,momentum+bb+body,903,0.04685913,0.04540421,-0.00145492,0.96895111
h4,bull,150,rsi_extreme+adx+volatility,286,0.04685913,0.07692308,0.03006394,1.64158133
h4,bull,150,rsi_extreme+adx+body,268,0.04685913,0.06716418,0.02030505,1.43332101
h4,bull,150,rsi_extreme+volatility+body,232,0.04685913,0.09913793,0.05227880,2.11565870
h4,bull,150,macd+adx+di,1367,0.04685913,0.07388442,0.02702529,1.57673466
h4,bull,150,macd+adx+volatility,885,0.04685913,0.07005650,0.02319736,1.49504469
