timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
d1,bear,5,atr_expand,649.00000000,14668.00000000,0.63174114,0.58003818,0.05170296,1.08913717,1.08503914,147.00000000,3609.00000000,0.68027211,0.54336381,0.13690830,1.25196432,1.23973898,140.00000000,2586.00000000,0.67857143,0.48801237,0.19055905,1.39047996,1.36314349
h4,bull,1,range_tight,4165.00000000,75294.00000000,0.04609844,0.05005711,-0.00395867,0.92091693,0.92475029,1420.00000000,18156.00000000,0.04647887,0.05254461,-0.00606574,0.88456019,0.89202983,879.00000000,13112.00000000,0.04323094,0.03104027,0.01219068,1.39273745,1.35920032
h4,bear,1,mtf_superbb_expand,17382.00000000,62077.00000000,0.06518237,0.05109783,0.01408454,1.27563876,1.20309550,4089.00000000,15487.00000000,0.07214478,0.05501388,0.01713090,1.31139224,1.23130444,2949.00000000,11042.00000000,0.05866395,0.03912335,0.01954061,1.49946152,1.35664030
d1,bear,1,mtf_horizontal_resistance_near,737.00000000,14580.00000000,0.29579376,0.25054870,0.04524506,1.18058390,1.17041410,193.00000000,3563.00000000,0.22797927,0.25568341,-0.02770414,0.89164671,0.89663891,136.00000000,2590.00000000,0.28676471,0.20772201,0.07904270,1.38052154,1.35480171
h4,bull,3,horizontal_support_near,4165.00000000,75294.00000000,0.16182473,0.16046431,0.00136042,1.00847800,1.00803004,799.00000000,18777.00000000,0.19148936,0.16323161,0.02825775,1.17311444,1.16488370,564.00000000,13427.00000000,0.16312057,0.11871602,0.04440455,1.37404006,1.35362981
h4,bull,3,vertical_day_open,12868.00000000,66591.00000000,0.22272303,0.14851857,0.07420447,1.49963089,1.38737453,3166.00000000,16410.00000000,0.21446620,0.15472273,0.05974347,1.38613249,1.30465830,2258.00000000,11733.00000000,0.16297609,0.11233274,0.05064335,1.45083339,1.35243085
h4,bear,1,mtf_horizontal_support_near,3732.00000000,75727.00000000,0.06270096,0.05375890,0.00894207,1.16633651,1.15729523,702.00000000,18874.00000000,0.08689459,0.05753947,0.02935511,1.51017351,1.48304135,463.00000000,13528.00000000,0.05831533,0.04272620,0.01558914,1.36486133,1.34857826
d1,bear,1,range_tight,870.00000000,14447.00000000,0.21149425,0.25520869,-0.04371444,0.82871100,0.83685287,327.00000000,3429.00000000,0.21712538,0.25780111,-0.04067573,0.84222052,0.85395072,172.00000000,2554.00000000,0.28488372,0.20673453,0.07814919,1.37801709,1.34591512
h4,bull,1,range_expand,31648.00000000,47811.00000000,0.07109454,0.03578674,0.03530780,1.98661663,1.42618052,7543.00000000,12033.00000000,0.06681692,0.04288207,0.02393484,1.55815495,1.28236074,5451.00000000,8540.00000000,0.04274445,0.02482436,0.01792009,1.72187551,1.34390474
d1,bear,1,volatility,4573.00000000,10744.00000000,0.28886945,0.23734177,0.05152768,1.21710329,1.14301560,852.00000000,2904.00000000,0.33685446,0.23002755,0.10682691,1.46440921,1.32484330,788.00000000,1938.00000000,0.28426396,0.18214654,0.10211742,1.56063330,1.34298709
h4,bear,1,bb_expand,18448.00000000,61011.00000000,0.06358413,0.05133501,0.01224912,1.23861151,1.17359611,4476.00000000,15100.00000000,0.06009830,0.05814570,0.00195261,1.03358128,1.02570563,3307.00000000,10684.00000000,0.05805866,0.03865593,0.01940273,1.50193404,1.34264258
h4,bear,1,superbb_expand,18448.00000000,61011.00000000,0.06358413,0.05133501,0.01224912,1.23861151,1.17359611,4476.00000000,15100.00000000,0.06009830,0.05814570,0.00195261,1.03358128,1.02570563,3307.00000000,10684.00000000,0.05805866,0.03865593,0.01940273,1.50193404,1.34264258
h4,bear,6,mtf_range_tight,4535.00000000,74924.00000000,0.22579934,0.29266991,-0.06687057,0.77151540,0.78170920,1672.00000000,17904.00000000,0.24760766,0.28122207,-0.03361442,0.88047020,0.88955175,882.00000000,13109.00000000,0.31632653,0.23060493,0.08572160,1.37172494,1.34031632
h4,bull,24,pin_bull,1349.00000000,78110.00000000,0.74128984,0.58744079,0.15384906,1.26189713,1.25631118,387.00000000,19189.00000000,0.69767442,0.57433947,0.12333495,1.21474226,1.20960716,278.00000000,13713.00000000,0.71942446,0.53423758,0.18518688,1.34663768,1.33742594
h4,bull,3,range_tight,4165.00000000,75294.00000000,0.14909964,0.16116822,-0.01206858,0.92511811,0.92876358,1420.00000000,18156.00000000,0.15563380,0.16506940,-0.00943560,0.94283861,0.94676424,879.00000000,13112.00000000,0.16040956,0.11783099,0.04257856,1.36135282,1.33113292
d1,bear,1,rsi_cross45_down,790.00000000,14527.00000000,0.25569620,0.25256419,0.00313201,1.01240085,1.01175374,184.00000000,3572.00000000,0.30978261,0.25139978,0.05838283,1.23223104,1.21837013,135.00000000,2591.00000000,0.28148148,0.20802779,0.07345369,1.35309558,1.32984145
h4,bear,3,adx_up3,13589.00000000,65870.00000000,0.18632718,0.16092303,0.02540415,1.15786520,1.12742698,3261.00000000,16315.00000000,0.17540632,0.17106957,0.00433675,1.02535079,1.02103897,2573.00000000,11418.00000000,0.17877963,0.12445262,0.05432702,1.43652770,1.32977452
h4,bull,24,mtf_pin_bull,2386.00000000,77073.00000000,0.73973177,0.58541902,0.15431275,1.26359367,1.25367061,548.00000000,19028.00000000,0.75182482,0.57173639,0.18008843,1.31498507,1.30349151,459.00000000,13532.00000000,0.71459695,0.53192433,0.18267262,1.34341844,1.32845149
h4,bull,3,stoch_recover_up,4858.00000000,74601.00000000,0.15376698,0.16097639,-0.00720941,0.95521448,0.95783715,1248.00000000,18328.00000000,0.17067308,0.16395679,0.00671629,1.04096378,1.03825238,794.00000000,13197.00000000,0.15994962,0.11813291,0.04181671,1.35398022,1.32731623
h4,bear,1,mtf_stoch_fall_down,5253.00000000,74206.00000000,0.05977537,0.05378271,0.00599265,1.11142341,1.10329636,1395.00000000,18181.00000000,0.07311828,0.05747759,0.01564069,1.27211813,1.24791930,1099.00000000,12892.00000000,0.05732484,0.04204158,0.01528326,1.36352739,1.32567247
h4,bear,3,adx_cross25_up,1464.00000000,77995.00000000,0.18032787,0.16498493,0.01534293,1.09299597,1.09112642,345.00000000,19231.00000000,0.19420290,0.17138994,0.02281296,1.13310556,1.13045374,247.00000000,13744.00000000,0.17813765,0.13365832,0.04447933,1.33278383,1.32499941
d1,bear,1,rsi_cross50_down,843.00000000,14474.00000000,0.23250297,0.25390355,-0.02140059,0.91571372,0.91998138,230.00000000,3526.00000000,0.26956522,0.25326149,0.01630373,1.06437509,1.06019577,168.00000000,2558.00000000,0.27976190,0.20719312,0.07256879,1.35024708,1.32171742
h4,bull,6,squeeze_release_up,659.00000000,78800.00000000,0.31107739,0.29229695,0.01878044,1.06425122,1.06368441,154.00000000,19422.00000000,0.24675325,0.28359592,-0.03684268,0.87008743,0.87097756,112.00000000,13879.00000000,0.30357143,0.22977160,0.07379983,1.32118779,1.31779952
d1,bull,1,mtf_elliott_impulse_bull,548.00000000,14769.00000000,0.31934307,0.25126955,0.06807351,1.27091828,1.25871789,155.00000000,3601.00000000,0.40645161,0.24382116,0.16263045,1.66700713,1.62235096,104.00000000,2622.00000000,0.25961538,0.19488940,0.06472599,1.33211651,1.31544896
h4,bear,1,mtf_channel_lower,16580.00000000,62879.00000000,0.05313631,0.05445379,-0.00131748,0.97580548,0.98075679,3034.00000000,16542.00000000,0.06822676,0.05682505,0.01140171,1.20064587,1.16443515,2429.00000000,11562.00000000,0.05681350,0.04039094,0.01642257,1.40659042,1.31384748
h4,bull,6,range_tight,4165.00000000,75294.00000000,0.28307323,0.29297155,-0.00989832,0.96621405,0.96792821,1420.00000000,18156.00000000,0.26478873,0.28475435,-0.01996562,0.92988476,0.93463834,879.00000000,13112.00000000,0.30261661,0.22551861,0.07709800,1.34186980,1.31365467
h4,bear,1,mtf_di_strong_bear,24709.00000000,54750.00000000,0.06463232,0.04946119,0.01517113,1.30672804,1.19294298,5196.00000000,14380.00000000,0.06928406,0.05472879,0.01455527,1.26595280,1.18248025,4271.00000000,9720.00000000,0.05666120,0.03734568,0.01931552,1.51720908,1.31032545
d1,bull,1,vertical_week_open,2508.00000000,12809.00000000,0.29665072,0.24529628,0.05135444,1.20935679,1.16927407,624.00000000,3132.00000000,0.28525641,0.24361430,0.04164211,1.17093457,1.13860051,444.00000000,2282.00000000,0.25675676,0.18580193,0.07095483,1.38188424,1.30096453
h4,bear,1,rsi_down3,19314.00000000,60145.00000000,0.06404681,0.05101006,0.01303675,1.25557207,1.18213591,4776.00000000,14800.00000000,0.07223618,0.05418919,0.01804699,1.33303675,1.23286441,3384.00000000,10607.00000000,0.05614657,0.03912511,0.01702147,1.43505227,1.29842428
h4,bull,1,elliott_wave5_bull,5615.00000000,73844.00000000,0.06001781,0.04907643,0.01094138,1.22294567,1.20397756,1274.00000000,18302.00000000,0.06200942,0.05141515,0.01059427,1.20605355,1.19009450,1044.00000000,12947.00000000,0.04118774,0.03104966,0.01013808,1.32651160,1.29496104
h4,bull,3,mtf_horizontal_support_near,3732.00000000,75727.00000000,0.14844587,0.16113143,-0.01268556,0.92127198,0.92469118,702.00000000,18874.00000000,0.23361823,0.16180990,0.07180834,1.44378210,1.42116549,463.00000000,13528.00000000,0.15550756,0.11930810,0.03619946,1.30341156,1.29045449
h4,bear,6,mtf_horizontal_resistance_near,5555.00000000,73904.00000000,0.34005401,0.28500487,0.05504913,1.19315156,1.17725476,1666.00000000,17910.00000000,0.31212485,0.27520938,0.03691547,1.13413594,1.12133530,1035.00000000,12956.00000000,0.30338164,0.23062674,0.07275491,1.31546605,1.28546716
h4,bear,1,momentum_bear,25035.00000000,54424.00000000,0.05660076,0.05306482,0.00353593,1.06663425,1.04470144,5838.00000000,13738.00000000,0.06783145,0.05466589,0.01316556,1.24083682,1.15768827,3961.00000000,10030.00000000,0.05554153,0.03838485,0.01715668,1.44696505,1.28443231
h4,bear,12,mtf_horizontal_resistance_near,5555.00000000,73904.00000000,0.48838884,0.42491611,0.06347273,1.14937709,1.13749820,1666.00000000,17910.00000000,0.49819928,0.39994417,0.09825511,1.24567208,1.22016128,1035.00000000,12956.00000000,0.46956522,0.35782649,0.11173873,1.31227070,1.28264095
h4,bear,1,mtf_dmi_adx_bear,13373.00000000,66086.00000000,0.08113363,0.04872439,0.03240924,1.66515432,1.49751380,2190.00000000,17386.00000000,0.07397260,0.05665478,0.01731782,1.30567276,1.26250015,2333.00000000,11658.00000000,0.05529361,0.04083033,0.01446328,1.35422888,1.27869908
h4,bull,3,atr_expand,4895.00000000,74564.00000000,0.17793667,0.15939327,0.01854340,1.11633739,1.10839369,940.00000000,18636.00000000,0.20212766,0.16248122,0.03964644,1.24400630,1.22959946,740.00000000,13251.00000000,0.15405405,0.11863256,0.03542150,1.29858160,1.27839281
h4,bear,3,mtf_dmi_adx_strong_bear,15800.00000000,63659.00000000,0.17202532,0.16359038,0.00843494,1.05156132,1.04088940,3611.00000000,15965.00000000,0.17502077,0.17106170,0.00395907,1.02314412,1.01879470,2778.00000000,11213.00000000,0.17170626,0.12521181,0.04649446,1.37132645,1.27716232
h4,bear,1,di_strong_bear,30076.00000000,49383.00000000,0.05958239,0.05088796,0.00869443,1.17085445,1.09973455,7285.00000000,12291.00000000,0.06643789,0.05394191,0.01249598,1.23165620,1.13390415,5789.00000000,8202.00000000,0.05510451,0.03486954,0.02023496,1.58030482,1.27432592
h4,bear,3,volatility,24772.00000000,54687.00000000,0.19481673,0.15188253,0.04293420,1.28268028,1.17879549,5376.00000000,14200.00000000,0.22116815,0.15309859,0.06806956,1.44461260,1.28741832,3939.00000000,10052.00000000,0.17085555,0.12017509,0.05068046,1.42172182,1.27083464
h4,bull,12,mtf_volatility,22922.00000000,56537.00000000,0.50671844,0.41700126,0.08971718,1.21514847,1.14413743,4310.00000000,15266.00000000,0.52204176,0.39768112,0.12436064,1.31271447,1.22815642,3968.00000000,10023.00000000,0.48387097,0.34061658,0.14325439,1.42057373,1.26918611
h4,bear,1,price20_bear,38132.00000000,41327.00000000,0.05724851,0.05134658,0.00590193,1.11494297,1.05665714,9170.00000000,10406.00000000,0.06706652,0.05112435,0.01594217,1.31183124,1.14463315,6233.00000000,7758.00000000,0.05486924,0.03390049,0.02096875,1.61853839,1.26888529
h4,bear,1,ema20_falling,38132.00000000,41327.00000000,0.05724851,0.05134658,0.00590193,1.11494297,1.05665714,9170.00000000,10406.00000000,0.06706652,0.05112435,0.01594217,1.31183124,1.14463315,6233.00000000,7758.00000000,0.05486924,0.03390049,0.02096875,1.61853839,1.26888529
h4,bear,3,elliott_wave5_bear,4544.00000000,74915.00000000,0.18551937,0.16403924,0.02148012,1.13094502,1.12253909,1004.00000000,18572.00000000,0.17231076,0.17176395,0.00054681,1.00318350,1.00301974,694.00000000,13297.00000000,0.17002882,0.13258630,0.03744252,1.28240113,1.26468538
h4,bull,12,squeeze_release_up,659.00000000,78800.00000000,0.48861912,0.44250000,0.04611912,1.10422400,1.10327034,154.00000000,19422.00000000,0.40909091,0.42518793,-0.01609702,0.96214139,0.96242803,112.00000000,13879.00000000,0.48214286,0.38043087,0.10171199,1.26735998,1.26465330
h4,bear,6,mtf_rci_cross_down,2774.00000000,76685.00000000,0.26712329,0.28963943,-0.02251615,0.92226146,0.92477123,779.00000000,18797.00000000,0.29396662,0.27770389,0.01626273,1.05856142,1.05610032,524.00000000,13467.00000000,0.29770992,0.23360808,0.06410184,1.27439909,1.26143535
h4,bull,1,impulse_bull,14567.00000000,64892.00000000,0.06034187,0.04749430,0.01284757,1.27050764,1.21047830,3523.00000000,16053.00000000,0.05506670,0.05145456,0.00361215,1.07020074,1.05684883,2642.00000000,11349.00000000,0.04012112,0.02987047,0.01025065,1.34316990,1.26142606
h4,bear,24,mtf_pin_bear,1682.00000000,77777.00000000,0.72770511,0.56812425,0.15958086,1.28089077,1.27331969,318.00000000,19258.00000000,0.66666667,0.53437532,0.13229134,1.24756260,1.24256562,149.00000000,13842.00000000,0.62416107,0.49364254,0.13051854,1.26439889,1.26084863
h4,bear,1,di_spread_down3,19779.00000000,59680.00000000,0.06319834,0.05118968,0.01200866,1.23459150,1.16647550,4956.00000000,14620.00000000,0.06961259,0.05485636,0.01475623,1.26899760,1.18808725,3491.00000000,10500.00000000,0.05442567,0.03952381,0.01490186,1.37703492,1.25862726
h4,bull,1,mtf_superbb_expand,17382.00000000,62077.00000000,0.06011966,0.04697392,0.01314574,1.27985198,1.20602080,4089.00000000,15487.00000000,0.06578626,0.04849228,0.01729397,1.35663348,1.26258014,2949.00000000,11042.00000000,0.04001356,0.02961420,0.01039936,1.35116138,1.25804443
d1,bull,3,nr7,1550.00000000,13767.00000000,0.52451613,0.49560543,0.02891070,1.05833410,1.05212330,364.00000000,3392.00000000,0.50824176,0.48142689,0.02681487,1.05569874,1.05003083,314.00000000,2412.00000000,0.55414013,0.42620232,0.12793781,1.30018092,1.25672711
h4,bear,3,elliott_wave3_bear,4367.00000000,75092.00000000,0.17013968,0.16498429,0.00515540,1.03124781,1.02947983,964.00000000,18612.00000000,0.19605809,0.17053514,0.02552295,1.14966389,1.14125281,682.00000000,13309.00000000,0.16862170,0.13269216,0.03592954,1.27077362,1.25421915
d1,bear,1,horizontal_resistance_near,1032.00000000,14285.00000000,0.31782946,0.24802240,0.06980706,1.28145464,1.25760625,309.00000000,3447.00000000,0.26860841,0.25297360,0.01563481,1.06180413,1.05643267,196.00000000,2530.00000000,0.26530612,0.20750988,0.05779624,1.27852284,1.25342199
h4,bear,3,horizontal_support_near,4165.00000000,75294.00000000,0.19111645,0.16383776,0.02727869,1.16649819,1.15640586,799.00000000,18777.00000000,0.17897372,0.17148639,0.00748732,1.04366133,1.04180478,564.00000000,13427.00000000,0.16843972,0.13301557,0.03542415,1.26631583,1.25286553
h4,bear,3,dmi_adx_strong_bear,19842.00000000,59617.00000000,0.16742264,0.16455038,0.00287226,1.01745519,1.01303956,4783.00000000,14793.00000000,0.17185867,0.17177043,0.00008823,1.00051367,1.00038812,3771.00000000,10220.00000000,0.16839035,0.12191781,0.04647254,1.38117925,1.25249833
h4,bear,1,price200_cross_down,1600.00000000,77859.00000000,0.06062500,0.05404642,0.00657858,1.12172098,1.11897837,428.00000000,19148.00000000,0.06775701,0.05838730,0.00936971,1.16047515,1.15641780,277.00000000,13714.00000000,0.05415162,0.04302173,0.01112989,1.25870403,1.25228988
h4,bull,1,mtf_engulf_bull,5374.00000000,74085.00000000,0.04614812,0.05011811,-0.00396999,0.92078737,0.92574691,1397.00000000,18179.00000000,0.04509664,0.05264316,-0.00754652,0.85664759,0.86550171,804.00000000,13187.00000000,0.03980100,0.03131872,0.00848227,1.27083710,1.25136117
h4,bear,6,inside_2,1938.00000000,77521.00000000,0.28689370,0.28890236,-0.00200866,0.99304728,0.99321571,318.00000000,19258.00000000,0.26729560,0.27853360,-0.01123800,0.95965299,0.96028237,234.00000000,13757.00000000,0.29487179,0.23500763,0.05986416,1.25473284,1.24940984
d1,bear,1,di_cross_down,725.00000000,14592.00000000,0.23724138,0.25349507,-0.01625369,0.93588165,0.93873061,193.00000000,3563.00000000,0.29533679,0.25203480,0.04330199,1.17180955,1.16155495,140.00000000,2586.00000000,0.26428571,0.20881671,0.05546901,1.26563492,1.24860114
d1,bull,1,fib_time_13,1187.00000000,14130.00000000,0.26200505,0.25300778,0.00899727,1.03556124,1.03271524,289.00000000,3467.00000000,0.21453287,0.25353331,-0.03900044,0.84617232,0.85630762,207.00000000,2519.00000000,0.24637681,0.19333069,0.05304612,1.27438026,1.24837024
h4,bear,3,dmi_adx_bear,18828.00000000,60631.00000000,0.17362439,0.16267256,0.01095183,1.06732438,1.05056506,4222.00000000,15354.00000000,0.17574609,0.17070470,0.00504139,1.02953281,1.02301680,3730.00000000,10261.00000000,0.16782842,0.12230777,0.04552065,1.37218119,1.24831866
h4,bull,3,volatility,24772.00000000,54687.00000000,0.18286775,0.15041966,0.03244809,1.21571710,1.13911013,5376.00000000,14200.00000000,0.20238095,0.15000000,0.05238095,1.34920635,1.23114031,3939.00000000,10052.00000000,0.15003808,0.10893355,0.04110454,1.37733588,1.24506690
h4,bear,1,structure_ll,17874.00000000,61585.00000000,0.06601768,0.05074288,0.01527480,1.30102361,1.21851307,4416.00000000,15160.00000000,0.07019928,0.05521108,0.01498819,1.27147075,1.19810027,2993.00000000,10998.00000000,0.05379218,0.04037098,0.01342121,1.33244688,1.24397755
h4,bear,6,horizontal_break_down,2555.00000000,76904.00000000,0.32994129,0.28748830,0.04245299,1.14766860,1.14224491,496.00000000,19080.00000000,0.28024194,0.27830189,0.00194005,1.00697102,1.00679320,376.00000000,13615.00000000,0.29255319,0.23444730,0.05810589,1.24784201,1.23958562
d1,bear,1,elliott_wave2_bear,1508.00000000,13809.00000000,0.27254642,0.25056123,0.02198519,1.08774379,1.07842767,386.00000000,3370.00000000,0.31088083,0.24777448,0.06310635,1.25469269,1.22268942,263.00000000,2463.00000000,0.26235741,0.20625254,0.05610488,1.27202030,1.23949101
h4,bull,3,mtf_sma_stack_bull,24078.00000000,55381.00000000,0.19042279,0.14754158,0.04288122,1.29063819,1.18617158,7768.00000000,11808.00000000,0.16426365,0.16446477,-0.00020112,0.99877710,0.99926200,5866.00000000,8125.00000000,0.14933515,0.09969231,0.04964284,1.49796063,1.23923375
d1,bull,1,mtf_engulf_bull,1059.00000000,14258.00000000,0.27950897,0.25178847,0.02772050,1.11009440,1.10170842,237.00000000,3519.00000000,0.22784810,0.25206024,-0.02421214,0.90394303,0.90945533,176.00000000,2550.00000000,0.24431818,0.19411765,0.05020053,1.25860882,1.23793934
h4,bear,1,mtf_structure_bear_transition,22794.00000000,56665.00000000,0.05637448,0.05329569,0.00307880,1.05776827,1.04052501,5964.00000000,13612.00000000,0.06857814,0.05421687,0.01436127,1.26488561,1.17043207,4278.00000000,9713.00000000,0.05352969,0.03871101,0.01481868,1.38280279,1.23790719
h4,bear,3,rsi40,16985.00000000,62474.00000000,0.16950250,0.16411627,0.00538623,1.03281960,1.02562438,3553.00000000,16023.00000000,0.17984802,0.17000562,0.00984240,1.05789455,1.04689407,2790.00000000,11201.00000000,0.16630824,0.12650656,0.03980168,1.31462148,1.23701150
h4,bear,3,mtf_bb_lower,15847.00000000,63612.00000000,0.17397615,0.16309816,0.01087799,1.06669597,1.05269347,3065.00000000,16511.00000000,0.19119086,0.16819090,0.02299996,1.13674914,1.11292072,2431.00000000,11560.00000000,0.16618675,0.12776817,0.03841859,1.30068983,1.23610786
h4,bear,3,mtf_elliott_impulse_bear,6025.00000000,73434.00000000,0.17560166,0.16441975,0.01118191,1.06800831,1.06252911,1127.00000000,18449.00000000,0.18012422,0.17128300,0.00884123,1.05161766,1.04850187,843.00000000,13148.00000000,0.16607355,0.13241558,0.03365797,1.25418437,1.23526581
h4,bear,6,adx_cross25_up,1464.00000000,77995.00000000,0.28620219,0.28890313,-0.00270095,0.99065102,0.99082169,345.00000000,19231.00000000,0.31304348,0.27772867,0.03531481,1.12715580,1.12463555,247.00000000,13744.00000000,0.29149798,0.23501164,0.05648633,1.24035547,1.23511453
h4,bear,1,range_expand,31648.00000000,47811.00000000,0.07286400,0.04181046,0.03105354,1.74272181,1.34487826,7543.00000000,12033.00000000,0.06549118,0.05426743,0.01122375,1.20682299,1.11774666,5451.00000000,8540.00000000,0.05338470,0.03676815,0.01661655,1.45192783,1.23455428
h4,bear,1,macd_bear,39322.00000000,40137.00000000,0.05610091,0.05229589,0.00380502,1.07275952,1.03547555,9904.00000000,9672.00000000,0.06411551,0.05293631,0.01117920,1.21118204,1.09426783,6829.00000000,7162.00000000,0.05330209,0.03364982,0.01965228,1.58402323,1.23264396
